location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MN_27047,2020-01-13,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.5,7.21,12.31,8.71,4.5,,14.11,10.51,5.41,13.21,,,9.61,5.11,,34.23,7.81,7.21,5.11,,41.74,4.2,5.41,7.51,,-5.487654,-10.679012,-2.67284,1.608667,30.48,-6.790123,90.614245
US_MN_27047,2020-01-14,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.29,7.36,10.42,8.58,7.36,5.83,22.07,11.34,4.91,6.44,8.58,5.83,6.74,4.29,6.13,28.2,5.52,6.74,,7.36,39.85,6.13,6.13,7.66,4.29,-2.339506,-8.697531,0.555556,1.693333,64.77,-3.802469,89.729485
US_MN_27047,2020-01-15,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,8.91,,7.68,8.61,4.61,7.38,15.37,6.15,6.15,10.76,6.45,5.84,6.45,,7.38,27.66,10.76,8.61,,4.92,36.58,,6.15,4.92,5.53,-8.753086,-15.901235,-5.580247,0.0,90.17,-10.401235,87.915707
US_MN_27047,2020-01-16,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.91,4.91,8.59,7.06,6.44,4.29,20.25,7.67,5.83,9.2,4.6,,7.36,,7.06,28.22,,6.13,,,38.65,4.91,7.36,6.44,,-19.777778,-23.17284,-15.833333,0.084667,90.17,-23.475309,72.414469
US_MN_27047,2020-01-17,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,5.86,8.33,7.4,7.71,7.71,19.12,9.87,5.86,8.94,6.48,,6.48,,4.63,32.69,8.02,6.17,,6.17,38.86,,8.63,9.25,4.63,-13.592593,-19.0,-5.401235,0.0,104.14,-17.092593,74.941333
US_MN_27047,2020-01-18,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,6.92,12.28,7.87,,8.81,15.74,,5.04,8.5,,4.41,5.35,,5.67,22.66,,10.07,,,33.05,4.41,,5.04,,-7.709877,-18.320988,-2.388889,4.572,104.14,-9.209877,89.014409
US_MN_27047,2020-01-19,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,6.59,4.71,10.36,8.16,4.39,,12.56,10.36,6.28,7.85,4.39,,4.71,5.34,,25.11,6.59,5.34,,4.71,39.87,,5.34,4.71,,-17.858025,-19.555556,-15.055556,0.508,205.74,-20.734568,78.215122
US_MN_27047,2020-01-20,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,9.97,8.73,10.6,6.86,5.3,6.86,25.87,9.97,5.92,10.91,,,4.67,8.41,7.17,33.97,6.23,6.54,7.79,,44.26,,9.97,,5.61,-15.679012,-18.222222,-12.166667,0.0,190.5,-17.901235,83.068377
US_MN_27047,2020-01-21,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,6.48,7.41,7.72,5.56,,23.47,8.65,,11.73,,5.56,6.48,8.03,7.41,30.88,6.79,8.65,9.88,4.94,46.62,5.56,8.65,5.87,,-16.246914,-21.839506,-9.469136,0.127,190.5,-18.277778,84.360358
US_MN_27047,2020-01-22,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.47,6.55,8.04,10.42,6.55,,24.71,6.25,4.17,11.02,,5.66,5.36,4.47,5.06,31.27,,6.25,,7.74,32.46,,7.74,5.06,,-2.694444,-8.911111,0.9,0.254,190.5,-3.961111,91.036945
US_MN_27047,2020-01-23,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,6.93,6.93,7.25,6.3,5.67,21.75,8.2,5.67,10.09,,,5.67,4.41,7.57,29.31,7.88,10.09,4.41,7.88,38.77,,6.93,5.04,,-0.822222,-2.302469,0.048611,2.624667,190.5,-1.522222,95.033346
US_MN_27047,2020-01-24,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,5.3,,10.6,8.1,5.92,5.61,30.54,5.61,5.92,6.23,,,4.67,6.54,7.17,38.33,6.23,4.99,,4.99,38.02,,6.86,,,-1.376543,-2.388889,-0.402778,0.1905,231.14,-2.179012,94.335686
US_MN_27047,2020-01-25,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.96,6.38,8.51,8.51,,,30.49,10.99,,7.09,7.8,6.03,6.03,,,40.77,,7.09,6.03,,33.33,,7.8,6.38,,-1.654321,-2.530864,-0.567901,0.635,231.14,-2.969136,90.799596
US_MN_27047,2020-01-26,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,9.31,5.46,8.35,4.5,4.5,6.1,22.48,6.74,5.14,8.67,5.46,,,5.78,,32.11,,8.67,,,35.32,6.1,5.78,6.42,,-3.462963,-5.469136,-1.648148,0.0,240.03,-4.783951,90.611066
US_MN_27047,2020-01-27,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,6.01,8.11,7.51,4.5,,9.01,26.13,6.61,,6.01,10.21,7.51,5.71,5.11,6.01,34.24,4.8,,,6.61,41.14,4.2,5.11,5.11,6.61,-3.814815,-5.635802,-2.5,0.0,231.14,-4.524691,94.862097
US_MN_27047,2020-01-28,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.67,,9.02,6.53,4.98,8.71,23.34,9.64,4.98,9.64,4.67,4.36,5.91,6.22,7.16,37.65,4.36,5.29,,4.36,35.16,5.6,7.16,5.29,6.22,-7.462963,-9.141975,-5.209877,0.0,200.66,-8.354167,93.921875
US_MN_27047,2020-01-29,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,5.24,11.4,8.01,6.78,6.47,23.42,6.16,5.24,10.17,6.16,,7.09,,5.55,30.81,4.62,6.16,6.78,6.47,41.91,,8.01,6.78,,-7.808642,-8.876543,-6.135802,0.0,200.66,-9.055556,90.865796
US_MN_27047,2020-01-30,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,9.05,10.3,8.74,,7.8,26.54,9.68,4.68,10.3,,5.62,6.24,5.31,6.24,36.53,,,4.37,5.31,34.65,4.68,7.8,5.31,,-6.722222,-8.654321,-3.530864,0.056444,200.66,-7.932099,91.177195
US_MN_27047,2020-01-31,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,9.5,7.6,6.33,7.6,,26.92,6.65,5.7,8.87,8.55,5.07,4.43,,9.82,35.79,6.65,5.7,6.33,,39.59,,6.97,5.7,,-2.483333,-3.85,-0.572222,0.0,200.66,-3.666667,91.650199
US_MN_27047,2020-02-01,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,5.68,7.69,8.36,,,5.68,17.39,6.69,,8.69,6.02,9.03,,6.02,5.01,27.41,7.02,7.69,4.68,5.35,41.45,,6.35,9.36,,-0.694444,-3.738889,1.344444,0.846667,200.66,-2.055556,90.540358
US_MN_27047,2020-02-02,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,6.82,7.15,,8.77,,21.77,6.17,,8.77,5.52,,6.17,,5.52,33.47,6.17,8.12,5.85,,45.16,6.5,9.75,7.8,,3.638889,0.35,6.383333,0.0,190.5,-0.327778,75.324314
US_MN_27047,2020-02-03,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,6.11,7.94,5.5,8.25,4.28,,20.46,8.86,6.72,10.08,5.19,5.8,5.8,4.28,5.8,26.88,,7.33,,,32.68,,8.86,6.41,4.28,-1.394444,-5.938889,2.405556,0.0,154.94,-3.888889,83.198598
US_MN_27047,2020-02-04,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,5.98,8.5,7.87,7.55,5.67,15.11,7.87,,12.59,,6.61,4.41,5.98,,28.01,5.35,5.98,5.35,4.72,31.47,,,,5.35,-6.822222,-10.622222,-1.738889,0.0,129.54,-12.216667,65.533865
US_MN_27047,2020-02-05,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,5.6,6.53,6.53,6.53,5.6,,22.4,11.82,,10.58,7.16,7.78,7.16,4.36,7.16,33.61,7.47,,4.67,4.67,33.92,,6.22,6.22,,-9.911111,-14.616667,-3.805556,0.0,129.54,-13.605556,74.464066
US_MN_27047,2020-02-06,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,6.46,8.4,8.08,5.82,6.78,22.61,7.75,10.01,10.98,4.84,4.84,6.14,5.17,7.43,31.33,,6.46,,6.46,41.02,,5.49,10.34,,-9.272222,-15.411111,-2.738889,0.0,129.54,-13.722222,70.228978
US_MN_27047,2020-02-07,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,7.0,10.18,8.59,,7.0,22.9,10.18,5.09,10.82,,,8.59,,,32.45,5.09,5.09,,,34.67,,5.73,7.32,,-5.294444,-8.955556,-3.3,0.0,129.54,-8.066667,81.011861
US_MN_27047,2020-02-08,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,,9.49,8.08,,7.03,21.09,11.6,4.92,6.68,,,7.03,8.79,4.92,25.3,,5.27,,,37.25,,5.97,,,-13.944444,-20.966667,-6.722222,0.169333,129.54,-17.405556,75.087312
US_MN_27047,2020-02-09,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,5.69,9.71,7.37,10.38,5.02,,21.77,11.39,7.37,8.71,,,8.37,8.04,,21.77,6.7,8.37,5.36,,34.5,5.69,6.7,,,-7.844444,-13.288889,-3.572222,3.386667,139.7,-10.122222,83.740048
US_MN_27047,2020-02-10,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.41,6.92,7.87,7.24,5.35,,26.43,12.59,,6.29,,4.72,9.44,7.24,5.98,28.63,,10.38,,5.98,39.33,,5.98,5.03,,-12.2,-19.972222,-3.033333,2.921,215.9,-13.822222,87.732214
US_MN_27047,2020-02-11,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,4.98,5.92,5.92,8.72,,7.16,32.07,10.59,4.67,6.85,,4.98,12.14,,6.85,31.76,5.92,5.29,4.98,7.16,40.16,7.16,4.67,4.98,4.98,-6.872222,-12.705556,-3.411111,0.9144,270.51,-8.95,85.170199
US_MN_27047,2020-02-12,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,7.23,7.23,6.92,11.63,,5.34,29.55,11.94,5.97,,,,8.49,,6.92,34.26,,9.12,,8.17,34.26,6.6,7.54,7.86,,-4.155556,-10.388889,0.211111,0.0,270.51,-6.944444,80.930295
US_MN_27047,2020-02-13,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,8.76,7.19,15.32,8.76,7.82,4.69,24.7,10.01,7.19,5.32,6.57,,8.44,5.0,6.57,31.9,7.5,6.57,,5.63,38.46,,6.88,,,-20.12963,-25.462963,-8.487654,0.508,255.27,-24.419753,68.728937
US_MN_27047,2020-02-14,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,,,,,,,,6.12,10.63,7.41,,22.24,6.77,5.48,,9.02,,5.48,,6.12,26.1,6.77,,,4.51,29.97,4.51,8.38,,,-22.055556,-28.975309,-12.777778,0.0,270.51,-25.703704,72.266554
US_MN_27047,2020-02-15,ChIJJauksfcz8YcRuQQWHlxvv1Q,Q491144,geoId/27047,US,United States of America,MN,Minnesota,27047,Freeborn County,US,USA,2,,,,,,,30582,15310,15272,3636,3702,3185,3473,3233,4427,4081,2777,2068,1792985,43.67,-93.35,1872,81.61,13,4,7,-5,,,5.02,11.84,5.38,,,17.22,9.33,,5.74,6.1,5.38,6.46,5.74,5.74,18.3,7.53,5.38,7.17,5.74,39.1,,7.53,6.46,,-5.296296,-11.246914,1.493827,0.0,255.27,-8.728395,76.81367
