location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48341,2020-01-01,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,6.64,,,11.95,,14.61,7.97,17.59,,3.861111,-2.761111,15.733333,0.0,,-5.598765,49.918578
US_TX_48341,2020-01-02,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,8.52,5.05,,12.62,,15.46,,32.49,,5.433333,0.355556,11.716667,0.0508,,-3.358025,53.390537
US_TX_48341,2020-01-03,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,6.44,7.09,,9.67,,12.24,5.8,18.36,5.48,3.905556,-2.65,10.2,0.0,,-2.932099,60.877319
US_TX_48341,2020-01-04,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,7.36,6.69,7.36,11.04,6.36,12.71,,24.75,,4.094444,-3.227778,16.477778,0.0,,-4.450617,53.790787
US_TX_48341,2020-01-05,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,4.84,,,13.23,6.78,11.94,,27.43,,7.244444,0.427778,12.888889,0.0,,-4.12963,44.362416
US_TX_48341,2020-01-06,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,9.01,6.68,,10.75,5.52,13.66,6.1,23.25,,3.261111,-4.344444,12.294444,0.0,,-6.530864,48.595459
US_TX_48341,2020-01-07,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,9.29,7.11,,10.39,11.48,12.3,5.47,23.51,,2.916667,-6.455556,16.472222,0.0,,-9.950617,37.953635
US_TX_48341,2020-01-08,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,6.35,6.62,,7.68,10.06,15.35,3.97,21.97,10.32,5.788889,-2.666667,17.35,0.0,,-9.320988,32.925332
US_TX_48341,2020-01-09,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,7.92,7.65,4.92,10.1,8.19,25.67,4.92,24.58,9.28,7.7,-1.85,15.2,0.0,,-5.833333,37.569972
US_TX_48341,2020-01-10,ChIJoztRhqiJBocRQF9kSBcBSJQ,Q156464,geoId/48341,US,United States of America,TX,Texas,48341,Moore County,US,USA,2,,,,,,,21604,11221,10383,3984,3486,2985,2925,2477,2338,1863,940,606,1809485,35.84,-101.89,2356,78.55,,,,,,6.2,7.28,,10.52,9.71,17.8,4.58,22.65,6.47,4.361111,-0.211111,10.994444,0.0,,-4.82716,50.696023
