location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KS_20099,2020-01-11,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,,14.1,,24.52,10.42,44.75,9.2,-2.416667,-6.45,4.9,31.786286,-3.901235,89.582818
US_KS_20099,2020-01-12,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,10.51,,19.79,9.9,34.63,10.51,44.53,,-1.683333,-5.644444,7.038889,2.0955,-3.611111,86.035214
US_KS_20099,2020-01-13,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,8.61,10.53,8.13,8.61,30.62,9.09,39.23,7.18,3.8,-2.127778,13.483333,0.0,1.160494,83.185316
US_KS_20099,2020-01-14,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,10.32,16.71,7.37,27.52,8.85,51.6,12.29,10.355556,7.6,14.566667,0.0,7.203704,80.528362
US_KS_20099,2020-01-15,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,9.91,,11.8,25.02,8.5,41.08,9.44,11.627778,6.411111,14.722222,0.0,8.987654,83.54941
US_KS_20099,2020-01-16,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,11.13,13.55,,27.1,,41.62,9.19,-0.644444,-4.933333,7.6,0.0,-4.62963,74.010587
US_KS_20099,2020-01-17,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,11.66,7.78,12.15,19.44,10.69,31.1,7.29,1.85,-0.127778,4.183333,5.588,-0.395062,84.474967
US_KS_20099,2020-01-18,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,,,9.31,23.6,,36.64,,5.922222,1.455556,11.355556,18.614571,1.623457,73.590988
US_KS_20099,2020-01-19,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,9.91,10.49,9.32,25.06,,32.63,,-1.588889,-4.922222,2.244444,0.0762,-7.432099,64.226987
US_KS_20099,2020-01-20,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,8.91,9.96,,19.92,12.05,48.74,,-4.561111,-8.45,0.961111,0.0,-9.888889,65.482302
US_KS_20099,2020-01-21,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,12.0,13.92,13.92,29.27,,40.31,7.68,-4.005556,-9.666667,4.827778,0.0,-8.012346,72.900097
US_KS_20099,2020-01-22,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,,19.75,9.64,33.53,,36.74,7.81,1.466667,0.161111,2.961111,1.814286,-1.283951,81.673638
US_KS_20099,2020-01-23,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,12.87,11.44,,23.35,10.01,43.37,10.01,3.138889,1.666667,6.472222,3.664857,2.265432,93.449311
US_KS_20099,2020-01-24,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,11.53,20.76,9.23,36.44,,41.52,8.3,1.633333,-0.094444,4.744444,0.508,-0.302469,86.632165
US_KS_20099,2020-01-25,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,,24.81,13.91,38.12,,41.75,11.49,0.338889,-4.977778,7.372222,0.2794,-1.962963,84.210086
US_KS_20099,2020-01-26,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,9.12,,30.77,14.25,50.72,11.97,34.19,13.11,4.338889,-1.65,12.933333,0.0,1.216049,79.422844
US_KS_20099,2020-01-27,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,9.6,28.32,11.52,51.36,12.48,38.4,8.16,4.194444,-2.388889,13.044444,0.0,1.141975,80.391593
US_KS_20099,2020-01-28,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,9.58,33.29,8.66,58.82,9.58,51.53,8.66,2.077778,-0.066667,7.861111,0.254,0.259259,86.73164
US_KS_20099,2020-01-29,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,8.51,8.51,37.36,,50.13,7.57,38.31,12.3,0.755556,-0.511111,2.716667,5.334,-0.493827,90.819367
US_KS_20099,2020-01-30,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,7.45,8.85,34.0,10.25,40.05,9.78,30.27,9.78,1.244444,-2.016667,5.144444,0.479778,-0.82716,85.442991
US_KS_20099,2020-01-31,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,12.05,30.85,8.68,35.67,,34.7,,3.161111,-0.388889,8.427778,0.0,0.296296,81.853015
US_KS_20099,2020-02-01,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,14.51,29.02,,31.54,,43.52,,2.911111,-4.522222,14.238889,0.0,-1.833333,70.965391
US_KS_20099,2020-02-02,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,8.89,13.63,21.33,,27.84,,33.18,8.89,10.866667,3.272222,22.477778,0.0,0.907407,49.802353
US_KS_20099,2020-02-03,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,13.65,23.54,10.36,30.13,9.42,40.49,,15.155556,9.7,21.227778,0.0,2.975309,43.860072
US_KS_20099,2020-02-04,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,7.42,11.6,22.26,10.2,32.47,7.88,37.57,6.96,3.288889,0.222222,12.088889,0.036286,0.450617,81.637536
US_KS_20099,2020-02-05,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,11.56,15.76,14.71,36.25,,34.67,,-0.933333,-2.322222,0.316667,1.161143,-2.759259,87.206338
US_KS_20099,2020-02-06,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,11.76,16.46,9.88,35.74,9.88,44.21,7.53,-1.427778,-4.277778,2.827778,3.410857,-5.734568,72.335512
US_KS_20099,2020-02-07,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,12.71,22.98,12.71,30.8,9.29,32.27,13.2,-0.027778,-4.588889,7.855556,0.0,-4.104938,73.737224
US_KS_20099,2020-02-08,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,11.68,16.59,27.66,,23.97,,41.79,,1.627778,-5.105556,10.444444,0.0,-3.104938,70.362961
US_KS_20099,2020-02-09,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,9.89,18.62,13.97,34.33,9.31,48.3,,9.766667,4.722222,15.233333,0.072571,4.17284,67.587777
US_KS_20099,2020-02-10,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,10.09,17.78,9.13,37.47,11.53,50.92,10.57,2.477778,-1.516667,8.477778,1.3335,-1.450617,75.365743
US_KS_20099,2020-02-11,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,7.24,12.06,18.82,9.65,43.9,11.1,42.46,11.1,3.766667,2.016667,6.122222,0.465667,-0.975309,70.995064
US_KS_20099,2020-02-12,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,23.49,28.66,8.93,32.88,9.87,45.1,10.8,2.611111,1.183333,4.288889,0.689429,0.277778,84.261258
US_KS_20099,2020-02-13,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,7.95,13.92,37.28,13.42,40.27,,44.74,,-4.1,-10.544444,2.227778,8.527143,-8.222222,72.723497
US_KS_20099,2020-02-14,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,,,,,,8.18,25.56,10.22,37.32,,35.78,9.71,-6.572222,-11.5,3.305556,0.0,-13.58642,56.904458
US_KS_20099,2020-02-15,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,5,11,3,,12.3,12.3,21.53,9.84,38.15,,35.68,,3.972222,-0.644444,11.35,0.0,-2.82716,60.833076
US_KS_20099,2020-02-16,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,5,3,0,,,13.72,24.47,,23.27,8.95,44.16,,5.472222,-0.972222,14.455556,0.0,1.407407,74.533326
US_KS_20099,2020-02-17,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,-6,2,-20,,,10.14,26.86,10.14,43.08,7.6,41.05,,11.344444,8.344444,16.183333,0.028222,8.419753,81.783302
US_KS_20099,2020-02-18,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,-2,-9,1,,7.13,15.21,25.66,13.78,31.36,12.36,44.2,9.51,5.744444,1.788889,13.344444,0.66675,0.62963,69.614232
US_KS_20099,2020-02-19,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,14,9,1,,7.58,11.37,26.54,12.32,28.91,8.05,41.22,,2.172222,-2.977778,9.105556,0.0,-4.530864,60.514162
US_KS_20099,2020-02-20,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,-8,-4,-4,,8.74,11.65,23.79,10.68,28.64,7.77,44.67,8.25,1.611111,-2.611111,7.027778,0.036286,-3.790123,66.955828
US_KS_20099,2020-02-21,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,-3,2,-2,,15.44,9.78,18.01,13.89,31.9,,39.11,9.78,-2.761111,-9.8,6.866667,0.0254,-9.5,59.486388
US_KS_20099,2020-02-22,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,-2,7,0,,9.77,12.21,25.04,,32.97,,40.3,,3.477778,-3.144444,14.05,0.0,-5.759259,50.452454
US_KS_20099,2020-02-23,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,-7,-2,-12,,,12.64,21.26,14.37,25.29,,42.53,9.2,8.527778,6.322222,11.366667,1.197429,2.888889,67.632618
US_KS_20099,2020-02-24,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,-8,-5,2,,,12.46,26.76,11.07,35.07,,40.6,12.92,8.361111,6.422222,10.205556,38.172571,7.555556,94.015014
US_KS_20099,2020-02-25,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,1,-1,-1,,8.7,11.44,27.46,13.73,40.27,10.53,33.41,,4.855556,2.388889,6.594444,10.38225,2.95679,87.176364
US_KS_20099,2020-02-26,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,30,12,2,,,12.06,35.24,12.52,42.2,,44.06,13.45,1.833333,-0.566667,4.983333,3.592286,-1.981481,75.561544
US_KS_20099,2020-02-27,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,21,13,-3,,9.91,12.27,36.81,8.02,46.73,7.08,32.09,11.33,1.355556,-5.15,10.15,0.1778,-5.080247,61.950237
US_KS_20099,2020-02-28,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,21,16,0,,7.61,10.65,36.01,8.62,35.0,10.65,39.05,8.12,6.388889,-1.294444,15.422222,0.127,-0.092593,62.88409
US_KS_20099,2020-02-29,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,11,17,0,,,10.08,19.52,24.56,44.09,10.71,37.79,,8.022222,-2.072222,20.894444,0.0,-1.12963,52.468692
US_KS_20099,2020-03-01,ChIJk_vMVcEBuIcRQGcwwqMjHlw,Q181325,geoId/20099,US,United States of America,KS,Kansas,20099,Labette County,US,USA,2,,,,,,,20129,9984,10145,2666,2577,2321,2264,2213,2898,2555,1619,1016,1070383,37.104722,-95.450833,1692,75.15,23,14,6,,9.52,13.09,24.39,10.71,38.67,8.92,55.92,,14.9,11.488889,19.966667,0.0,5.401235,52.660601
