location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13259,2020-01-01,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,7.395062,0.864198,16.037037,0.0,-1.150794,54.334369
US_GA_13259,2020-01-02,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,12.135802,4.358025,20.061728,1.524,6.428571,69.788237
US_GA_13259,2020-01-03,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,21.487654,15.462963,25.740741,3.410857,18.730159,86.594892
US_GA_13259,2020-01-04,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,16.055556,11.864198,20.722222,30.625143,11.404762,75.691553
US_GA_13259,2020-01-05,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,7.382716,0.259259,15.765432,1.298222,-1.325397,54.996368
US_GA_13259,2020-01-06,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,8.679012,1.253086,19.154321,0.0,3.277778,67.495958
US_GA_13259,2020-01-07,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,11.438272,4.154321,18.240741,0.0,4.642857,62.569073
US_GA_13259,2020-01-08,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,8.04321,-0.555556,17.901235,0.0,-1.801587,49.777984
US_GA_13259,2020-01-09,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,8.561728,-0.222222,20.092593,0.0,1.706349,61.581134
US_GA_13259,2020-01-10,ChIJJes3iDLQ8ogRhenWZaX77wY,Q491543,geoId/13259,US,United States of America,GA,Georgia,13259,Stewart County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,4154,2160,470,475,1541,1183,682,712,629,365,257,1059840,32.08,-84.84,1200,76.75,17.092593,12.45679,23.623457,0.0,11.968254,71.661307
