location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13039,2022-07-19,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30879,0,0,0,0,0,0,0,0,0,0,322,403,949,2088,1690,1171,1215,857,500,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-1,28,1,29,-17,11,2.08,6.07,6.85,4.12,12.22,2.62,7.69,4.65,1.94,6.03,6.28,4.02,3.0,3.8,1.74,3.3,10.18,3.77,5.83,3.07,1.69,3.96,2.62,7.81,3.76,,1.83,3.26,6.87,,4.33,3.69,,5.56,3.27,2.85,8.76,2.18,22.84,5.3,3.66,9.29,2.92,4.51,4.29,3.41,2.62,5.37,39.4,2.42,3.37,1.77,3.93,5.97,2.12,1.66,2.33,3.26,6.18,3.57,4.77,3.21,3.85,3.49,2.08,28.022222,24.166667,32.572222,7.3914,24.325397,81.554344
US_GA_13039,2022-07-20,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30879,9,3,5,33,13,16,14,8,11,4,331,406,954,2121,1703,1187,1229,865,511,200,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,27,-3,27,-16,6,,3.51,6.6,4.26,11.36,2.89,7.06,5.18,,3.95,7.71,2.65,1.57,1.91,1.83,4.08,10.89,4.96,4.77,3.8,2.52,3.75,1.6,9.01,4.68,1.67,2.74,3.32,4.58,2.02,3.54,2.67,1.8,4.57,1.76,3.04,8.29,1.6,22.18,5.62,2.68,8.63,3.97,3.67,4.47,2.26,1.49,4.06,38.81,1.96,2.08,1.97,3.62,7.15,2.05,2.03,2.77,2.09,6.21,3.22,3.03,2.47,3.44,4.04,1.46,25.911111,23.788889,30.75,2.370667,23.349206,86.166252
US_GA_13039,2022-07-21,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,27,30906,0,0,0,0,0,0,0,0,0,0,331,406,954,2121,1703,1187,1229,865,511,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,2,33,18,26,-16,4,2.08,6.22,6.31,4.1,11.22,2.17,9.1,4.74,,4.5,5.24,3.5,2.85,2.75,2.11,2.52,7.94,3.14,4.5,3.59,1.76,6.06,3.0,8.21,5.28,2.83,3.4,4.34,4.83,2.95,4.47,3.35,1.73,4.72,1.77,2.44,6.42,2.93,26.58,6.56,4.11,10.27,1.79,3.87,3.98,2.05,3.08,4.62,38.49,2.8,2.74,2.6,4.45,8.52,,2.96,1.59,2.27,8.39,4.3,6.13,3.61,4.89,3.29,2.73,28.827778,25.327778,33.944444,8.325556,23.412698,74.906448
US_GA_13039,2022-07-22,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30906,0,0,0,0,0,0,0,0,0,0,331,406,954,2121,1703,1187,1229,865,511,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-5,31,15,22,-17,6,1.57,5.2,7.16,4.02,10.18,2.65,6.92,4.4,,4.71,5.95,3.19,3.22,1.82,1.51,2.26,8.11,3.62,4.22,3.81,1.96,4.59,1.74,7.86,5.17,3.18,3.49,4.71,4.95,2.57,3.37,3.7,,4.71,1.65,1.75,10.59,,20.27,4.98,4.28,9.97,2.6,4.7,4.82,2.67,2.95,3.9,37.45,1.84,2.83,,4.41,6.42,1.84,2.95,3.36,3.13,5.72,5.19,5.14,1.92,3.61,4.26,1.61,28.383333,24.233333,33.188889,0.0254,23.928571,77.522357
US_GA_13039,2022-07-23,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30906,0,0,0,0,0,0,0,0,0,0,331,406,954,2121,1703,1187,1229,865,511,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-2,18,14,30,-4,3,1.98,4.48,5.81,4.07,13.03,3.14,6.14,4.64,2.01,3.97,4.43,4.43,2.6,2.2,,3.77,9.49,3.92,4.95,5.65,3.08,4.01,2.29,7.97,4.69,2.88,2.55,4.42,4.04,2.38,3.35,3.48,1.98,4.33,,2.41,6.41,,20.33,6.44,1.68,9.71,2.24,3.54,4.39,3.04,2.9,3.25,36.27,,2.69,2.57,4.3,9.5,2.23,3.18,1.89,2.1,5.79,3.71,4.67,4.21,3.04,2.35,2.31,27.172222,23.261111,32.827778,1.495778,23.238095,80.928172
US_GA_13039,2022-07-24,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30906,0,0,0,0,0,0,0,0,0,0,331,406,954,2121,1703,1187,1229,865,511,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-2,20,15,25,-3,3,2.41,4.72,6.74,2.56,10.92,,6.7,4.03,1.8,2.47,6.54,4.98,,3.44,2.56,2.03,9.15,4.6,5.89,2.36,6.92,3.73,2.27,5.74,3.82,2.4,3.49,5.02,4.3,2.26,4.97,4.83,,4.75,1.64,4.08,6.28,,18.43,5.73,2.4,10.37,2.47,4.56,5.32,2.08,3.04,6.15,35.44,,3.13,2.21,3.99,7.77,,2.48,1.66,2.48,7.64,3.32,3.78,2.67,4.17,3.81,,27.605556,23.283333,32.283333,3.951111,23.603175,79.967401
US_GA_13039,2022-07-25,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30906,0,0,0,0,0,0,0,0,0,0,331,406,954,2121,1703,1187,1229,865,511,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,33,12,35,-16,6,2.25,5.95,6.86,2.73,14.49,2.81,7.71,3.33,,3.81,5.72,5.17,2.48,1.79,1.99,3.19,8.9,3.71,3.59,2.72,3.24,4.24,2.65,8.43,4.33,3.22,2.57,4.83,6.46,2.3,4.93,2.75,1.76,4.0,2.72,3.0,7.98,2.17,22.44,4.57,3.83,9.45,3.58,6.73,3.89,1.52,2.18,5.83,38.41,2.1,2.37,2.78,5.31,7.13,2.18,3.67,2.07,1.54,7.0,4.45,6.63,3.75,3.23,3.9,1.81,27.9,23.35,32.505556,0.2286,23.238095,76.543055
US_GA_13039,2022-07-26,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30906,0,0,0,0,0,0,0,0,0,0,331,406,954,2121,1703,1187,1229,865,511,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-2,32,11,22,-16,5,2.78,4.62,5.86,2.84,11.56,2.76,4.62,5.39,2.14,3.92,5.46,4.17,3.04,2.34,1.77,2.79,6.32,4.37,5.1,4.69,2.59,3.76,1.83,9.67,4.93,2.24,2.78,4.32,3.9,2.13,2.21,3.78,1.69,3.84,2.12,1.77,6.09,1.81,24.05,6.08,2.38,8.94,2.59,4.62,4.0,1.86,2.76,5.01,36.87,2.07,,2.12,4.47,7.48,2.24,3.26,1.74,1.7,6.72,5.73,4.83,3.47,1.82,3.31,1.5,28.877778,24.594444,32.633333,0.0,24.15873,76.215277
US_GA_13039,2022-07-27,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30906,10,10,3,17,16,13,10,14,7,3,341,416,957,2138,1719,1200,1239,879,518,203,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,2,33,8,33,-14,6,,4.8,7.03,2.58,13.04,2.02,8.11,5.35,2.08,3.47,4.76,4.46,2.74,1.42,,2.97,9.23,4.43,4.01,2.92,3.16,3.86,2.21,10.67,4.63,2.35,3.53,4.03,4.85,2.1,3.64,3.75,,4.44,2.19,3.31,7.24,1.52,24.23,5.88,3.82,8.15,3.47,3.21,3.43,1.93,2.44,4.84,39.81,2.15,2.25,2.39,4.97,7.12,,2.25,2.13,2.19,6.49,4.88,4.75,2.44,3.47,2.93,1.39,28.005556,23.766667,32.672222,0.395111,23.230159,75.642351
US_GA_13039,2022-07-28,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,28,30934,0,0,0,0,0,0,0,0,0,0,341,416,957,2138,1719,1200,1239,879,518,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,12,31,6,30,-16,5,,4.12,6.91,2.71,11.29,2.37,7.3,4.61,,4.57,4.58,2.53,3.06,,1.91,4.09,8.35,4.45,3.82,2.5,3.34,3.9,2.26,8.54,5.32,3.71,3.44,4.13,4.15,3.0,3.55,5.59,2.62,3.44,2.35,2.29,7.32,,22.98,5.02,3.24,8.13,2.34,4.15,3.09,2.59,2.19,4.78,35.93,1.49,2.5,2.56,4.54,7.61,2.23,1.73,2.8,2.48,6.21,3.94,3.75,3.31,3.69,2.45,1.91,28.583333,24.144444,34.555556,0.592667,23.68254,75.080484
US_GA_13039,2022-07-29,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30934,0,0,0,0,0,0,0,0,0,0,341,416,957,2138,1719,1200,1239,879,518,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,0,38,11,27,-15,5,1.89,5.1,5.78,3.55,10.33,2.81,6.43,4.42,2.1,2.46,5.36,3.71,,2.97,2.56,3.26,8.66,3.09,4.2,3.25,2.19,3.87,2.0,7.47,4.3,2.56,2.94,4.03,5.17,2.39,3.67,4.3,2.12,4.94,3.51,2.75,6.67,,20.51,3.99,3.17,7.37,2.28,4.17,4.59,1.53,2.55,4.45,33.54,2.43,1.96,2.81,3.21,6.13,,2.14,1.59,2.62,6.86,3.25,5.67,1.85,2.95,2.07,,29.127778,24.866667,34.583333,0.381,24.261905,74.889983
US_GA_13039,2022-07-30,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30934,0,0,0,0,0,0,0,0,0,0,341,416,957,2138,1719,1200,1239,879,518,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,6,28,25,41,-7,1,,5.11,6.67,2.78,11.56,1.83,6.42,5.56,1.51,3.68,4.51,3.39,1.49,2.07,1.99,3.05,8.88,4.81,4.33,3.71,,1.9,2.59,8.34,4.28,2.31,4.31,4.87,3.16,1.54,3.93,3.46,2.39,5.0,,1.62,6.76,,18.93,4.55,,7.84,3.02,4.07,4.38,1.9,,2.84,35.98,2.81,2.41,,4.16,9.27,1.72,2.23,2.38,3.38,6.41,4.3,4.08,2.99,2.9,3.31,2.12,29.461111,24.872222,34.616667,0.2286,23.896825,72.084723
US_GA_13039,2022-07-31,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30934,0,0,0,0,0,0,0,0,0,0,341,416,957,2138,1719,1200,1239,879,518,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,9,24,18,30,-5,2,2.44,4.56,6.54,3.14,12.07,2.33,5.19,4.33,,3.35,5.26,3.7,1.63,2.43,2.19,3.62,8.97,3.65,5.16,2.23,2.73,4.05,3.87,7.73,4.71,3.05,2.42,4.34,4.39,,3.72,3.77,,3.54,,1.56,6.45,1.79,20.15,4.39,3.31,8.82,1.69,2.48,3.61,,2.9,3.11,32.76,,2.28,,3.37,7.4,,2.99,,2.12,5.75,3.83,5.38,3.34,2.44,1.98,1.86,29.105556,25.038889,34.038889,0.0,23.5,71.870276
US_GA_13039,2022-08-01,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30934,0,0,0,0,0,0,0,0,0,0,341,416,957,2138,1719,1200,1239,879,518,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,7,38,6,31,-16,4,1.51,4.52,4.85,2.86,10.3,2.1,5.88,4.3,3.7,4.19,4.31,4.87,3.09,2.59,2.2,3.06,6.89,4.1,3.96,4.12,2.19,5.08,2.81,7.3,5.23,2.3,2.4,4.55,4.62,1.76,3.24,3.65,,2.73,1.74,2.96,7.94,,21.64,2.98,2.11,7.49,,3.04,3.68,2.73,1.61,5.1,33.65,,2.11,1.66,4.17,7.3,,1.97,,2.06,6.4,3.82,4.43,4.4,2.56,3.33,,28.833333,24.911111,34.588889,0.0,24.079365,75.763891
US_GA_13039,2022-08-02,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30934,0,0,0,0,0,0,0,0,0,0,341,416,957,2138,1719,1200,1239,879,518,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,35,-4,25,-16,5,2.03,4.99,6.37,4.28,10.44,2.43,5.85,4.83,1.52,5.13,5.75,3.4,2.12,3.21,2.04,4.27,9.34,4.52,3.99,3.49,2.38,3.81,,9.63,4.26,2.2,4.59,5.38,3.33,2.18,3.38,3.26,1.87,3.66,1.95,1.72,6.31,2.28,21.15,4.69,3.07,9.74,3.33,3.88,1.54,2.76,2.08,3.62,35.7,2.26,2.9,,5.23,9.16,,2.01,2.74,3.31,7.28,3.95,4.46,1.65,2.29,3.09,1.98,29.277778,24.805556,35.155556,1.693333,23.619048,71.865536
US_GA_13039,2022-08-03,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30934,9,6,2,22,15,19,15,11,10,5,350,422,959,2160,1734,1219,1254,890,528,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,35,-11,22,-14,5,1.97,5.22,7.01,3.54,11.95,2.74,7.43,5.54,2.18,3.2,6.0,3.2,,3.17,1.74,2.53,9.62,3.15,4.59,3.29,3.24,3.91,2.16,8.77,4.23,3.01,2.08,3.04,3.85,1.69,4.46,3.09,2.22,3.62,1.52,3.22,7.23,,23.49,5.58,2.85,8.63,3.09,2.93,4.71,2.63,2.3,7.99,36.94,2.57,2.03,2.65,4.77,8.46,1.61,2.13,2.03,2.75,5.87,5.23,5.68,4.05,2.5,4.11,1.96,28.144444,24.233333,34.133333,2.88925,23.539683,76.845901
US_GA_13039,2022-08-04,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,34,30968,0,0,0,0,0,0,0,0,0,0,350,422,959,2160,1734,1219,1254,890,528,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,0,31,7,24,-12,4,2.19,5.41,6.47,2.36,11.55,2.36,5.66,5.38,2.41,5.67,5.48,3.7,1.88,3.73,2.56,2.7,7.84,3.83,4.58,2.62,,2.62,1.86,9.39,5.09,3.19,3.68,5.94,5.22,1.97,2.65,3.43,1.54,4.17,2.77,,7.44,3.02,23.24,4.94,2.87,7.12,3.66,3.46,4.03,1.75,2.41,6.18,37.24,1.68,1.82,4.17,3.98,7.84,,2.25,2.26,3.77,7.18,3.09,4.26,2.95,3.51,3.93,1.62,28.422222,24.877778,32.461111,2.6162,23.634921,75.750746
US_GA_13039,2022-08-05,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30968,0,0,0,0,0,0,0,0,0,0,350,422,959,2160,1734,1219,1254,890,528,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-5,36,8,27,-18,5,1.84,3.79,5.44,4.12,11.2,2.3,7.08,4.48,1.62,3.44,4.68,3.52,1.99,1.5,1.95,2.98,9.32,3.31,5.12,3.26,1.72,3.9,1.56,8.48,3.33,2.95,4.56,5.04,4.27,1.79,3.84,4.28,1.52,4.29,2.82,2.54,8.06,2.87,26.89,5.48,2.28,8.91,2.95,3.27,3.24,1.84,2.8,5.04,36.29,1.79,3.17,1.83,3.92,9.19,1.71,,3.1,4.38,4.9,5.89,5.22,3.3,3.0,3.82,,28.433333,24.838889,31.994444,0.0,24.373016,79.628176
US_GA_13039,2022-08-06,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,,,,,0,30968,0,0,0,0,0,0,0,0,0,0,350,422,959,2160,1734,1219,1254,890,528,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,27,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-3,24,12,31,-7,2,2.0,4.54,5.97,2.8,11.17,,6.58,3.82,,5.46,5.49,5.23,1.95,2.75,1.65,2.44,7.47,4.49,4.39,4.01,2.21,2.99,1.99,6.35,3.87,3.0,3.17,3.58,4.81,2.0,3.09,3.4,2.21,4.14,1.81,,6.36,,19.15,4.64,2.12,9.3,2.21,2.23,5.16,1.59,2.23,5.78,35.85,2.42,2.94,1.8,2.97,7.59,1.79,,2.61,3.08,6.97,3.5,5.01,3.06,2.57,2.75,2.76,28.944444,25.466667,32.361111,0.0,24.555556,78.110863
