location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13039,2020-03-30,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-32,6,-28,-29,-35,14,1.97,4.92,8.47,2.86,12.31,2.76,8.07,6.5,2.86,2.66,3.74,2.86,,4.04,2.07,1.97,23.44,2.86,9.26,1.77,,3.94,2.07,5.61,2.07,,1.87,2.56,7.68,1.58,2.46,4.43,4.53,3.54,,2.27,6.01,2.27,38.5,5.02,2.36,8.96,2.46,2.76,3.54,1.38,1.97,4.92,33.28,,3.35,2.07,4.33,8.76,,,2.27,1.87,5.51,2.17,3.54,2.76,2.66,2.36,2.36,23.961111,19.166667,29.633333,0.0,17.706349,68.569669
US_GA_13039,2020-03-31,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-30,5,-30,-15,-36,16,1.66,2.94,6.75,3.33,13.8,,7.63,4.99,3.72,2.45,3.72,4.01,2.15,2.64,1.66,2.25,20.25,2.84,9.69,2.84,1.86,4.4,,7.04,3.13,1.86,2.15,4.5,8.12,2.45,2.25,3.03,2.94,4.6,2.06,2.94,5.97,1.96,33.17,4.89,2.94,7.83,,3.13,4.4,2.54,1.76,3.52,27.4,,2.74,1.76,2.54,5.38,2.25,3.13,1.76,1.96,3.42,3.91,4.01,1.37,2.64,2.06,3.42,23.038889,18.838889,29.361111,3.0988,18.579365,77.725296
US_GA_13039,2020-04-01,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-25,8,-27,-14,-37,15,2.6,4.23,7.78,3.27,10.19,1.92,6.44,4.04,3.65,2.4,5.09,4.04,2.11,1.83,1.63,2.79,18.45,2.4,7.69,3.56,,3.94,1.92,5.48,4.32,2.31,2.02,3.36,8.07,2.5,3.36,3.75,3.65,3.94,2.11,6.05,4.9,1.54,36.52,5.0,2.79,7.3,1.92,1.73,2.6,1.83,,3.75,29.89,1.83,2.02,1.34,2.69,5.57,1.34,1.44,2.88,1.73,5.77,2.5,4.32,2.79,2.21,1.54,3.36,17.105556,11.605556,22.183333,6.2992,10.198413,64.860123
US_GA_13039,2020-04-02,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-23,22,-14,-18,-37,15,2.46,3.35,8.48,3.55,12.52,,6.31,5.12,3.45,3.25,4.24,3.75,,2.07,2.37,2.66,22.47,3.15,8.08,2.27,,2.96,1.58,6.11,4.14,,2.46,4.04,7.88,1.97,2.66,2.96,3.45,4.14,2.37,5.03,6.21,,34.2,4.73,3.35,7.79,2.27,3.94,6.21,2.86,1.38,2.86,29.96,1.77,2.17,1.87,2.96,7.39,,,2.76,1.97,4.83,3.06,3.84,2.66,2.27,2.07,2.86,15.8,10.461111,21.2,0.0,9.690476,68.721121
US_GA_13039,2020-04-03,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-37,15,-24,-37,-38,18,1.68,5.24,9.99,4.35,14.54,1.78,5.93,5.84,3.07,2.08,4.55,3.36,,1.78,1.88,2.87,20.38,2.97,5.93,2.37,1.98,3.76,1.98,6.43,5.14,,2.77,4.45,6.53,1.68,3.66,3.07,4.25,4.85,,2.77,5.24,,36.8,3.36,2.47,6.33,2.67,3.26,4.55,,1.68,5.34,31.55,1.48,1.88,2.18,2.77,5.44,,2.37,2.37,1.68,4.95,3.36,2.87,2.67,3.36,,4.55,16.855556,10.855556,23.644444,0.0,9.436508,63.214664
US_GA_13039,2020-04-04,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-43,3,-26,-40,-31,,1.56,5.37,11.07,3.8,11.52,,7.94,6.6,2.12,3.13,5.25,4.03,1.9,1.9,1.9,2.35,21.8,3.47,7.71,2.57,1.79,4.14,2.57,5.14,4.14,,,3.13,5.25,2.57,3.8,3.13,3.24,4.81,,2.46,4.47,,37.9,4.25,3.35,8.5,2.57,3.58,3.69,2.24,3.35,4.36,35.55,1.56,,2.12,2.79,6.49,2.57,2.46,2.24,,5.14,2.79,4.25,4.03,3.47,2.24,5.37,19.861111,12.911111,26.427778,0.0,11.793651,61.039202
US_GA_13039,2020-04-05,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,3,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-48,-4,-40,-41,-35,,2.59,3.46,11.77,4.43,13.82,,6.48,7.67,3.02,1.51,5.08,3.56,1.84,,1.84,2.38,19.76,2.92,6.91,3.56,1.62,3.02,2.7,5.51,3.35,1.62,3.02,4.0,8.21,2.48,3.35,3.35,3.02,5.94,2.48,2.16,4.54,1.84,31.96,5.29,2.05,8.31,2.27,3.67,4.21,1.94,1.73,3.78,34.12,2.05,,2.16,2.7,7.56,,2.27,2.59,,5.72,2.81,4.86,1.73,3.24,1.62,6.37,20.188889,16.383333,24.955556,0.0,16.468254,81.164641
US_GA_13039,2020-04-06,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,6,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-36,,-19,-30,-38,16,2.56,3.69,11.47,3.89,10.86,1.43,6.25,7.48,2.46,2.56,5.12,2.46,,2.66,2.15,2.77,17.72,2.56,6.86,2.56,2.05,3.79,2.35,6.25,3.48,2.25,2.35,4.4,5.22,2.35,1.95,2.66,2.97,5.33,1.74,3.07,4.61,,31.75,6.35,2.87,9.52,3.17,3.48,4.61,2.35,,5.33,31.64,1.43,1.95,2.56,4.61,7.48,,3.28,1.95,3.17,5.53,3.79,3.69,3.99,,1.43,5.43,19.433333,14.15,25.15,0.2286,15.587302,80.144767
US_GA_13039,2020-04-07,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-35,8,-20,-24,-40,16,3.19,3.91,10.08,4.11,11.11,1.95,6.89,11.42,2.98,2.67,4.94,2.37,1.75,2.88,2.57,3.19,18.93,3.39,7.41,3.7,1.95,3.19,2.67,6.58,3.29,1.65,2.98,3.91,6.17,1.54,2.37,5.14,3.09,6.07,1.65,2.57,6.07,1.95,32.61,4.01,3.29,9.46,2.88,4.32,4.42,1.44,2.37,5.14,32.5,1.54,,2.06,4.01,8.23,,2.57,2.98,1.44,7.51,4.11,2.98,3.6,2.67,3.29,3.19,22.016667,16.266667,28.566667,0.0,16.896825,74.201313
US_GA_13039,2020-04-08,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-37,4,-30,-23,-42,17,3.14,4.66,10.95,3.04,10.95,1.93,8.21,8.92,2.23,2.23,4.56,4.16,2.54,2.74,1.52,2.54,20.18,3.55,5.78,5.47,2.23,2.84,2.43,6.29,3.65,2.33,2.54,2.94,7.0,1.72,4.16,4.16,,5.68,1.82,2.84,4.26,2.33,32.04,4.56,2.74,8.52,3.25,3.55,5.17,2.43,1.82,3.85,30.52,1.93,1.82,2.13,4.16,7.3,1.72,2.23,2.74,2.43,4.87,3.45,3.04,3.75,2.84,2.43,4.66,23.361111,17.344444,30.533333,0.0254,17.928571,72.745857
US_GA_13039,2020-04-09,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-36,4,-19,-31,-41,17,2.44,4.06,10.46,3.25,10.46,,7.11,4.87,,1.52,4.77,3.86,1.62,2.23,2.84,3.96,15.12,2.84,4.37,3.55,,4.06,3.15,6.39,4.26,1.42,1.52,3.96,6.8,2.33,2.94,4.87,1.73,4.57,1.93,2.23,6.09,,27.51,5.38,3.76,9.03,2.33,3.96,3.76,1.93,1.73,3.96,34.41,,2.33,,5.28,6.29,,2.94,2.64,2.03,5.28,3.15,4.16,4.97,,3.45,3.25,25.694444,18.877778,32.333333,9.9568,20.222222,72.383083
US_GA_13039,2020-04-10,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-37,8,-23,-40,-42,20,2.08,4.37,9.89,3.54,11.35,1.46,7.49,6.04,2.81,2.71,3.54,4.16,1.56,1.46,,1.98,13.95,2.71,4.27,3.54,1.98,5.0,,6.14,2.29,,2.29,4.37,5.0,1.98,3.75,3.12,3.23,5.0,,3.33,5.72,2.08,25.61,5.31,2.81,7.6,2.6,3.64,5.41,,2.08,2.5,34.24,1.56,2.19,2.39,4.48,6.14,1.87,1.67,2.29,1.46,6.76,3.64,3.12,2.5,3.12,3.33,3.75,22.266667,17.611111,30.133333,0.1016,12.388889,54.671129
US_GA_13039,2020-04-11,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-34,12,-17,-38,-31,,2.58,3.03,7.63,4.38,12.01,2.58,5.28,5.16,,2.92,5.05,2.69,2.25,1.57,1.68,,12.79,3.25,5.39,2.92,,4.71,,4.15,2.81,2.02,2.02,2.92,4.15,1.91,4.94,3.7,2.47,7.07,,1.91,4.15,,25.48,3.48,3.25,9.65,2.92,2.36,4.6,2.36,1.68,4.26,34.12,1.57,1.8,1.68,2.69,8.42,,2.25,2.36,1.91,3.59,3.59,4.38,2.69,2.81,,2.92,17.427778,10.205556,23.861111,0.0,7.753968,54.316204
US_GA_13039,2020-04-12,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-61,-46,-34,-48,-42,,3.16,5.23,8.39,2.62,9.92,,7.3,4.36,,2.07,3.71,4.14,2.18,2.29,2.62,2.29,11.01,3.16,5.01,4.14,1.96,3.38,1.96,6.65,3.49,,2.18,3.6,5.12,2.51,3.05,5.34,,4.03,,2.72,5.99,1.96,26.15,4.47,1.63,9.26,2.83,3.49,3.38,1.63,2.29,3.16,29.75,,2.94,2.4,2.83,7.84,1.85,1.96,2.18,1.96,5.67,3.81,4.36,3.16,2.4,,2.94,22.116667,16.944444,25.772222,0.423333,18.857143,83.019825
US_GA_13039,2020-04-13,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-39,-7,-45,-29,-39,17,2.62,4.58,7.48,2.71,11.5,,5.98,4.21,3.27,2.43,5.42,4.49,,2.71,1.59,2.24,10.85,3.46,4.86,3.27,1.87,3.83,2.24,8.32,4.21,1.87,1.87,2.99,4.96,1.5,2.99,4.02,1.78,4.21,2.34,2.34,8.04,1.87,26.74,4.67,2.9,8.04,1.87,2.43,4.96,,2.43,4.86,30.48,1.31,1.78,2.52,5.52,5.89,,2.15,,2.24,4.49,4.3,2.62,2.9,3.65,2.52,2.9,23.761111,18.516667,27.638889,8.001,20.666667,84.052285
US_GA_13039,2020-04-14,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-34,-8,-36,-21,-39,18,2.05,4.0,9.4,3.35,9.59,1.77,7.35,5.58,2.42,1.86,4.47,3.16,2.79,4.19,1.3,2.79,8.56,3.81,4.19,3.72,2.51,4.56,2.51,6.89,3.54,2.05,2.14,3.44,5.3,2.23,3.35,3.35,,4.19,1.58,3.44,6.61,1.49,24.2,4.65,4.0,9.49,1.49,3.54,4.09,2.42,2.42,5.12,30.43,,1.4,1.77,5.49,6.24,2.05,2.42,,2.88,4.19,5.3,4.84,2.98,3.07,3.26,2.61,22.711111,19.516667,26.327778,16.2052,20.342593,88.106753
US_GA_13039,2020-04-15,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-27,-4,-46,-19,-40,18,3.34,4.15,7.67,3.16,8.48,1.26,5.96,2.53,1.71,3.16,4.51,3.25,2.17,2.17,,1.99,7.94,3.52,3.7,2.53,1.71,3.16,,7.85,2.89,1.99,2.17,3.34,4.87,2.53,4.06,2.98,,4.33,1.26,3.61,4.96,,23.01,4.69,3.07,5.59,3.16,3.97,4.6,2.26,1.62,3.97,30.22,1.35,,2.17,3.07,5.23,2.17,2.53,1.53,2.35,4.78,3.34,3.7,2.26,1.62,2.53,2.35,20.294444,14.861111,24.65,15.24,18.611111,92.804458
US_GA_13039,2020-04-16,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-24,0,-10,-27,-38,16,2.0,3.82,8.4,3.44,8.59,2.0,6.49,5.44,2.2,2.96,4.96,2.29,,1.34,1.43,3.06,7.64,2.58,4.77,2.77,,2.2,2.77,7.35,3.63,2.77,2.0,3.44,3.25,1.62,4.11,4.68,2.29,,,3.44,6.97,1.43,24.06,5.06,4.01,8.31,,3.44,3.34,2.67,2.2,3.72,32.27,2.58,2.29,1.72,3.82,7.07,1.62,2.0,,3.06,4.68,3.63,4.39,4.2,3.06,2.58,3.63,17.666667,15.122222,22.211111,14.8336,11.373016,68.383168
US_GA_13039,2020-04-17,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-32,1,-14,-33,-36,17,1.85,3.69,7.38,1.85,11.66,1.85,6.9,4.96,2.23,3.5,4.18,4.28,,2.43,,3.01,9.23,3.3,3.98,2.62,,3.11,2.14,5.63,4.47,,2.53,4.08,3.69,2.04,3.98,3.98,1.55,3.11,2.23,2.33,4.76,,23.51,4.57,2.43,9.13,2.53,3.89,3.69,3.01,1.94,3.21,33.91,1.75,,1.65,3.01,7.38,1.36,1.46,1.55,2.33,4.76,3.5,2.62,3.3,1.85,2.33,1.94,19.483333,14.25,24.761111,0.4826,12.007937,64.677498
US_GA_13039,2020-04-18,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-29,2,-12,-33,-26,,2.44,4.78,8.28,3.82,9.55,2.23,5.62,3.71,,2.33,4.78,3.08,2.76,1.59,2.23,1.7,7.75,2.33,2.65,4.25,,4.56,2.55,5.62,4.46,1.7,2.65,3.4,2.55,2.65,3.71,3.5,1.7,5.31,,3.29,4.35,1.91,21.76,4.46,3.4,8.81,2.33,2.65,5.52,,2.44,4.03,30.67,1.8,,2.12,2.23,7.85,2.97,2.33,,,5.73,2.87,2.97,3.18,3.18,2.12,3.82,22.966667,17.9,28.366667,0.028222,19.325397,81.457172
US_GA_13039,2020-04-19,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-32,-3,-31,-35,-30,,2.09,4.18,10.03,2.92,9.61,,7.41,5.22,,1.67,5.01,3.45,2.3,2.09,1.77,2.4,7.62,4.07,4.18,1.77,,3.86,2.71,7.52,1.98,,2.92,2.92,3.03,2.61,4.59,4.28,1.46,4.07,1.46,3.45,5.22,1.46,19.53,3.55,2.61,8.67,2.82,2.51,3.97,2.19,1.88,3.76,31.95,2.3,1.88,4.28,2.82,7.41,1.98,2.4,,1.57,5.22,3.13,1.67,3.13,1.67,2.3,3.65,23.0,19.394444,27.977778,0.9906,19.746032,84.06791
US_GA_13039,2020-04-20,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,-1,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-30,-2,-21,-30,-36,15,2.6,2.05,8.74,3.35,10.88,1.49,6.88,5.12,1.3,2.51,3.72,3.44,1.4,2.05,1.58,3.53,7.44,3.81,3.72,3.81,,4.46,2.05,7.07,1.58,,2.23,3.25,4.56,2.14,4.74,5.39,,3.44,2.05,3.16,5.39,,24.09,5.12,3.16,8.56,2.05,2.05,3.07,1.67,1.67,7.72,33.95,2.42,1.95,2.42,4.37,6.05,1.4,2.42,,,4.46,3.53,3.07,2.33,1.58,3.35,2.6,23.344444,19.438889,27.644444,10.1092,18.722222,76.30306
US_GA_13039,2020-04-21,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-25,1,15,-19,-36,15,2.3,3.35,8.13,3.92,11.39,1.34,5.84,5.65,2.1,3.06,4.31,2.39,,3.06,,2.1,8.04,2.49,2.97,2.77,,3.16,2.68,6.41,2.77,2.2,2.3,4.4,4.5,2.97,3.92,5.07,2.2,4.88,,2.3,5.26,,24.02,4.02,3.73,8.04,2.68,4.59,3.83,,2.1,4.69,34.74,2.1,1.63,2.77,5.07,7.37,1.34,2.68,1.63,1.44,4.4,3.92,3.92,2.01,2.49,4.02,2.01,22.122222,16.194444,28.25,3.6322,14.007937,61.85515
