location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29041,2020-01-01,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,2.825397,-3.555556,13.0,0.0,,-3.842593,60.834846
US_MO_29041,2020-01-02,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,6.912698,1.452381,11.301587,0.0,,2.0,71.045724
US_MO_29041,2020-01-03,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,4.460317,1.619048,9.150794,0.036286,,1.888889,82.841381
US_MO_29041,2020-01-04,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,1.793651,-0.904762,5.928571,0.0,,-3.388889,68.295045
US_MO_29041,2020-01-05,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,3.396825,-1.571429,10.849206,0.0,,-4.740741,55.252927
US_MO_29041,2020-01-06,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,1.626984,-4.18254,8.492063,0.0,,-4.925926,61.596417
US_MO_29041,2020-01-07,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,2.293651,-1.563492,8.595238,0.0,,-3.805556,63.752158
US_MO_29041,2020-01-08,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,1.992063,-3.690476,7.984127,0.0,,-5.777778,55.451094
US_MO_29041,2020-01-09,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,9.944444,2.674603,16.785714,0.0,,1.787037,56.430349
US_MO_29041,2020-01-10,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,7.444444,1.34127,13.650794,1.088571,50.8,6.333333,90.223952
US_MO_29041,2020-01-11,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,-3.285714,-6.714286,2.706349,31.169429,30.48,-4.0,93.24936
US_MO_29041,2020-01-12,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,-4.928571,-6.833333,-1.777778,2.830286,50.8,-5.731481,93.013542
US_MO_29041,2020-01-13,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,-0.626984,-3.81746,4.055556,0.072571,30.48,-1.064815,95.676098
US_MO_29041,2020-01-14,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,4.833333,1.243056,9.611111,0.09525,30.48,3.230159,88.461441
US_MO_29041,2020-01-15,ChIJ6RgyfO31wocR_6ky0I8zswc,Q485062,geoId/29041,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2,,,,,,,7457,3720,3737,926,925,710,735,759,1063,1069,708,562,1180545,39.52,-92.96,1990,78.733333,,6.567901,1.709877,9.691358,0.0635,,5.472222,90.788479
