location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47111,2020-01-01,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,9.18,10.2,8.67,22.96,9.18,9.69,38.77,8.67,51.52,9.69,4.32716,-1.740741,9.938272,0.028222,,-3.920635,54.43294
US_TN_47111,2020-01-02,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,9.24,12.32,10.27,32.35,12.84,13.87,41.6,,54.95,,7.469136,2.185185,10.345679,2.032,,1.007937,62.882582
US_TN_47111,2020-01-03,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,11.87,11.87,12.38,32.5,9.29,13.41,32.5,10.32,57.78,8.26,11.347222,8.680556,13.902778,24.384,,10.87963,95.177956
US_TN_47111,2020-01-04,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,8.79,15.0,,21.73,,12.42,28.97,,53.28,,7.185185,2.308642,12.845679,11.58875,,4.81746,84.07556
US_TN_47111,2020-01-05,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,,7.94,9.53,23.29,8.47,,30.71,7.94,56.12,13.23,3.567901,-1.981481,11.444444,1.397,,-1.928571,65.988646
US_TN_47111,2020-01-06,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,8.36,12.26,10.03,15.05,13.93,16.16,34.55,11.7,55.73,12.82,4.814815,-2.882716,11.419753,0.197556,,-1.968254,61.236017
US_TN_47111,2020-01-07,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,7.32,10.73,,20.49,9.27,10.25,29.76,10.25,52.21,9.27,6.358025,-0.364198,10.746914,1.197429,,-1.5,57.005958
US_TN_47111,2020-01-08,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,7.69,14.42,9.61,20.18,12.01,8.17,38.92,6.73,46.61,12.49,5.661111,-0.183333,12.588889,0.6604,,-3.166667,52.313344
US_TN_47111,2020-01-09,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,11.46,10.51,10.51,14.81,10.99,16.24,35.83,11.94,54.94,13.85,6.322222,-1.027778,15.505556,0.0508,,-2.638889,53.512706
US_TN_47111,2020-01-10,ChIJt3YaEbGKZogRjUlGfmuKDnA,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2,,,,,,,23905,11699,12206,3380,3073,3078,2864,3067,3206,2813,1643,781,1847634,36.53,-86.01,796,74.0,,,,,7.81,11.02,11.02,15.61,6.89,9.18,37.19,9.64,46.38,22.04,15.027778,12.916667,18.061111,0.084667,,6.993056,57.852284
