location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SC_45049,2020-01-01,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,,11.45,17.17,36.88,10.044444,5.3,16.155556,0.0,,0.166667,49.806403
US_SC_45049,2020-01-02,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,8.66,16.16,20.2,34.64,9.411111,4.877778,15.416667,0.0,,4.82716,72.300788
US_SC_45049,2020-01-03,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,,15.89,30.01,37.07,18.444444,11.194444,23.872222,0.056444,,15.376543,82.13512
US_SC_45049,2020-01-04,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,12.09,15.28,22.28,31.19,18.711111,15.105556,23.033333,3.302,,15.938272,83.257917
US_SC_45049,2020-01-05,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,,,13.81,32.02,8.983333,2.927778,16.638889,2.1336,,-0.055556,52.523665
US_SC_45049,2020-01-06,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,,13.23,20.13,26.46,9.144444,3.438889,18.3,0.0,,2.716049,63.570082
US_SC_45049,2020-01-07,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,,,16.43,38.15,11.461111,5.605556,19.194444,0.0,,6.419753,70.444616
US_SC_45049,2020-01-08,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,,19.38,26.42,38.16,9.4,1.438889,18.005556,0.0254,,-0.820988,48.691429
US_SC_45049,2020-01-09,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,,14.5,26.68,28.43,8.933333,1.055556,19.872222,0.0,,3.716049,69.550926
US_SC_45049,2020-01-10,ChIJZbUjX49Y-YgR3LlGI3QfgqU,Q497880,geoId/45049,US,United States of America,SC,South Carolina,45049,Hampton County,US,USA,2,,,,,,,19498,9963,9535,2198,2432,2494,2481,2420,2642,2523,1533,775,1857003,32.78,-81.14,1457,75.72,,,,,10.25,9.68,22.78,31.89,15.616667,11.95,21.855556,0.0,,12.111111,79.083015
