location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51009,2020-01-01,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,6.24,9.2,10.52,7.89,7.56,4.6,17.09,10.19,6.9,6.57,5.92,6.9,,5.92,4.6,19.72,5.92,10.84,,,49.62,,,5.92,4.6,5.116667,0.644444,10.305556,0.0,,-3.08642,56.81279
US_VA_51009,2020-01-02,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,,8.62,7.98,9.89,4.47,4.47,22.98,16.91,7.66,11.81,7.34,10.21,9.25,5.74,6.7,29.68,10.21,7.98,,7.02,39.89,5.11,7.66,8.3,8.94,4.722222,-1.561111,12.555556,0.0,,-2.506173,61.187652
US_VA_51009,2020-01-03,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,10.45,9.47,11.76,12.41,8.16,8.16,20.9,10.78,,9.47,,,,6.86,5.22,26.78,9.14,,,6.53,45.06,,8.49,4.9,5.88,8.905556,3.144444,12.477778,3.81,,6.932099,87.24116
US_VA_51009,2020-01-04,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,4.69,10.38,12.72,9.04,,7.37,17.08,15.4,,9.04,8.37,,,5.36,10.72,29.13,7.37,8.37,5.36,6.7,43.87,8.37,7.37,10.05,5.69,11.65,6.483333,15.461111,3.189111,,10.080247,90.805738
US_VA_51009,2020-01-05,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,6.63,9.29,11.61,7.96,5.97,8.29,22.89,10.95,,9.95,,,,4.98,,35.49,9.62,7.63,5.31,4.64,43.78,,6.97,,6.63,3.988889,-0.072222,11.366667,4.064,,-3.351852,61.143422
US_VA_51009,2020-01-06,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,4.6,7.88,11.83,9.53,,,14.78,7.23,4.93,10.84,7.88,,,6.9,10.18,26.94,7.56,6.24,6.24,9.2,46.32,,9.53,,7.23,4.722222,-1.172222,11.094444,0.0,,-4.308642,54.077316
US_VA_51009,2020-01-07,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,6.49,9.27,5.56,9.89,,5.87,11.74,13.9,,10.51,6.8,,,6.8,7.11,28.43,7.42,5.25,6.49,7.72,39.24,,5.87,6.49,6.18,0.038889,-3.7,8.0,2.455333,50.8,-4.765432,72.19166
US_VA_51009,2020-01-08,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,,9.47,11.68,10.41,7.26,7.26,14.2,9.15,4.42,13.89,,,5.05,6.31,6.63,33.77,8.21,10.1,7.57,7.89,39.45,,9.15,5.68,5.05,2.661111,-3.316667,8.283333,5.04825,,-5.401235,56.901009
US_VA_51009,2020-01-09,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,9.13,7.71,9.99,13.41,,7.42,9.7,5.99,6.85,7.99,,6.57,9.99,,10.85,22.83,,9.42,4.28,5.14,36.82,4.0,8.56,5.99,,0.344444,-5.283333,7.933333,0.0,,-9.006173,50.082001
US_VA_51009,2020-01-10,ChIJ02s3gVQks4kRJFICF86BMGs,Q470626,geoId/51009,US,United States of America,VA,Virginia,51009,Amherst County,US,USA,2,,,,,,,31863,15466,16397,3386,3675,3796,3375,3878,4933,4361,2896,1563,2532613,37.61,-79.14,1240,76.6625,,,,,4.41,7.99,11.3,4.13,3.86,7.44,13.5,4.41,4.96,7.16,4.41,,4.13,5.24,9.64,20.39,4.68,8.27,,,40.23,4.68,8.27,8.54,4.41,4.633333,-3.05,12.35,0.0,,-0.641975,69.234334
