location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MO_29127,2020-07-15,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,2,0,38,0,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,9,,,-27,6,4.53,9.06,11.9,11.33,6.23,6.23,10.76,4.53,,6.8,4.25,3.97,3.97,,5.1,26.63,6.51,9.91,5.67,6.51,39.37,,9.06,4.53,5.95,23.627778,20.55,29.416667,15.929429,20.861111,84.864113
US_MO_29127,2020-07-16,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,1,0,39,0,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,17,,,-25,4,5.65,10.1,13.07,,6.24,5.65,5.05,,,7.43,,,4.75,5.65,8.02,28.23,7.73,11.29,6.83,8.32,45.16,4.46,8.02,7.43,4.46,22.294444,17.088889,29.038889,6.970889,19.055556,82.108324
US_MO_29127,2020-07-17,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,2,0,41,0,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,6,25,,-16,,,8.49,17.9,7.89,4.85,8.8,5.76,4.55,,8.49,4.25,,4.55,5.46,,25.79,5.46,12.14,,,41.87,4.55,6.37,6.07,4.25,25.383333,19.833333,32.105556,0.0,22.066667,82.151169
US_MO_29127,2020-07-18,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,4,0,45,0,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,-2,,,-10,,5.66,6.66,18.64,8.32,,,9.98,5.32,5.99,8.32,6.32,4.66,,5.32,4.66,24.62,9.98,12.64,4.66,7.32,40.93,4.66,8.65,6.32,5.32,27.511111,22.838889,33.144444,0.0,23.333333,78.338047
US_MO_29127,2020-07-19,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,3,0,48,0,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,19,,,-7,,,5.57,15.39,6.55,7.53,5.24,6.55,,,8.19,6.22,4.91,5.57,5.57,5.24,22.27,7.86,14.41,4.58,4.58,33.73,,14.74,7.21,,27.588889,24.344444,31.144444,0.0,21.5,69.735914
US_MO_29127,2020-07-20,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,2,0,50,0,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,10,,,-19,4,7.74,5.74,16.63,7.46,4.59,,9.46,5.45,5.45,7.74,8.03,5.74,5.45,,6.31,23.8,6.02,12.62,5.45,5.16,41.01,4.59,13.19,6.02,4.01,24.061111,19.105556,28.555556,0.362857,20.322222,79.903862
US_MO_29127,2020-07-21,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,3,0,53,0,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,4,,,-27,7,3.98,7.96,12.23,8.53,5.12,6.26,5.69,5.12,4.83,11.66,,6.54,5.4,,7.68,27.01,7.96,13.08,,7.96,34.41,5.97,12.23,5.12,7.11,23.866667,21.183333,27.455556,7.62,21.572222,87.200912
US_MO_29127,2020-07-22,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,5,1,58,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,10,,,-23,4,,6.44,14.06,8.79,,5.57,7.62,7.03,6.15,10.25,7.62,4.1,4.98,6.15,10.25,28.7,9.37,10.84,9.67,9.67,42.18,4.1,11.42,7.03,5.27,24.244444,20.55,29.5,2.088444,21.088889,82.690616
US_MO_29127,2020-07-23,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,10,0,68,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,10,,,-25,5,4.07,5.24,13.1,6.98,7.28,6.11,9.02,4.95,4.37,16.0,5.24,6.11,,6.98,7.86,24.73,4.66,10.48,4.37,8.44,40.16,6.4,9.02,9.31,,24.194444,18.572222,29.977778,0.0,19.4,74.914096
US_MO_29127,2020-07-24,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,7,0,75,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,0,17,,-13,,4.63,5.79,16.79,4.92,4.92,5.21,,4.34,6.37,8.11,,4.63,4.34,4.92,8.69,22.58,6.37,12.45,,6.08,35.9,5.79,11.87,7.82,5.21,25.05,19.361111,31.638889,0.0,20.816667,77.657056
US_MO_29127,2020-07-25,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,7,0,82,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,-6,,,-6,,8.37,12.39,13.06,8.37,,6.03,5.69,4.69,,6.7,,,,,,22.44,,13.73,,,39.18,5.02,14.4,12.39,,27.061111,22.055556,32.25,0.0,23.088889,79.268538
US_MO_29127,2020-07-26,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,3,0,85,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,7,,,-7,,,4.84,15.49,7.75,6.13,5.49,11.3,6.78,,8.39,5.81,,6.46,4.52,7.42,23.24,,16.79,6.13,,40.35,,10.65,8.39,5.17,27.911111,23.588889,33.144444,0.0,23.65,77.984832
US_MO_29127,2020-07-27,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,7,0,92,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,6,,,-20,6,7.52,6.69,14.21,13.1,9.47,4.74,7.8,3.9,6.13,11.15,,5.85,4.74,6.13,9.75,25.08,7.52,16.44,5.57,5.29,38.74,5.29,8.36,9.75,,25.205556,22.233333,30.488889,9.107714,22.794444,86.655007
US_MO_29127,2020-07-28,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,10,0,102,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,3,,,-27,5,8.61,8.04,14.36,7.47,13.21,6.89,10.62,,7.18,10.62,,,4.31,4.31,4.02,23.83,5.46,13.21,,6.32,38.19,5.17,10.62,6.89,6.89,23.672222,16.6,29.927778,3.302,18.561111,73.274628
US_MO_29127,2020-07-29,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,9,0,111,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,2,,,-27,6,4.21,7.29,14.59,7.57,11.22,,10.38,,6.17,8.42,,8.14,5.05,5.89,5.05,25.53,6.17,10.94,4.49,8.7,34.23,4.77,8.14,4.77,,24.411111,18.572222,31.15,0.0,20.416667,78.691062
US_MO_29127,2020-07-30,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,16,0,127,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,11,,,-29,7,7.85,8.98,15.15,6.45,7.01,6.17,7.01,,4.77,9.26,7.29,6.45,5.89,4.49,7.29,27.49,5.05,7.85,9.54,5.33,38.99,5.05,12.34,5.61,8.13,22.605556,21.205556,26.022222,12.446,21.416667,93.12018
US_MO_29127,2020-07-31,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,12,0,139,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,6,29,,-14,,,6.34,14.2,6.64,6.64,6.34,9.06,,5.74,5.13,,,,,7.55,24.47,6.34,7.55,,,47.12,,6.95,4.53,7.85,21.8,18.494444,25.361111,3.132667,18.455556,81.702184
US_MO_29127,2020-08-01,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,11,0,150,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,-1,,,-9,,,5.7,20.13,7.72,5.37,,8.39,,,9.39,5.03,,7.05,5.37,6.04,22.48,7.05,8.72,,6.38,30.87,,13.09,10.4,5.7,22.094444,18.238889,26.994444,0.254,17.805556,76.92319
US_MO_29127,2020-08-02,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,0,0,150,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,16,,,-10,,5.48,5.48,14.51,,,,9.67,5.8,,19.99,9.03,,6.45,4.84,6.13,30.63,,16.45,5.48,6.45,35.15,7.42,13.22,4.84,5.48,21.983333,17.272222,27.688889,0.0,18.344444,80.042162
US_MO_29127,2020-08-03,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,7,0,157,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,16,,,-20,3,5.6,6.48,14.73,7.66,4.71,5.6,11.79,7.66,5.3,8.84,4.71,,5.3,7.37,8.54,27.7,7.66,10.9,4.42,6.48,38.9,4.42,8.84,4.42,5.89,19.605556,16.511111,24.277778,0.536222,16.577778,82.95565
US_MO_29127,2020-08-04,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,3,0,160,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,16,,,-26,4,5.17,10.33,13.78,6.03,5.45,,12.05,8.04,,9.76,,,6.31,4.3,7.46,28.99,4.88,10.91,4.59,4.88,39.03,5.45,12.05,4.3,7.17,17.483333,12.333333,23.483333,0.0,12.977778,75.109116
US_MO_29127,2020-08-05,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,4,0,164,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,11,,,-27,3,4.33,5.19,17.59,10.96,,5.77,10.38,5.48,5.77,7.79,,6.35,6.92,,5.77,27.11,4.04,12.98,6.92,6.35,37.21,4.62,10.96,5.77,,17.866667,11.072222,24.894444,0.0,12.783333,72.366937
US_MO_29127,2020-08-06,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,7,0,171,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,11,,,-26,3,5.6,7.96,14.74,8.26,,6.49,10.03,5.31,,8.55,,5.01,5.6,7.96,7.08,33.62,5.01,14.45,6.19,,35.68,5.9,13.86,,4.13,19.716667,13.95,26.255556,0.0,14.333333,71.431131
US_MO_29127,2020-08-07,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,10,0,181,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,5,20,,-18,,4.31,7.09,17.57,4.93,6.16,,10.48,,,5.55,6.16,6.78,,,10.17,28.35,8.63,8.94,4.62,6.16,32.36,7.09,10.17,7.09,,21.966667,16.694444,28.477778,0.0,16.655556,72.292265
US_MO_29127,2020-08-08,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,0,0,181,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,0,,,-8,,4.89,9.45,13.68,7.17,,7.49,8.14,,6.51,9.12,,5.21,5.21,5.21,6.19,17.27,5.54,10.1,,,29.97,5.86,12.05,4.89,4.89,23.566667,20.277778,28.633333,0.338667,20.033333,80.901196
US_MO_29127,2020-08-09,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,12,0,193,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,18,,,-7,,5.28,9.57,17.49,12.21,9.9,5.61,11.88,,,8.91,5.28,,6.27,,7.59,29.7,,15.51,4.95,4.95,38.27,,12.54,9.57,4.62,25.472222,21.294444,30.855556,1.044222,22.094444,81.818824
US_MO_29127,2020-08-10,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,8,0,201,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,1,,,-21,6,,9.43,13.14,8.86,7.14,10.0,14.0,,6.57,12.86,,6.29,4.57,4.29,6.86,25.43,,12.57,4.57,7.71,42.85,4.86,12.57,5.43,4.29,25.694444,19.861111,32.844444,1.27,22.566667,83.108113
US_MO_29127,2020-08-11,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,3,0,204,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,7,,,-26,5,7.77,8.35,14.97,7.2,7.77,9.5,9.5,,4.32,11.52,4.89,4.89,4.32,4.03,10.37,29.95,6.05,12.09,,7.49,38.58,6.05,12.67,8.64,,21.527778,17.205556,27.394444,6.096,18.972222,85.575685
US_MO_29127,2020-08-12,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,19,0,223,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,10,,,-28,4,,6.9,16.66,6.9,6.03,4.02,8.33,,4.02,10.06,5.46,5.75,8.04,4.88,6.03,28.45,6.32,12.36,4.31,7.18,37.06,5.75,12.64,5.75,4.6,23.888889,19.311111,29.772222,0.0,20.711111,82.75849
US_MO_29127,2020-08-13,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,13,0,236,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,7,,,-27,5,,8.66,13.56,6.35,8.66,4.91,10.39,9.52,7.5,10.97,,4.04,5.77,5.77,8.66,25.69,4.33,11.83,4.04,,38.39,4.91,8.66,4.62,4.04,24.711111,19.05,30.233333,0.0,20.872222,79.563501
US_MO_29127,2020-08-14,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,20,0,256,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,4,22,,-16,,5.42,5.42,10.24,9.94,,4.82,9.64,,5.72,9.94,,4.22,,,4.52,23.5,7.23,9.04,7.23,5.12,34.95,7.23,7.53,6.03,7.23,24.494444,18.905556,30.122222,0.0,20.377778,78.177358
US_MO_29127,2020-08-15,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,8,0,264,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,-7,,,-3,,5.95,8.6,15.54,5.62,,5.62,9.26,,5.95,,,4.96,7.27,4.96,5.62,19.84,6.61,13.88,4.96,4.63,36.7,,12.23,8.93,6.61,23.616667,18.316667,28.872222,0.0,19.7,78.991594
US_MO_29127,2020-08-16,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,5,0,269,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,17,,,-7,,9.12,6.08,13.51,9.12,6.08,6.42,11.14,6.42,,9.12,4.73,,5.07,6.42,6.75,25.33,,10.81,5.07,,40.19,,7.43,5.74,6.42,21.377778,13.544444,29.361111,0.0,15.1,67.776408
US_MO_29127,2020-08-17,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,3,0,272,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,3,4.1,8.5,12.6,7.91,4.4,6.74,10.26,,6.45,8.79,4.98,4.98,4.1,4.1,7.91,31.65,5.86,11.72,,4.4,43.67,6.16,14.95,8.5,,23.155556,17.522222,29.255556,0.09525,18.266667,74.403515
US_MO_29127,2020-08-18,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,6,0,278,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,4,6.9,7.8,14.09,8.4,6.0,10.79,5.1,4.5,6.3,6.0,6.0,4.8,4.2,,12.89,23.09,,14.39,7.5,4.5,40.18,7.2,11.69,9.29,4.8,21.288889,14.35,26.927778,0.282222,15.266667,68.951561
US_MO_29127,2020-08-19,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,15,0,293,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,2,,7.39,12.93,8.62,4.92,,10.16,6.77,5.54,10.77,,5.85,4.92,,7.7,25.86,6.77,9.54,4.62,6.46,38.48,7.08,13.85,5.54,6.16,20.416667,13.222222,26.377778,0.0,14.105556,67.528602
US_MO_29127,2020-08-20,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,14,0,307,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,4,4.58,6.41,14.95,9.46,6.1,7.32,9.46,5.8,5.49,9.15,5.8,,,5.8,7.32,24.41,,11.9,5.8,4.58,46.99,7.32,14.04,7.32,,19.644444,11.55,27.572222,0.0,13.688889,68.841867
US_MO_29127,2020-08-21,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,8,0,315,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,8.95,6.48,14.8,8.02,,5.86,7.4,,,8.02,,7.4,,,7.4,25.6,4.63,12.65,11.72,6.79,35.78,,10.49,8.02,6.48,21.072222,13.416667,28.911111,0.0,15.45,70.62098
US_MO_29127,2020-08-22,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,10,0,325,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,,16.74,7.17,6.83,5.81,8.2,,5.12,11.27,,5.46,7.17,5.81,,22.89,,9.91,,,35.87,,10.93,7.17,,22.388889,14.916667,30.322222,0.0,16.688889,70.641909
US_MO_29127,2020-08-23,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,10,0,335,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,5.27,,15.82,8.9,6.26,,7.58,,7.58,9.23,4.94,,5.6,7.58,,26.04,8.9,15.82,6.59,,39.55,,10.22,12.53,5.6,25.227778,19.522222,32.888889,0.0,19.183333,69.687637
US_MO_29127,2020-08-24,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,14,0,349,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,3,5.77,6.35,17.32,4.62,5.49,5.77,8.37,5.77,,10.39,,4.62,7.22,4.33,8.95,25.41,,11.26,6.35,4.91,34.93,4.62,8.37,6.64,5.49,26.833333,20.572222,34.038889,0.0,20.494444,68.739302
US_MO_29127,2020-08-25,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,11,0,360,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,4,4.57,5.71,13.98,7.13,6.85,8.56,6.85,,5.14,8.56,,4.85,4.28,5.42,10.84,25.68,5.99,12.27,5.71,5.99,41.38,,10.56,5.71,4.28,26.772222,20.105556,33.805556,0.0,20.883333,70.606418
US_MO_29127,2020-08-26,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,5,0,365,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,4,4.35,8.12,13.04,8.4,4.35,6.67,10.72,,,8.69,,6.38,4.93,4.06,8.98,27.24,7.25,13.62,4.64,,42.02,6.09,9.85,,4.06,26.733333,20.994444,33.438889,0.0,20.972222,71.165574
US_MO_29127,2020-08-27,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,13,0,378,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,4,,6.2,9.74,11.51,5.31,5.02,7.38,5.02,4.43,10.62,4.43,4.13,,7.38,10.03,22.13,5.9,8.26,5.31,5.02,33.64,5.9,7.97,6.49,4.72,26.738889,22.533333,31.805556,0.0,21.683333,74.24454
US_MO_29127,2020-08-28,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,47,0,425,1,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,8.87,10.35,8.87,4.44,7.69,8.87,,4.73,10.35,4.44,,4.73,,9.17,26.03,5.03,7.99,,6.51,36.08,4.14,10.65,5.32,,26.011111,20.516667,32.672222,0.0,21.844444,78.03553
US_MO_29127,2020-08-29,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,28,2,453,3,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,6.79,12.22,8.15,9.17,,7.13,,,11.54,,,,7.81,5.77,26.15,8.15,11.88,5.09,,37.01,6.45,10.19,6.11,,23.983333,20.1,29.944444,0.0,18.605556,72.332303
US_MO_29127,2020-08-30,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,10,0,463,3,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.58,4.91,15.37,6.87,,6.54,10.14,,,7.52,7.85,,,5.23,8.18,17.01,5.23,14.39,4.58,4.58,43.49,5.56,7.52,6.21,,19.0,11.338889,27.372222,0.0,12.905556,68.132786
US_MO_29127,2020-08-31,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,8,0,471,3,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,2,4.07,5.53,11.35,9.31,6.11,6.4,4.66,4.95,6.4,9.6,,5.24,5.82,5.82,6.69,27.93,5.82,12.8,6.69,5.53,39.87,6.11,7.57,7.86,5.24,20.722222,16.65,25.327778,0.0,17.694444,83.054445
