location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19011,2020-01-01,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,5.49,7.69,7.69,,5.49,14.28,9.15,5.49,36.61,6.96,5.13,37.71,8.05,9.15,-2.572222,-8.688889,6.855556,0.0254,30.48,-5.4,81.199113
US_IA_19011,2020-01-02,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.51,10.67,9.48,5.93,5.93,20.15,9.09,,32.0,,,45.04,,6.32,4.072222,0.983333,8.366667,0.0,30.48,1.016667,80.915966
US_IA_19011,2020-01-03,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,12.91,12.15,6.46,,6.08,18.23,10.63,6.46,32.65,,,33.41,8.73,9.49,0.85,-0.644444,3.95,0.0,,-1.1,87.069603
US_IA_19011,2020-01-04,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,9.65,7.79,7.79,,,22.26,8.9,,26.34,5.2,7.05,30.8,6.31,,-1.866667,-4.8,0.988889,0.889,,-2.911111,92.70314
US_IA_19011,2020-01-05,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.26,10.53,6.17,,,13.43,9.08,,33.4,6.17,7.99,40.66,5.81,,0.094444,-4.894444,5.761111,0.0,30.48,-3.0,80.011986
US_IA_19011,2020-01-06,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.02,8.77,8.77,5.61,5.96,15.09,10.88,,34.03,5.26,10.88,37.19,8.77,,-1.361111,-6.677778,4.255556,0.0,30.48,-4.888889,77.177169
US_IA_19011,2020-01-07,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,6.35,8.82,,,7.06,15.52,10.94,7.06,31.4,7.76,6.7,32.81,8.12,,-0.944444,-4.683333,2.027778,0.0,,-4.405556,77.632023
US_IA_19011,2020-01-08,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,10.74,9.7,7.62,4.85,,11.08,11.08,9.01,33.59,7.62,5.89,36.37,12.47,,-7.455556,-12.394444,-0.905556,0.0,,-13.25,63.559723
US_IA_19011,2020-01-09,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,6.57,10.21,10.21,5.47,6.93,12.04,10.94,5.83,32.82,5.47,,40.48,6.93,6.2,2.05,-6.694444,13.694444,0.0,,-3.683333,66.01964
US_IA_19011,2020-01-10,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,5.2,7.98,,8.33,,16.65,9.71,7.63,22.89,5.2,7.29,32.95,9.71,7.98,-1.111111,-3.811111,7.744444,0.5715,,-3.172222,86.158407
US_IA_19011,2020-01-11,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.61,11.79,6.08,,5.32,12.55,6.46,7.61,22.06,5.7,,37.65,,6.84,-5.944444,-8.416667,-2.338889,4.172857,,-8.911111,79.747207
US_IA_19011,2020-01-12,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,8.66,11.29,,6.02,,12.8,7.91,,18.82,,7.15,38.77,7.91,,-6.105556,-9.316667,-2.805556,0.0508,50.8,-8.783333,81.434059
US_IA_19011,2020-01-13,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,,6.92,6.23,,5.53,18.33,11.07,8.65,23.52,,9.69,25.94,,,-2.377778,-3.922222,-0.716667,0.846667,50.8,-3.716667,90.686495
US_IA_19011,2020-01-14,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,5.7,11.76,13.18,6.77,7.13,14.61,7.84,7.48,27.44,,6.06,38.48,,6.06,-0.45,-5.055556,1.505556,0.79375,99.06,-1.544444,92.428792
US_IA_19011,2020-01-15,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.72,12.64,8.07,4.91,4.91,16.5,7.37,8.07,26.33,6.67,,38.26,,5.97,-5.311111,-10.005556,-1.305556,0.22225,99.06,-6.211111,93.518504
US_IA_19011,2020-01-16,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,8.71,5.8,5.08,,,9.43,8.71,6.17,17.05,,6.89,37.0,,,-15.622222,-20.016667,-6.805556,0.0254,99.06,-19.455556,72.607639
US_IA_19011,2020-01-17,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.9,9.03,6.77,8.28,5.27,15.05,8.65,,27.09,,5.64,30.1,7.53,6.02,-10.627778,-16.211111,-4.116667,0.072571,99.06,-13.216667,81.42828
US_IA_19011,2020-01-18,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,13.36,8.02,,,,14.89,8.02,6.49,21.38,5.34,8.4,29.78,5.34,5.34,-5.283333,-16.333333,-0.05,4.753429,99.06,-6.894444,88.545482
US_IA_19011,2020-01-19,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.58,6.44,6.82,6.06,,12.88,8.71,,22.35,6.44,8.71,34.09,,6.06,-16.877778,-19.1,-13.527778,0.072571,180.34,-20.188889,75.687571
US_IA_19011,2020-01-20,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.59,9.98,9.59,5.59,7.59,13.98,14.38,8.39,22.77,6.79,5.59,42.74,5.59,6.79,-13.038889,-15.011111,-9.261111,0.042333,180.34,-15.466667,82.213329
US_IA_19011,2020-01-21,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,7.75,12.55,5.91,,,20.68,7.01,7.01,31.39,5.54,,35.82,,,-15.216667,-21.238889,-7.805556,0.072571,180.34,-17.018519,85.623817
US_IA_19011,2020-01-22,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,,7.38,5.62,5.27,7.03,21.44,14.06,6.68,30.58,5.97,,36.9,,7.03,-3.594444,-8.511111,-0.233333,0.0,180.34,-5.538889,86.61348
US_IA_19011,2020-01-23,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,11.14,7.19,12.22,,5.39,17.97,7.91,8.62,32.7,6.83,,37.01,5.75,8.98,-0.522222,-1.527778,0.833333,1.524,180.34,-1.04321,95.663857
US_IA_19011,2020-01-24,ChIJOxhi6vwN5YcRwsXex8AcLrI,Q111886,geoId/19011,US,United States of America,IA,Iowa,19011,Benton County,US,USA,2,,,,,,,25656,12815,12841,3161,3401,2609,2903,3146,4069,3081,1949,1337,1792934,42.079722,-92.0675,1855,80.771429,,,,,5.91,8.28,9.46,7.49,,20.89,8.67,,25.22,,,39.41,,5.91,-0.022222,-0.7,0.733333,1.354667,200.66,-0.638889,95.746295
