location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47087,2020-01-01,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,,57.82,4.32716,-1.740741,9.938272,0.028222,,-3.920635,54.43294
US_TN_47087,2020-01-02,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,50.09,37.28,7.469136,2.185185,10.345679,2.032,,1.007937,62.882582
US_TN_47087,2020-01-03,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,20.74,32.46,11.347222,8.680556,13.902778,24.384,,10.87963,95.177956
US_TN_47087,2020-01-04,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,31.12,32.27,7.185185,2.308642,12.845679,11.58875,,4.81746,84.07556
US_TN_47087,2020-01-05,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,32.17,37.53,3.567901,-1.981481,11.444444,1.397,,-1.928571,65.988646
US_TN_47087,2020-01-06,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,25.51,36.3,4.814815,-2.882716,11.419753,0.197556,,-1.968254,61.236017
US_TN_47087,2020-01-07,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,,44.27,6.358025,-0.364198,10.746914,1.197429,,-1.5,57.005958
US_TN_47087,2020-01-08,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,26.54,28.43,5.661111,-0.183333,12.588889,0.6604,,-3.166667,52.313344
US_TN_47087,2020-01-09,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,27.48,38.85,6.322222,-1.027778,15.505556,0.0508,,-2.638889,53.512706
US_TN_47087,2020-01-10,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,20.81,36.41,15.027778,12.916667,18.061111,0.084667,,6.993056,57.852284
US_TN_47087,2020-01-11,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,22.39,33.59,17.116667,14.522222,20.388889,1.580444,,13.8125,79.929315
US_TN_47087,2020-01-12,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,,48.37,8.244444,4.911111,16.738889,25.569333,,5.493056,82.180694
US_TN_47087,2020-01-13,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,19.21,42.09,6.627778,1.961111,13.411111,0.0762,,4.256944,85.685781
US_TN_47087,2020-01-14,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,29.29,39.05,12.5,7.527778,15.522222,6.858,,10.347222,86.430524
US_TN_47087,2020-01-15,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,25.28,27.99,14.794444,11.005556,19.605556,4.289778,,13.5625,90.94146
US_TN_47087,2020-01-16,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,19.16,33.76,9.622222,4.883333,17.144444,1.7145,,4.840278,70.742869
US_TN_47087,2020-01-17,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,20.12,32.93,1.644444,-1.122222,7.583333,0.1016,,-5.833333,56.633356
US_TN_47087,2020-01-18,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,29.29,33.97,8.561111,2.972222,12.155556,0.790222,,1.479167,59.433142
US_TN_47087,2020-01-19,ChIJXU2XCM7mZogRz0yhEoZWl3Y,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2,,,,,,,11702,5857,5845,1104,1234,1268,1133,1519,1850,1877,1172,545,1848182,36.36,-85.67,828,72.35,,,27.05,54.1,1.455556,-3.683333,11.583333,5.1562,,-5.923611,57.332744
