location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29013,2020-02-09,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,,,,,12.41,33.92,40.53,6.148148,1.194444,11.925926,0.2032,,0.703704,68.253205
US_MO_29013,2020-02-10,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,,,,,11.94,33.57,40.29,0.583333,-3.527778,7.148148,0.0,,-3.740741,73.252528
US_MO_29013,2020-02-11,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,,,,,,88.14,27.91,2.925926,0.083333,6.611111,0.0,,-4.064815,60.619895
US_MO_29013,2020-02-12,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,,,,,,22.48,36.99,0.509259,-0.722222,3.527778,2.159,50.8,-2.787037,78.73993
US_MO_29013,2020-02-13,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,,,,,,35.94,22.36,-8.37963,-15.388889,0.546296,6.2865,50.8,-12.703704,71.127235
US_MO_29013,2020-02-14,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,,,,,12.31,26.92,34.61,-12.175926,-17.5,-3.046296,0.0,,-17.472222,64.874068
US_MO_29013,2020-02-15,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,9,6,2,,,45.08,26.71,0.577778,-3.922222,5.3,0.0,,-4.866667,67.023337
US_MO_29013,2020-02-16,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,-1,,-4,,,35.69,42.83,2.188889,-5.0,11.466667,0.0,,-0.922222,80.075948
US_MO_29013,2020-02-17,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,-2,-11,-12,,,23.42,48.35,7.685185,3.944444,14.722222,0.0,,4.416667,80.164054
US_MO_29013,2020-02-18,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,-5,-9,3,,10.86,36.21,49.24,3.583333,-1.046296,12.064815,0.0,,-1.583333,69.403885
US_MO_29013,2020-02-19,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,17,-4,5,,17.04,35.5,31.95,0.62037,-3.657407,6.37037,0.0,,-4.37963,69.48579
US_MO_29013,2020-02-20,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,-13,-8,-1,,10.6,34.61,38.14,-2.138889,-6.185185,2.138889,0.0,,-7.787037,65.374554
US_MO_29013,2020-02-21,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,1,-16,12,,10.82,34.64,37.53,-3.851852,-10.083333,5.472222,0.0,,-11.333333,56.423108
US_MO_29013,2020-02-22,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,2,21,5,,,22.74,28.43,2.240741,-3.111111,11.731481,0.0,,-6.416667,52.990744
US_MO_29013,2020-02-23,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,4,,-2,,13.61,20.81,32.02,8.805556,4.37963,15.351852,0.0,,1.462963,60.109825
US_MO_29013,2020-02-24,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,-3,-7,-6,,12.12,35.66,40.65,7.055556,4.611111,11.305556,8.89,,5.574074,90.412581
US_MO_29013,2020-02-25,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,-1,-4,-3,,10.9,31.33,42.91,3.287037,0.935185,5.759259,1.0795,,1.12037,86.104601
US_MO_29013,2020-02-26,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,22,0,4,,,37.92,45.37,1.12963,-1.694444,4.268519,0.635,,-4.018519,69.348157
US_MO_29013,2020-02-27,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,10,-8,0,,13.82,37.08,36.36,0.555556,-5.5,9.240741,0.0,,-6.324074,60.295179
US_MO_29013,2020-02-28,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,14,-4,15,,12.06,47.55,34.06,3.527778,-2.75,12.407407,0.0,,-1.046296,72.231681
US_MO_29013,2020-02-29,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,14,13,3,,,41.16,33.09,5.925926,-2.296296,16.712963,0.0,,-1.055556,61.158304
US_MO_29013,2020-03-01,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,23,,2,,,35.71,32.61,12.842593,9.064815,17.796296,0.0,,3.898148,54.69498
US_MO_29013,2020-03-02,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,9,,6,,11.86,33.48,44.65,7.759259,1.453704,14.851852,0.0,,1.768519,66.230716
US_MO_29013,2020-03-03,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,19,,1,,11.65,41.5,36.4,7.935185,0.981481,16.37037,0.0,,-1.75,50.619212
US_MO_29013,2020-03-04,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,31,-4,7,,10.6,36.05,50.19,9.287037,4.12963,14.092593,0.0,,-1.537037,46.843948
US_MO_29013,2020-03-05,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,11,-6,5,,,43.23,49.6,8.444444,1.981481,15.101852,0.0,,-3.092593,44.37207
US_MO_29013,2020-03-06,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,15,-4,12,,,25.0,34.56,6.231481,-1.453704,12.574074,0.0,,-6.12963,40.824475
US_MO_29013,2020-03-07,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,22,4,0,,,46.85,38.75,8.583333,1.12037,19.481481,0.0,,-6.055556,35.031144
US_MO_29013,2020-03-08,ChIJVVb3YvOXxocRkOy6bDTgyoc,Q484300,geoId/29013,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2,,,,,,,16293,8065,8228,2044,2187,1757,1905,1786,2365,2045,1366,838,1180515,38.26,-94.34,2205,78.9,20,,-4,,,43.3,40.81,13.37963,7.518519,20.935185,0.0,,-1.5,35.824717
