location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CO_08107,2020-10-04,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,161,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-33,,-3,,-32,,4.34,7.82,6.95,5.86,7.38,6.73,8.04,,3.04,3.48,,4.13,3.04,3.48,5.0,,5.86,3.48,,8.04,3.26,3.26,4.13,17.59,5.65,5.0,5.21,,5.86,4.13,6.3,32.58,,5.21,6.73,3.26,,3.04,9.85,-1.194444,22.788889,0.0,-5.661111,33.500169
US_CO_08107,2020-10-05,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,2,0,163,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-27,-8,,,-28,3,3.82,6.3,5.54,11.26,6.49,6.3,3.63,3.25,4.01,8.78,3.63,3.25,,4.96,6.3,4.58,5.15,4.39,,4.01,3.25,,5.34,15.27,6.3,,5.34,3.25,3.25,3.05,5.92,31.68,,4.39,6.87,,3.05,4.39,10.516667,-0.922222,22.45,0.0,-8.305556,26.149256
US_CO_08107,2020-10-06,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,1,0,164,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-30,-7,,,-25,3,4.62,6.35,5.78,8.47,9.82,5.39,5.97,5.01,4.62,5.39,,,3.66,3.85,5.01,,3.08,4.24,3.85,4.43,4.43,,3.85,14.25,4.24,,4.43,,,4.62,4.81,29.46,,,5.01,3.08,2.69,2.69,9.961111,-1.0,23.376543,0.0,-10.4,23.140079
US_CO_08107,2020-10-07,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,164,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-29,-10,,,-26,3,3.42,7.6,5.89,7.98,8.55,6.65,5.13,3.23,2.66,7.22,,2.66,,5.51,6.65,5.13,2.66,4.37,2.85,3.04,4.75,,4.18,17.28,4.94,3.23,5.51,3.99,3.61,5.89,5.89,31.9,4.94,3.42,,,2.66,,10.555556,-0.788889,24.25,0.0,-11.427778,20.640285
US_CO_08107,2020-10-08,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,3,0,167,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-23,-3,,,-27,2,3.34,6.32,5.94,7.24,6.5,4.27,3.53,3.53,,5.01,,6.32,3.71,4.27,4.09,3.53,,3.9,,2.79,,,5.01,14.12,3.34,3.34,,2.79,3.53,2.6,3.71,28.79,,4.46,,,,,10.75,-1.05,23.728395,0.0,-12.55,18.45156
US_CO_08107,2020-10-09,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,4,0,171,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-27,-2,34,,-26,4,,4.88,4.06,8.12,5.49,4.27,3.25,3.05,,6.09,,4.67,2.84,5.49,6.91,3.25,,3.66,2.84,,3.45,,,13.61,6.5,3.86,3.45,,,,7.52,30.67,,,4.47,4.88,,,11.683333,0.377778,24.255556,0.0,-7.927778,24.767942
US_CO_08107,2020-10-10,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,171,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-29,-11,34,,-35,,4.08,3.63,5.22,7.94,7.94,3.63,4.77,3.86,,4.99,,,,,4.08,,3.18,,,3.18,,3.18,,12.26,5.67,,3.18,,,,,26.78,4.99,3.63,,3.86,3.18,,12.094444,1.638889,23.738889,0.0,-5.75,28.449942
US_CO_08107,2020-10-11,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,1,0,172,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-41,,-5,,-38,,3.63,5.65,4.24,5.65,8.07,4.03,5.45,,7.87,5.85,3.03,,,4.64,3.63,4.64,4.24,2.82,,4.84,4.03,,4.24,12.71,4.64,,4.64,3.83,4.44,4.44,5.25,26.83,3.63,4.44,6.25,,,,11.133333,0.744444,20.705556,0.0,-4.205556,34.130265
US_CO_08107,2020-10-12,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,-1,0,171,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-26,-6,,,-27,3,,4.29,4.85,8.77,7.65,6.72,7.09,2.61,7.09,5.78,,3.36,2.61,4.67,3.54,5.22,4.29,4.67,2.61,4.29,3.92,2.61,3.73,19.03,6.72,,3.54,3.73,3.17,4.29,3.92,36.01,4.48,5.22,2.98,,,,3.644444,-5.233333,16.2,0.9652,-6.205556,48.859789
US_CO_08107,2020-10-13,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,171,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-26,-6,,,-26,4,4.76,9.34,4.38,7.81,7.81,3.81,5.15,3.62,4.19,6.29,2.67,2.86,3.05,3.62,7.05,4.57,3.05,4.76,3.43,,3.05,3.05,5.72,16.77,5.72,4.0,4.76,3.05,3.43,3.24,3.62,32.21,4.19,3.43,3.62,,2.67,3.05,8.027778,-3.211111,21.05,0.0,-7.25,33.261692
US_CO_08107,2020-10-14,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,1,0,172,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-30,-11,,-68,-26,5,3.8,5.7,4.56,8.55,7.98,4.94,7.03,,2.85,7.79,,3.42,2.85,4.75,6.84,3.61,3.42,3.8,2.85,4.18,2.85,,3.61,14.25,5.89,2.66,3.99,3.61,3.61,4.94,4.18,32.48,2.85,,3.8,4.75,4.18,,12.294444,3.716667,19.755556,0.0,-6.655556,26.3734
US_CO_08107,2020-10-15,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,3,0,175,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-26,-5,,,-23,5,4.8,5.37,4.03,5.56,11.32,3.84,5.37,2.88,4.03,6.71,,4.61,3.07,4.8,5.56,3.65,,3.26,3.07,4.22,2.88,,3.45,14.01,3.45,2.69,5.18,3.07,3.07,3.45,2.69,28.78,,,6.91,3.45,3.65,,5.272222,-2.277778,14.538889,0.0,-11.194444,29.84682
US_CO_08107,2020-10-16,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,5,0,180,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-31,-11,-8,,-24,4,2.8,6.8,5.0,8.99,7.4,5.4,4.6,,3.4,6.0,,,,5.0,5.8,3.0,4.0,,3.0,3.8,,3.0,4.8,14.79,3.2,3.6,3.8,,3.0,4.8,5.8,26.19,3.4,3.4,3.0,,,,2.655556,-6.422222,15.655556,0.0,-11.872222,33.597871
US_CO_08107,2020-10-17,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,5,0,185,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-31,-16,-23,,-37,,,6.46,4.09,6.46,3.87,5.59,6.24,,,5.17,3.87,,,4.09,6.03,3.87,3.44,3.87,3.01,4.09,4.95,4.09,4.09,13.56,4.09,,,,,5.17,3.23,28.62,,4.09,3.44,4.09,,,8.838889,1.577778,16.794444,0.0,-7.155556,31.840946
US_CO_08107,2020-10-18,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,2,0,187,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-40,,-25,,-34,,3.46,8.21,6.27,9.73,6.48,5.19,5.19,3.03,4.11,6.7,3.89,3.46,,3.89,3.89,5.19,,4.11,3.46,3.24,3.24,4.75,3.46,12.97,5.4,,6.05,3.46,,3.24,3.89,31.56,4.11,5.62,4.32,,,3.03,10.555556,2.694444,18.127778,0.0,-5.755556,31.489052
US_CO_08107,2020-10-19,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,187,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-29,-13,,,-26,4,4.22,7.48,5.95,8.63,11.89,4.41,7.48,,4.79,7.1,3.07,4.22,3.07,6.33,4.99,3.26,3.26,4.22,4.79,3.84,3.45,2.69,5.56,14.0,4.79,6.33,5.18,,4.03,,,38.36,4.22,3.64,6.14,,3.26,3.26,10.4,2.427778,18.188889,0.0,-5.166667,33.3622
US_CO_08107,2020-10-20,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,6,0,193,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-29,-8,,,-26,5,3.7,6.23,5.84,7.39,10.9,4.48,6.42,2.92,3.7,6.62,,2.92,2.73,7.01,6.23,3.7,3.89,3.31,2.92,3.11,4.48,,7.01,17.71,4.48,3.5,4.67,4.28,3.5,3.31,4.48,30.94,,3.11,3.31,,,,8.627778,-0.583333,17.711111,0.0,-6.616667,33.645375
US_CO_08107,2020-10-21,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,3,0,196,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-28,-15,,,-27,4,3.77,5.75,4.56,8.53,6.15,7.33,3.37,3.77,,4.96,3.77,3.57,3.17,5.95,5.95,2.77,5.75,,3.57,2.77,,,4.56,14.47,6.34,5.95,5.35,3.77,,,3.96,33.11,3.17,5.95,5.35,,,3.37,8.433333,-1.455556,20.333333,0.0,-6.366667,34.678407
US_CO_08107,2020-10-22,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,1,0,197,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-23,-6,,,-25,4,3.27,6.17,5.97,6.55,5.2,4.82,3.66,,3.47,4.05,,,,3.47,6.36,,3.08,,,,5.01,,2.89,14.26,5.2,2.89,2.7,,3.85,3.47,3.66,26.78,3.47,4.24,4.24,3.27,2.89,2.7,8.883333,1.055556,17.911111,0.0,-9.005556,28.601252
US_CO_08107,2020-10-23,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,3,0,200,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-32,-8,6,,-29,6,4.88,7.52,4.07,5.49,7.73,4.07,3.05,3.05,,5.69,,,3.46,3.86,5.69,,3.66,,,3.05,4.88,3.05,6.3,11.79,5.29,2.85,3.46,2.85,3.86,2.85,,25.21,3.25,,,,3.86,,-1.08642,-9.333333,8.111111,0.0,-9.537037,53.9429
US_CO_08107,2020-10-24,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,2,0,202,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-40,-16,-5,,-35,,4.52,7.37,4.28,4.52,4.28,4.28,5.71,4.52,,5.94,5.71,4.04,,6.18,3.57,,4.04,,,5.47,,,,11.17,,,3.33,3.57,3.57,3.8,,30.67,,4.28,5.94,,,3.33,4.135802,-4.901235,13.092593,0.0,-8.67284,39.349122
US_CO_08107,2020-10-25,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,202,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-59,,-30,,-42,,3.66,4.53,6.03,8.4,6.03,3.23,4.31,,,7.97,,4.09,,3.45,3.88,,3.45,5.17,3.45,,3.45,,,17.24,5.17,,5.39,,,3.23,6.03,30.6,,4.74,4.96,,,,-0.383333,-10.271605,8.977778,0.0508,-6.833333,63.538382
US_CO_08107,2020-10-26,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,2,0,204,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-37,-12,,,-33,9,2.71,6.98,8.73,7.56,7.56,4.07,5.04,3.49,5.24,7.56,,3.3,,4.46,3.1,3.3,3.49,,,3.3,,3.49,5.62,19.59,5.82,2.71,4.65,,3.1,,3.88,34.13,,6.21,3.88,,,,-12.45679,-15.783951,-7.444444,4.2164,-15.635802,77.272659
US_CO_08107,2020-10-27,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,7,0,211,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-37,-10,,,-28,8,3.62,5.84,3.02,6.84,7.45,5.43,4.03,4.23,2.82,6.44,4.23,,,4.03,7.04,4.23,3.42,4.43,,3.02,2.82,,5.43,16.1,5.43,4.03,,3.02,4.63,,4.23,25.16,,4.23,3.62,,,,-14.311111,-21.333333,-3.183333,0.217714,-17.955556,74.053429
US_CO_08107,2020-10-28,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,4,0,215,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-33,-16,,-68,-27,6,3.04,9.73,4.05,7.3,6.69,5.88,5.27,4.66,4.26,6.89,,,,4.46,6.49,3.45,5.07,5.88,,4.46,,,4.87,18.25,4.46,4.05,4.66,3.65,3.65,5.27,5.88,31.63,,4.46,5.47,5.07,4.66,5.47,-8.522222,-14.383333,1.194444,0.0,-11.927778,76.532557
US_CO_08107,2020-10-29,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,4,0,219,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-31,-13,,,-26,6,,7.63,5.16,6.6,5.78,3.92,5.78,3.09,4.12,6.6,3.09,3.09,,6.19,5.98,3.3,5.78,6.39,4.12,5.57,5.16,,8.46,19.59,6.39,4.54,5.16,3.92,5.78,,4.33,30.32,2.89,5.57,3.51,,3.92,,-2.872222,-10.772222,7.094444,0.0,-6.388889,77.056129
US_CO_08107,2020-10-30,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,2,0,221,8,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-41,-19,-26,,-27,6,,6.72,5.63,5.2,7.58,,4.55,3.47,,7.8,4.33,3.9,,4.33,5.63,,3.68,,,3.68,5.2,,4.33,17.77,4.98,4.77,4.33,,,,4.33,28.82,,5.42,,,3.25,,0.233333,-7.083333,9.666667,0.0,-5.094444,68.97104
US_CO_08107,2020-10-31,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,9,1,230,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-46,-24,-38,,-31,,3.54,7.09,4.81,7.09,4.05,,5.06,,3.8,8.86,,6.58,,4.55,,4.55,5.32,,,,4.3,,,10.88,3.8,4.05,,,,,,25.05,5.32,5.82,5.32,,,,2.827778,-4.861111,11.438889,0.0,-4.977778,57.38821
US_CO_08107,2020-11-01,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,230,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-55,,-43,,-37,,4.32,7.67,5.27,7.19,13.67,4.08,7.19,3.6,,4.79,,4.32,,6.23,5.27,,,,4.08,4.55,3.36,4.08,4.55,16.06,,4.55,4.55,3.36,5.04,4.08,4.32,33.09,,4.79,,3.6,4.32,5.04,2.033333,-5.677778,13.922222,0.0,-6.572222,54.245004
US_CO_08107,2020-11-02,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,0,0,230,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-39,-18,,,-26,5,3.24,7.9,3.85,7.09,8.91,5.67,7.7,5.67,2.83,7.09,,2.83,3.24,2.83,5.27,,4.05,3.65,4.25,3.24,4.46,4.46,5.67,21.47,5.06,5.47,5.87,3.85,3.65,3.44,5.67,33.42,3.24,4.86,5.47,,4.46,,3.855556,-4.555556,15.566667,0.0,-6.394444,49.159164
US_CO_08107,2020-11-03,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,9,0,239,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-39,-17,-15,,-25,7,,5.15,5.34,7.43,7.24,3.24,5.15,4.96,5.34,4.77,3.62,,,5.34,4.19,,4.38,3.05,,3.43,4.38,,6.29,18.3,4.0,3.24,3.43,,,,4.0,26.88,3.24,4.58,3.62,3.05,,,4.211111,-3.6,15.116667,0.0,-6.088889,49.134139
US_CO_08107,2020-11-04,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,4,0,243,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-38,-19,-8,,-26,6,,4.07,3.52,6.48,7.04,3.33,3.89,5.37,,4.44,,3.33,,5.55,5.0,3.52,,2.59,3.33,4.07,3.15,2.78,4.81,15.74,6.48,3.7,2.78,,6.29,3.33,4.44,24.44,3.89,4.07,4.07,,2.78,,5.377778,-2.672222,16.005556,0.0,-3.405556,54.207842
US_CO_08107,2020-11-05,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,5,0,248,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-34,-14,-15,,-23,6,,5.57,4.77,8.15,6.56,4.97,4.77,,,7.36,3.38,3.58,,4.18,6.96,4.77,2.98,4.18,,3.18,3.58,,5.17,13.52,6.76,2.98,4.77,2.98,3.38,4.77,6.16,30.23,5.37,4.77,3.98,2.78,,,5.188889,-2.772222,16.927778,0.0,-3.211111,55.76784
US_CO_08107,2020-11-06,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,13,0,261,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-40,-16,-25,,-30,9,3.17,8.02,,7.39,4.01,3.17,4.01,,,6.96,,,,3.59,5.07,3.38,4.01,3.8,3.59,,2.96,,3.59,17.52,5.7,3.59,4.64,,5.91,,,31.45,4.22,2.96,2.96,,3.59,,4.6,-2.655556,14.6,0.0,-4.211111,54.694151
US_CO_08107,2020-11-07,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,17,0,278,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-43,-29,-35,,-39,,5.19,7.0,4.51,6.77,5.42,3.39,5.64,4.29,,5.87,,,,5.19,5.87,3.61,5.19,3.84,3.16,3.84,4.06,,4.06,15.35,,,4.74,,4.97,3.16,3.61,31.38,,4.97,3.39,,3.61,,7.255556,0.511111,13.972222,0.0,-1.566667,55.495512
US_CO_08107,2020-11-08,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,8,0,286,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-54,,-39,,-40,,4.46,9.82,6.03,4.02,5.58,4.91,3.57,,4.02,8.04,3.35,4.69,,5.8,5.58,,3.57,3.35,4.02,4.02,3.57,,3.12,19.86,3.79,,4.69,3.35,,,3.35,36.6,3.35,4.24,6.25,,,,2.811111,-2.022222,10.772222,3.8608,-3.316667,64.584362
US_CO_08107,2020-11-09,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,12,0,298,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-41,-19,,,-33,10,2.76,8.87,3.74,8.27,7.68,5.32,5.32,,4.14,5.91,,4.14,2.96,4.33,4.73,,4.14,2.76,2.76,3.94,3.35,,5.91,16.15,5.91,3.35,4.53,2.76,3.35,4.14,4.53,34.87,3.55,3.35,3.35,,,3.55,-1.8,-5.377778,2.694444,1.2192,-4.894444,79.541607
US_CO_08107,2020-11-10,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,11,0,309,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-42,-16,-12,,-31,10,,8.66,2.89,7.89,7.12,5.2,5.2,3.46,,5.0,3.08,,,4.81,5.39,4.04,,3.27,4.04,4.43,3.27,3.46,3.27,21.18,5.78,3.66,5.97,,3.85,,3.27,27.34,4.24,5.0,5.39,,3.46,,-4.938889,-7.894444,-0.977778,1.9304,-8.283333,77.704523
US_CO_08107,2020-11-11,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,16,0,325,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-44,-22,-17,,-34,11,3.34,8.65,3.54,7.67,5.7,5.9,7.47,,2.75,7.67,3.15,5.31,,2.75,6.29,3.34,4.13,6.69,,2.95,4.72,2.75,4.52,18.29,7.08,,3.15,2.95,4.92,3.93,3.15,33.63,2.95,4.13,4.92,,3.34,,-3.855556,-8.133333,1.505556,0.362857,-9.744444,64.17558
US_CO_08107,2020-11-12,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,10,0,335,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-42,-19,-24,,-33,9,4.74,9.49,5.34,5.93,8.5,3.36,3.16,,2.96,8.1,,,2.77,3.95,9.29,,4.35,4.15,,,3.95,,5.93,17.0,5.53,3.16,,2.77,4.94,,3.75,29.05,,4.35,3.56,3.95,2.96,2.77,-3.716667,-8.266667,0.983333,0.1016,-9.488889,64.859546
US_CO_08107,2020-11-13,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,23,0,358,9,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,-49,-23,-50,,-33,12,3.54,6.04,5.2,8.32,6.87,,3.96,3.75,4.37,6.66,,2.91,3.75,4.37,3.75,4.16,4.37,4.79,3.75,5.2,,3.12,2.91,18.32,4.58,3.96,5.83,,2.91,3.12,,31.43,3.75,5.0,4.58,,3.33,,-5.25,-12.7,7.027778,0.028222,-12.4,57.905841
