location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OR_41015,2021-05-13,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,646,9,14,7653,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,24,9,41,-14,1,,9.57,6.91,6.65,5.05,4.25,6.91,,7.44,14.09,6.11,8.51,29.24,9.84,,11.981481,8.135802,16.166667,0.028222,,7.222222,74.55818
US_OR_41015,2021-05-14,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,1,646,10,90,7743,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,34,11,65,-10,1,5.72,8.71,7.35,4.9,4.63,4.9,6.53,4.36,7.08,16.33,4.63,5.99,33.21,6.8,6.53,12.006173,8.796296,16.123457,0.225778,,8.240741,77.3741
US_OR_41015,2021-05-15,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,646,10,37,7780,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,45,22,,-3,,5.31,14.17,5.31,4.72,6.79,,6.49,,6.2,16.83,5.02,7.08,31.59,7.38,5.31,13.006173,8.567901,18.518519,0.225778,,7.740741,66.423241
US_OR_41015,2021-05-16,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,646,10,48,7828,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,58,,,-1,,4.09,10.8,5.26,7.01,4.09,,7.3,,5.26,16.06,4.09,6.13,37.08,8.18,6.13,12.123457,7.919753,18.753086,0.0,,7.0,70.433333
US_OR_41015,2021-05-17,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,647,10,0,7828,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,31,15,,-8,0,6.37,9.69,4.59,6.37,6.63,3.82,7.65,,8.16,18.86,5.1,5.61,30.84,6.88,5.86,12.17284,8.790123,17.111111,0.225778,,7.351852,73.321403
US_OR_41015,2021-05-18,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,4,0,651,10,37,7865,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,25,23,,-12,1,5.15,11.59,5.41,5.41,,3.61,10.82,,6.7,15.2,7.21,7.73,28.86,10.31,5.67,11.54321,7.981481,16.54321,0.846667,,6.814815,72.573025
US_OR_41015,2021-05-19,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,5,0,656,10,77,7942,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,27,12,,-9,1,,13.81,5.84,6.37,6.11,3.72,10.89,,7.17,16.2,3.98,9.03,35.58,6.9,,9.432099,4.888889,14.814815,0.197556,,3.740741,68.671368
US_OR_41015,2021-05-20,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,656,10,21,7963,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,26,12,54,-13,1,3.96,9.25,4.23,5.29,,3.7,5.82,,7.14,16.92,4.76,7.93,31.19,6.61,,8.388889,4.308642,12.462963,0.649111,,3.231481,71.588581
US_OR_41015,2021-05-21,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,658,10,0,7963,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,33,15,86,-9,1,4.09,8.19,6.0,4.37,4.37,,8.73,,6.28,18.83,6.0,7.64,25.38,9.28,,9.858025,5.438272,14.012346,0.649111,,4.212963,69.696872
US_OR_41015,2021-05-22,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,660,10,202,8165,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,37,13,,-4,,4.68,11.12,4.39,4.68,4.1,,5.56,4.1,,17.56,,7.02,28.68,7.61,6.15,11.037037,7.222222,15.679012,0.028222,,5.675926,70.317535
US_OR_41015,2021-05-23,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,660,10,138,8303,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,49,,113,-10,,5.6,10.62,6.49,4.42,6.19,5.6,6.19,,7.67,14.45,5.6,7.37,29.49,4.42,6.78,11.234568,6.45679,17.04321,0.0,,5.194444,67.486598
US_OR_41015,2021-05-24,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,661,10,35,8338,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,28,10,,-13,1,4.63,8.23,6.95,9.01,5.15,6.69,7.46,,7.46,18.53,5.66,7.46,36.29,6.18,5.15,11.814815,7.561728,16.462963,0.0,,7.490741,75.423315
US_OR_41015,2021-05-25,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,661,10,22,8360,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,26,10,,-15,1,4.98,11.79,5.5,8.39,,3.67,8.39,,7.86,19.66,3.67,,28.31,6.82,4.98,12.179012,9.283951,16.203704,3.414889,,8.981481,80.274373
US_OR_41015,2021-05-26,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,663,10,100,8460,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,31,11,,-16,1,,8.28,5.95,4.66,5.69,5.95,9.58,,9.06,14.49,4.66,,24.85,4.66,5.43,11.302469,7.376543,16.858025,1.834444,,7.12963,75.857363
US_OR_41015,2021-05-27,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,663,10,18,8478,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,24,14,38,-13,1,4.74,11.58,6.58,7.89,5.53,,7.89,3.95,5.0,16.84,6.05,5.79,26.05,6.05,6.05,11.574074,7.148148,17.012346,0.508,,6.240741,71.174538
US_OR_41015,2021-05-28,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,664,10,113,8591,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,41,31,121,-7,-1,4.76,7.84,7.56,,5.6,4.2,4.2,,9.24,15.13,,,30.54,11.21,5.04,12.234568,6.537037,19.209877,0.959556,,7.037037,68.72236
US_OR_41015,2021-05-29,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,666,10,34,8625,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,83,,,0,,,7.4,4.55,,6.83,,3.98,,6.55,13.95,,7.97,23.62,6.83,,12.740741,7.666667,19.901235,0.0,,7.027778,69.905726
US_OR_41015,2021-05-30,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,667,10,39,8664,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,102,,,-9,,5.83,11.66,7.78,5.0,5.83,4.72,7.22,,7.5,15.27,4.44,9.44,30.27,8.89,9.44,13.691358,8.790123,19.506173,0.112889,,7.703704,69.046807
US_OR_41015,2021-05-31,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,668,10,0,8664,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,41,33,,-50,4,4.05,11.08,5.41,,4.05,,,,4.59,12.16,4.86,8.92,29.73,10.0,3.78,15.833333,9.561728,22.228395,0.0,,8.824074,61.587617
US_OR_41015,2021-06-01,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,668,10,13,8677,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,33,31,,-12,0,4.58,9.67,7.38,,4.58,6.87,9.67,4.07,6.62,18.83,5.09,5.6,28.75,7.12,,16.135802,10.771605,22.469136,0.0,,9.453704,63.884318
US_OR_41015,2021-06-02,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,4,0,672,10,3,8680,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,32,23,,-11,1,4.8,9.34,6.06,7.07,,,5.3,,5.55,18.17,4.54,10.1,27.77,7.07,4.54,15.709877,11.364198,21.166667,0.0,,10.962963,74.073474
US_OR_41015,2021-06-03,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,673,10,17,8697,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,39,24,71,-11,0,5.21,9.68,4.96,5.21,4.46,,7.69,,6.95,16.12,5.21,7.44,30.02,5.46,3.47,15.382716,11.641975,20.08642,0.0,,11.064815,76.18264
US_OR_41015,2021-06-04,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,4,0,677,10,74,8771,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,36,18,110,-9,0,7.59,9.68,4.97,7.07,,5.5,7.85,,5.76,15.97,4.97,6.8,32.72,7.07,,14.641975,11.277778,19.487654,0.141111,,10.62037,76.64523
US_OR_41015,2021-06-05,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,677,10,31,8802,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,44,23,,1,,5.71,9.14,4.86,5.71,4.0,8.86,10.0,,4.57,19.71,4.0,6.0,28.86,8.29,5.71,13.814815,8.67284,19.450617,0.028222,,7.833333,67.571641
US_OR_41015,2021-06-06,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,677,10,67,8869,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,57,,,-6,,6.74,12.08,,6.18,4.49,,5.9,,3.93,8.71,4.21,3.93,25.28,5.62,,11.746914,6.851852,17.506173,0.282222,,6.101852,68.086886
US_OR_41015,2021-06-07,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,677,10,1,8870,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,38,26,,-7,0,3.54,9.11,6.07,4.81,6.83,,6.83,3.54,7.84,16.19,4.81,5.57,32.89,7.59,8.35,11.882716,7.388889,16.524691,0.0,,5.824074,67.410175
US_OR_41015,2021-06-08,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,678,10,27,8897,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,38,27,,-12,1,4.06,11.16,6.59,7.35,,6.34,7.61,,7.86,15.21,6.34,7.35,35.25,8.62,7.86,10.950617,6.962963,15.765432,0.084667,,5.851852,71.770723
US_OR_41015,2021-06-09,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,3,0,681,10,51,8948,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,38,21,,-11,0,,11.02,6.03,6.56,4.72,5.51,7.87,,6.82,12.86,4.46,6.3,34.9,4.99,5.51,11.216049,6.240741,16.160494,0.112889,,5.796296,70.480572
US_OR_41015,2021-06-10,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,681,10,0,8948,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,44,25,85,-10,-1,4.45,10.21,6.81,4.19,5.5,,8.38,,4.45,15.71,,7.33,25.14,4.45,5.5,11.555556,6.740741,16.666667,1.862667,,7.268519,75.790986
US_OR_41015,2021-06-11,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,683,10,15,8963,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,29,12,46,-14,4,6.24,9.62,5.2,,4.42,4.68,8.32,,6.5,16.63,3.9,11.7,34.05,8.84,4.68,12.117284,8.598765,16.462963,3.499556,,7.657407,75.995628
US_OR_41015,2021-06-12,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,684,10,57,9020,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,31,16,,1,,,7.46,5.81,4.98,4.15,4.42,7.19,,8.57,17.97,5.81,5.81,30.14,6.08,4.15,14.179012,10.555556,19.58642,12.587111,,12.62963,89.830329
US_OR_41015,2021-06-13,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,685,10,39,9059,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,36,,26,-12,,8.53,7.2,6.13,6.66,4.26,4.53,4.53,,8.26,17.05,,4.53,26.11,7.73,7.99,15.888889,13.222222,19.0,15.409333,,13.990741,87.949258
US_OR_41015,2021-06-14,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,685,10,121,9180,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,45,25,,-13,0,6.88,9.26,5.82,3.97,5.82,4.23,7.41,,4.5,19.57,5.03,6.35,28.82,7.14,,14.179012,11.740741,18.253086,25.541111,,12.481481,88.63055
US_OR_41015,2021-06-15,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,3,1,688,11,135,9315,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,41,30,,-19,1,7.8,10.92,7.02,4.16,4.94,,8.58,,5.98,14.04,3.64,6.24,31.46,7.8,4.16,13.728395,10.604938,18.339506,0.818444,,9.787037,78.08796
US_OR_41015,2021-06-16,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,689,11,81,9396,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,45,26,,-16,-1,5.92,8.88,8.07,6.45,3.77,6.45,10.22,,,16.14,5.92,7.26,31.73,8.07,6.45,14.660494,9.722222,21.17284,0.0,,10.092593,73.277486
US_OR_41015,2021-06-17,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,7,0,696,11,42,9438,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,42,27,115,-19,1,4.55,11.5,5.35,4.28,4.55,5.08,6.42,,7.76,16.85,,10.43,30.23,5.62,7.49,15.981481,11.074074,21.740741,0.0,,10.685185,69.675022
US_OR_41015,2021-06-18,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,5,0,701,11,103,9541,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,42,25,129,-16,1,5.5,14.19,7.24,7.82,4.05,8.11,6.08,,7.53,20.28,5.21,6.37,31.28,8.69,6.08,16.419753,11.253086,21.524691,0.0,,10.407407,65.540325
US_OR_41015,2021-06-19,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,4,0,705,11,16,9557,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,48,32,,-5,,4.02,10.92,7.76,,4.6,7.47,8.33,,6.89,17.81,,10.63,25.86,11.78,4.02,17.604938,11.296296,24.074074,0.0,,8.87963,54.163903
US_OR_41015,2021-06-20,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,3,0,708,11,27,9584,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,82,,,-12,,4.22,12.38,4.22,4.79,,5.63,7.6,,4.22,18.86,5.91,10.98,22.52,8.16,4.5,17.728395,11.54321,25.185185,0.0,,10.601852,59.701156
US_OR_41015,2021-06-21,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,710,11,11,9595,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,45,32,,-15,0,6.86,15.04,4.75,6.07,5.81,5.54,6.6,,7.92,19.53,6.6,8.71,35.63,8.45,6.07,15.135802,11.141975,19.537037,0.084667,,11.324074,76.57574
US_OR_41015,2021-06-22,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,10,0,720,11,11,9606,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,39,29,,-18,2,4.72,8.65,6.03,4.72,4.19,5.77,7.08,3.67,6.03,21.23,6.03,9.44,27.26,9.44,3.67,14.969136,11.759259,19.08642,0.028222,,11.148148,76.136459
US_OR_41015,2021-06-23,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,5,0,725,11,8,9614,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,46,25,,-17,0,5.34,9.08,5.87,,,3.74,,,7.21,17.09,6.14,7.74,31.24,7.21,,15.061728,12.018519,19.944444,0.451556,,11.611111,77.949062
US_OR_41015,2021-06-24,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,7,0,732,11,11,9625,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,52,28,122,-20,1,5.19,9.6,6.75,6.23,,,6.23,,5.45,15.31,4.67,10.12,26.99,6.23,4.15,15.796296,12.320988,19.91358,0.084667,,11.703704,74.859561
US_OR_41015,2021-06-25,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,734,11,35,9660,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,49,25,131,-18,1,,10.75,5.37,6.99,,4.57,6.72,,7.25,15.58,5.37,9.13,31.17,8.06,4.84,16.154321,13.098765,20.345679,0.0,,11.037037,72.321539
US_OR_41015,2021-06-26,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,0,736,11,21,9681,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,58,,,-3,,3.84,10.43,6.04,5.21,4.12,4.12,5.49,4.12,,15.64,5.76,6.59,28.27,8.23,6.04,16.45679,12.703704,21.771605,0.0,,11.148148,72.812794
US_OR_41015,2021-06-27,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,5,0,741,11,15,9696,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,101,,,-5,,5.62,10.44,5.09,4.02,,3.75,5.62,,6.16,13.92,5.89,8.03,22.76,8.84,5.62,18.314815,13.567901,23.95679,0.056444,,12.62963,71.257406
US_OR_41015,2021-06-28,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,741,11,13,9709,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,57,30,,-17,-4,5.0,10.74,5.25,5.74,5.99,3.5,4.75,,5.0,22.98,3.5,9.74,27.72,8.24,6.49,18.839506,15.117284,23.203704,0.0,,13.111111,70.350136
US_OR_41015,2021-06-29,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,2,1,743,12,0,9709,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,38,24,,-17,0,5.25,10.76,5.75,6.5,4.5,6.0,5.75,,,18.26,9.26,6.75,29.77,6.25,6.0,17.364198,13.783951,22.598765,0.0,,12.046296,71.439922
US_OR_41015,2021-06-30,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,744,12,17,9726,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,45,,,-18,1,5.59,8.64,3.81,4.58,8.13,,7.88,,4.07,22.11,4.07,6.61,36.6,6.1,4.83,17.641975,14.154321,22.382716,0.028222,,12.981481,73.7984
US_OR_41015,2021-07-01,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,745,12,17,9743,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,57,42,127,-15,0,4.3,7.84,5.06,10.12,,,8.6,,6.07,15.18,4.3,7.84,23.02,7.08,4.05,17.493827,14.654321,21.845679,0.056444,,13.509259,77.27812
US_OR_41015,2021-07-02,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,746,12,20,9763,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,59,58,,-14,0,4.39,6.2,6.71,4.91,3.87,,4.91,,5.94,13.95,,10.85,24.79,8.52,4.39,17.185185,14.067901,21.54321,0.056444,,13.259259,77.114953
US_OR_41015,2021-07-03,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,746,12,19,9782,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,84,,,-4,,4.38,10.31,,5.93,,,7.73,,,11.59,,8.24,33.49,6.96,6.96,17.061728,13.524691,21.339506,0.0,,12.712963,75.152038
US_OR_41015,2021-07-04,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,746,12,16,9798,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,89,,,-8,,4.71,10.73,6.81,4.45,,,8.64,,4.71,12.57,3.67,10.73,23.57,6.02,5.24,16.697531,13.753086,21.018519,0.056444,,11.981481,74.151527
US_OR_41015,2021-07-05,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,746,12,0,9798,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,73,48,,-42,3,5.57,13.56,7.99,4.6,4.6,5.81,7.75,,5.57,17.67,5.57,8.71,30.5,8.71,,16.444444,13.123457,20.407407,0.028222,,11.231481,73.198578
