location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51735,2020-01-15,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,11.78,15.86,,26.73,9.06,43.5,,10.561728,7.82716,13.925926,2.257778,,9.347222,87.886799
US_VA_51735,2020-01-16,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,,15.33,8.12,21.64,,39.23,,13.351852,8.839506,16.240741,0.0,,6.916667,63.697837
US_VA_51735,2020-01-17,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,10.33,13.61,10.8,20.19,12.68,35.21,,4.234568,1.604938,12.358025,0.0,,-8.097222,41.080287
US_VA_51735,2020-01-18,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,10.43,17.73,7.82,24.51,,30.24,,3.314815,0.074074,8.592593,0.084667,,-4.305556,58.469402
US_VA_51735,2020-01-19,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,16.28,9.38,10.36,9.87,18.26,,34.54,,9.604938,2.944444,12.222222,1.044222,,4.736111,71.314807
US_VA_51735,2020-01-20,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,9.56,,7.17,,23.41,14.81,42.52,7.17,0.358025,-2.660494,4.117284,0.0,,-10.222222,45.437572
US_VA_51735,2020-01-21,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,9.12,9.12,19.2,,26.4,,42.24,,-0.061728,-2.117284,2.32716,0.0,,-10.388889,46.394848
US_VA_51735,2020-01-22,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,7.64,9.16,18.33,,26.99,,40.73,,1.432099,-0.888889,4.611111,0.0,,-6.25,57.381031
US_VA_51735,2020-01-23,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,10.65,10.65,19.27,8.11,19.27,8.11,39.05,9.63,3.506173,0.376543,6.944444,0.0,,-0.652778,77.158301
US_VA_51735,2020-01-24,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,13.34,7.69,17.95,7.69,26.16,,42.06,,7.185185,3.308642,11.537037,0.028222,,5.472222,85.954157
US_VA_51735,2020-01-25,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,8.21,19.5,,25.66,10.78,44.66,,12.549383,7.555556,15.895062,7.676444,,9.694444,77.778796
US_VA_51735,2020-01-26,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,10.13,10.13,28.94,7.72,37.14,,37.14,,7.111111,3.203704,13.67284,0.846667,,1.569444,68.44268
US_VA_51735,2020-01-27,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,10.19,28.95,10.72,32.7,9.65,38.6,,6.506173,1.283951,12.04321,0.0,,-0.361111,62.229741
US_VA_51735,2020-01-28,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,7.29,9.72,19.92,8.26,37.9,,44.7,,6.876543,2.882716,10.91358,0.0,,-1.222222,56.740991
US_VA_51735,2020-01-29,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,14.42,28.84,11.53,44.22,,44.22,11.05,5.012346,2.104938,8.154321,0.0,,-2.097222,62.377987
US_VA_51735,2020-01-30,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,10.01,11.51,26.52,7.5,33.02,,30.02,,4.222222,1.296296,7.487654,0.0,,-1.263889,70.410802
US_VA_51735,2020-01-31,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,7.61,21.87,,34.71,,31.38,8.08,5.382716,1.716049,8.845679,0.0,,1.541667,76.366857
US_VA_51735,2020-02-01,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,,24.37,7.31,22.42,,31.68,,6.481481,4.049383,9.259259,5.644444,,4.333333,84.978827
US_VA_51735,2020-02-02,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,10.59,9.15,15.89,11.07,25.52,8.67,42.85,,7.901235,3.450617,13.191358,0.423333,,2.375,67.024547
US_VA_51735,2020-02-03,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,9.25,15.72,6.94,27.29,,44.4,6.94,13.962963,6.759259,20.851852,0.0,,2.430556,44.209631
US_VA_51735,2020-02-04,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,8.34,12.05,22.25,8.34,29.66,7.42,38.47,8.81,15.783951,11.32716,19.845679,0.0,,6.597222,52.684394
US_VA_51735,2020-02-05,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,7.92,17.7,9.78,26.55,,35.87,,14.104938,7.58642,18.08642,0.197556,,9.236111,71.383458
US_VA_51735,2020-02-06,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,10.78,19.32,9.88,30.55,,32.8,9.88,10.592593,6.722222,17.734568,2.963333,,10.208333,94.506564
US_VA_51735,2020-02-07,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,7.2,9.91,15.31,8.11,24.31,7.2,32.87,,13.95679,8.314815,17.246914,23.226889,,9.333333,70.855004
US_VA_51735,2020-02-08,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,17.07,23.41,10.24,19.02,10.24,39.02,7.32,4.740741,1.62963,7.611111,0.818444,,-5.75,46.666291
US_VA_51735,2020-02-09,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,11.76,15.69,23.53,13.72,24.51,,31.86,8.82,5.45679,2.055556,8.512346,0.0,,-0.472222,65.14521
US_VA_51735,2020-02-10,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,6.97,7.85,21.36,6.54,27.9,,39.23,,9.592593,4.333333,16.746914,0.0,,4.25,67.864238
US_VA_51735,2020-02-11,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,9.31,9.31,25.73,10.2,43.03,7.54,41.7,8.43,15.839506,13.222222,18.382716,0.762,,14.194444,86.340568
US_VA_51735,2020-02-12,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,9.09,13.4,13.88,,22.49,,36.84,,9.925926,8.228395,16.160494,19.078222,,5.930556,74.757636
US_VA_51735,2020-02-13,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,7.11,9.49,14.23,16.6,25.61,,36.05,,12.296296,8.308642,16.567901,0.028222,,10.569444,86.422224
US_VA_51735,2020-02-14,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,,,,,9.18,19.81,8.21,28.5,,29.95,,8.148148,4.567901,16.141975,3.866444,,1.013889,60.802784
US_VA_51735,2020-02-15,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,9,-1,,12.92,,20.46,11.31,22.61,8.08,37.15,,0.981481,-1.641975,6.851852,0.0,,-8.597222,48.969101
US_VA_51735,2020-02-16,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,3,-4,,9.87,11.94,19.21,,33.23,,34.79,10.38,4.604938,-0.04321,10.290123,0.0,,-1.138889,66.729553
US_VA_51735,2020-02-17,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,-3,14,-33,,11.53,10.53,12.03,23.06,,45.12,,8.580247,3.679012,10.975309,0.0,,2.736111,66.293231
US_VA_51735,2020-02-18,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,-7,19,0,7.11,18.02,18.49,8.06,27.5,7.11,34.14,,8.598765,4.537037,15.098765,0.0,,5.319444,80.885235
US_VA_51735,2020-02-19,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,9,8,-2,9.8,9.8,22.41,10.27,24.28,7.47,33.15,8.87,10.679012,5.666667,14.765432,2.229556,,4.555556,65.656963
US_VA_51735,2020-02-20,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,1,30,1,11.41,8.68,13.7,11.87,17.35,6.85,31.5,,4.475309,0.932099,10.320988,1.354667,,-1.569444,69.623583
US_VA_51735,2020-02-21,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,-26,-12,-7,7.3,15.06,13.69,9.13,23.27,,34.22,,0.611111,-1.512346,4.209877,2.906889,,-5.263889,64.862478
US_VA_51735,2020-02-22,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,11,11,,,15.3,17.41,,16.88,8.44,27.96,8.44,2.32716,-2.259259,9.283951,0.0,,-6.652778,53.867181
US_VA_51735,2020-02-23,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,14,-7,,8.8,18.11,26.39,13.97,29.5,7.76,44.5,13.46,6.722222,0.243056,13.263889,0.0,,-2.314815,51.606749
US_VA_51735,2020-02-24,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,20,23,1,,10.36,19.82,9.01,28.38,,35.58,,9.203704,4.037037,13.41358,0.084667,,2.069444,62.575591
US_VA_51735,2020-02-25,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,-8,-9,-2,9.98,14.06,20.86,,35.37,,40.36,,11.388889,6.006173,16.37037,2.201333,,10.444444,89.798589
US_VA_51735,2020-02-26,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,15,23,-2,,11.26,25.8,8.44,36.12,7.51,35.18,,11.333333,9.061728,15.925926,0.959556,,11.152778,94.899302
US_VA_51735,2020-02-27,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,28,22,0,6.9,8.28,17.01,8.74,37.71,,37.71,,9.179012,6.061728,14.734568,2.427111,,1.111111,55.618612
US_VA_51735,2020-02-28,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,18,12,-1,,12.81,24.68,,33.7,,40.34,,5.765432,1.179012,11.987654,0.141111,,-6.902778,39.529898
US_VA_51735,2020-02-29,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,11,12,,,9.58,24.48,,33.0,11.18,35.66,,5.425926,1.462963,10.037037,0.0,,-4.722222,48.169631
US_VA_51735,2020-03-01,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,19,10,,,13.81,29.16,10.23,36.84,,42.47,,4.067901,-1.160494,10.598765,0.0,,-9.055556,38.066091
US_VA_51735,2020-03-02,ChIJ-xlqssCGuokR2XrbaY0_znw,Q349995,geoId/51735,US,United States of America,VA,Virginia,51735,Poquoson,US,USA,2,,,,,,,12039,5974,6065,1240,1671,1214,1417,1517,1863,1479,1088,550,3864705,37.133153,-76.373881,3,203,79.5,42,-6,2,,,26.17,6.89,46.83,,32.14,,10.444444,1.771605,18.753086,0.0,,-0.513889,45.652938
