location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35021,2020-01-01,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,0.572222,-9.4,12.722222,0.0,,-9.905556,46.593361
US_NM_35021,2020-01-02,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,2.372222,-3.822222,8.894444,0.127,,-6.05,54.533034
US_NM_35021,2020-01-03,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,-1.155556,-7.844444,7.266667,0.5842,,-7.088889,64.722735
US_NM_35021,2020-01-04,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,1.111111,-7.377778,14.222222,0.0,,-7.694444,52.768667
US_NM_35021,2020-01-05,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,4.522222,-6.288889,12.422222,0.0,,-7.127778,43.281998
US_NM_35021,2020-01-06,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,2.083333,-4.861111,10.033333,0.0,,-8.866667,44.784509
US_NM_35021,2020-01-07,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,1.488889,-7.45,13.861111,0.0,,-11.661111,38.032572
US_NM_35021,2020-01-08,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,2.527778,-7.733333,14.477778,0.0,,-10.711111,38.508666
US_NM_35021,2020-01-09,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,4.333333,-4.8,12.744444,0.0,,-9.616667,36.063302
US_NM_35021,2020-01-10,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,1.272222,-4.627778,8.877778,0.0,,-7.333333,54.250963
US_NM_35021,2020-01-11,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,-3.538889,-12.15,8.705556,0.874889,30.48,-8.838889,66.885857
US_NM_35021,2020-01-12,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,1.655556,-7.616667,9.233333,0.0,,-10.366667,41.25677
US_NM_35021,2020-01-13,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,2.505556,-7.044444,13.072222,0.0,,-10.994444,36.949675
US_NM_35021,2020-01-14,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,4.805556,-5.588889,17.016667,0.0,,-11.438889,30.532721
US_NM_35021,2020-01-15,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,4.838889,-1.872222,12.911111,0.0,,-11.094444,31.013996
US_NM_35021,2020-01-16,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,-1.722222,-5.0,5.927778,0.423333,,-8.205556,61.773376
US_NM_35021,2020-01-17,ChIJOyxQ2mTPGocRG8bb17FphAM,Q484465,geoId/35021,US,United States of America,NM,New Mexico,35021,Harding County,US,USA,2,,,,,,,684,352,332,58,46,48,69,46,100,145,89,83,1832195,35.86,-103.82,5506,1.572222,-3.816667,10.005556,3.81,,-1.372222,82.057204
