location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28083,2020-01-20,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.03,8.14,7.23,,5.42,12.66,6.33,,6.03,19.29,4.52,6.63,6.03,30.14,6.33,4.82,1.083333,-2.566667,5.605556,0.0,,-6.388889,57.74653
US_MS_28083,2020-01-21,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.81,10.21,12.05,4.71,,11.79,6.02,,7.6,20.95,5.24,4.19,5.24,26.98,5.5,7.33,-0.661111,-3.4,4.111111,0.0,,-6.205556,66.30254
US_MS_28083,2020-01-22,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.88,7.45,5.73,6.3,,12.61,8.31,4.3,7.45,26.65,4.58,6.3,,29.8,5.73,,1.0,-2.3,6.377778,0.0,,-5.066667,64.607366
US_MS_28083,2020-01-23,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,7.64,11.89,5.1,5.66,7.08,16.71,8.49,5.1,5.66,23.5,5.66,9.06,3.96,32.56,7.93,,5.116667,2.377778,8.194444,7.366,,1.772222,79.815105
US_MS_28083,2020-01-24,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,7.63,4.88,,5.49,,14.04,6.1,4.58,7.33,19.84,4.27,6.41,,29.3,8.85,,6.177778,2.905556,8.488889,12.35075,,3.961111,85.899141
US_MS_28083,2020-01-25,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,7.28,5.2,7.97,,,17.67,5.89,,6.58,23.22,6.93,8.66,,27.72,,,5.316667,0.716667,11.238889,0.0,,0.622222,71.802263
US_MS_28083,2020-01-26,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.49,5.56,5.56,11.13,7.11,15.15,8.65,,5.56,22.57,,,,25.96,4.33,,7.716667,4.305556,11.661111,0.762,,5.466667,85.78576
US_MS_28083,2020-01-27,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.3,10.88,6.58,4.87,4.58,22.33,9.73,4.29,8.3,29.2,4.58,7.44,4.29,31.78,6.01,6.58,10.388889,8.105556,14.605556,1.088571,,8.155556,86.088102
US_MS_28083,2020-01-28,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.79,11.89,5.09,6.79,4.81,18.39,6.23,4.25,9.9,58.02,6.51,9.34,5.09,37.64,32.26,4.53,7.494444,1.577778,14.366667,0.0,,5.066667,84.818871
US_MS_28083,2020-01-29,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,8.49,9.06,7.36,5.38,4.81,19.25,6.23,5.66,9.34,48.69,6.23,4.25,7.08,34.25,35.38,5.38,9.855556,6.838889,13.422222,1.397,,7.266667,84.206919
US_MS_28083,2020-01-30,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,9.05,5.37,8.2,4.81,5.66,23.76,7.07,,7.35,27.15,,7.35,5.94,27.43,4.24,,6.122222,3.772222,9.683333,1.6764,,4.577778,90.034244
US_MS_28083,2020-01-31,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,,8.82,4.41,,4.12,19.4,7.05,5.58,5.58,30.27,4.41,6.17,,30.86,4.41,,7.038889,5.266667,9.105556,0.762,,5.644444,91.067427
US_MS_28083,2020-02-01,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,5.47,4.83,4.83,,,18.35,6.76,,,23.18,4.51,8.05,5.15,25.76,4.51,5.47,7.972222,4.65,12.355556,0.169333,,4.255556,77.936489
US_MS_28083,2020-02-02,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,9.49,6.22,,5.24,,16.36,,6.54,6.54,24.54,7.53,,,29.78,,,10.95,3.833333,21.75,0.0,,2.533333,56.659763
US_MS_28083,2020-02-03,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,4.95,8.86,5.21,,4.17,20.84,7.03,,,24.23,,7.82,6.25,27.09,5.47,,14.483333,7.983333,20.877778,0.0,,7.438889,63.041995
US_MS_28083,2020-02-04,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,5.89,10.7,7.22,4.01,5.08,20.07,4.82,,5.35,23.28,4.28,5.08,4.28,26.49,,,17.322222,14.483333,20.205556,0.338667,,14.205556,82.106541
US_MS_28083,2020-02-05,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.26,9.14,5.48,5.48,5.48,17.23,5.22,4.7,10.44,20.88,4.18,8.09,4.96,32.37,7.83,4.7,13.816667,9.455556,19.327778,11.557,,12.794444,93.794632
US_MS_28083,2020-02-06,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,9.68,8.34,4.84,5.65,,18.02,9.95,,5.11,17.75,4.57,7.8,,26.62,,4.57,5.733333,3.377778,10.505556,13.927667,,4.35,90.973803
US_MS_28083,2020-02-07,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,4.57,4.28,6.85,,4.28,19.42,7.42,,4.57,29.41,4.57,6.0,,24.84,4.86,6.85,3.233333,-0.255556,9.183333,2.624667,,-1.172222,73.147161
US_MS_28083,2020-02-08,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,8.69,10.69,,,7.35,18.04,,5.35,7.69,20.38,,,,30.41,6.01,,7.722222,1.727778,14.466667,0.028222,,0.788889,61.972132
US_MS_28083,2020-02-09,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,4.61,12.18,,,,14.48,,,5.26,21.39,,9.54,4.61,27.64,9.87,,11.611111,4.961111,21.138889,0.0,,4.505556,61.958307
US_MS_28083,2020-02-10,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,9.62,7.22,5.77,5.29,,12.51,5.29,4.33,6.98,20.21,6.98,9.38,5.53,32.48,4.33,4.57,16.133333,12.088889,19.155556,8.847667,,13.761111,85.998917
US_MS_28083,2020-02-11,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,9.08,8.01,4.27,,,16.29,8.01,,,23.23,5.87,8.54,,31.78,5.61,,9.388889,5.861111,15.3,58.293,,8.35,93.381711
US_MS_28083,2020-02-12,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,6.43,11.52,6.16,,6.7,12.05,7.77,4.29,8.03,28.12,7.77,6.96,6.96,31.33,3.75,6.43,8.922222,6.111111,17.055556,15.324667,,7.877778,93.368989
US_MS_28083,2020-02-13,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,7.04,7.32,4.22,,6.75,14.07,5.63,,6.19,25.32,,,5.35,28.42,,4.22,8.05,5.388889,11.822222,34.713333,,5.727778,85.41146
US_MS_28083,2020-02-14,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,,,,7.53,6.33,,4.52,,9.94,4.52,,4.52,20.79,5.12,,,27.11,5.12,4.22,2.566667,-1.694444,7.483333,1.1938,,-3.544444,64.51251
US_MS_28083,2020-02-15,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,13,4,1,6.39,7.4,,,6.39,14.13,8.75,6.06,9.08,24.22,,4.71,,31.29,6.06,5.72,4.761111,-1.538889,15.15,0.0,,-3.061111,57.861669
US_MS_28083,2020-02-16,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,16,-4,-3,4.92,6.22,5.24,5.9,4.92,16.05,4.92,,5.57,23.92,5.57,7.54,,26.54,6.55,7.21,11.493827,7.796296,15.240741,1.227667,,5.882716,68.862892
US_MS_28083,2020-02-17,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,-3,-15,-8,5.94,5.66,,,8.49,13.87,7.64,4.53,7.92,27.74,6.23,5.38,,33.68,7.64,6.51,12.395062,7.888889,17.87037,0.15875,,10.259259,86.966043
US_MS_28083,2020-02-18,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,-11,-11,2,8.3,10.64,7.79,7.79,3.89,15.83,5.19,,10.9,26.47,4.93,5.71,,30.88,4.67,5.19,15.711111,9.855556,19.961111,2.794,,14.405556,92.123233
US_MS_28083,2020-02-19,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,1,-5,-1,4.6,7.92,5.36,7.41,5.62,16.09,5.62,,8.94,21.71,5.36,6.38,7.15,30.14,3.83,6.89,7.888889,5.35,13.672222,11.599333,,5.083333,82.666332
US_MS_28083,2020-02-20,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,-11,-4,-2,5.11,9.68,4.57,,,12.37,6.18,5.64,7.26,25.8,,8.33,5.64,27.95,6.18,5.38,6.161111,3.95,9.466667,34.163,,3.683333,84.2867
US_MS_28083,2020-02-21,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,-2,-5,4,6.75,11.45,4.7,,,14.68,5.28,,5.58,28.48,,4.99,,24.66,7.34,6.75,2.166667,-2.216667,6.55,4.953,,-3.9,64.418612
US_MS_28083,2020-02-22,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,5,-2,10,,7.73,6.12,5.47,,14.49,4.51,,9.34,19.97,,5.47,4.83,30.6,7.08,,3.011111,-3.222222,12.083333,0.0,,-3.033333,64.814504
US_MS_28083,2020-02-23,ChIJV6E1LjVhKoYRcLQDlfgJk0o,Q497607,geoId/28083,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2,,,,,,,29292,13686,15606,4492,4499,4457,3481,3140,3428,3087,1698,1010,1833635,33.55,-90.3,1570,72.6875,3,-9,-2,6.23,9.19,6.56,4.92,5.58,12.47,,4.59,8.53,23.62,6.89,7.54,4.92,27.56,6.56,6.56,7.911111,3.883333,12.483333,0.0,,2.905556,70.81239
