location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_LA_22021,2020-01-01,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,50.98,5.583333,0.569444,12.340278,0.0,,1.031746,71.389852
US_LA_22021,2020-01-02,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,57.55,12.024691,9.0,16.32716,18.12925,,10.180556,87.481411
US_LA_22021,2020-01-03,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,75.45,15.265432,13.080247,18.333333,44.16425,,14.034722,92.212722
US_LA_22021,2020-01-04,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,,11.259259,5.018519,15.512346,2.455333,,5.263889,66.004443
US_LA_22021,2020-01-05,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,50.21,9.407407,2.216049,20.320988,0.0,,3.326389,65.326593
US_LA_22021,2020-01-06,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,33.16,13.123457,5.518519,21.654321,0.0,,8.666667,73.245238
US_LA_22021,2020-01-07,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,37.37,11.740741,5.259259,18.092593,0.0,,2.965278,53.950547
US_LA_22021,2020-01-08,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,32.09,7.067901,-0.746914,18.469136,0.0,,-0.527778,57.908
US_LA_22021,2020-01-09,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,29.66,12.598765,5.864198,21.339506,0.0,,6.513889,65.700259
US_LA_22021,2020-01-10,ChIJtycEqK2-L4YRld5MXzSv0KA,Q205715,geoId/22021,US,United States of America,LA,Louisiana,22021,Caldwell Parish,US,USA,2,,,,,,,9959,5141,4818,1280,1229,1247,1209,1307,1269,1255,757,406,1838145,32.09,-92.12,1400,74.333333,,,30.08,19.598765,17.08642,23.308642,0.0,,16.458333,81.975147
