location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01027,2020-01-01,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,22.7,44.26,4.827778,-1.655556,13.272222,0.0,-1.916667,61.501317
US_AL_01027,2020-01-02,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,35.27,42.53,8.372222,5.211111,11.927778,0.85725,5.215278,81.49977
US_AL_01027,2020-01-03,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,24.29,30.37,16.138889,10.772222,19.988889,43.8785,15.333333,95.61058
US_AL_01027,2020-01-04,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,21.08,36.61,12.866667,7.022222,15.738889,10.3505,9.055556,77.822092
US_AL_01027,2020-01-05,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,29.19,39.29,4.327778,-2.411111,13.072222,0.5588,-2.118056,63.26781
US_AL_01027,2020-01-06,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,37.28,23.82,6.694444,0.072222,17.8,0.0,2.229167,73.533906
US_AL_01027,2020-01-07,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,26.14,37.95,11.0,6.361111,14.655556,0.326571,3.854167,61.917211
US_AL_01027,2020-01-08,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,17.72,26.16,5.938889,-2.272222,16.638889,0.0,-2.722222,53.999903
US_AL_01027,2020-01-09,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,23.97,25.62,6.8,-1.15,17.711111,0.0,-0.444444,59.634415
US_AL_01027,2020-01-10,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,,26.15,16.272222,13.283333,20.8,0.0,10.444444,69.21051
US_AL_01027,2020-01-11,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,26.52,24.4,19.322222,16.766667,22.388889,7.366,16.076389,82.397479
US_AL_01027,2020-01-12,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,30.34,43.34,13.583333,6.561111,19.733333,17.17675,10.958333,83.555762
US_AL_01027,2020-01-13,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,29.2,44.2,15.072222,11.833333,18.705556,5.969,13.854167,93.007972
US_AL_01027,2020-01-14,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,13.64,36.11,17.055556,15.494444,18.5,30.63875,16.576389,97.660763
US_AL_01027,2020-01-15,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,Q156570,geoId/01027,US,United States of America,AL,Alabama,01027,Clay County,US,USA,2,,,,,,,13350,6537,6813,1460,1605,1521,1458,1659,1999,1768,1190,690,1850800,33.272222,-85.861111,324,1570,74.6,,,,28.75,31.7,15.822222,12.044444,20.116667,30.70225,15.041667,95.276894
