location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KY_21235,2020-01-01,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,10.3,10.94,6.76,10.62,11.26,6.44,7.08,7.08,24.78,12.87,12.87,12.55,13.52,,6.76,8.04,4.83,7.72,7.72,42.48,10.94,6.76,7.08,5.47,8.69,50.2,,7.72,5.79,6.44,,5.127778,0.1,9.711111,0.0,-3.011111,55.726834
US_KY_21235,2020-01-02,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,8.58,8.28,6.74,14.71,7.05,6.13,6.74,4.6,23.91,9.2,4.6,13.49,9.81,5.82,7.97,6.13,5.82,7.66,9.81,37.09,10.12,7.97,4.6,5.52,5.52,50.27,4.29,6.74,8.28,5.82,6.13,4.605556,-0.438889,8.161111,1.415143,-0.022222,72.472053
US_KY_21235,2020-01-03,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,10.5,9.6,6.9,14.4,10.5,8.1,7.5,4.5,18.0,13.5,7.5,10.2,8.1,8.1,6.9,5.1,6.9,4.5,9.9,45.01,6.9,9.6,7.2,5.4,5.4,46.51,5.7,8.1,8.7,6.3,8.4,9.216667,5.75,11.977778,16.256,9.049383,98.214039
US_KY_21235,2020-01-04,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,8.24,11.41,,13.63,5.39,6.34,4.75,,24.09,12.68,,8.87,,6.66,6.34,7.29,5.39,6.34,,38.03,8.24,6.97,,4.44,5.39,45.64,6.02,6.97,8.87,,9.82,9.027778,1.861111,12.922222,5.479143,7.183333,88.335472
US_KY_21235,2020-01-05,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,5.22,10.12,,8.49,12.08,8.81,7.18,6.53,22.53,14.37,5.22,9.79,,5.88,,,,,8.49,32.0,10.45,9.47,,8.49,5.55,49.3,,9.79,6.53,4.9,,3.316667,0.377778,9.694444,0.580571,-2.122222,67.693891
US_KY_21235,2020-01-06,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,8.89,4.69,5.43,13.08,8.64,5.68,6.91,3.95,16.79,11.35,4.44,9.63,6.42,4.69,6.42,4.69,4.2,,12.59,37.02,6.91,10.12,4.44,5.18,4.2,46.16,4.2,6.91,5.43,5.43,7.65,3.527778,-3.0,10.916667,0.0,-2.488889,64.950574
US_KY_21235,2020-01-07,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,6.55,8.43,3.28,11.0,10.77,5.15,5.15,3.51,16.85,11.23,7.26,10.06,7.02,6.79,4.68,4.45,,5.15,10.53,29.96,8.43,7.72,8.89,5.15,7.49,38.62,,7.26,5.85,5.85,6.08,4.433333,-0.711111,9.7,2.503714,-0.844444,68.921284
US_KY_21235,2020-01-08,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,,7.79,4.58,10.32,11.69,3.9,7.57,6.19,14.21,9.63,6.65,11.92,3.9,6.42,6.19,4.36,5.73,5.5,7.34,43.33,6.88,6.42,6.42,7.79,5.96,37.83,5.96,12.84,7.57,8.48,5.96,4.833333,-0.866667,11.438889,0.2286,-3.788889,53.904155
US_KY_21235,2020-01-09,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,3.86,7.27,4.77,9.54,8.18,7.95,5.68,5.91,14.54,8.63,6.81,9.99,,6.81,4.77,4.32,3.18,3.86,8.63,32.71,7.95,7.27,4.09,4.32,7.95,42.02,3.63,12.04,8.86,4.32,5.45,4.194444,-3.027778,14.661111,0.0,-2.138889,63.760513
US_KY_21235,2020-01-10,ChIJLzIZHtgXQ4gRTmQxq3iGf08,Q506342,geoId/21235,US,United States of America,KY,Kentucky,21235,Whitley County,US,USA,2,,,,,,,36074,17691,18383,5195,5046,5122,4052,4244,4530,4062,2577,1246,1846593,36.76,-84.15,445,71.671429,,,,,,5.93,8.3,4.03,10.2,7.59,4.03,4.74,6.4,16.84,10.2,6.4,10.43,6.64,5.93,6.64,4.5,3.32,4.98,10.43,30.11,7.35,8.77,4.5,5.93,6.4,39.84,4.03,8.06,6.17,5.45,6.4,12.572222,8.761111,17.005556,0.0,4.372222,57.68855
