location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21173,2020-01-01,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.34,6.64,9.66,8.45,5.73,5.73,25.65,13.58,4.53,8.45,7.54,,,,29.58,,6.34,6.04,40.74,,5.13,4.432099,1.209877,9.061728,0.0,,-1.972222,63.116072
US_KY_21173,2020-01-02,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,7.89,8.18,11.98,5.84,7.3,5.26,17.53,11.39,4.67,10.23,7.3,6.43,5.55,11.1,26.3,7.6,10.81,4.97,36.23,7.01,4.97,6.179012,2.117284,10.91358,0.0,,-0.763889,60.958491
US_KY_21173,2020-01-03,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,7.22,7.51,14.15,6.93,6.64,5.49,15.88,11.26,7.22,8.95,6.35,5.49,6.93,10.97,26.27,4.91,6.93,4.62,42.73,6.93,8.08,10.882716,6.537037,12.302469,10.541,,10.243056,95.818856
US_KY_21173,2020-01-04,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.67,10.01,9.4,4.85,7.89,5.76,19.11,12.74,4.25,4.55,5.16,,,6.37,22.75,4.85,7.28,5.46,40.04,,4.85,7.345679,1.790123,12.358025,10.16,,5.777778,89.394797
US_KY_21173,2020-01-05,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,7.8,7.2,6.6,,8.1,15.6,8.7,,5.1,5.7,,6.9,4.8,26.4,,8.7,4.2,38.4,6.3,4.5,2.703704,-0.858025,9.41358,1.0795,,-2.159722,70.4052
US_KY_21173,2020-01-06,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,3.71,7.69,14.59,10.34,7.16,6.36,9.55,8.49,8.75,6.63,,4.51,6.36,10.08,22.8,5.57,8.75,4.77,38.45,5.3,5.04,4.197531,-1.382716,8.845679,0.0,,-2.520833,61.683793
US_KY_21173,2020-01-07,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.63,6.14,8.44,6.14,4.09,5.63,12.79,10.49,3.58,9.46,5.37,3.84,5.88,6.91,26.09,4.35,5.12,6.65,40.15,4.86,4.86,3.425926,-1.487654,9.277778,1.312333,,-3.243056,62.061044
US_KY_21173,2020-01-08,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.21,5.27,12.64,11.32,,3.69,14.22,6.32,,7.9,3.69,4.21,3.95,4.48,32.13,6.06,5.53,5.0,33.97,9.22,,4.074074,0.574074,8.611111,0.282222,,-5.694444,49.104584
US_KY_21173,2020-01-09,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.87,6.94,10.68,12.28,6.14,4.0,14.95,10.14,5.07,6.41,5.87,5.87,3.74,10.95,25.36,5.61,7.21,7.74,30.97,9.08,8.81,4.648148,-1.895062,15.111111,0.0,,-5.756944,47.405949
US_KY_21173,2020-01-10,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.35,6.4,9.73,6.66,4.35,4.61,15.1,9.47,4.35,6.66,,,5.12,9.47,28.16,,6.14,5.63,33.27,7.42,5.89,14.209877,11.364198,18.37037,0.0,,4.618056,52.524504
US_KY_21173,2020-01-11,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.4,6.11,11.05,9.6,5.82,4.65,17.16,9.01,6.4,8.14,6.69,5.23,,9.6,29.95,6.11,5.82,5.53,42.45,4.36,5.23,17.12963,13.17284,22.574074,0.550333,,11.9375,71.349815
US_KY_21173,2020-01-12,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,10.52,8.36,7.74,7.43,7.12,14.55,8.36,,6.81,6.19,6.5,7.12,6.19,29.09,,,6.81,40.54,5.57,7.43,8.41358,4.030864,18.234568,20.610286,,5.715278,82.413255
US_KY_21173,2020-01-13,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.91,6.2,10.34,10.34,6.2,4.91,11.63,6.72,4.39,8.01,6.98,4.65,,7.5,26.89,6.46,4.14,5.43,38.0,6.46,3.88,5.271605,1.253086,10.493827,0.0,,3.347222,87.019431
US_KY_21173,2020-01-14,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.83,6.09,11.13,9.54,6.09,5.56,21.2,9.27,8.21,9.01,6.36,15.37,,6.09,29.67,7.15,5.03,6.89,35.24,6.62,5.56,9.746914,4.037037,12.993827,2.116667,,8.0,88.135877
US_KY_21173,2020-01-15,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,3.82,5.35,11.71,7.13,7.64,8.66,15.02,4.58,4.33,10.18,8.91,7.13,4.07,6.87,24.95,5.86,4.84,4.58,35.9,9.42,,9.709877,3.209877,18.17284,0.931333,,8.763889,93.438847
US_KY_21173,2020-01-16,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,3.69,6.06,11.33,11.33,6.85,5.0,13.7,7.11,7.11,8.69,3.69,5.27,3.69,10.01,26.61,6.85,8.43,7.38,33.98,8.69,5.53,7.697531,1.932099,17.283951,0.733778,,2.840278,70.703541
US_KY_21173,2020-01-17,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,6.09,8.38,8.63,5.58,4.82,10.92,8.38,4.57,11.17,5.33,4.06,,5.84,18.79,5.08,6.09,,35.54,4.57,6.86,-0.987654,-4.092593,5.771605,0.0,,-7.138889,62.741019
US_KY_21173,2020-01-18,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.57,6.16,7.33,7.92,4.69,4.99,11.44,6.45,4.69,9.09,5.57,,4.11,,24.93,4.69,6.16,5.87,36.36,5.28,6.45,6.395062,-1.234568,10.975309,0.042333,,0.131944,64.256992
US_KY_21173,2020-01-19,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.99,5.09,10.78,6.88,5.09,5.69,10.18,5.09,5.09,7.18,4.19,5.69,,4.49,20.95,,7.48,6.29,39.21,6.59,10.48,-0.45679,-6.092593,10.783951,6.640286,,-5.541667,67.982096
US_KY_21173,2020-01-20,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.03,6.6,,6.6,,7.17,12.91,7.17,5.74,9.76,5.45,,4.02,6.6,18.65,4.3,10.04,6.31,41.89,5.17,6.31,-7.148148,-9.296296,-2.765432,0.0,,-11.409722,71.166127
US_KY_21173,2020-01-21,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,9.52,10.55,14.41,,3.6,18.78,10.55,7.97,8.49,4.89,6.69,10.03,7.72,22.12,4.63,5.4,7.46,37.56,4.63,5.4,-3.839506,-7.308642,-0.135802,0.036286,,-10.159722,61.543931
US_KY_21173,2020-01-22,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.08,5.11,9.7,13.78,6.13,4.85,16.59,8.42,5.36,9.7,8.42,4.59,5.36,6.64,22.21,7.4,7.66,6.13,40.84,4.85,6.89,-3.524691,-9.685185,5.203704,0.0,,-9.680556,62.51186
US_KY_21173,2020-01-23,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,8.99,6.68,11.05,8.74,5.4,4.88,16.45,7.45,4.11,7.97,,5.91,3.85,9.25,22.61,4.62,6.17,6.94,39.06,8.22,5.4,3.351852,-2.5,10.160494,0.0,,-5.75,51.534379
US_KY_21173,2020-01-24,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.83,4.63,9.27,8.29,3.41,,23.17,6.83,5.12,8.29,4.88,3.66,6.58,8.78,28.05,3.66,5.85,4.15,29.02,6.1,5.37,6.790123,1.987654,10.345679,8.382,,4.625,85.795512
US_KY_21173,2020-01-25,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,7.52,9.02,9.02,10.53,6.62,5.41,20.45,13.23,4.21,6.32,4.21,6.32,5.71,7.22,32.48,,,6.32,42.1,6.62,4.51,2.993827,0.839506,8.141975,12.361333,,1.131944,87.371014
US_KY_21173,2020-01-26,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.66,10.19,9.03,8.44,4.08,,27.08,9.61,6.11,10.48,4.66,6.41,6.41,6.7,36.4,6.41,4.66,7.28,35.52,6.41,5.53,2.469136,0.364198,7.216049,0.338667,,-1.118056,77.123476
US_KY_21173,2020-01-27,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.53,8.04,8.55,6.28,4.78,6.79,18.85,4.52,6.28,10.05,9.55,,4.52,5.78,34.18,6.54,7.54,4.02,40.47,4.27,4.78,4.598765,1.111111,7.969136,0.3175,,1.423611,79.781112
US_KY_21173,2020-01-28,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.96,7.96,8.45,9.94,,4.72,23.37,8.2,3.73,9.2,10.19,7.46,5.22,7.21,33.81,4.97,3.48,5.97,37.04,8.7,6.96,1.364198,-0.512346,5.537037,0.169333,,-1.541667,80.836756
US_KY_21173,2020-01-29,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,5.78,9.98,7.62,4.99,4.2,22.32,8.67,,11.82,4.73,,5.78,7.09,40.71,4.99,6.83,4.73,36.24,11.55,4.46,1.438272,-0.216049,3.685185,0.0,,-1.798611,79.29022
US_KY_21173,2020-01-30,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,6.64,8.43,9.96,3.83,4.85,29.36,6.13,5.11,8.68,7.91,4.08,4.08,5.11,35.23,3.83,6.13,5.36,31.66,5.11,4.59,2.067901,-0.469136,7.209877,0.09525,,-1.423611,77.28445
US_KY_21173,2020-01-31,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,4.8,7.92,7.68,4.08,5.52,29.54,8.16,5.52,6.48,4.32,4.56,,6.96,26.41,4.08,4.32,3.6,32.66,4.32,,4.067901,0.722222,6.888889,0.0,,1.145833,80.626299
US_KY_21173,2020-02-01,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.99,4.08,9.03,7.28,8.15,,20.67,5.82,,10.77,4.08,,5.53,4.95,31.73,,,6.11,36.1,,,4.395062,2.567901,6.574074,3.429,,3.145833,91.176481
US_KY_21173,2020-02-02,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,8.46,11.48,6.34,5.44,5.13,24.46,5.44,6.04,9.66,6.04,,,8.15,27.18,6.04,7.55,4.23,36.55,6.34,6.04,6.228395,0.32716,16.932099,0.60325,,0.638889,67.405176
