location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TN_47053,2020-07-11,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,11,0,177,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,1,2,-2,,3.83,8.35,8.35,13.54,7.44,4.51,6.32,4.51,9.93,5.19,4.51,,4.29,9.02,,,3.83,3.16,,4.06,,7.89,26.39,6.32,,14.21,,5.19,4.96,40.83,3.83,11.05,10.15,4.51,6.09,,27.125,19.576389,34.486111,0.0,20.444444,67.045774
US_TN_47053,2020-07-12,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,4,0,181,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-3,,-14,,5.09,6.78,3.81,12.5,7.21,6.36,5.93,3.6,8.69,5.09,3.39,5.93,5.3,5.72,4.24,8.05,6.99,,3.6,3.81,,7.84,32.42,5.72,,11.02,2.97,6.78,3.81,46.2,5.72,9.54,8.05,3.39,4.24,,27.826389,23.618056,32.236111,0.0,23.048611,75.542296
US_TN_47053,2020-07-13,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,22,0,203,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,2,-9,-24,6,4.31,8.62,3.73,11.96,7.64,7.64,7.64,5.68,9.21,4.12,5.88,6.08,4.71,8.62,3.92,5.49,4.51,6.47,,4.51,6.08,10.0,27.25,8.23,4.12,12.35,6.47,5.68,5.29,44.11,3.92,9.02,6.67,4.71,5.88,4.51,26.472222,20.826389,31.972222,1.17475,20.444444,69.91998
US_TN_47053,2020-07-14,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,14,0,217,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,6,-1,-23,5,3.44,7.29,,13.57,8.91,6.68,6.68,5.67,13.78,4.05,7.29,3.65,4.25,11.55,3.44,6.28,5.67,4.05,3.65,4.66,2.84,9.12,31.8,6.28,3.04,13.78,5.07,,4.86,39.91,6.08,12.76,7.5,5.88,4.66,5.27,27.277778,21.277778,33.493056,0.0,20.333333,66.609732
US_TN_47053,2020-07-15,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,20,0,237,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,3,-2,-23,5,4.84,8.67,,14.72,12.7,4.84,8.67,4.64,8.67,3.23,3.43,3.02,5.64,9.68,4.64,6.05,5.04,4.03,3.23,6.45,3.43,5.64,27.41,6.05,,9.07,6.05,6.85,5.24,41.33,4.84,14.51,6.85,4.84,4.84,4.43,28.983333,23.738889,34.511111,0.0,22.666667,69.255107
US_TN_47053,2020-07-16,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,22,0,259,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-3,-2,-22,7,5.12,9.62,3.89,15.14,7.98,4.71,4.91,5.12,7.57,,3.68,,5.32,7.78,6.96,7.78,5.32,3.68,4.91,4.71,,10.44,29.46,9.0,,12.89,4.5,6.34,5.12,42.15,6.14,10.44,6.34,5.73,4.3,3.48,28.655556,24.666667,33.127778,0.0,24.461111,78.361087
US_TN_47053,2020-07-17,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,17,0,276,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-1,-6,-24,7,,9.08,3.3,15.27,8.25,6.4,3.92,5.16,10.32,3.92,2.89,3.71,3.1,10.52,5.37,4.75,5.78,4.75,3.3,4.75,,8.25,24.35,6.4,3.3,8.46,6.19,4.95,4.75,36.94,,10.73,5.98,5.16,4.75,5.16,27.518519,23.364198,33.154321,0.072571,24.203704,82.640675
US_TN_47053,2020-07-18,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,20,0,296,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,0,7,-3,,4.7,9.85,4.25,13.65,6.71,6.94,3.58,3.13,12.31,,5.37,3.81,3.36,7.16,5.15,,4.92,4.92,5.37,6.94,4.92,5.37,27.98,,,15.0,,3.81,4.48,39.62,3.81,10.3,4.48,3.36,5.82,,26.9375,21.715278,34.375,0.036286,22.777778,78.225321
US_TN_47053,2020-07-19,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,10,0,306,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-1,,-14,,7.47,8.11,5.12,14.3,7.47,4.7,7.04,4.27,7.04,4.27,5.55,3.41,6.62,8.11,5.33,4.05,4.48,3.41,4.48,4.48,,5.33,26.25,6.62,,16.22,6.83,4.91,4.48,38.41,2.99,11.1,8.96,4.27,3.2,2.99,28.75,22.923611,34.097222,0.0,23.5,73.454582
US_TN_47053,2020-07-20,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,6,0,312,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-4,-4,-24,6,6.05,10.9,6.26,15.54,8.48,6.66,4.24,5.85,13.12,5.04,5.45,,3.83,10.29,6.05,3.23,7.06,4.84,5.04,6.86,5.04,9.69,27.45,7.26,4.04,13.32,6.46,5.85,4.64,43.19,4.44,8.68,6.26,4.64,7.26,5.65,29.302469,24.141975,34.888889,0.0,23.759259,72.599585
US_TN_47053,2020-07-21,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,15,0,327,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-1,1,-23,6,6.99,9.78,3.4,15.78,7.99,6.59,9.19,3.99,8.39,3.59,5.99,7.39,3.99,10.58,5.79,5.99,4.39,4.59,5.19,5.39,3.0,7.79,27.76,7.39,3.4,13.38,4.59,4.59,4.79,44.53,7.39,6.19,9.59,4.79,7.19,3.79,27.572222,22.516667,34.338889,0.0,22.816667,75.858804
US_TN_47053,2020-07-22,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,3,0,330,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-4,-3,-25,7,6.07,9.31,,14.37,6.88,3.24,5.67,5.47,12.96,3.64,5.87,5.06,4.86,8.1,5.67,3.24,6.88,6.48,3.04,4.25,5.26,6.88,28.34,6.68,5.26,10.32,6.07,4.66,7.69,43.73,3.64,7.29,5.87,4.86,5.67,3.85,26.75,23.088889,31.394444,0.1905,23.294444,81.580261
US_TN_47053,2020-07-23,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,16,0,346,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,0,-9,-24,7,5.05,9.3,3.03,10.92,13.14,7.28,4.65,2.83,10.51,4.04,3.64,4.25,5.46,8.89,4.25,4.65,5.05,4.25,3.03,,3.84,7.08,23.86,8.09,4.04,7.88,2.83,5.26,4.45,43.06,4.25,7.68,7.48,5.46,5.66,3.23,26.030864,23.438272,31.54321,0.22225,23.537037,86.304006
US_TN_47053,2020-07-24,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,14,0,360,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,0,-10,-27,7,5.72,8.98,5.31,17.56,10.41,8.17,5.72,3.06,9.19,3.67,3.88,2.86,4.08,5.72,4.9,6.12,3.67,4.49,4.08,4.08,4.49,8.98,29.2,6.94,,12.66,3.88,4.7,5.72,40.02,5.1,8.78,6.53,4.29,7.15,3.06,27.135802,22.62963,33.32716,1.04775,23.660494,81.388821
US_TN_47053,2020-07-25,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,19,0,379,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,1,0,-8,,4.44,4.88,4.88,11.55,8.22,5.33,6.88,4.22,10.21,4.0,3.11,3.33,5.55,8.66,5.33,4.0,5.11,3.55,3.11,4.22,3.55,6.88,23.32,4.0,,13.1,4.0,3.55,5.11,40.19,3.55,7.11,6.88,,4.0,,27.104938,22.654321,33.049383,2.794,23.209877,79.4072
US_TN_47053,2020-07-26,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,30,0,409,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-2,,-14,,5.52,8.28,4.25,14.87,10.41,5.31,5.73,5.73,12.53,,3.19,4.04,5.52,10.62,6.79,6.79,4.46,,4.88,5.73,,7.01,27.18,5.1,4.88,13.17,3.82,6.16,5.31,41.2,,9.98,8.07,5.31,4.88,4.25,27.660494,23.160494,33.049383,0.0,23.598765,78.712936
US_TN_47053,2020-07-27,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,29,0,438,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-1,-12,-27,6,4.54,7.1,4.34,10.46,10.26,10.46,5.72,4.34,11.25,3.55,4.34,3.75,3.35,9.28,2.76,6.71,5.72,4.54,4.14,6.51,,8.09,26.25,,3.16,13.22,4.93,6.91,2.96,47.56,5.33,11.64,6.32,5.53,3.55,4.34,27.9,23.338889,32.877778,0.0,23.144444,75.627898
US_TN_47053,2020-07-28,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,27,0,465,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-1,-2,-25,6,7.34,10.32,3.97,14.69,6.35,24.41,5.76,3.97,11.91,4.57,6.95,4.57,6.95,9.13,3.97,4.57,5.76,6.75,4.17,3.97,,8.73,33.34,6.55,4.57,8.54,2.78,3.97,5.95,41.68,3.37,11.31,7.54,5.56,6.15,4.76,27.191358,22.54321,32.111111,0.0,23.277778,79.346865
US_TN_47053,2020-07-29,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,9,0,474,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,1,-6,-26,7,5.64,7.97,,10.69,8.94,15.94,5.05,5.44,12.63,2.92,5.25,4.67,,7.0,5.05,4.67,3.3,4.08,3.5,3.3,3.89,8.75,29.93,7.77,3.89,11.47,4.86,6.03,3.69,40.04,4.86,12.05,8.16,3.89,3.5,3.69,27.361111,23.038889,32.655556,0.0,23.622222,80.569236
US_TN_47053,2020-07-30,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,26,0,500,1,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-3,-14,-26,7,4.93,8.47,3.74,15.57,7.68,10.84,7.09,4.93,13.01,3.74,6.5,2.76,3.15,11.23,4.14,5.52,,4.73,5.91,6.3,,10.64,31.72,6.5,,8.28,3.94,9.46,3.15,42.36,4.53,8.28,5.91,3.74,9.06,4.14,26.961111,24.477778,31.055556,0.381,24.027778,84.204281
US_TN_47053,2020-07-31,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,37,1,537,2,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,1,-7,-24,5,6.77,7.18,,13.34,11.49,9.03,5.95,3.69,11.08,,5.13,3.9,4.31,9.85,4.93,,4.72,,4.51,7.8,3.9,9.24,27.09,6.36,3.9,10.06,5.54,7.39,5.75,43.51,4.31,8.21,7.8,7.18,6.57,,27.253086,23.308642,31.111111,0.592667,23.166667,78.633554
US_TN_47053,2020-08-01,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,13,0,550,2,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,4,2,-4,,5.46,10.29,4.62,14.07,6.72,7.14,5.88,5.46,8.61,4.62,,,5.25,11.97,5.46,4.62,5.67,6.09,,4.41,3.15,6.3,22.89,6.51,,8.4,3.15,3.78,4.62,39.05,3.15,5.67,4.2,6.09,5.46,2.94,23.154321,20.938272,27.098765,0.435429,21.160494,88.633999
US_TN_47053,2020-08-02,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,8,0,558,2,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,3,,-17,,4.84,8.85,5.69,12.01,5.69,9.06,4.21,,10.11,,3.37,4.42,3.58,15.59,4.63,5.06,6.74,6.53,4.21,3.58,4.0,7.79,25.49,5.48,4.21,13.48,3.37,3.37,4.63,38.55,5.06,11.8,7.79,5.48,5.06,3.58,22.796296,17.462963,30.123457,0.508,18.796296,78.29865
US_TN_47053,2020-08-03,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,9,0,567,2,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,9,-5,-25,5,8.07,6.7,,13.19,5.91,6.7,7.29,4.33,12.41,5.32,4.73,3.94,4.92,9.06,7.29,5.51,6.5,3.35,5.91,4.33,,8.66,27.96,6.7,4.53,10.83,5.91,5.32,5.91,44.31,6.5,9.45,5.51,3.54,5.91,4.13,24.838889,19.688889,30.75,0.0254,20.177778,75.569892
US_TN_47053,2020-08-04,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,23,0,590,2,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,6,2,-25,6,7.96,7.56,3.38,13.53,7.16,7.36,6.96,5.97,12.53,3.38,3.58,3.18,5.77,8.15,5.57,5.37,3.98,5.37,3.38,6.96,,8.95,28.25,7.16,,12.33,5.17,6.96,4.18,40.98,5.17,9.35,5.57,3.78,5.97,5.77,23.0,19.538889,27.194444,0.254,18.988889,78.398837
US_TN_47053,2020-08-05,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,25,0,615,2,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,2,-1,-24,5,8.43,8.43,,13.04,9.03,8.03,8.43,,10.83,6.62,7.62,5.02,4.41,10.23,5.02,5.42,6.42,3.21,4.41,4.62,,10.23,27.69,2.81,3.21,12.64,4.01,5.02,,41.53,,8.23,7.42,6.22,4.82,3.41,21.55,15.277778,27.494444,0.0,16.155556,71.671756
US_TN_47053,2020-08-06,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,29,2,644,4,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,5,-2,-25,5,4.82,6.83,,13.45,8.83,4.82,5.82,3.61,8.63,3.81,4.21,5.42,6.42,6.02,4.01,5.82,7.23,4.42,5.02,5.22,3.41,9.03,22.28,8.03,3.61,12.45,3.61,4.21,4.62,44.96,5.82,11.04,5.82,,5.42,,22.305556,16.483333,28.355556,0.0,16.511111,70.040115
US_TN_47053,2020-08-07,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,26,1,670,5,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,2,-8,-25,5,6.7,8.53,5.28,11.17,7.92,6.09,4.26,5.48,8.94,4.87,4.87,3.45,3.86,13.2,6.29,2.84,3.25,5.69,,3.86,5.08,11.17,23.15,4.87,3.05,11.57,,4.67,7.11,39.19,5.08,8.53,7.11,5.48,4.47,4.26,23.655556,17.161111,30.744444,0.0,17.655556,69.641473
US_TN_47053,2020-08-08,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,23,0,693,5,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-1,2,-8,,4.95,6.02,8.82,12.47,7.53,6.45,5.8,,10.75,3.87,5.59,4.73,3.23,9.46,8.82,4.95,4.3,3.23,3.44,5.38,,9.46,22.79,3.87,,13.55,3.01,4.08,3.23,39.99,3.44,9.68,4.95,3.87,4.51,,25.308642,18.58642,33.061728,0.0,20.006173,72.608142
US_TN_47053,2020-08-09,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,24,0,717,5,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,4,,-18,,6.09,7.78,8.62,12.4,8.2,7.14,6.72,3.36,8.62,6.3,3.99,6.72,3.99,9.88,4.83,5.67,4.62,5.88,3.99,6.3,,7.36,27.11,6.51,3.99,11.98,4.41,4.62,5.88,43.29,6.72,10.93,8.41,4.62,6.93,5.04,27.62963,22.308642,33.808642,0.0,22.481481,73.796301
US_TN_47053,2020-08-10,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,9,1,726,6,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,1,-6,-24,4,4.01,8.79,,11.84,8.6,5.73,7.07,4.58,7.64,3.82,4.97,4.39,5.73,8.21,4.97,6.5,6.11,6.5,3.63,5.73,4.58,4.97,28.08,8.21,,12.42,5.35,4.78,6.88,38.78,4.58,9.36,7.07,,4.78,4.01,29.3,24.588889,34.761111,0.0,23.455556,71.139122
US_TN_47053,2020-08-11,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,9,1,735,7,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-5,-5,-25,5,4.89,7.53,,11.1,11.66,5.46,3.76,4.33,8.47,3.95,3.95,4.14,4.33,7.71,4.33,6.21,3.39,5.08,5.27,5.08,,6.96,26.9,6.96,3.58,9.22,2.82,3.58,5.46,41.2,3.39,7.53,6.21,2.63,6.77,3.2,26.372222,21.961111,33.022222,0.0,22.011111,77.497986
US_TN_47053,2020-08-12,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,14,1,749,8,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-3,-5,-22,6,4.76,6.48,3.24,13.33,9.14,7.62,7.05,4.0,8.0,2.86,6.29,4.57,3.81,11.62,4.76,5.14,4.0,5.52,4.38,4.57,3.24,6.29,24.0,7.05,3.81,12.19,6.67,4.57,5.33,43.43,8.0,9.71,8.38,6.67,5.14,2.86,25.772222,22.716667,31.066667,0.0,23.038889,85.225157
US_TN_47053,2020-08-13,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,16,1,765,9,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-3,-8,-23,6,4.83,7.34,4.83,10.43,8.88,4.63,5.6,5.79,8.49,3.86,3.48,2.7,5.41,10.81,3.86,4.63,4.05,6.18,5.02,3.28,,8.88,24.9,7.53,4.44,8.49,2.9,4.25,5.79,37.84,5.41,8.11,5.02,6.95,4.05,5.02,25.006173,21.574074,30.45679,3.120571,22.796296,87.63293
US_TN_47053,2020-08-14,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,22,0,787,9,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,0,-7,-24,5,3.56,7.91,3.76,13.25,7.91,5.34,8.7,6.13,12.06,,7.12,3.56,,6.92,4.55,6.13,5.54,6.13,2.97,3.96,4.15,8.7,24.72,5.93,3.96,9.29,3.16,3.96,6.92,39.36,,7.12,5.34,4.15,8.11,4.55,25.271605,21.283951,30.888889,3.527778,22.703704,85.78653
US_TN_47053,2020-08-15,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,19,0,806,9,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,-1,0,-7,,4.89,6.0,8.89,12.0,9.56,7.56,7.78,,8.45,3.78,4.89,5.33,4.45,9.56,6.22,5.56,4.67,4.89,4.89,3.11,3.56,7.11,23.56,7.33,3.78,11.33,3.78,6.0,5.78,43.78,4.22,10.67,6.22,,4.89,3.78,25.858025,20.555556,32.216049,0.451556,21.975309,79.276866
US_TN_47053,2020-08-16,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,13,0,819,9,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,0,,-15,,5.94,6.57,6.15,11.88,7.0,6.57,5.09,6.57,5.73,4.88,,2.97,7.42,18.03,4.88,4.88,5.94,5.94,3.82,4.88,4.03,8.06,23.54,8.91,5.09,11.66,3.39,7.63,4.03,43.9,3.18,7.85,7.0,4.67,4.03,3.6,25.679012,21.611111,30.271605,0.0,21.351852,77.217519
US_TN_47053,2020-08-17,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,13,0,832,9,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,-23,5,5.5,3.6,4.17,13.84,8.91,6.45,7.96,3.03,9.48,3.98,5.88,5.69,3.98,11.76,3.41,3.98,3.03,4.17,3.98,7.77,4.55,10.05,24.27,5.88,4.17,11.0,4.17,6.26,4.17,39.44,5.12,9.67,6.45,8.53,5.12,2.65,24.0,16.955556,31.411111,0.0,17.777778,68.433634
US_TN_47053,2020-08-18,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,14,1,846,10,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,-20,3,3.54,5.77,4.84,11.35,9.49,7.07,4.47,3.91,10.61,,5.58,4.28,4.65,10.79,5.02,5.95,5.4,,5.02,3.72,2.98,6.51,25.68,8.37,4.28,10.42,3.72,2.98,3.16,33.31,4.28,8.37,6.51,5.02,4.65,3.54,24.7,19.377778,30.461111,0.0,19.555556,73.485481
US_TN_47053,2020-08-19,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,31,1,877,11,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,-21,3,6.19,8.07,4.32,11.82,12.39,6.57,7.13,4.13,9.2,3.19,6.38,4.5,7.13,9.2,5.07,5.63,4.13,4.88,3.94,4.32,6.19,10.51,23.27,7.51,6.57,6.57,7.51,5.63,,45.23,3.75,7.88,4.69,6.38,6.38,2.81,22.711111,19.466667,27.194444,0.0,18.833333,79.07535
