location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20113,2020-01-01,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,4.67,8.24,3.85,7.69,,,7.14,,16.49,8.24,5.5,,6.59,6.32,,6.04,3.85,5.77,7.14,23.36,4.67,4.12,,,5.22,39.02,,5.5,,,,2.530864,-4.475309,12.512346,0.0,,-3.469136,64.68973
US_KS_20113,2020-01-02,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,5.13,6.59,3.66,9.04,6.84,,7.08,4.4,14.17,8.55,,8.06,,5.62,5.37,3.66,,4.88,7.08,21.49,6.11,5.13,6.84,6.11,4.15,38.83,4.4,5.62,3.42,3.42,,5.074074,-0.271605,11.91358,0.0,,0.876543,74.349122
US_KS_20113,2020-01-03,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,6.42,6.17,,9.62,5.18,6.66,4.93,,19.99,8.88,3.95,7.16,3.95,5.92,,,,4.69,5.92,26.89,5.92,5.92,6.91,,7.16,37.26,4.44,,6.66,,,3.395062,-2.685185,10.259259,0.0,,-0.969136,73.21041
US_KS_20113,2020-01-04,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,3.83,8.21,4.38,6.02,6.57,6.84,,,11.77,9.3,5.2,6.57,5.75,7.12,4.38,,,,6.84,26.55,,8.21,,4.93,5.2,34.76,5.2,3.83,4.93,4.11,6.02,2.0,-5.5,9.709877,0.028222,,-6.191358,54.973758
US_KS_20113,2020-01-05,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,7.27,7.81,,8.88,8.62,4.85,7.27,,17.5,8.08,3.77,5.92,,4.58,4.31,5.12,4.58,4.58,4.31,25.31,6.19,7.27,7.0,4.58,,42.81,,,5.12,,4.04,5.191358,-1.975309,11.654321,0.0,,-3.67284,52.872044
US_KS_20113,2020-01-06,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,4.27,6.74,3.14,8.31,6.51,5.62,4.49,3.37,17.52,5.39,4.04,8.31,3.82,3.82,,3.59,3.37,3.59,6.74,25.83,3.14,4.27,3.59,4.04,3.82,40.65,4.27,6.51,5.84,,,1.617284,-5.08642,10.845679,0.0,,-5.617284,58.849972
US_KS_20113,2020-01-07,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,4.52,7.96,4.3,9.47,8.18,4.52,5.81,4.95,20.87,10.76,5.59,10.11,4.95,5.59,6.46,3.66,,6.24,6.46,25.82,3.87,8.18,,4.3,5.59,38.08,3.44,4.52,4.73,7.1,5.81,2.950617,-4.950617,13.901235,0.0,,-6.611111,49.664877
US_KS_20113,2020-01-08,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,5.14,6.21,3.43,9.21,8.14,4.07,6.86,3.86,19.72,7.71,4.71,8.57,3.43,5.79,,4.5,3.43,3.86,4.07,27.86,5.79,5.14,6.21,6.64,6.0,29.15,,12.22,,5.79,5.14,4.135802,-3.790123,15.018519,0.0,,-5.111111,51.182079
US_KS_20113,2020-01-09,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,4.59,7.87,5.25,8.96,7.87,4.15,5.9,4.81,15.74,10.27,4.37,10.49,5.03,6.34,5.03,3.06,4.37,3.93,8.3,23.82,4.59,8.09,5.25,3.28,4.59,33.44,,4.15,5.68,3.5,4.59,10.277778,5.962963,13.919753,0.0,,0.080247,49.327451
US_KS_20113,2020-01-10,ChIJPZ_gGp2pvIcRqdVQm1HfaQk,Q376803,geoId/20113,US,United States of America,KS,Kansas,20113,McPherson County,US,USA,2,,,,,,,28687,14120,14567,3528,3874,3425,3434,3004,3877,3612,2151,1782,962838,38.4,-97.6667,2334,78.971429,,,,,,6.34,4.23,3.59,8.04,6.55,3.38,6.13,4.23,16.28,7.61,4.86,13.53,6.13,3.81,3.38,3.17,2.96,3.17,5.92,24.53,4.44,5.08,3.59,4.44,4.44,31.5,3.38,8.46,5.08,5.71,5.29,2.54321,-3.154321,9.240741,2.63525,,-1.123457,76.903285
