location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48019,2020-10-08,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,176,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-22,7,,15.58,9.59,7.59,9.99,24.37,,33.95,7.59,23.105556,13.955556,31.616667,0.0,,12.461111,51.974531
US_TX_48019,2020-10-09,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,-1,0,175,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-27,7,,16.97,8.27,9.14,11.75,16.54,,36.12,6.96,24.738889,17.416667,32.805556,0.0,,17.594444,64.809763
US_TX_48019,2020-10-10,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,2,0,177,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-10,,9.49,9.94,11.75,,10.39,14.01,9.94,32.53,8.58,25.1,16.538889,36.022222,0.0,,15.627778,56.045523
US_TX_48019,2020-10-11,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,177,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-13,,6.84,16.68,7.27,10.27,7.27,16.25,,39.35,,25.594444,15.233333,36.388889,0.0,,13.188889,46.788018
US_TX_48019,2020-10-12,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,2,0,179,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-38,9,,26.02,10.14,7.94,13.67,30.88,7.94,48.52,6.17,26.155556,18.622222,34.133333,0.0,,15.294444,51.809372
US_TX_48019,2020-10-13,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,179,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-21,6,14.37,16.16,7.18,,17.51,22.9,7.18,51.18,,23.15,15.766667,32.338889,0.0,,8.583333,39.503428
US_TX_48019,2020-10-14,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,-1,0,178,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-21,4,7.0,18.12,,,,27.19,5.77,44.49,7.83,24.483333,16.427778,33.227778,0.1524,,15.661111,57.979834
US_TX_48019,2020-10-15,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,178,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,6,5.95,19.05,6.75,,9.53,22.63,7.14,32.15,8.73,25.283333,19.016667,32.022222,0.0,,17.1,60.860216
US_TX_48019,2020-10-16,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,178,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-21,6,,13.55,7.8,,8.21,19.71,6.16,35.31,,20.611111,15.883333,28.111111,0.0,,6.688889,40.48598
US_TX_48019,2020-10-17,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,178,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,-6,-15,,,16.5,,9.17,7.33,16.96,,36.67,,17.444444,12.066667,25.538889,0.0762,,11.05,66.356032
US_TX_48019,2020-10-18,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,178,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-12,,8.64,10.8,9.51,,6.91,22.03,9.07,38.45,9.51,23.338889,16.922222,32.905556,0.2286,,17.688889,70.646715
US_TX_48019,2020-10-19,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,5,0,183,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-22,5,,12.92,7.83,,14.1,24.67,6.66,40.73,,25.861111,20.972222,32.438889,0.0,,18.833333,65.287102
US_TX_48019,2020-10-20,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,183,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-22,6,5.9,13.77,5.9,9.45,6.3,14.56,5.51,42.9,,26.127778,21.977778,32.033333,0.084667,,19.622222,67.486438
US_TX_48019,2020-10-21,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,1,0,184,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,4,8.34,15.49,7.94,11.91,10.32,23.43,5.96,42.49,,25.016667,20.722222,31.222222,0.0,,18.233333,66.101756
US_TX_48019,2020-10-22,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,184,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,6,5.67,12.55,9.31,7.69,10.93,17.4,6.88,49.38,6.48,25.061111,21.011111,30.977778,0.0254,,18.533333,67.196955
US_TX_48019,2020-10-23,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,1,0,185,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-20,7,5.73,12.28,,5.73,10.23,20.88,7.37,42.17,9.82,24.407407,16.746914,30.530864,0.0,,19.185185,72.747775
US_TX_48019,2020-10-24,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,185,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-13,,7.67,21.67,7.67,8.58,10.84,13.99,,32.96,,13.905556,10.833333,22.494444,0.1016,,7.05,63.420617
US_TX_48019,2020-10-25,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,185,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-11,,5.99,11.12,12.41,,11.98,14.97,6.84,39.79,,18.894444,11.527778,29.027778,0.0,,13.227778,69.735906
US_TX_48019,2020-10-26,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,185,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-20,6,,11.75,6.66,9.4,7.05,21.55,,35.65,6.27,20.666667,8.133333,28.138889,0.508,,17.311111,81.260502
US_TX_48019,2020-10-27,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,185,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-21,9,,8.62,5.88,8.23,9.01,18.81,,35.66,,4.95,3.388889,7.955556,1.2954,,3.572222,90.991406
US_TX_48019,2020-10-28,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,185,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,6,7.41,14.82,7.41,9.05,,21.4,7.0,31.69,,7.261111,2.922222,17.338889,1.8542,,2.144444,70.228969
US_TX_48019,2020-10-29,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,185,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,6,8.37,14.34,7.57,,8.76,19.12,,29.08,,11.561111,4.55,18.85,0.6858,,2.622222,54.309092
US_TX_48019,2020-10-30,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,3,0,188,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-16,5,,15.68,6.03,8.45,,24.13,,34.18,7.64,11.916667,3.177778,21.694444,0.0,,2.805556,53.721032
US_TX_48019,2020-10-31,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,2,0,190,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,0,-10,,9.82,10.29,,9.82,,16.37,,32.73,10.76,12.85,3.044444,24.916667,0.0,,2.661111,50.058601
US_TX_48019,2020-11-01,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,190,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-16,,7.4,16.11,14.37,8.27,,15.67,8.27,29.17,9.58,16.122222,6.283333,26.677778,0.0,,5.794444,50.553045
US_TX_48019,2020-11-02,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,190,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,5,7.39,15.17,8.17,8.95,8.17,18.67,6.22,42.4,6.22,15.188889,5.127778,24.872222,0.0,,2.194444,41.786663
US_TX_48019,2020-11-03,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,2,0,192,8,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,5,6.98,12.12,9.91,9.91,8.08,19.83,6.24,38.19,9.55,13.483333,3.794444,25.661111,0.0,,1.111111,43.028382
US_TX_48019,2020-11-04,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,1,1,193,9,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,5,5.68,12.44,8.17,6.75,,18.83,6.75,32.69,7.11,15.8,5.688889,26.127778,0.0,,6.877778,55.424632
US_TX_48019,2020-11-05,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,3,0,196,9,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,6,5.19,15.19,5.19,7.78,8.15,19.26,7.41,35.19,,18.4,9.422222,27.027778,0.0,,11.861111,65.733775
US_TX_48019,2020-11-06,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,1,1,197,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,6,6.1,9.91,5.34,,8.01,14.49,6.86,36.6,5.72,17.722222,10.622222,26.238889,0.0,,12.322222,70.774924
US_TX_48019,2020-11-07,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,197,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-9,,8.11,8.11,,6.83,7.26,14.95,,27.76,7.26,18.266667,11.416667,25.955556,0.0,,12.811111,70.533864
US_TX_48019,2020-11-08,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,197,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-11,,10.24,15.57,6.55,9.83,9.01,22.53,5.74,36.47,,20.127778,14.216667,27.35,0.0,,14.594444,70.535434
US_TX_48019,2020-11-09,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,5,0,202,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,6,,14.3,9.78,11.66,11.66,20.32,,42.52,5.27,21.561111,17.283333,27.305556,0.0,,16.344444,72.298839
US_TX_48019,2020-11-10,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,3,0,205,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-20,6,,14.71,10.56,7.55,9.43,21.88,,38.11,5.28,20.594444,16.833333,25.8,0.0,,14.733333,69.604346
US_TX_48019,2020-11-11,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,205,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-22,6,10.27,15.6,8.75,10.65,13.69,17.12,11.03,38.8,5.71,17.861111,10.266667,27.605556,0.127,,7.477778,50.868297
US_TX_48019,2020-11-12,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,205,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,7,,11.94,6.16,10.79,6.93,26.2,,40.45,,19.677778,12.616667,27.433333,0.0,,14.405556,71.711256
US_TX_48019,2020-11-13,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,205,10,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,7,5.86,13.67,10.94,9.76,10.15,25.0,7.03,46.87,8.2,19.7,13.794444,26.888889,0.0,,15.372222,76.237697
US_TX_48019,2020-11-14,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,3,1,208,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-14,,,17.09,,6.14,,21.48,7.89,43.39,,23.216667,18.9,28.755556,0.0,,18.144444,73.32304
US_TX_48019,2020-11-15,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,208,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-9,,12.07,19.39,10.34,9.05,7.33,18.1,9.48,33.18,6.46,19.083333,13.833333,26.161111,0.0,,4.072222,37.122239
US_TX_48019,2020-11-16,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,208,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-17,6,6.75,15.1,12.32,10.33,,21.45,7.55,37.74,,13.377778,4.455556,24.316667,0.0,,-4.927778,28.070896
US_TX_48019,2020-11-17,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,3,0,211,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,8,,22.64,10.65,11.1,8.43,25.74,7.55,38.17,,14.033333,4.861111,24.461111,0.0,,-2.138889,32.726131
US_TX_48019,2020-11-18,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,4,0,215,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-14,5,6.59,24.17,10.55,11.43,10.11,24.61,,44.83,,13.1,3.594444,24.472222,0.0,,2.094444,47.536709
US_TX_48019,2020-11-19,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,215,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-15,6,6.37,14.73,13.13,9.15,11.54,25.47,,40.6,,17.738889,9.25,25.85,0.0,,11.816667,68.362119
US_TX_48019,2020-11-20,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,4,0,219,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-20,6,,13.96,8.21,8.21,9.85,23.4,9.85,36.54,11.49,18.794444,11.361111,26.705556,0.0,,12.661111,67.654603
US_TX_48019,2020-11-21,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,4,0,223,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,-1,-11,,7.42,10.48,,7.42,6.99,16.16,,44.99,7.86,19.172222,12.483333,26.1,0.0,,13.916667,71.726757
US_TX_48019,2020-11-22,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,223,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-14,,7.72,13.3,8.58,8.58,10.72,22.31,10.29,41.61,,19.616667,14.222222,25.477778,0.0,,14.633333,73.05098
US_TX_48019,2020-11-23,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,223,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-29,8,8.23,18.63,7.36,8.23,11.26,19.93,,41.15,6.06,16.933333,12.227778,23.655556,0.0,,11.538889,70.652346
US_TX_48019,2020-11-24,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,223,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-31,8,8.82,13.02,,9.24,5.88,23.52,5.88,37.38,,20.355556,15.25,27.905556,0.0,,15.4,73.464929
US_TX_48019,2020-11-25,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,9,0,232,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-37,6,,12.67,6.99,,10.92,14.42,,36.7,,19.0,12.138889,25.883333,0.3556,,7.016667,46.015126
US_TX_48019,2020-11-26,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,232,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-78,21,,13.28,8.14,11.13,9.85,14.56,,30.41,6.0,14.283333,6.844444,24.277778,0.0,,5.788889,56.894549
US_TX_48019,2020-11-27,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,232,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-56,19,10.9,13.24,8.18,10.9,5.45,21.02,,42.05,6.62,18.544444,13.733333,22.861111,0.169333,,15.25,81.343639
US_TX_48019,2020-11-28,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,232,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,-18,,-48,-23,,,12.14,6.88,12.14,9.71,19.02,6.88,30.75,,13.838889,10.933333,18.338889,3.9878,,11.05,83.500927
US_TX_48019,2020-11-29,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,232,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-15,,8.62,12.06,7.32,7.32,6.89,19.39,9.48,32.74,7.32,9.683333,5.244444,15.433333,18.6944,,6.772222,82.329253
US_TX_48019,2020-11-30,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,232,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,7,9.68,12.38,6.58,6.97,5.42,21.29,12.38,41.02,8.51,8.077778,2.905556,14.233333,0.0,,-2.916667,45.884609
US_TX_48019,2020-12-01,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,5,0,237,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,9,7.85,15.7,7.46,10.6,8.63,18.84,7.85,37.28,,4.8,-3.466667,16.144444,0.0,,-4.872222,49.920318
US_TX_48019,2020-12-02,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,42,0,279,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-18,7,5.37,12.65,5.75,6.9,7.29,14.19,8.44,36.81,,10.338889,3.644444,18.277778,0.0,,2.311111,57.911204
US_TX_48019,2020-12-03,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,1,0,280,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-19,7,5.82,12.81,5.43,10.48,7.76,17.86,5.43,35.33,,7.394444,1.344444,14.5,0.0,,-2.677778,48.974868
US_TX_48019,2020-12-04,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,1,0,281,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-16,8,8.44,11.9,,6.53,7.68,16.89,5.76,30.32,7.68,5.522222,-1.244444,14.422222,0.0,,-1.933333,58.748195
US_TX_48019,2020-12-05,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,3,0,284,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,-27,-10,,8.48,12.95,6.7,8.04,8.04,21.43,,35.72,,6.516667,0.822222,12.861111,0.338667,,0.672222,66.906479
US_TX_48019,2020-12-06,ChIJ3dcmJQ-pXoYR9Tfjv4TPPnA,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2,0,0,284,11,,,22327,11058,11269,2012,2172,1942,2006,2319,3829,4195,2709,1143,1651195,29.74,-99.23,2066,80.34,,,,-16,,9.03,12.47,13.33,9.03,6.45,21.49,,34.82,10.32,8.577778,0.822222,19.25,0.4318,,1.183333,59.966599
