location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13017,2020-01-01,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,,16.64,26.16,10.11,42.2,8.327778,1.905556,16.011111,0.0,0.111111,56.567616
US_GA_13017,2020-01-02,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,15.51,15.51,29.36,8.31,40.99,12.077778,4.883333,21.405556,0.0,5.466667,64.505866
US_GA_13017,2020-01-03,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,14.17,10.5,30.45,7.87,40.42,20.811111,15.922222,26.316667,0.0,16.944444,78.652886
US_GA_13017,2020-01-04,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,9.96,21.67,21.67,10.54,46.85,18.6,14.227778,23.666667,6.35,15.244444,80.880937
US_GA_13017,2020-01-05,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,10.54,24.59,28.69,11.71,31.03,8.444444,2.355556,14.666667,0.6604,-1.277778,50.535881
US_GA_13017,2020-01-06,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,14.22,18.05,20.78,11.48,33.9,8.794444,1.916667,19.322222,0.0,2.861111,66.476263
US_GA_13017,2020-01-07,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,10.83,16.5,22.18,9.28,37.13,10.9,4.533333,18.772222,0.0,5.722222,70.490075
US_GA_13017,2020-01-08,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,14.86,14.35,29.72,,27.67,8.622222,0.227778,17.844444,0.0,-1.25,50.16763
US_GA_13017,2020-01-09,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,10.28,19.54,28.8,,43.71,8.694444,0.338889,21.672222,0.0,3.038889,67.796912
US_GA_13017,2020-01-10,ChIJAbZPDA7j8YgRFv71ZBzRWdE,Q111867,geoId/13017,US,United States of America,GA,Georgia,13017,Ben Hill County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037,8082,8955,2380,2282,2077,2034,1978,2266,2112,1294,614,1025644,31.76,-83.22,658,73.28,,,,11.18,20.32,20.32,9.14,31.49,17.422222,12.538889,24.65,0.0,12.283333,71.858487
