location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13249,2020-01-01,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,7.611111,1.209877,15.901235,0.0,-1.708333,51.372414
US_GA_13249,2020-01-02,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,10.462963,3.432099,16.580247,1.27,5.513889,73.141551
US_GA_13249,2020-01-03,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,20.049383,12.790123,25.425926,5.370286,17.298611,86.397391
US_GA_13249,2020-01-04,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,15.993827,11.475309,21.87037,20.537714,11.8125,76.896645
US_GA_13249,2020-01-05,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,6.901235,0.197531,16.222222,0.733778,-2.083333,53.380938
US_GA_13249,2020-01-06,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,8.524691,1.12963,19.055556,0.0,2.354167,64.59197
US_GA_13249,2020-01-07,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,11.549383,4.493827,18.166667,0.0,4.395833,61.074794
US_GA_13249,2020-01-08,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,8.17284,-0.055556,17.901235,0.0,-2.493056,46.732868
US_GA_13249,2020-01-09,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,7.950617,-1.055556,19.691358,0.0,1.298611,62.628512
US_GA_13249,2020-01-10,ChIJzXKpmryy84gRdueJavHVBtk,Q387216,geoId/13249,US,United States of America,GA,Georgia,13249,Schley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235,2485,2750,595,874,540,558,803,717,534,442,172,1073924,32.266667,-84.299722,435,77.1,,16.462963,11.907407,22.518519,0.0,11.361111,72.01873
