location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VT_50001,2020-01-11,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.48,6.93,6.52,10.39,7.33,3.87,,,3.06,,,10.19,3.87,4.89,2.85,5.91,5.5,4.08,4.08,4.89,,,4.28,3.06,4.48,20.78,3.87,2.85,7.33,,5.09,,5.5,34.84,,6.32,6.72,3.06,2.85,,3.26,7.038889,0.594444,14.255556,0.790222,78.74,4.827778,85.962154
US_VT_50001,2020-01-12,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.87,9.86,6.38,10.63,8.12,5.22,2.9,5.41,4.25,,3.48,13.91,3.48,6.76,,6.57,5.61,5.99,6.57,4.64,3.09,2.9,3.67,,3.09,17.78,11.02,5.22,5.99,3.67,4.45,3.87,5.99,32.66,2.9,5.8,5.8,,2.9,3.87,2.9,3.272222,-3.716667,14.155556,17.638889,,0.994444,85.395898
US_VT_50001,2020-01-13,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.29,6.21,2.92,7.49,9.13,5.66,3.47,4.75,2.56,3.65,2.74,14.61,3.29,7.49,2.92,3.47,6.21,4.75,9.68,5.11,5.84,,4.38,6.76,4.75,23.19,7.67,4.02,6.39,2.74,3.65,2.74,4.93,33.05,3.47,5.11,5.66,3.1,3.83,,4.38,-3.866667,-6.322222,1.483333,0.790222,,-6.605556,81.44393
US_VT_50001,2020-01-14,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,,8.02,4.19,6.19,9.84,3.83,5.83,4.92,4.37,3.46,3.46,14.76,4.92,7.83,,5.46,7.29,4.01,7.1,6.01,5.1,2.92,4.37,,6.92,21.5,3.28,4.74,4.92,2.92,6.01,5.1,7.47,29.88,3.1,4.37,3.83,3.1,4.19,3.64,4.74,-1.966667,-6.244444,0.822222,0.28575,,-3.716667,87.885132
US_VT_50001,2020-01-15,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.52,7.04,5.0,10.0,8.15,3.7,4.81,5.92,3.89,3.7,3.33,12.22,,9.07,2.78,6.29,5.74,5.37,5.37,5.0,3.7,3.7,3.89,,7.22,31.29,4.63,5.18,7.59,4.63,6.67,4.44,5.37,38.14,3.89,7.78,7.78,3.52,4.63,2.78,4.07,1.25,-3.044444,3.6,0.620889,,-1.155556,84.392555
US_VT_50001,2020-01-16,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,2.74,10.04,5.66,10.04,9.86,3.65,4.02,4.75,2.56,5.84,3.29,14.79,3.1,6.75,,4.56,8.95,3.65,4.93,4.93,4.38,4.38,5.11,3.1,7.12,27.38,5.29,,4.02,3.47,4.75,3.1,4.93,31.22,,7.12,6.02,5.29,3.29,,4.02,-1.05,-5.066667,2.894444,3.132667,149.86,-2.866667,87.619419
US_VT_50001,2020-01-17,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.24,8.1,7.33,8.87,7.52,4.63,4.24,4.82,3.28,3.86,,15.23,3.08,5.59,,6.55,7.13,3.28,2.89,3.47,4.63,5.21,5.4,2.89,4.05,25.06,4.63,4.43,5.98,,5.98,4.05,5.01,30.08,3.28,5.01,4.82,3.28,4.24,,,-13.161111,-18.127778,-1.961111,2.483556,129.54,-18.288889,65.930936
US_VT_50001,2020-01-18,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,5.04,11.55,6.51,8.61,7.35,,3.57,3.57,2.94,,,19.52,5.04,6.72,,4.41,6.3,4.41,5.25,6.3,3.57,4.62,3.99,3.99,5.04,15.74,,,5.46,,2.94,6.72,4.2,30.86,3.57,5.25,,,,3.15,3.99,-16.155556,-20.877778,-9.511111,0.03175,129.54,-19.522222,75.387664
US_VT_50001,2020-01-19,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.79,4.78,8.77,7.57,10.56,5.18,,3.19,,3.59,,13.55,3.19,8.97,,7.37,5.38,3.98,5.18,8.17,4.58,,5.98,3.98,3.19,24.7,5.58,4.98,6.77,,2.79,5.18,5.58,32.08,4.58,5.78,8.57,,3.79,5.98,3.98,-6.788889,-12.955556,-1.055556,4.346222,180.34,-9.622222,80.301056
US_VT_50001,2020-01-20,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,5.43,7.75,7.36,9.5,6.59,5.81,,6.2,4.07,4.46,2.91,17.64,2.71,9.3,4.07,5.43,7.75,5.43,4.84,5.23,4.65,3.88,4.26,,5.62,22.87,7.75,3.88,7.36,5.04,,5.04,6.01,40.31,3.68,4.84,6.2,3.88,4.46,3.68,3.68,-11.6,-16.0,-6.383333,0.451556,180.34,-17.066667,64.218163
US_VT_50001,2020-01-21,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.29,7.21,3.51,9.54,6.43,7.99,5.26,6.23,3.9,,,24.35,5.46,9.35,,5.46,7.99,4.29,6.04,7.21,3.9,4.09,4.09,3.9,7.4,29.8,6.04,4.48,8.38,3.31,5.07,4.87,6.23,44.03,,12.08,4.48,,4.48,5.26,,-15.322222,-22.244444,-7.416667,0.0,149.86,-19.222222,72.102756
US_VT_50001,2020-01-22,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.38,5.53,7.62,9.53,9.53,3.62,5.33,8.76,4.38,4.19,,26.67,,10.29,,5.91,3.81,7.62,2.86,9.14,4.76,3.05,6.1,3.05,3.24,29.72,5.72,2.67,6.1,4.76,5.91,6.48,9.53,36.77,,4.19,4.76,,3.24,4.38,,-5.788889,-13.555556,0.355556,0.0,129.54,-10.572222,69.170567
US_VT_50001,2020-01-23,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,5.62,8.72,6.4,11.24,10.86,7.37,5.04,4.46,4.65,3.88,2.91,22.3,,10.86,,6.79,6.59,4.46,6.98,8.72,4.46,,5.62,4.65,5.43,34.51,6.79,4.26,5.62,4.07,3.68,5.43,2.91,41.68,4.46,6.4,5.23,3.88,4.65,,2.71,-5.783333,-13.644444,1.905556,0.0,129.54,-10.561111,69.569449
US_VT_50001,2020-01-24,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.42,5.62,7.43,8.83,6.02,4.02,3.61,3.61,3.41,3.61,,27.71,,10.84,,4.02,6.02,4.22,5.82,7.23,2.81,3.41,4.22,,7.63,35.34,6.83,3.61,3.81,,2.81,3.81,5.82,30.52,3.21,5.62,4.82,,3.21,3.61,,-3.538889,-13.511111,4.266667,0.0,129.54,-8.127778,71.103282
US_VT_50001,2020-01-25,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.77,6.49,6.49,8.59,11.1,3.77,,4.61,3.77,3.56,,27.23,2.93,12.78,,3.77,7.75,,4.61,9.01,6.08,5.03,,3.14,7.12,36.03,6.49,3.14,6.7,3.77,2.93,3.98,4.61,30.8,4.61,6.91,3.77,4.19,2.93,4.4,,-0.583333,-7.788889,4.138889,0.0,99.06,-4.227778,76.726424
US_VT_50001,2020-01-26,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.49,5.23,6.0,10.26,8.33,6.78,,5.81,3.49,4.84,,34.86,3.49,11.43,2.71,7.36,6.78,3.87,6.58,11.81,4.45,3.29,4.07,2.71,4.65,33.31,7.75,4.07,4.65,3.1,4.07,4.45,5.81,35.83,2.9,5.42,6.97,2.71,2.9,6.2,3.1,1.416667,-1.1,3.655556,9.369778,78.74,-0.155556,89.333865
US_VT_50001,2020-01-27,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,5.76,6.13,4.28,7.62,8.92,4.28,2.97,6.69,5.02,,,38.11,,16.73,,5.95,7.06,5.76,6.13,9.67,3.9,,4.83,3.53,6.88,46.47,5.58,3.35,6.88,3.35,5.02,3.35,5.39,33.46,5.95,7.62,4.65,2.97,3.72,5.58,4.83,1.405556,-0.522222,3.344444,1.128889,78.74,-1.044444,83.97466
US_VT_50001,2020-01-28,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.33,5.83,6.59,10.92,9.41,5.08,5.08,5.46,3.39,3.76,,40.09,,15.62,,7.34,6.21,5.27,5.65,11.11,4.33,,4.14,,7.91,53.26,8.66,5.83,5.65,2.82,6.96,5.46,6.78,39.52,,9.41,4.52,3.39,3.76,4.14,2.63,-0.861111,-2.838889,2.5,0.381,78.74,-3.783333,81.089073
US_VT_50001,2020-01-29,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.78,6.23,6.23,10.57,9.82,5.47,4.34,7.17,4.34,3.21,3.78,32.48,3.21,11.33,4.15,3.78,9.06,4.53,6.99,8.69,4.53,,3.96,2.83,7.93,40.59,6.99,3.21,7.74,3.02,5.29,5.85,6.42,39.46,3.78,10.95,6.23,6.04,3.21,3.96,3.4,-4.9,-9.0,-0.255556,0.15875,78.74,-9.694444,69.574839
US_VT_50001,2020-01-30,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.51,6.67,6.47,10.0,9.41,3.14,4.12,4.32,3.14,3.92,,35.7,,13.14,,6.47,7.26,3.33,5.3,9.41,,,4.32,3.53,9.22,35.9,7.45,,4.9,2.75,2.94,5.49,3.92,37.46,4.12,8.04,4.71,4.51,,2.75,2.94,-10.672222,-16.944444,-2.066667,0.0,78.74,-15.572222,67.433425
US_VT_50001,2020-01-31,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,,5.0,4.37,12.91,7.91,4.37,2.92,3.96,6.04,4.16,,26.44,2.92,9.16,2.92,6.04,5.21,4.58,5.83,4.79,4.79,5.0,3.75,4.16,7.08,32.69,8.54,3.12,8.12,,5.41,3.75,5.21,34.98,,6.25,5.41,3.33,3.96,5.0,4.16,-7.072222,-16.044444,0.488889,0.0,78.74,-11.855556,68.885878
US_VT_50001,2020-02-01,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.47,7.76,6.11,9.17,8.46,4.23,,6.11,4.7,,,25.86,,10.58,3.29,4.0,4.94,4.23,5.17,6.35,6.11,5.88,,,7.05,32.92,6.11,,9.4,,,3.53,,35.03,,6.82,4.7,,4.94,,3.29,-1.538889,-3.911111,0.138889,0.0,78.74,-4.983333,77.521546
US_VT_50001,2020-02-02,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,5.13,6.54,8.17,12.84,8.4,5.6,,5.6,,3.27,,28.71,,11.2,,4.9,8.4,6.07,3.73,8.17,4.67,5.37,5.83,6.77,5.83,28.24,5.13,,,,,6.07,6.3,31.51,3.27,7.24,5.13,3.73,3.5,5.13,,-2.566667,-4.538889,0.455556,0.0,78.74,-5.494444,80.505398
US_VT_50001,2020-02-03,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,3.45,6.25,5.39,8.62,5.17,7.97,6.03,4.52,4.52,4.96,,25.2,3.02,13.14,3.23,6.03,10.12,3.45,5.6,8.4,5.17,,4.09,,9.91,23.91,6.89,5.6,6.89,,4.09,3.45,5.82,34.9,3.88,6.68,,4.96,3.23,3.02,3.45,-0.311111,-5.05,3.866667,0.0762,50.8,-3.577778,78.770539
US_VT_50001,2020-02-04,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,,8.57,4.18,7.92,9.67,4.62,3.96,8.35,,,,26.82,,10.99,4.18,6.82,9.01,4.62,5.28,7.04,5.5,,8.13,,7.7,25.94,7.47,3.3,4.62,5.06,3.52,7.47,6.82,40.01,,4.62,4.18,,,,4.4,-0.772222,-5.55,4.1,0.0,50.8,-3.538889,81.639746
US_VT_50001,2020-02-05,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,,4.95,5.63,8.33,6.53,4.95,,,3.15,3.38,,19.36,,6.08,,6.53,8.11,,5.18,9.91,3.38,3.38,3.6,,6.98,24.99,5.18,,,,4.73,3.83,7.21,31.3,3.83,5.4,4.73,5.85,4.28,3.6,4.5,-2.05,-7.433333,2.477778,0.0,50.8,-8.172222,63.022313
US_VT_50001,2020-02-06,ChIJ-T2u2vY94IkRt_IIexErCPA,Q353108,geoId/50001,US,United States of America,VT,Vermont,50001,Addison County,US,USA,2,,,,,,,36900,18419,18481,3240,4825,5208,3861,4317,5504,5455,2938,1552,62007,44.032776,-73.167923,807,82.04,,,,,4.37,5.68,3.72,10.71,8.75,3.94,5.25,3.94,5.25,5.25,3.06,23.4,,12.03,,5.9,8.31,6.34,4.37,7.43,,3.94,4.37,,5.9,29.52,3.94,,6.12,3.72,3.5,5.68,10.28,35.42,,3.5,5.9,4.59,4.16,3.28,3.5,-5.622222,-8.972222,0.133333,4.543778,149.86,-8.361111,81.133497
