location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_PA_42117,2020-01-15,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,4.24,5.48,5.48,11.46,9.22,8.22,7.48,,16.7,4.74,12.46,5.98,13.96,9.47,7.48,4.99,,,3.49,9.97,27.92,5.73,6.73,6.23,4.74,7.48,36.64,6.48,9.47,6.23,5.73,,3.827778,-1.522222,7.411111,0.0254,,-0.555556,73.264304
US_PA_42117,2020-01-16,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,9.18,6.38,,9.69,10.71,8.42,5.61,4.33,17.09,5.61,7.65,4.59,11.22,4.08,6.12,6.89,4.59,5.1,6.63,10.2,27.29,8.16,6.12,5.36,5.87,6.63,41.57,5.61,11.48,7.65,4.59,5.61,1.894444,-2.488889,6.888889,2.50825,,-1.518519,77.896956
US_PA_42117,2020-01-17,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,9.2,7.89,8.15,7.89,9.2,6.57,6.05,,13.41,6.05,8.15,5.52,12.62,4.21,6.31,4.21,3.68,4.21,4.47,9.73,31.55,8.41,8.94,6.84,3.68,5.0,47.06,4.47,7.89,6.84,8.41,5.52,-7.544444,-11.55,0.383333,2.63525,,-13.228395,63.797237
US_PA_42117,2020-01-18,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,6.59,11.18,8.02,6.3,9.46,6.02,4.87,8.31,17.19,4.87,11.18,,8.88,,4.3,7.16,4.87,5.16,4.58,7.16,28.94,6.88,8.02,,6.02,5.73,40.69,8.02,10.6,6.59,4.58,5.16,-7.922222,-12.222222,-1.894444,0.09525,,-11.154321,75.342272
US_PA_42117,2020-01-19,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,8.78,10.53,5.27,13.17,12.0,8.19,6.73,8.48,16.68,5.85,11.12,,11.12,6.14,6.73,,4.97,4.97,4.97,6.73,29.84,8.78,7.9,4.97,4.1,4.68,47.69,5.56,9.36,10.82,5.85,7.31,-1.561111,-9.95,2.122222,3.429,,-5.061728,77.264371
US_PA_42117,2020-01-20,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,5.54,9.15,6.38,11.92,8.87,4.44,,7.21,14.14,,10.26,8.87,11.09,6.65,7.76,4.71,7.49,6.65,6.38,4.44,31.61,6.65,9.7,,5.54,5.82,42.7,7.76,6.1,8.32,7.49,5.82,-8.366667,-11.483333,-3.172222,0.381,50.8,-13.493827,66.745552
US_PA_42117,2020-01-21,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,7.95,10.51,3.85,10.51,8.97,7.95,7.43,5.13,17.94,3.59,10.25,5.38,11.02,,6.41,6.92,4.36,,7.69,7.43,29.22,5.89,5.89,,8.46,7.95,50.24,4.87,13.07,6.92,4.1,4.61,-7.888889,-14.138889,-2.855556,0.09525,50.8,-12.006173,70.883941
US_PA_42117,2020-01-22,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,4.64,9.8,5.42,7.74,13.16,7.22,6.97,4.9,19.87,4.64,11.1,6.45,14.19,6.97,5.68,6.45,,4.13,13.42,8.77,34.58,8.77,8.52,5.68,12.13,5.93,49.8,4.13,10.06,5.93,6.97,6.45,-6.016667,-13.555556,1.527778,0.0508,30.48,-11.018519,66.274189
US_PA_42117,2020-01-23,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,6.83,7.84,6.83,14.66,11.88,7.58,6.07,,22.24,5.31,10.11,6.07,9.61,6.32,6.57,,6.32,5.31,6.32,7.08,26.79,9.86,8.85,6.32,6.83,10.62,50.05,5.31,13.14,8.59,7.08,3.79,-3.3,-11.266667,3.522222,0.0,30.48,-10.135802,60.358369
US_PA_42117,2020-01-24,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,3.84,7.68,,9.73,8.45,4.35,,6.14,23.3,3.58,8.96,4.35,9.22,4.86,5.89,3.58,4.61,4.61,4.86,8.96,31.23,6.66,5.12,3.84,6.66,7.42,44.29,6.66,10.24,8.96,4.86,6.4,1.266667,-6.955556,7.983333,0.0,30.48,-5.117284,62.489298
US_PA_42117,2020-01-25,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,6.25,8.94,,12.51,6.25,10.43,8.64,5.66,24.13,,11.91,6.25,10.72,5.66,6.55,4.77,6.55,,4.47,9.83,39.32,5.66,9.53,4.17,5.36,6.25,54.51,8.04,10.13,10.13,,,3.227778,-2.588889,7.827778,4.797778,30.48,-0.771605,75.173822
US_PA_42117,2020-01-26,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,5.07,9.58,7.04,14.93,7.04,5.35,4.23,5.07,28.73,,12.11,7.89,7.89,,7.61,,5.07,,5.63,8.73,39.72,7.04,9.86,4.51,5.07,6.76,45.64,7.89,8.73,7.33,,4.23,1.005556,-0.833333,4.711111,14.111111,,-0.969136,86.890668
US_PA_42117,2020-01-27,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,6.43,10.15,4.95,9.65,9.16,6.19,6.68,5.44,33.16,,11.88,7.42,9.4,4.45,5.94,5.2,8.91,,5.44,6.19,40.83,8.66,6.19,5.94,4.45,6.68,43.55,6.43,8.66,7.42,6.43,5.2,1.1,-1.038889,2.988889,0.4445,,-1.876543,80.772813
US_PA_42117,2020-01-28,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,5.05,4.04,,11.11,12.62,5.81,4.8,3.53,30.29,6.56,11.61,7.83,9.85,6.82,3.53,9.59,,3.79,5.81,6.56,46.2,10.6,10.1,4.54,6.56,5.81,47.21,5.05,9.59,7.07,3.53,5.05,-0.111111,-1.072222,1.683333,0.395111,,-3.32716,79.048801
US_PA_42117,2020-01-29,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,7.47,9.02,4.64,11.33,9.79,8.24,,5.41,26.53,,7.47,9.79,12.62,5.41,6.44,7.73,6.18,,9.02,8.5,46.11,10.82,10.56,7.99,3.61,9.79,48.69,6.18,15.46,7.99,7.21,8.5,-1.888889,-4.716667,0.872222,0.366889,,-6.635802,69.946262
US_PA_42117,2020-01-30,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,6.43,5.66,4.88,11.31,14.14,7.2,7.97,5.4,31.61,4.88,13.11,9.77,6.17,5.66,4.11,5.91,4.11,4.11,5.14,10.54,39.07,8.22,7.45,4.37,6.43,6.43,44.98,4.11,8.48,7.71,,6.43,-5.6,-10.811111,1.188889,0.0,,-9.790123,70.396622
US_PA_42117,2020-01-31,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,5.08,6.86,8.13,10.17,7.88,5.34,8.39,,32.79,,12.46,6.86,7.63,4.83,8.64,5.85,4.58,,6.1,6.1,36.86,6.1,7.12,6.36,6.1,5.85,43.98,4.32,8.13,5.59,,5.34,-0.983333,-7.283333,2.177778,0.0,,-6.216049,66.418226
US_PA_42117,2020-02-01,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,4.46,7.13,,9.8,5.94,8.32,8.32,4.16,23.17,6.83,8.91,,10.1,7.72,8.32,8.32,4.16,4.16,6.83,10.1,38.92,5.35,6.83,,5.64,5.94,45.46,5.64,10.99,8.02,6.24,6.83,-0.105556,-2.255556,2.05,0.03175,,-2.580247,83.123958
US_PA_42117,2020-02-02,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,5.38,6.23,,8.78,13.02,8.78,,5.66,21.8,5.1,9.62,4.81,8.49,,6.51,4.53,6.79,,6.79,6.51,33.12,6.51,9.06,3.96,,6.51,43.88,,8.21,5.95,3.96,5.66,-0.544444,-2.872222,1.988889,0.4445,,-1.987654,88.742965
US_PA_42117,2020-02-03,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,7.44,7.94,4.22,11.16,10.42,4.96,5.7,,21.33,5.21,9.92,6.2,6.7,8.68,7.69,4.22,3.72,,7.69,7.69,32.73,6.2,8.43,3.97,6.2,5.46,42.66,4.22,8.43,5.7,4.46,4.46,4.644444,-1.555556,11.427778,2.991556,,0.111111,71.89778
US_PA_42117,2020-02-04,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,5.57,7.5,4.36,8.96,9.44,6.05,7.26,5.08,22.51,4.84,11.13,7.02,11.86,6.29,7.5,7.26,4.6,4.6,6.29,9.68,33.64,6.29,9.2,5.08,6.53,6.05,45.5,4.11,8.23,6.78,4.6,6.29,3.705556,-0.833333,11.138889,0.127,,1.030864,80.923642
US_PA_42117,2020-02-05,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,4.39,7.8,3.9,9.51,11.7,8.53,7.07,6.83,19.99,4.63,10.24,5.61,10.97,3.9,6.83,7.8,6.58,3.41,3.41,6.09,27.79,5.12,8.05,3.9,,8.78,45.35,4.88,8.78,6.09,6.34,5.85,-0.65,-2.972222,5.533333,0.635,,-5.253086,70.49109
US_PA_42117,2020-02-06,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,6.75,5.78,7.47,12.04,9.88,5.78,4.82,,21.2,,9.39,8.67,11.56,5.54,6.26,4.34,4.82,4.34,4.09,9.39,32.04,4.82,5.54,4.82,4.09,8.91,39.99,,7.71,3.37,4.58,3.37,-0.633333,-3.416667,1.877778,5.207,,-2.030864,89.675176
US_PA_42117,2020-02-07,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,4.68,7.99,5.23,8.26,8.81,7.99,3.86,4.13,21.76,4.96,12.95,5.78,7.16,4.96,6.89,7.16,4.13,4.96,,6.33,35.81,6.33,4.68,7.16,3.86,7.99,44.62,,6.61,6.06,5.23,4.13,-1.416667,-4.333333,1.911111,8.89,,-2.592593,91.380489
US_PA_42117,2020-02-08,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,9.02,9.02,4.51,9.92,8.12,6.32,,4.21,18.64,6.62,6.62,5.41,11.73,8.42,6.01,,4.21,,7.22,5.41,30.67,5.41,10.83,4.21,4.51,13.53,41.5,5.41,8.42,6.62,6.62,6.62,-5.5,-10.438889,-0.2,11.1125,,-8.283951,80.382415
US_PA_42117,2020-02-09,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,8.34,8.91,7.76,13.52,12.08,4.89,6.9,4.6,20.42,7.76,10.35,10.06,14.09,9.49,6.33,7.48,6.61,,5.75,6.61,32.78,4.31,8.91,5.18,4.31,8.34,50.33,,6.9,6.61,6.33,9.49,-3.727778,-11.111111,1.905556,0.3175,30.48,-5.993827,81.979757
US_PA_42117,2020-02-10,ChIJd85TSUDTz4kRJSzXCjbvjiA,Q495613,geoId/42117,US,United States of America,PA,Pennsylvania,42117,Tioga County,US,USA,2,,,,,,,40671,20209,20462,4365,4801,4808,4371,4538,5970,5723,3938,2157,416680,41.77,-77.25,2946,78.57,,,,,6.39,5.12,5.37,13.05,7.67,8.19,3.84,4.86,22.0,4.09,12.02,6.14,11.0,7.16,4.35,6.91,5.12,5.12,9.21,,36.58,7.16,7.67,4.09,6.14,6.14,46.56,6.14,6.65,8.19,7.42,6.39,2.316667,-1.627778,4.638889,1.778,,0.339506,86.258235
