location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20005,2020-01-01,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,13.71,23.82,,30.31,,36.81,10.83,2.711111,-4.788889,13.716667,0.0,,-3.938889,61.68874
US_KS_20005,2020-01-02,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,18.49,24.86,,27.41,,52.28,,6.688889,1.8,11.555556,0.0,,1.8,71.15888
US_KS_20005,2020-01-03,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,14.23,18.11,11.64,36.23,,42.05,12.29,4.205556,-2.155556,9.638889,0.0,,-0.211111,73.046515
US_KS_20005,2020-01-04,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,,25.92,,23.82,,32.23,,1.305556,-4.5,7.4,0.0,,-7.122222,53.608132
US_KS_20005,2020-01-05,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,14.97,17.01,,31.98,,38.79,,5.261111,-0.711111,11.894444,0.0,,-4.85,48.175907
US_KS_20005,2020-01-06,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,11.23,15.37,,34.28,,46.7,,0.45,-5.333333,8.377778,0.0,,-5.255556,65.707684
US_KS_20005,2020-01-07,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,14.91,11.6,12.7,29.82,,32.58,,2.883333,-3.244444,11.883333,0.0,,-4.511111,58.457341
US_KS_20005,2020-01-08,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,9.23,18.47,11.95,28.79,,42.91,8.15,2.9,-3.022222,11.188889,0.0,,-5.0,56.256215
US_KS_20005,2020-01-09,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,,11.09,9.43,35.48,,45.47,12.2,11.9,5.55,17.622222,0.0,,1.616667,49.489064
US_KS_20005,2020-01-10,ChIJXY83dd_sv4cR6dSLveLTH30,Q376086,geoId/20005,US,United States of America,KS,Kansas,20005,Atchison County,US,USA,2,,,,,,,16298,7915,8383,2007,2624,2271,1804,1754,2037,1848,1171,782,1070334,39.5333,-95.3,1127,76.95,,,,12.65,,27.49,,31.34,,3.611111,-0.955556,11.905556,0.0,,-0.533333,74.442774
