location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26089,2020-09-22,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,110,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-4,,7.32,6.61,5.43,4.96,5.9,,5.9,4.72,6.14,7.08,12.28,6.38,4.01,6.14,32.35,5.67,3.54,17.875,12.583333,22.159722,0.0,,10.287037,61.344739
US_MI_26089,2020-09-23,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,1,0,111,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-8,5.33,7.03,6.06,4.61,,6.55,3.88,5.09,5.09,3.88,8.49,13.34,4.61,4.36,,26.43,6.55,5.33,16.819444,11.3125,23.347222,0.0,,13.490741,81.248671
US_MI_26089,2020-09-24,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,1,0,112,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-8,8.78,12.01,5.78,5.08,4.62,6.47,3.23,7.62,,3.7,5.08,14.09,6.7,6.7,3.23,28.41,6.7,3.93,17.375,14.020833,21.4375,0.0,,14.787037,85.477932
US_MI_26089,2020-09-25,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,112,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-5,7.81,8.75,7.81,4.26,6.39,6.15,,5.2,,3.31,7.33,14.66,5.44,5.68,3.79,27.68,7.1,3.31,18.701389,14.569444,24.215278,0.0,,13.87037,73.15495
US_MI_26089,2020-09-26,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,112,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.67,13.96,5.45,5.24,3.49,5.24,3.27,4.14,4.14,,3.27,15.49,,8.95,,25.96,7.42,3.27,20.166667,16.104167,23.791667,0.0,,14.638889,69.321724
US_MI_26089,2020-09-27,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,112,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,4.53,13.81,5.21,3.4,3.85,7.02,,7.47,,4.75,5.89,12.68,,5.89,,21.74,6.57,4.53,19.555556,15.527778,22.763889,0.338667,,15.296296,75.508089
US_MI_26089,2020-09-28,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,3,0,115,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-9,4.78,10.46,6.6,5.69,3.64,6.14,4.32,5.92,5.0,,3.41,13.2,5.0,4.09,,30.03,,5.23,14.576389,12.798611,17.694444,1.608667,,12.259259,87.428595
US_MI_26089,2020-09-29,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,115,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-8,5.59,6.32,4.62,3.65,6.08,5.84,,6.32,,3.4,,9.24,3.89,3.65,,30.65,7.54,3.65,12.798611,10.944444,15.368056,2.370667,,9.092593,80.265922
US_MI_26089,2020-09-30,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,115,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-13,4.77,8.35,7.4,4.77,6.44,5.01,4.53,5.49,,4.3,4.06,14.8,5.49,,,28.64,5.01,3.82,12.513889,9.881944,15.847222,3.048,,9.055556,82.235043
US_MI_26089,2020-10-01,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,115,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-9,5.29,9.13,4.8,4.08,,6.49,,4.8,,,,15.85,3.84,3.84,7.69,24.74,6.25,3.36,10.777778,8.020833,13.444444,1.354667,,6.851852,78.692801
US_MI_26089,2020-10-02,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,-1,0,114,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-10,,6.46,,4.62,3.69,8.08,,3.92,3.23,3.23,4.62,15.46,,,10.85,26.08,3.46,,7.027778,4.159722,10.458333,2.116667,,1.907407,72.028152
US_MI_26089,2020-10-03,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,116,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.12,8.61,4.19,3.49,4.19,6.52,,3.49,,4.89,6.05,10.47,6.05,5.58,4.42,26.06,5.58,,6.590278,4.013889,9.944444,1.8415,,2.12037,75.341541
US_MI_26089,2020-10-04,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,116,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.47,8.21,8.66,3.88,3.88,8.44,5.47,3.19,3.42,4.33,5.93,12.77,3.88,4.79,4.1,24.4,5.93,,7.548611,5.416667,10.805556,1.100667,,4.37963,82.611448
US_MI_26089,2020-10-05,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,-1,0,115,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-9,8.69,7.24,8.2,3.62,,6.51,6.51,6.51,4.58,3.38,4.1,14.23,6.51,5.79,4.58,27.75,4.34,,8.5625,2.270833,15.298611,0.254,,2.268519,69.121518
US_MI_26089,2020-10-06,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,117,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-7,5.89,10.06,4.42,,4.91,5.16,,7.12,5.16,4.66,4.42,14.24,,5.4,3.93,29.21,3.93,3.93,14.381944,10.465278,17.868056,0.0,,7.296296,63.345281
US_MI_26089,2020-10-07,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,1,0,118,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-9,6.5,9.62,6.26,3.37,,6.98,4.57,5.05,4.81,,5.29,12.27,4.57,5.29,3.37,29.84,5.29,4.57,14.0625,10.576389,16.861111,1.608667,,9.055556,73.024328
US_MI_26089,2020-10-08,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,118,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-7,5.93,9.01,3.79,4.5,5.45,6.4,3.32,5.69,,,4.74,16.6,3.79,5.69,,27.27,5.22,3.32,10.694444,5.458333,15.25,0.145143,,5.648148,74.873006
US_MI_26089,2020-10-09,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,118,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-7,6.89,4.04,7.13,6.65,3.56,5.94,4.28,10.46,,4.75,3.33,12.83,5.23,5.94,4.99,23.52,5.94,,12.208333,4.888889,22.027778,0.0,,6.101852,69.118395
US_MI_26089,2020-10-10,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,1,0,119,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,4.59,7.81,6.89,3.21,4.59,7.12,,3.21,3.67,,4.82,11.94,3.9,8.27,5.28,29.16,5.28,,15.923611,7.729167,21.479167,0.0,,9.277778,64.140547
US_MI_26089,2020-10-11,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,119,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,4.96,8.97,7.79,4.01,4.96,7.08,,5.67,3.31,,5.19,13.69,5.9,6.14,3.78,25.5,5.19,5.43,9.520833,4.493056,17.805556,0.0,,4.0,70.489562
US_MI_26089,2020-10-12,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,121,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-10,,5.71,7.31,,5.94,7.76,5.71,8.45,5.71,,4.34,15.99,5.03,3.43,4.34,31.52,4.34,,12.798611,8.305556,17.597222,0.0,,9.175926,80.590749
US_MI_26089,2020-10-13,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,1,0,122,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-8,5.18,6.42,4.2,,4.69,5.92,3.95,4.94,,3.95,5.18,12.09,3.7,3.95,,30.11,6.17,,12.118056,6.305556,18.027778,2.709333,,6.351852,70.70393
US_MI_26089,2020-10-14,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,1,0,123,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-8,,9.96,8.99,4.13,4.62,3.64,,4.86,3.4,3.4,4.37,12.39,4.86,5.34,,28.18,4.86,,10.1875,5.416667,15.055556,0.169333,,4.675926,72.480419
US_MI_26089,2020-10-15,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,125,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-6,4.95,9.89,4.45,4.45,5.69,7.91,5.93,4.7,3.71,,6.92,16.57,5.44,5.69,,26.21,6.18,3.96,9.847222,5.340278,13.923611,2.455333,,5.768519,77.461771
US_MI_26089,2020-10-16,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,4,0,129,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-9,,7.2,5.46,,3.97,5.96,,6.71,,,5.46,14.15,4.47,,,23.34,5.21,7.7,5.611111,0.965278,10.25,0.677333,,-2.092593,59.921169
US_MI_26089,2020-10-17,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,129,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,7.3,7.77,3.77,4.24,4.0,7.54,4.48,,,3.53,,12.96,4.24,4.48,,23.09,4.0,3.53,5.958333,2.631944,10.201389,0.931333,,0.564815,71.226849
US_MI_26089,2020-10-18,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,129,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,4.13,8.26,,3.4,4.13,6.32,,,,,4.62,10.93,3.4,4.86,3.64,21.86,5.59,5.1,8.430556,3.4375,13.569444,0.762,,2.722222,67.865048
US_MI_26089,2020-10-19,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,5,0,134,1,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-13,5.27,7.28,8.04,6.03,4.77,8.79,,5.27,4.52,,4.77,14.06,5.02,6.03,4.27,30.63,5.02,3.52,3.979167,0.236111,9.131944,0.725714,,-0.833333,73.432807
US_MI_26089,2020-10-20,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,1,136,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-9,5.16,6.97,8.78,,4.65,6.2,,5.94,,3.87,3.87,17.04,,5.16,4.65,32.28,6.2,,4.548611,0.8125,8.118056,0.0,,-0.305556,71.933587
US_MI_26089,2020-10-21,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,138,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-9,7.57,4.7,9.65,6.0,4.17,7.83,,4.17,3.91,,5.22,13.05,3.65,5.74,4.7,33.14,7.31,,6.882716,4.018519,9.098765,1.27,,3.703704,80.444135
US_MI_26089,2020-10-22,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,138,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-11,4.85,8.43,6.38,,4.34,8.17,,5.11,,,3.58,15.07,5.88,,5.11,27.84,3.58,,5.561728,1.993827,7.759259,0.254,,2.675926,80.658893
US_MI_26089,2020-10-23,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,140,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-11,3.79,4.8,7.08,,,7.33,4.8,4.55,5.06,3.79,5.31,9.86,,4.55,,17.95,,,6.209877,3.567901,7.555556,25.5905,,5.416667,92.152814
US_MI_26089,2020-10-24,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,4,0,144,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.48,5.74,5.48,5.22,3.65,5.74,,,3.65,,5.74,10.96,3.92,,,30.27,,4.18,3.450617,1.901235,5.709877,1.27,,-0.203704,77.829824
US_MI_26089,2020-10-25,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,144,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,7.87,10.86,,,,7.33,,8.14,4.89,,4.89,13.85,4.07,6.24,,24.7,4.62,3.8,2.864198,0.54321,5.987654,0.127,,-0.888889,76.496347
US_MI_26089,2020-10-26,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,4,0,148,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-12,,7.01,8.05,4.42,3.64,5.71,,7.79,,4.67,4.93,13.76,7.53,4.67,4.16,29.86,,,2.5,1.080247,4.82716,0.0635,,0.740741,87.809473
US_MI_26089,2020-10-27,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,4,0,152,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-16,3.73,7.47,5.87,,6.14,6.14,,6.67,3.73,,6.14,13.88,,8.01,5.07,28.28,,4.8,1.938272,-0.080247,4.839506,0.254,,-1.027778,80.096537
US_MI_26089,2020-10-28,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,-1,0,151,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-15,5.5,4.4,6.88,,6.88,6.88,,10.73,,4.4,6.05,11.01,5.78,,4.68,26.7,4.13,7.43,4.987654,2.037037,8.179012,0.042333,,-1.296296,65.030457
US_MI_26089,2020-10-29,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,7,0,158,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-16,5.0,7.64,5.53,5.53,,7.37,4.21,5.0,,,6.58,13.96,7.37,5.79,,23.7,,7.11,4.271605,1.135802,7.679012,0.0,,0.527778,75.891826
US_MI_26089,2020-10-30,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,160,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-8,6.49,4.87,5.68,,,8.11,,,5.68,,,14.32,4.05,,,25.95,,,0.617284,-0.876543,3.049383,0.028222,,-5.074074,65.795609
US_MI_26089,2020-10-31,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,3,0,163,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,4.17,,,,4.47,4.47,,,4.17,,,15.5,,,,21.46,5.37,5.66,2.87037,-2.567901,10.308642,0.042333,,-4.027778,64.542781
US_MI_26089,2020-11-01,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,163,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.11,6.54,8.81,6.54,4.26,6.82,,4.26,,,,11.65,4.55,5.68,,28.98,,3.98,4.87037,-0.512346,11.333333,1.0795,,-0.277778,69.138228
US_MI_26089,2020-11-02,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,7,0,170,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-19,5.24,4.95,5.53,4.07,,6.98,,6.98,,,,15.42,,,,24.14,5.82,,3.049383,-0.592593,9.17284,0.423333,,-4.101852,60.193925
US_MI_26089,2020-11-03,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,2,0,172,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-19,4.31,5.92,8.35,4.31,,9.7,4.85,5.12,4.04,,,12.66,,3.77,,21.0,4.04,6.19,7.938272,0.962963,14.475309,0.0,,1.231481,63.173581
US_MI_26089,2020-11-04,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,1,0,173,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-16,4.15,6.23,4.93,4.67,,6.75,,,,,3.63,12.72,5.45,3.63,,21.55,7.79,,13.487654,10.234568,17.388889,0.0,,4.87963,52.983439
US_MI_26089,2020-11-05,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,9,0,182,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-17,5.11,4.3,7.0,,,9.15,,5.65,4.84,,,12.38,,4.04,4.57,23.41,,,12.819444,8.506944,16.527778,0.0,,6.87963,66.03962
US_MI_26089,2020-11-06,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,8,0,190,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-16,4.87,5.72,5.72,6.87,5.15,8.87,,5.15,,,,11.73,6.58,,,26.33,6.58,5.44,11.253086,4.882716,18.62963,0.0,,5.537037,68.197693
US_MI_26089,2020-11-07,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,6,0,196,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.64,,5.64,5.08,,5.08,,,,,5.36,12.13,,5.08,5.36,22.57,,,15.654321,12.808642,18.654321,0.0,,9.453704,61.838184
US_MI_26089,2020-11-08,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,196,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,7.61,5.27,8.78,4.68,5.27,4.98,,5.27,,,4.98,12.88,4.39,,,26.64,9.37,6.73,15.283951,11.518519,19.882716,0.0,,8.907407,60.959342
US_MI_26089,2020-11-09,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,10,0,206,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-13,5.99,9.41,6.27,4.28,8.27,9.69,,5.42,,5.42,4.56,14.82,4.28,,4.56,28.5,4.56,,18.006173,14.919753,21.716049,0.0,,12.268519,61.700652
US_MI_26089,2020-11-10,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,5,0,211,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-18,5.74,7.11,6.84,,,7.38,,8.48,,,4.1,14.22,4.1,6.29,,22.43,4.38,4.38,13.58642,6.395062,18.617284,0.0,,11.509259,80.065246
US_MI_26089,2020-11-11,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,9,0,220,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-21,8.48,8.48,5.2,7.11,,4.92,,5.47,,4.38,6.57,12.86,,,,28.18,4.92,6.02,5.765432,3.117284,14.067901,3.4925,,1.833333,75.730133
US_MI_26089,2020-11-12,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,10,0,230,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-18,6.37,5.82,6.92,,4.16,7.2,,6.09,6.09,,5.82,13.85,5.54,4.99,3.88,26.04,4.71,,5.382716,1.080247,11.314815,0.0,,0.166667,71.753598
US_MI_26089,2020-11-13,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,11,0,241,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,-18,5.24,9.65,4.14,,,6.07,,7.72,4.14,4.41,6.07,12.69,,,,21.51,5.51,,3.524691,0.654321,8.62963,0.254,,-0.601852,74.340031
US_MI_26089,2020-11-14,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,14,0,255,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,7.17,5.98,,4.48,8.37,5.68,6.28,4.18,,,13.75,,5.98,,26.0,,,2.191358,-1.685185,7.580247,0.0,,-4.935185,61.108334
US_MI_26089,2020-11-15,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,0,0,255,2,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.74,8.75,,,4.1,5.19,4.1,6.56,,4.1,3.83,13.67,,,,28.43,4.65,,6.320988,2.012346,9.925926,0.1905,,2.37963,76.650422
