location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05005,2020-01-01,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,7.14,6.57,5.43,10.0,5.14,6.86,5.72,6.29,17.43,,9.43,,4.0,7.14,4.57,7.72,,,4.0,5.14,,10.57,23.72,8.0,,6.86,,5.72,7.72,47.16,7.14,8.86,5.14,,,5.14,4.238889,-2.244444,12.255556,0.0,,-5.685185,48.48333
US_AR_05005,2020-01-02,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,5.99,9.11,6.51,11.46,8.59,4.69,8.85,,20.05,3.65,11.46,,,10.94,7.03,8.33,3.9,3.9,5.47,5.21,,11.98,26.82,8.07,,9.11,4.95,5.47,9.37,42.96,11.46,5.99,6.51,5.73,6.25,,8.766667,6.377778,11.711111,0.0,,4.018519,72.393285
US_AR_05005,2020-01-03,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,7.1,10.51,3.68,11.56,10.51,8.15,8.67,4.21,15.24,,8.15,4.47,8.15,10.25,,8.67,5.78,6.57,4.47,4.73,3.94,11.04,28.12,5.26,,9.72,5.52,8.41,7.62,44.15,8.15,6.57,8.67,,7.36,,9.544444,6.794444,11.344444,6.293556,,8.216049,92.338519
US_AR_05005,2020-01-04,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,4.86,8.87,5.72,13.73,8.3,8.58,7.44,4.0,18.31,5.15,9.44,5.72,,8.3,5.72,7.15,4.29,5.15,8.87,5.72,,9.15,26.61,8.01,9.15,8.01,4.0,7.44,7.44,39.48,9.44,10.87,7.44,5.15,5.44,,4.338889,0.344444,9.005556,1.3208,,-3.030864,59.463463
US_AR_05005,2020-01-05,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,6.73,7.61,4.39,13.17,7.61,7.61,7.02,4.68,19.02,4.39,10.83,,4.39,15.8,9.66,4.68,6.15,4.1,4.39,6.44,6.15,7.02,29.27,6.15,4.39,8.78,4.98,6.73,8.49,43.61,7.02,7.02,8.2,9.07,4.1,,4.861111,-2.677778,15.711111,0.0,,-3.709877,54.308193
US_AR_05005,2020-01-06,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,5.49,9.55,,12.89,10.98,6.92,9.55,4.77,15.28,,5.73,3.82,4.54,7.88,5.25,4.3,3.58,6.45,4.77,5.49,4.06,12.41,27.93,6.68,5.73,6.45,5.73,5.49,5.01,47.98,9.55,9.31,4.06,4.3,5.25,3.82,4.738889,-2.416667,12.188889,0.0,,-2.765432,58.247798
US_AR_05005,2020-01-07,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,4.75,6.18,4.04,14.03,11.89,3.57,7.84,5.23,16.64,4.28,10.22,5.94,3.33,11.41,5.47,4.99,5.23,6.66,,5.23,3.33,13.55,29.48,6.66,6.18,9.03,4.04,6.42,4.52,46.12,7.13,8.32,6.42,6.89,5.71,,5.333333,-0.055556,12.7,0.0,,-4.037037,50.658897
US_AR_05005,2020-01-08,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,6.67,5.25,5.48,10.73,7.15,9.06,4.53,5.48,19.31,3.81,7.87,4.05,,10.49,6.2,5.72,4.77,3.58,,4.29,4.05,9.54,32.18,8.34,,8.58,5.48,4.77,7.15,50.78,5.48,10.73,6.2,6.91,4.53,,6.616667,-0.977778,16.877778,0.0,,-4.697531,44.53421
US_AR_05005,2020-01-09,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,3.28,8.2,4.21,14.75,11.47,6.09,6.79,5.38,15.92,5.38,7.49,,,14.75,8.66,7.96,3.51,5.85,3.28,3.98,4.45,9.83,23.41,6.09,9.37,6.32,5.62,5.15,7.03,49.17,6.09,9.83,7.96,7.73,4.68,,10.455556,7.638889,13.155556,0.0,,3.179012,60.822322
US_AR_05005,2020-01-10,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,5.96,6.4,3.97,13.02,4.41,8.61,6.62,,9.05,,6.84,,3.97,11.92,7.95,4.63,4.19,3.97,,7.72,3.97,11.48,32.89,9.71,3.97,10.37,7.5,5.74,7.95,43.26,6.62,11.7,6.84,5.3,7.95,3.75,15.088889,12.366667,17.405556,8.164286,,14.160494,94.608543
US_AR_05005,2020-01-11,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,6.46,6.74,5.33,10.67,7.86,7.02,7.86,,9.26,4.21,6.74,,5.33,12.35,4.77,7.3,4.77,6.18,,3.93,,6.46,23.58,8.14,,7.86,3.93,4.49,5.89,42.11,5.33,7.86,,3.93,,,7.705556,0.416667,16.877778,68.362286,,6.592593,94.772552
US_AR_05005,2020-01-12,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,4.26,7.95,6.82,10.51,5.11,5.39,5.39,4.54,13.06,,9.37,,,11.93,6.25,7.67,3.98,5.68,,6.53,,10.51,26.98,7.95,5.39,7.95,3.98,5.68,3.98,46.85,4.26,7.1,,4.54,5.11,3.98,-1.351852,-2.833333,1.981481,5.616222,,-2.819444,91.411118
US_AR_05005,2020-01-13,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,7.26,6.09,3.98,14.99,10.3,5.62,10.07,7.49,12.18,3.98,6.79,3.51,7.49,12.88,5.39,4.92,5.62,3.98,4.68,4.68,,11.01,29.74,7.73,4.68,10.3,4.92,4.68,5.85,48.24,6.56,10.54,6.32,5.85,5.15,3.51,1.716049,-1.623457,7.049383,0.0,,0.375,91.30368
US_AR_05005,2020-01-14,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,8.35,5.72,6.2,13.59,8.82,9.54,5.96,5.25,14.07,4.05,11.21,,5.72,13.12,7.87,4.77,6.68,3.58,,6.2,3.58,12.88,30.29,6.92,,8.35,6.44,6.2,6.92,51.99,5.25,8.82,7.16,7.39,5.72,4.29,4.91358,0.685185,11.574074,0.0,,3.951389,94.533854
US_AR_05005,2020-01-15,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,4.94,5.41,3.76,10.11,8.94,10.58,7.29,5.41,12.23,5.64,10.58,,5.64,12.23,7.05,9.88,,7.52,3.29,4.94,3.76,11.99,23.04,8.46,,8.23,7.29,7.29,8.94,53.14,9.88,7.76,5.88,7.29,3.76,3.76,11.179012,6.469136,18.611111,0.0,,9.638889,91.690377
US_AR_05005,2020-01-16,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,3.39,8.14,5.2,12.44,9.28,10.86,9.05,4.07,16.29,,12.44,4.75,7.69,13.8,6.56,4.07,6.33,4.53,,3.85,4.98,9.05,30.99,7.92,,9.73,7.47,3.62,7.01,53.39,5.66,8.14,9.95,7.92,4.53,4.53,5.882716,0.259259,14.030864,0.028222,,1.027778,72.845546
US_AR_05005,2020-01-17,ChIJm107bODf0YcRoicDpbkyp-g,Q61086,geoId/05005,US,United States of America,AR,Arkansas,05005,Baxter County,US,USA,2,,,,,,,41308,19954,21354,3807,4144,3702,3801,4100,5696,6782,5942,3334,1818403,36.306944,-92.354722,1520,75.2625,,,,,4.48,8.96,3.98,14.68,6.97,9.7,8.71,3.98,13.19,4.48,7.96,3.73,8.96,11.45,5.22,6.72,3.98,4.98,4.73,4.73,4.73,12.44,29.61,9.21,5.47,8.46,7.46,,4.98,47.27,5.22,6.97,7.46,7.46,7.21,,1.45679,-0.67284,4.228395,0.689429,,-3.666667,69.369578
