location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CA_06021,2020-01-11,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,13.02,11.28,9.11,,,22.12,10.85,7.81,,6.07,,8.24,28.63,6.07,,6.07,40.78,,,9.266667,2.372222,13.244444,0.254,5.611111,76.259503
US_CA_06021,2020-01-12,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,9.05,12.07,6.89,6.89,11.2,15.95,9.91,,,7.76,,7.76,23.27,7.33,,,40.51,9.05,,5.95,1.183333,12.788889,0.0762,3.074074,81.615163
US_CA_06021,2020-01-13,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.64,11.29,10.96,6.64,6.64,5.64,13.62,12.95,10.96,7.64,6.31,,9.63,30.88,11.62,,6.31,38.19,,,8.222222,3.0,11.494444,0.2032,4.82716,77.10714
US_CA_06021,2020-01-14,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,4.65,9.96,8.96,11.62,6.64,5.31,13.28,10.62,6.97,4.65,8.63,,10.29,31.21,5.31,6.31,6.31,37.85,,5.64,8.994444,5.411111,12.205556,1.143,5.493827,76.972157
US_CA_06021,2020-01-15,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,10.39,7.71,13.41,6.04,9.72,15.76,8.05,6.04,,4.7,,8.38,26.83,7.04,6.71,,38.9,8.05,5.03,5.577778,0.855556,11.566667,0.1016,1.895062,75.875055
US_CA_06021,2020-01-16,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,4.9,7.51,10.13,9.47,,9.15,18.3,10.46,8.49,5.23,5.88,4.57,8.17,31.36,8.82,4.9,7.84,38.23,6.53,4.57,7.472222,2.027778,9.944444,2.342444,3.925926,76.19247
US_CA_06021,2020-01-17,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.2,9.35,7.62,6.58,6.58,,14.2,7.96,11.43,4.85,,,6.58,29.44,9.0,5.54,,34.98,7.27,5.54,5.727778,3.344444,9.366667,16.114889,4.117284,87.006465
US_CA_06021,2020-01-18,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,7.45,11.83,7.45,,,25.41,9.2,6.13,7.01,6.57,10.95,10.08,26.28,6.13,9.2,,43.81,,7.45,5.666667,1.122222,11.777778,0.127,3.259259,83.296802
US_CA_06021,2020-01-19,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,7.61,10.14,8.03,6.76,8.45,21.55,9.72,12.68,,,8.03,6.76,25.35,10.56,8.87,,35.91,,8.87,6.561111,1.716667,12.05,0.0,2.969136,79.111834
US_CA_06021,2020-01-20,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,8.32,10.31,9.12,13.08,,,20.61,13.08,11.1,6.74,8.32,5.55,12.29,34.88,7.53,10.7,8.32,47.57,8.72,,6.805556,2.705556,10.927778,0.0,4.759259,87.746573
US_CA_06021,2020-01-21,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,5.23,10.13,,5.55,,20.58,9.15,8.17,,7.51,5.88,4.57,35.93,5.55,7.84,5.55,38.87,5.88,7.51,9.138889,5.65,12.144444,0.451556,6.808642,84.155534
US_CA_06021,2020-01-22,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,9.65,6.99,7.65,8.32,,,19.96,8.65,7.65,6.65,6.32,6.65,8.65,34.27,8.32,8.98,6.99,36.27,6.99,8.32,10.822222,7.105556,14.661111,4.064,9.246914,87.494378
US_CA_06021,2020-01-23,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.31,10.95,6.97,6.63,,10.29,26.87,9.95,8.63,,7.63,9.29,6.63,32.51,6.3,6.63,9.29,46.78,6.97,5.31,8.472222,4.172222,14.688889,0.0,6.746914,88.890757
US_CA_06021,2020-01-24,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,4.78,7.97,6.37,8.92,,6.05,21.35,8.29,8.29,,6.05,4.78,6.05,29.0,6.05,4.46,8.29,30.59,8.29,5.42,10.344444,5.183333,13.994444,1.467556,9.080247,90.621321
US_CA_06021,2020-01-25,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,8.45,8.45,10.14,14.36,6.34,,27.04,13.1,8.87,,,7.18,11.83,30.84,8.03,6.76,10.98,42.66,,9.72,11.227778,7.65,14.777778,0.8128,9.876543,89.748135
US_CA_06021,2020-01-26,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,8.4,7.25,7.25,,,30.55,9.55,5.35,,5.35,,8.78,36.66,9.55,9.16,6.49,33.98,6.49,,13.205556,10.0,17.472222,10.329333,11.314815,86.478425
US_CA_06021,2020-01-27,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.93,7.5,11.55,7.81,4.68,6.56,23.42,9.99,8.43,5.0,8.43,4.68,9.68,44.97,8.43,6.87,5.0,36.22,4.37,,11.861111,8.4,17.344444,2.1844,7.981481,75.92855
US_CA_06021,2020-01-28,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.89,,8.06,7.13,,5.89,30.99,13.33,8.37,7.44,,4.34,8.37,40.6,5.89,7.75,7.13,41.53,7.75,5.58,11.766667,8.822222,15.711111,0.381,8.524691,79.266519
US_CA_06021,2020-01-29,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,7.16,6.18,8.79,7.81,,7.49,29.61,10.74,6.51,,10.09,,9.11,38.4,7.49,6.51,5.53,43.28,9.76,5.53,9.788889,4.855556,17.166667,0.762,6.283951,78.127551
US_CA_06021,2020-01-30,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,8.26,11.44,9.85,,5.4,32.4,12.71,7.94,7.31,5.4,,6.99,38.76,7.31,,,31.45,9.53,,12.544444,6.255556,19.011111,0.0,6.901235,68.882598
US_CA_06021,2020-01-31,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,6.98,7.32,6.65,,5.32,37.58,13.64,12.64,,,5.65,10.97,43.57,,8.31,4.66,36.92,6.98,,12.183333,5.933333,19.316667,0.0,7.740741,75.13206
US_CA_06021,2020-02-01,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.94,9.76,9.34,8.49,6.79,,30.97,17.4,8.49,7.21,8.49,,7.21,39.88,,7.21,8.49,33.95,5.94,,10.594444,4.694444,18.955556,0.0,7.5,81.289551
US_CA_06021,2020-02-02,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.75,7.4,9.87,7.4,,,31.24,16.03,6.58,6.17,6.99,,6.17,35.77,8.63,8.22,,35.77,8.63,6.58,10.733333,5.455556,17.672222,0.0,3.765432,62.168396
US_CA_06021,2020-02-03,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,8.55,10.53,7.57,5.92,,,16.78,9.54,8.88,,,5.26,5.59,28.95,5.26,6.25,,34.87,7.9,5.26,6.033333,0.038889,13.261111,0.0,-4.567901,46.822676
US_CA_06021,2020-02-04,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,7.45,7.11,10.49,8.12,5.08,7.79,24.71,12.19,9.48,,9.82,,6.77,40.62,8.12,,6.43,35.88,5.75,,5.988889,-0.088889,13.3,0.0,-6.037037,41.796421
US_CA_06021,2020-02-05,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,9.85,9.17,8.15,5.09,8.15,23.44,10.53,8.49,,5.77,,4.75,35.32,6.45,6.11,,43.14,6.45,5.09,7.711111,0.977778,14.9,0.0,-2.382716,50.222155
US_CA_06021,2020-02-06,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,10.19,10.53,10.87,7.81,7.81,4.75,17.66,11.54,10.53,,5.43,,8.83,33.62,6.11,8.49,10.19,38.71,6.79,6.45,9.238889,2.244444,18.6,0.0,2.438272,64.307783
US_CA_06021,2020-02-07,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,7.2,9.36,7.56,7.2,,5.04,23.76,10.44,9.0,,5.76,,10.8,22.32,6.12,12.6,,38.88,5.76,5.4,9.733333,2.066667,19.683333,0.0,3.512346,66.994436
US_CA_06021,2020-02-08,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,9.42,16.27,11.56,8.13,8.56,9.85,27.83,15.84,11.13,,9.42,7.28,8.13,33.82,11.56,10.28,,48.81,,,9.766667,1.766667,18.811111,0.0,3.234568,64.41953
US_CA_06021,2020-02-09,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,8.48,8.07,14.13,8.48,,,23.82,10.09,12.11,,6.86,8.88,8.48,34.31,6.05,6.86,,48.03,9.69,12.51,10.644444,2.144444,18.166667,0.0,-2.987654,38.034489
US_CA_06021,2020-02-10,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,9.12,10.47,14.19,,,20.27,6.76,10.13,8.45,4.73,6.42,7.09,33.1,5.07,5.74,7.43,36.48,6.42,6.76,11.588889,4.327778,22.455556,0.0,-2.845679,37.035374
US_CA_06021,2020-02-11,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.93,7.58,11.2,7.91,6.26,6.26,26.36,11.86,7.25,,5.93,,9.55,31.63,,7.58,,38.88,5.27,5.27,14.183333,5.133333,23.138889,0.0,-1.37037,34.768974
US_CA_06021,2020-02-12,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,4.72,16.52,8.43,6.74,6.07,25.28,9.44,11.46,4.72,6.4,5.39,6.74,32.02,,10.79,,33.7,4.72,,13.027778,4.622222,23.111111,0.0,1.487654,47.390034
US_CA_06021,2020-02-13,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,,4.93,7.56,6.9,4.6,5.26,21.03,11.5,9.2,,,,8.54,25.96,4.6,8.54,8.21,29.9,7.56,7.56,10.866667,2.394444,20.75,0.0,2.32716,56.15855
US_CA_06021,2020-02-14,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,,,,,,,5.68,4.97,9.58,,,,17.74,8.52,7.1,4.97,9.23,,,24.49,6.39,8.87,5.32,33.71,7.1,,9.85,2.055556,18.566667,0.0,4.54321,69.633864
US_CA_06021,2020-02-15,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,11,7,,23,-2,,,14.62,8.42,10.19,,,21.72,8.86,9.31,,,9.31,7.09,36.78,11.52,7.53,6.21,47.42,,,10.238889,2.988889,18.605556,0.0,4.08642,66.206348
US_CA_06021,2020-02-16,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,12,0,,15,1,,,10.9,7.41,12.2,,7.84,21.36,14.38,11.33,,7.41,,7.41,31.82,7.41,15.26,7.84,39.23,9.15,8.72,13.361111,5.138889,18.783333,0.0,6.0,61.017067
US_CA_06021,2020-02-17,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,12,-1,,19,-32,,10.86,12.07,14.88,9.25,6.44,,26.14,13.68,11.66,7.24,7.24,6.03,5.63,27.35,,10.46,9.25,43.84,14.08,6.03,12.422222,5.811111,20.466667,0.0,1.753086,48.905831
US_CA_06021,2020-02-18,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,1,0,,15,-11,0,,6.87,12.97,,,7.25,22.51,12.21,13.73,,10.68,8.77,12.21,43.11,7.63,12.59,6.1,41.58,12.21,6.87,11.305556,3.633333,20.016667,0.0,-3.283951,37.040947
US_CA_06021,2020-02-19,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,3,4,,2,-8,0,,9.21,16.49,8.05,,8.05,24.55,12.66,13.43,,11.89,,10.36,29.15,,7.67,,42.58,10.36,9.21,9.505556,1.633333,18.916667,0.0,0.08642,51.925792
US_CA_06021,2020-02-20,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,5,-8,,-6,-11,1,7.84,11.37,10.97,12.93,,9.01,29.0,10.19,10.19,7.05,9.41,,9.41,36.05,,9.8,,50.56,8.62,,10.338889,2.094444,19.611111,0.0,1.691358,54.838924
US_CA_06021,2020-02-21,ChIJjzDEVhZXgoAR7htH6c13W8w,Q271601,geoId/06021,US,United States of America,CA,California,06021,Glenn County,US,USA,2,,,,,,,27926,14175,13751,4125,4086,3671,3401,3023,3538,3149,1869,1064,396493,39.59,-122.39,3437,80.95,0,-2,,5,-9,0,,8.86,10.4,,,,17.71,7.32,8.09,6.93,,,9.24,35.81,,6.93,6.16,41.2,6.55,,11.8,3.444444,23.088889,0.0,2.351852,52.695657
