location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AZ_04009,2020-02-02,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,4.4,8.8,5.95,5.95,5.44,7.25,,,17.61,9.84,,5.7,,4.14,5.18,3.88,5.18,4.14,22.52,6.21,6.21,,,4.4,29.25,3.88,4.14,6.73,,3.62,13.111111,2.31746,22.515873,0.0,,-5.638889,28.628939
US_AZ_04009,2020-02-03,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,3.81,6.82,3.01,9.63,8.02,5.82,4.21,3.61,18.65,8.02,5.82,6.02,,,5.21,2.81,4.01,6.62,25.27,6.02,6.82,3.81,3.21,4.81,27.88,4.61,5.01,,4.21,3.41,13.650794,6.896825,21.492063,0.0,,-0.888889,37.957014
US_AZ_04009,2020-02-04,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,6.02,9.03,,8.23,5.82,3.61,3.21,3.41,16.26,7.03,3.41,7.43,3.61,3.81,,3.21,4.42,5.42,23.68,6.22,6.22,2.81,4.42,4.01,31.71,,7.83,6.82,3.01,4.62,5.349206,0.642857,12.603175,0.0,,-12.425926,29.895455
US_AZ_04009,2020-02-05,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,,7.18,,7.57,7.77,4.38,,6.18,16.34,10.16,5.58,9.77,3.19,4.19,6.18,,5.18,7.18,26.51,3.99,4.38,4.58,3.19,6.78,24.91,5.38,6.98,4.58,4.58,3.39,0.785714,-6.253968,7.055556,0.0,,-14.814815,31.611128
US_AZ_04009,2020-02-06,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,3.03,8.08,,7.27,9.9,3.03,4.24,5.45,18.38,8.48,4.64,7.88,,3.84,5.45,,3.23,6.87,25.45,3.84,7.27,4.24,2.83,7.47,26.05,4.24,5.05,3.63,4.04,3.63,3.373016,-5.063492,13.325397,0.0,,-12.962963,29.98129
US_AZ_04009,2020-02-07,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,3.69,9.69,4.15,7.61,4.15,4.15,4.38,4.15,16.15,6.92,3.92,8.07,,5.54,6.46,,5.77,8.54,30.92,4.15,7.38,4.84,3.92,4.15,31.15,4.15,6.0,3.46,6.92,4.15,8.222222,-2.142857,18.142857,0.0,,-5.87037,36.779177
US_AZ_04009,2020-02-08,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,6.74,10.11,,10.39,7.86,5.89,,4.77,15.72,7.58,6.46,8.98,,6.18,5.33,4.21,,5.89,25.26,8.14,8.14,,,3.93,35.37,,4.77,5.33,,4.21,10.714286,0.007937,21.698413,0.0,,-4.083333,36.047045
US_AZ_04009,2020-02-09,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,4.99,9.45,,9.19,7.35,3.68,6.3,,16.55,8.4,4.46,7.62,3.68,4.46,4.73,4.99,4.73,6.3,24.42,4.73,7.88,4.2,,4.73,37.55,5.78,4.2,6.04,3.94,3.68,13.103175,3.579365,21.293651,0.0,,-3.509259,32.464815
US_AZ_04009,2020-02-10,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,4.33,5.31,,6.68,4.52,4.33,6.09,4.33,11.99,7.08,5.11,7.08,5.31,2.75,3.54,3.73,3.73,7.08,26.34,7.08,4.52,4.13,4.52,7.27,34.6,,3.15,4.33,3.34,5.11,13.515873,6.769841,19.198413,0.423333,,1.351852,45.783336
US_AZ_04009,2020-02-11,ChIJgQ7I6CrP14YRk0G0iIo41EE,Q58692,geoId/04009,US,United States of America,AZ,Arizona,04009,Graham County,US,USA,2,,,,,,,37481,19942,17539,5647,5753,5626,5122,4388,3845,3633,2206,1261,1832191,33.009167,-109.885278,12020,78.255556,,,,,,3.69,5.05,3.69,9.32,7.38,,5.44,4.08,17.28,6.99,5.05,6.99,3.49,4.66,4.27,,3.69,13.2,20.77,4.85,3.69,6.02,3.69,3.11,29.12,4.66,4.46,4.46,4.27,4.85,7.095238,3.579365,15.730159,8.2296,78.74,3.981481,81.927696
