location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55005,2021-03-30,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,1,0,5672,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,5,21,,-14,4,2.93,4.14,6.89,3.45,9.82,10.51,7.07,,3.45,6.89,3.62,3.1,2.58,8.96,5.0,4.14,2.58,4.65,2.76,11.03,4.14,,5.0,3.62,4.48,2.41,5.51,3.27,8.62,26.02,5.51,,7.58,3.1,4.83,4.48,2.93,9.31,39.12,3.62,7.07,4.31,6.21,5.51,3.79,2.58,3.27,3.62,2.76,7.311111,0.072222,17.311111,0.0,,-5.477778,39.879462
US_WI_55005,2021-03-31,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,7,0,5679,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,10,27,,-11,4,3.24,6.3,6.99,3.58,9.88,10.39,7.67,,2.73,5.11,4.09,6.64,3.07,8.18,3.58,4.09,2.56,5.62,3.24,8.01,6.13,2.39,6.3,2.73,4.26,4.43,5.62,3.75,9.54,22.15,6.3,3.24,6.64,3.58,5.45,4.6,2.56,4.43,36.81,5.11,6.3,2.39,7.5,3.58,,2.39,2.9,,2.73,-2.527778,-6.333333,1.227778,0.0,,-12.744444,45.423878
US_WI_55005,2021-04-01,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,2,0,5681,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,15,30,,-13,3,2.86,3.76,6.26,3.4,9.48,8.05,7.69,,2.68,6.26,4.83,4.83,,6.8,3.04,3.04,2.86,5.37,,8.23,4.29,2.5,3.76,3.76,4.12,5.37,5.55,2.86,8.41,19.5,6.62,,6.98,,3.94,5.37,4.65,7.33,36.68,4.29,7.87,4.12,5.55,5.37,3.4,,2.5,3.58,,-3.077778,-10.344444,5.172222,0.0,,-13.283333,45.334024
US_WI_55005,2021-04-02,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,5,0,5686,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,10,23,,-25,6,,4.61,7.5,,9.61,8.65,5.77,,2.88,5.57,4.42,,3.84,11.34,,2.69,,3.65,,9.61,4.23,,6.15,2.69,3.84,,,2.88,4.42,20.95,4.61,4.04,5.96,,5.19,,3.08,4.23,35.56,3.46,7.3,3.08,4.61,4.8,5.57,,3.08,,,3.361111,-2.783333,13.238889,0.0,,-10.066667,36.81428
US_WI_55005,2021-04-03,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,9,0,5695,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,4,39,,-5,1,,,5.71,3.38,12.91,5.5,5.92,,,6.14,3.81,3.81,3.17,7.62,,4.23,,5.92,3.38,6.35,4.02,4.23,3.81,3.6,,3.6,3.81,,4.66,25.39,6.98,,7.19,,,3.6,2.96,6.35,33.22,3.38,6.98,,7.19,2.96,5.08,,3.6,4.87,4.44,9.316667,-2.194444,20.455556,0.0,,-5.45,34.909654
US_WI_55005,2021-04-04,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,11,0,5706,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,-32,17,,-14,-2,,4.88,8.7,3.82,13.79,5.94,5.52,,,4.46,3.82,3.61,,8.91,,5.09,,3.61,,8.7,6.15,,3.61,3.61,4.88,4.46,,,9.12,18.67,3.4,3.61,7.85,,,,3.18,4.88,34.16,7.0,6.79,3.61,6.15,3.82,,2.97,4.03,2.97,3.61,12.9,1.622222,25.044444,0.0,,-3.9,30.934553
US_WI_55005,2021-04-05,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,0,0,5706,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,15,27,,-16,2,,3.71,5.29,3.71,13.06,7.76,4.76,,,6.53,3.35,4.23,,6.88,2.47,5.65,4.23,5.47,,5.82,4.59,,5.12,3.88,4.41,2.82,3.53,,8.64,22.05,5.47,2.65,7.41,3.71,3.88,2.82,,7.76,35.99,,7.06,3.18,5.47,5.12,3.18,3.18,3.88,,,15.333333,2.938889,28.038889,0.0,,2.816667,43.175938
US_WI_55005,2021-04-06,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,5,0,5711,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,10,22,,-10,2,3.55,5.24,4.74,3.38,11.16,7.78,5.24,,4.4,4.74,4.57,3.72,3.38,5.58,3.72,5.41,3.04,4.4,2.54,8.96,4.91,,6.09,3.72,3.89,4.57,5.41,2.88,5.58,24.86,5.75,3.21,5.58,3.89,5.07,4.74,2.37,5.92,38.56,3.72,7.61,,6.93,3.55,3.21,,3.21,2.71,,17.322222,8.783333,24.666667,2.398889,,9.4,59.735601
US_WI_55005,2021-04-07,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,13,0,5724,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,17,22,,-8,2,3.09,4.07,5.86,,10.59,9.12,6.35,,3.09,6.19,3.42,3.91,3.58,6.35,3.58,,2.44,6.03,2.61,8.96,5.86,2.28,6.19,2.77,4.56,3.58,2.44,2.77,5.86,26.06,5.37,3.26,9.12,3.75,5.21,4.23,,6.51,42.02,4.4,6.68,,4.89,4.4,3.58,2.93,3.91,3.91,,13.622222,9.005556,20.061111,19.021778,,10.377778,81.068735
US_WI_55005,2021-04-08,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,5727,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,10,17,,-5,2,3.12,3.12,7.4,3.45,13.32,10.03,4.6,,,5.26,2.47,5.1,,7.89,3.45,4.44,2.96,6.08,,9.86,6.58,,6.74,3.45,,4.44,4.44,,9.37,20.55,4.28,4.11,5.59,3.12,4.11,5.42,2.3,5.75,37.98,3.29,7.23,2.3,7.4,5.92,4.28,,,4.93,,11.844444,8.394444,17.438889,2.060222,,9.911111,88.275551
US_WI_55005,2021-04-09,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,17,0,5744,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,5,17,,-7,4,,4.78,4.12,3.95,10.38,8.24,5.6,,3.95,4.45,2.8,,,7.41,3.62,5.77,3.62,7.08,2.47,6.92,4.12,3.13,6.1,,3.13,2.64,2.8,3.62,8.4,19.11,7.08,2.47,4.28,,3.46,,2.47,5.44,32.45,3.79,5.11,2.31,3.46,3.46,2.96,,2.31,,3.13,9.311111,7.016667,13.366667,6.208889,,7.816667,90.485165
US_WI_55005,2021-04-10,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,0,0,5744,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,12,21,,4,1,,5.47,5.06,5.87,9.92,4.25,5.87,,,5.87,5.06,4.05,,5.47,5.47,4.25,3.24,4.46,,7.9,4.86,,5.87,3.04,3.65,3.04,,4.25,7.9,18.43,4.66,,5.67,2.83,3.65,,4.66,4.66,37.06,4.46,6.48,3.04,7.09,5.67,3.04,,,2.83,,6.322222,4.372222,9.405556,3.6576,,4.066667,85.559423
US_WI_55005,2021-04-11,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,10,0,5754,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,15,24,,-5,,3.65,4.42,6.72,3.65,8.06,9.6,3.65,2.88,3.07,8.06,5.18,3.07,3.65,7.87,5.18,4.8,3.26,5.38,,8.25,6.14,2.69,3.07,,5.18,4.99,4.03,3.07,6.91,19.58,4.22,2.69,6.53,4.22,,3.84,3.84,4.22,37.05,4.22,3.84,4.8,4.22,4.42,3.84,,3.65,2.88,,6.888889,5.127778,9.077778,0.141111,,4.111111,82.556332
US_WI_55005,2021-04-12,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,5757,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,2,19,,-7,3,2.65,6.29,6.12,3.48,8.94,11.59,6.79,,3.15,7.45,2.98,2.32,3.97,6.12,3.64,4.14,2.98,4.3,,10.26,4.47,4.3,4.97,,2.98,2.81,4.8,3.48,7.78,25.16,7.95,3.97,6.29,3.48,6.12,5.3,3.48,5.3,43.7,3.97,6.46,2.48,5.13,4.63,3.48,,2.98,,2.81,7.15,5.477778,9.638889,3.358444,,5.733333,90.78038
US_WI_55005,2021-04-13,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,5760,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,0,17,,-8,4,,3.69,8.22,5.03,8.89,9.73,5.7,2.52,4.03,6.71,2.52,3.52,,11.23,6.37,3.35,3.52,3.69,2.35,10.23,7.04,,6.04,3.52,3.86,3.02,3.86,2.85,10.4,24.65,6.21,3.02,4.53,3.35,4.53,3.02,,9.22,42.43,3.52,6.54,3.02,5.53,4.86,4.03,2.68,3.19,5.37,,2.0,-0.077778,5.905556,3.612444,,-0.966667,80.776236
US_WI_55005,2021-04-14,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,6,0,5766,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,7,23,,-8,3,,4.08,7.49,3.57,9.87,6.98,4.59,,4.25,4.59,3.92,4.42,3.06,8.51,3.06,4.76,3.92,4.94,,11.4,3.4,2.72,6.81,3.57,3.74,3.4,4.94,2.38,4.76,23.83,7.32,4.42,6.98,4.59,6.3,4.94,,2.72,42.04,3.92,4.76,4.76,4.76,6.3,6.13,2.72,,,,1.438889,-1.316667,7.688889,0.197556,,-1.738889,79.467902
US_WI_55005,2021-04-15,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,12,0,5778,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,4,22,,-5,2,2.91,5.48,8.57,3.25,10.79,5.14,4.62,,3.94,7.2,3.94,3.94,,7.54,3.77,,3.94,4.8,,9.42,6.0,3.94,6.68,6.0,3.08,4.62,6.34,3.25,8.74,25.35,7.02,,7.02,2.57,3.25,4.45,,5.48,37.17,3.94,6.68,,6.17,6.17,3.43,3.25,3.08,2.57,2.91,5.155556,1.916667,10.977778,0.653143,,0.777778,73.433028
US_WI_55005,2021-04-16,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,13,0,5791,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,4,20,,-7,1,,4.95,6.54,4.95,9.19,6.89,5.83,,2.65,5.3,3.0,4.77,,9.54,4.06,3.0,3.0,3.89,3.36,12.19,4.42,,6.36,3.36,3.53,2.83,5.48,,7.77,19.96,6.89,3.53,4.77,,4.06,3.53,3.0,5.48,43.11,3.36,7.77,4.06,6.01,4.95,3.71,,,,,6.35,-1.0,14.116667,0.0,,-0.983333,59.4838
US_WI_55005,2021-04-17,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,2,0,5793,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,8,27,,5,0,3.58,5.9,6.53,,9.06,9.48,3.58,,,5.27,3.37,2.95,,8.43,4.0,2.95,4.63,,,4.21,4.85,,,3.37,4.0,5.06,4.21,,6.11,19.17,,,9.48,,,3.58,,,32.02,4.21,8.01,4.21,2.95,,3.79,3.16,3.79,3.37,3.79,6.444444,-2.0,14.794444,0.0,,-4.711111,45.091367
US_WI_55005,2021-04-18,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,9,0,5802,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,19,36,,-1,-1,,6.27,7.89,5.26,10.31,9.3,4.65,,,6.47,3.64,,,6.67,6.07,3.03,,4.04,,9.1,5.26,3.84,4.45,4.85,3.24,3.24,,,6.88,16.58,7.89,4.25,7.28,3.84,5.26,3.84,,5.46,42.47,3.03,4.45,3.64,5.05,6.67,3.24,2.83,,,,7.616667,-1.7,15.955556,0.635,,-2.722222,48.085426
US_WI_55005,2021-04-19,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,7,0,5809,76,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,2,22,,-7,3,4.36,5.03,6.87,3.35,11.39,13.07,5.53,,4.19,5.19,3.35,2.51,2.51,7.2,3.85,4.36,3.02,3.02,,8.04,4.36,4.36,4.69,2.85,4.19,2.51,5.36,3.52,8.04,25.63,6.87,,5.36,3.52,4.86,4.19,3.02,5.36,42.22,3.35,8.21,,5.86,3.35,5.03,,,,3.18,2.366667,-0.166667,9.866667,1.93675,,-2.644444,69.578589
US_WI_55005,2021-04-20,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,1,1,5810,77,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,7,24,,-8,2,2.33,3.0,4.84,4.34,9.18,7.84,4.84,3.17,4.0,7.34,,5.84,2.33,8.34,2.84,4.0,,6.0,,7.67,3.84,2.33,5.17,3.0,3.5,3.0,2.5,3.84,8.01,22.19,6.84,3.67,6.84,3.84,3.84,5.0,7.01,4.67,36.53,4.34,6.84,2.84,4.0,4.17,,2.67,,4.0,,0.75,-3.955556,4.616667,0.0,,-8.594444,49.745222
US_WI_55005,2021-04-21,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,7,0,5817,77,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,9,25,,-6,2,2.5,4.0,5.83,2.5,9.99,6.49,7.16,,4.33,4.83,3.33,,3.16,8.82,4.83,4.33,,5.33,3.16,9.65,5.66,,4.99,3.83,4.33,3.5,4.99,5.33,6.16,22.64,9.15,4.0,7.49,2.66,4.49,5.66,3.16,4.83,39.45,3.83,5.66,,5.83,5.33,4.49,,3.0,2.66,,0.244444,-4.388889,4.794444,0.0,,-7.994444,54.176915
US_WI_55005,2021-04-22,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,5,0,5822,77,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,3,22,,-5,1,,4.74,4.74,6.32,11.4,7.37,3.69,,2.98,5.26,3.69,2.98,,7.9,3.69,2.98,2.98,6.32,4.39,10.35,3.69,,4.56,3.16,,4.21,3.16,,9.3,18.25,7.02,3.51,7.02,2.63,5.62,2.63,2.46,4.56,39.48,4.91,7.37,,5.97,5.62,4.91,2.98,3.16,3.69,,4.944444,-3.694444,17.155556,0.0,,-5.305556,47.621878
US_WI_55005,2021-04-23,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,5825,77,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,2,21,,-9,3,2.74,4.28,3.59,5.13,10.77,6.84,6.5,3.93,,3.42,2.56,3.42,2.74,5.98,4.96,5.64,3.59,4.62,3.42,8.21,2.39,,7.35,2.91,3.76,3.59,3.08,2.56,8.38,16.07,4.79,,6.16,,3.25,3.08,2.56,4.45,38.47,,5.98,,5.81,3.76,,2.39,2.39,,,7.994444,2.872222,15.25,0.53975,,-1.227778,52.406421
US_WI_55005,2021-04-24,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,10,0,5835,77,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,15,23,,0,2,,4.96,4.76,4.76,11.9,6.74,5.75,,3.37,5.35,3.57,,,6.74,5.55,4.16,3.37,3.77,2.97,6.74,3.57,3.57,2.78,2.97,5.35,2.97,,3.37,7.73,18.84,3.37,,6.34,4.56,3.96,4.56,,3.96,37.87,5.95,6.34,2.78,5.35,3.17,3.17,,3.37,,,4.666667,1.411111,7.611111,0.677333,,2.411111,85.417918
US_WI_55005,2021-04-25,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,5,0,5840,77,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,17,31,,-2,1,,7.42,9.23,5.01,11.03,6.02,6.02,,4.21,6.62,4.81,,,8.02,4.81,4.41,4.41,4.01,2.81,8.22,4.01,5.82,5.82,3.41,4.61,5.22,3.01,3.21,8.63,19.46,5.42,,5.42,4.81,2.81,4.01,,3.41,37.31,3.41,5.62,,6.62,3.01,3.21,,3.21,,,1.522222,-5.694444,8.155556,0.508,,-5.2,61.121054
US_WI_55005,2021-04-26,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,1,0,5841,77,,13905,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,1,21,,-5,4,,3.94,6.41,5.26,10.19,7.39,6.74,,3.78,7.72,4.44,2.96,3.45,10.35,6.08,3.61,,5.09,,8.71,4.44,,4.44,5.09,4.6,3.12,3.61,2.79,5.75,22.67,5.91,2.96,6.08,3.12,3.61,3.78,3.61,4.76,39.1,3.45,5.42,2.46,6.24,5.09,4.11,3.12,3.29,3.29,2.3,4.183333,1.288889,8.05,2.624667,,-0.0,74.522139
US_WI_55005,2021-04-27,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,1,5844,78,8,13913,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,7,26,,-6,3,2.98,2.65,6.29,3.81,11.75,11.42,7.12,3.64,4.47,5.63,4.8,,2.32,9.76,2.32,5.13,,5.46,3.48,8.77,4.96,2.65,5.63,3.81,3.48,2.65,4.47,2.65,7.94,23.5,6.62,3.64,6.62,,3.81,4.47,3.14,8.11,39.22,3.31,6.29,3.31,4.96,2.65,5.13,,,2.98,,6.055556,3.127778,11.811111,5.757333,,3.705556,85.101598
US_WI_55005,2021-04-28,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,13,3,5857,81,41,13954,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,14,31,,-5,0,,3.99,4.17,3.47,10.24,8.85,5.04,3.47,3.82,5.56,,4.69,,7.81,3.12,5.56,3.82,4.51,,7.81,5.9,,6.08,4.17,2.78,2.6,4.51,,6.6,19.62,6.42,4.69,4.34,3.12,5.9,4.51,3.3,6.08,43.75,2.95,7.46,2.6,7.46,2.95,3.47,,,2.95,,7.155556,1.811111,16.477778,3.894667,,3.138889,75.821763
US_WI_55005,2021-04-29,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,0,0,5857,81,179,14133,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,13,32,,-7,0,,2.74,4.28,3.6,9.59,6.17,4.8,4.45,4.97,5.48,2.91,3.77,2.57,5.14,2.57,4.8,2.91,4.45,,7.02,4.97,,4.45,3.42,4.45,,4.62,2.57,5.31,20.21,4.45,4.45,6.17,,4.45,2.57,3.42,5.99,33.57,4.28,5.31,,8.39,4.8,,,2.74,3.77,,9.461111,1.527778,17.566667,0.0254,,2.605556,62.462587
US_WI_55005,2021-04-30,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,9,0,5866,81,288,14421,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,12,37,,-10,0,,4.26,4.26,4.6,9.02,5.45,7.32,,4.43,4.6,5.45,5.28,,6.47,5.11,3.58,2.72,4.6,2.55,6.47,4.26,,3.4,3.58,2.72,3.06,,2.89,8.17,21.62,5.45,2.72,5.79,,5.62,2.89,,7.15,36.09,3.06,5.62,3.4,6.47,2.89,5.79,2.72,,,,9.033333,2.122222,16.066667,0.15875,,-3.988889,39.744702
US_WI_55005,2021-05-01,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,14,2,5880,83,279,14700,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,15,44,,7,-4,,5.32,5.1,4.25,12.12,6.59,4.46,,,6.59,5.74,4.89,2.98,10.42,5.53,6.8,4.25,3.83,2.98,7.44,5.74,5.32,,,3.83,3.61,6.17,,4.89,15.31,5.74,,6.8,,4.04,4.89,2.98,3.83,38.06,4.89,9.14,,7.44,4.46,4.04,,,,,16.277778,8.611111,29.405556,0.0,,-0.816667,31.362555
US_WI_55005,2021-05-02,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,4,0,5884,83,0,14700,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,24,47,,-5,-1,3.43,4.76,5.9,4.0,14.09,8.19,5.52,,,5.9,2.67,3.24,3.81,8.76,4.95,3.81,3.81,5.14,2.67,5.9,4.76,,4.76,5.33,4.38,2.86,,3.81,4.0,20.18,3.24,2.67,7.04,3.62,4.38,,,4.19,40.17,3.81,8.19,,8.19,,3.62,,3.81,3.81,3.81,17.077778,9.394444,26.983333,0.4572,,5.255556,45.805106
US_WI_55005,2021-05-03,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,7,0,5891,83,179,14879,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,15,36,,-7,1,3.04,7.04,5.28,5.12,12.97,9.13,4.96,,3.52,4.48,3.04,5.28,,8.49,3.2,5.76,,2.24,2.24,9.45,5.28,2.24,4.96,2.72,4.16,3.04,2.88,2.88,10.25,20.98,5.12,3.2,8.17,2.24,2.56,3.68,3.2,7.69,36.03,3.52,6.41,3.68,6.57,4.0,4.8,2.24,3.2,2.24,,12.8,8.344444,17.633333,0.254,,6.933333,67.605536
US_WI_55005,2021-05-04,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,2,0,5893,83,6,14885,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,14,35,,-6,1,,5.95,7.08,3.7,12.06,10.94,6.27,,4.5,6.75,,3.06,,10.78,4.02,6.11,4.02,3.38,,9.97,5.31,2.73,6.27,4.66,4.99,3.06,4.18,2.57,8.36,19.78,5.95,3.38,3.38,2.57,4.83,4.02,2.25,7.08,43.42,4.02,6.27,2.57,6.92,5.63,4.66,,3.7,3.7,2.9,9.238889,5.405556,13.688889,0.09525,,1.783333,59.785446
