location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48133,2020-01-01,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,13.29,20.99,44.08,14.69,39.88,8.95,4.377778,13.772222,0.0,,-0.683333,51.033837
US_TX_48133,2020-01-02,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,12.05,18.07,29.45,,50.87,12.894444,8.966667,19.583333,0.0,,5.611111,62.223176
US_TX_48133,2020-01-03,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,11.37,20.74,26.76,,56.87,10.205556,5.711111,16.038889,0.0,,1.95,56.814975
US_TX_48133,2020-01-04,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,14.35,19.37,19.37,,34.44,8.1,-0.05,19.494444,0.0,,-2.066667,49.251361
US_TX_48133,2020-01-05,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,,14.62,29.94,,43.87,11.655556,3.4,19.972222,0.0,,-1.605556,40.277671
US_TX_48133,2020-01-06,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,,17.36,23.55,,42.77,8.122222,-0.933333,19.077778,0.0,,-0.383333,55.179972
US_TX_48133,2020-01-07,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,10.89,22.36,29.24,,45.87,7.277778,-2.727778,18.544444,0.0,,-5.188889,41.088051
US_TX_48133,2020-01-08,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,16.61,16.61,32.06,,30.92,8.622222,-0.572222,18.872222,0.0,,-4.988889,38.014956
US_TX_48133,2020-01-09,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,16.86,24.73,34.85,,40.47,17.2,13.555556,23.783333,0.0,,9.983333,62.652427
US_TX_48133,2020-01-10,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,11.0,17.37,21.42,,38.78,18.333333,13.377778,22.705556,0.0,,13.622222,74.240431
US_TX_48133,2020-01-11,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,10.64,17.73,20.56,,26.94,5.483333,-0.288889,17.261111,9.228667,,0.594444,71.167237
US_TX_48133,2020-01-12,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,12.71,22.59,31.06,,37.41,6.666667,0.583333,18.594444,2.1082,,0.677778,66.276272
US_TX_48133,2020-01-13,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,,21.95,35.12,9.88,42.25,11.444444,3.938889,21.033333,0.0,,6.994444,74.577994
US_TX_48133,2020-01-14,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,11.56,16.29,24.7,,49.92,14.161111,7.727778,23.788889,0.0,,10.05,76.682988
US_TX_48133,2020-01-15,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,9.91,14.32,33.59,,43.5,17.927778,12.205556,24.794444,0.0,,13.427778,75.254108
US_TX_48133,2020-01-16,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,,15.91,31.81,9.43,43.01,9.522222,3.038889,20.094444,7.3914,,5.033333,73.756311
US_TX_48133,2020-01-17,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,,9.19,25.11,,40.43,4.494444,2.072222,9.177778,17.2974,,3.788889,95.272529
US_TX_48133,2020-01-18,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,,14.67,37.41,,36.67,10.905556,7.638889,14.077778,2.765778,,6.561111,74.694815
US_TX_48133,2020-01-19,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,11.83,13.92,28.53,,44.53,4.305556,-2.938889,12.266667,0.0,,-5.105556,50.514953
US_TX_48133,2020-01-20,ChIJ527hUyhrUYYRNzV1Uzb3vgQ,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2,,,,,,,18294,9105,9189,2066,2540,2128,1934,1861,2533,2429,1780,1023,1827116,32.33,-98.83,2414,75.62,,,,,9.57,11.83,30.41,,39.42,5.861111,-1.916667,14.661111,0.0,,-4.061111,49.127915
