location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01017,2020-01-11,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,9.79,5.34,5.93,5.04,4.45,9.19,6.23,,7.12,,,8.3,5.93,17.2,5.93,7.41,,37.95,10.08,7.12,19.305556,15.655556,22.622222,13.135429,16.455556,83.656976
US_AL_01017,2020-01-12,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,7.1,10.33,9.36,7.1,4.52,6.78,14.53,11.62,,10.01,,,6.13,7.42,26.47,5.49,5.81,5.49,41.97,7.1,6.78,15.038889,7.972222,21.338889,16.473714,12.2,83.163273
US_AL_01017,2020-01-13,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.78,8.4,6.04,4.73,6.3,9.98,12.61,7.09,,9.19,4.2,5.25,4.46,7.88,26.79,8.4,6.3,,40.18,3.94,6.04,16.638889,13.6,19.444444,17.707429,15.544444,93.284379
US_AL_01017,2020-01-14,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.74,9.07,,8.16,7.25,6.35,15.11,11.48,7.55,7.86,4.53,4.23,7.25,10.28,26.29,7.55,6.35,7.86,49.56,,6.95,17.416667,15.261111,19.583333,24.275143,16.8,96.202818
US_AL_01017,2020-01-15,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,7.78,8.71,9.02,9.02,5.6,14.31,8.71,,11.2,7.46,,,11.2,23.64,6.84,8.09,5.29,46.03,5.91,4.98,16.333333,12.383333,20.938889,27.323143,15.35,93.937685
US_AL_01017,2020-01-16,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,10.38,8.49,7.23,10.38,7.23,17.3,10.06,11.32,8.81,,4.72,4.4,11.95,26.42,9.12,11.01,,41.52,9.44,5.35,17.527778,13.388889,20.455556,6.023429,13.133333,75.53573
US_AL_01017,2020-01-17,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.51,,8.75,6.48,6.81,6.48,12.64,5.83,,7.78,6.16,,,7.78,20.1,7.13,8.1,7.13,35.98,10.05,,12.055556,8.511111,17.927778,2.7432,-2.355556,36.646583
US_AL_01017,2020-01-18,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,,6.49,7.47,,5.84,16.56,7.47,,5.84,,5.52,6.49,10.07,29.22,,11.69,6.17,35.72,9.42,5.84,10.505556,7.838889,15.088889,0.145143,2.444444,57.480285
US_AL_01017,2020-01-19,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,7.03,7.35,7.35,5.75,7.67,7.99,10.55,7.99,,5.75,5.75,4.8,5.12,4.8,24.3,6.39,6.71,5.43,39.33,8.63,,10.422222,4.566667,15.088889,8.744857,3.444444,62.051137
US_AL_01017,2020-01-20,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,7.09,6.47,9.55,6.47,,7.71,16.95,8.32,,7.4,4.93,,,11.4,18.8,4.93,4.62,,34.21,5.24,,1.411111,-2.988889,5.988889,1.5494,-7.772222,50.632236
US_AL_01017,2020-01-21,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,4.39,5.27,11.41,,8.49,7.61,20.48,11.71,,9.36,,4.97,8.49,8.49,23.12,8.49,8.78,4.97,44.77,7.61,6.44,-0.555556,-4.933333,5.766667,0.0,-8.416667,55.494532
US_AL_01017,2020-01-22,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.25,6.18,11.44,5.56,,5.56,16.38,8.35,,9.58,7.73,6.8,8.96,10.51,27.51,8.35,4.64,,40.18,6.49,,1.605556,-5.083333,11.083333,0.0,-9.188889,44.756894
US_AL_01017,2020-01-23,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,7.18,7.18,7.18,,5.69,12.87,8.38,,9.58,5.99,4.79,5.99,14.37,24.84,7.48,5.39,4.49,41.3,5.69,4.49,6.005556,0.466667,9.494444,0.290286,-2.644444,53.95271
US_AL_01017,2020-01-24,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.02,5.33,8.78,6.27,4.7,4.7,19.75,6.27,,9.09,5.33,4.7,,6.27,28.53,8.46,7.84,5.96,31.66,6.27,5.96,10.338889,5.411111,15.133333,20.864286,7.855556,84.605062
US_AL_01017,2020-01-25,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.56,8.5,8.5,,7.19,9.15,21.25,11.44,,7.52,4.9,,5.23,10.13,28.43,6.54,8.17,,38.24,6.86,5.88,5.994444,0.7,12.183333,0.5334,1.244444,71.730915
US_AL_01017,2020-01-26,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.01,6.78,10.62,8.26,,7.08,22.12,7.67,6.49,5.01,5.6,4.42,4.72,8.55,23.0,8.85,6.78,5.9,35.1,7.96,6.78,5.327778,-0.6,11.85,0.0,1.038889,74.079223
US_AL_01017,2020-01-27,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,5.97,5.97,7.11,,7.68,23.03,10.52,4.26,9.67,4.26,5.4,7.39,4.55,28.71,6.54,4.55,4.26,34.68,7.39,,9.166667,4.15,13.094444,0.362857,6.355556,82.648766
US_AL_01017,2020-01-28,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,7.76,7.14,10.86,,,20.8,8.38,,9.62,,4.66,,10.86,39.11,7.14,11.79,4.66,42.83,19.86,5.59,7.05,-0.022222,16.694444,0.0254,1.694444,68.848459
US_AL_01017,2020-01-29,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,5.17,8.52,6.08,5.17,,23.12,12.47,,10.04,6.69,,,7.3,46.85,4.56,10.34,5.17,40.46,17.34,5.78,7.594444,2.244444,14.061111,0.1016,2.394444,69.850046
US_AL_01017,2020-01-30,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,4.23,7.55,12.98,8.15,6.34,6.04,25.67,7.55,4.23,5.44,,5.13,,6.64,28.08,,8.76,6.95,37.75,5.74,5.44,7.461111,0.755556,16.094444,0.3302,2.794444,72.347408
US_AL_01017,2020-01-31,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,6.58,5.68,8.38,5.08,4.49,,31.11,11.66,,7.18,4.79,,,6.88,33.8,,5.98,8.97,29.91,7.18,4.49,7.311111,3.655556,12.833333,0.181429,4.583333,82.878827
US_AL_01017,2020-02-01,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,4.81,8.98,11.54,5.45,,,18.6,8.34,5.45,8.02,4.81,,,8.02,24.69,,8.34,4.81,37.84,,7.7,7.183333,5.316667,11.0,0.217714,5.016667,86.215133
US_AL_01017,2020-02-02,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,7.88,9.77,9.45,,,5.67,22.06,9.14,,7.25,4.73,4.41,,7.25,22.37,6.62,6.62,,40.65,6.3,4.41,7.955556,-0.311111,18.611111,0.0254,1.388889,63.306219
US_AL_01017,2020-02-03,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,5.78,5.78,5.23,5.78,6.06,21.48,11.29,,7.71,,5.51,,7.99,28.09,4.96,5.23,4.96,45.71,3.85,3.85,11.338889,1.5,24.061111,0.0,3.111111,57.212191
US_AL_01017,2020-02-04,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,4.49,5.33,9.25,7.85,5.61,5.89,15.14,6.17,4.77,7.29,,,5.61,11.77,25.23,8.41,7.85,6.17,40.65,3.92,5.05,16.072222,10.05,22.361111,0.042333,10.555556,69.92836
US_AL_01017,2020-02-05,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,4.13,,8.26,6.32,6.32,,15.8,8.26,,6.08,3.4,5.35,5.1,5.83,22.6,4.86,3.4,4.38,33.3,3.65,5.83,18.005556,14.844444,20.955556,1.27,16.261111,89.628145
US_AL_01017,2020-02-06,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,7.8,9.3,7.5,6.9,6.9,4.8,19.5,7.5,,8.1,6.0,7.8,5.4,10.5,26.1,,7.8,6.0,42.0,,5.1,18.05,13.211111,22.594444,43.542857,16.905556,93.082871
US_AL_01017,2020-02-07,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,4.49,8.08,9.28,7.78,7.18,,13.46,7.78,,8.98,,,5.39,6.58,25.43,,5.09,,30.22,6.88,,6.627778,2.872222,13.816667,41.873714,2.377778,74.435384
US_AL_01017,2020-02-08,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,4.42,8.21,7.26,5.37,,4.42,15.46,10.1,7.26,8.21,,6.0,,10.73,21.78,5.68,6.63,4.42,34.4,,,3.888889,-0.833333,11.672222,0.689429,1.211111,82.83364
US_AL_01017,2020-02-09,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,6.75,9.32,5.47,6.43,,15.76,9.32,6.75,5.79,,,7.39,9.0,29.9,,15.11,,34.4,8.04,7.39,6.833333,0.055556,16.394444,0.790222,2.383333,73.354708
US_AL_01017,2020-02-10,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.18,,10.94,9.22,6.05,5.76,16.99,6.05,4.03,12.38,4.03,,4.9,7.2,28.51,5.18,8.06,,41.18,9.5,,11.211111,5.516667,16.788889,0.0,6.983333,75.321736
US_AL_01017,2020-02-11,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,5.25,8.3,8.85,10.23,7.19,4.15,12.72,9.96,6.08,10.51,5.53,5.25,,8.3,26.28,7.75,6.36,4.98,37.06,5.25,,18.083333,12.577778,22.955556,29.972,16.538889,90.926476
US_AL_01017,2020-02-12,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,9.05,8.79,6.66,7.72,3.99,14.64,7.72,,9.32,4.26,4.53,3.99,9.58,28.75,4.79,5.06,4.26,34.08,9.85,5.86,16.916667,12.866667,24.694444,8.998857,14.9,88.012146
US_AL_01017,2020-02-13,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,3.81,11.16,12.52,6.8,,12.52,7.35,4.36,5.72,4.36,5.44,,7.08,25.04,6.53,7.62,4.36,35.93,7.62,5.99,17.688889,9.8,23.222222,14.840857,14.888889,83.733771
US_AL_01017,2020-02-14,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,,,,,,,,7.52,7.85,,5.88,12.1,5.88,4.9,,,,,10.13,16.67,,5.88,,28.44,,6.21,7.244444,1.677778,14.088889,5.0292,-1.3,54.888078
US_AL_01017,2020-02-15,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,2,0,,2,,6.57,10.52,7.89,,,,17.75,10.52,,5.59,,,6.9,5.92,18.41,,6.57,,35.17,8.22,,5.944444,-1.622222,15.3,0.0,-3.927778,49.287245
US_AL_01017,2020-02-16,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,-4,-3,,-3,,8.78,5.15,6.66,11.81,8.48,7.88,18.17,13.33,,8.78,5.45,5.15,4.85,9.39,20.9,,10.6,6.06,40.28,5.75,5.15,8.016667,2.3,13.038889,1.342571,4.588889,79.137261
US_AL_01017,2020-02-17,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,Q111280,geoId/01017,US,United States of America,AL,Alabama,01017,Chambers County,US,USA,2,,,,,,,33707,16152,17555,3983,3801,4405,3717,4148,4824,4448,2870,1511,1850799,32.911111,-85.393889,248,1562,73.611111,2,0,,-12,4,,7.1,10.18,5.55,5.86,5.25,15.12,11.41,,10.49,,,4.63,9.56,20.05,6.79,7.71,7.1,45.04,8.64,5.25,10.055556,5.855556,13.738889,2.54,8.872222,92.428614
