location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20061,2020-01-11,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.36,9.99,4.36,4.9,4.9,5.08,5.63,3.63,,10.35,4.54,4.36,4.9,4.36,7.45,3.45,,4.36,,7.81,6.54,,3.45,25.42,4.18,3.27,8.9,2.9,4.72,5.08,4.72,37.59,3.45,7.99,6.54,,4.54,3.81,2.72,-7.222222,-10.919753,0.111111,10.837333,,-10.638889,76.41639
US_KS_20061,2020-01-12,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,5.79,9.23,3.08,7.96,9.04,3.26,7.05,6.87,,14.47,2.53,7.42,3.44,4.88,4.88,4.34,5.07,3.26,3.44,5.43,6.87,,2.71,21.53,5.25,3.8,8.86,3.26,3.62,4.34,4.34,38.71,4.34,9.04,5.79,2.71,5.25,3.08,3.8,-4.864198,-9.364198,-0.222222,0.084667,78.74,-6.479167,87.44169
US_KS_20061,2020-01-13,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,5.35,8.03,,10.37,7.36,4.52,7.19,4.85,3.85,13.88,,8.2,5.02,4.52,7.69,5.18,4.18,5.18,,5.02,4.35,2.34,7.69,26.93,5.52,4.68,8.03,2.34,4.01,6.19,5.52,37.97,3.68,7.03,5.69,2.34,2.68,2.68,3.68,-0.487654,-6.524691,6.240741,0.084667,30.48,-1.756944,91.146852
US_KS_20061,2020-01-14,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.74,7.11,3.89,8.3,8.3,3.22,5.08,5.25,3.89,14.73,2.88,7.28,6.09,4.06,7.45,3.22,5.25,5.42,4.4,3.05,6.77,4.06,10.33,22.35,3.05,4.57,7.11,2.88,6.6,5.25,5.59,39.62,3.89,6.94,6.6,3.56,2.37,3.89,4.57,4.771605,0.598765,9.049383,0.127,30.48,3.569444,91.633188
US_KS_20061,2020-01-15,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.5,5.81,4.96,8.03,8.03,7.01,7.35,6.5,2.73,11.11,2.39,8.55,5.47,4.96,6.84,4.27,6.15,5.64,4.44,3.08,4.27,2.73,6.5,21.71,6.67,3.42,8.72,5.13,5.64,3.93,6.15,43.59,2.73,7.01,5.13,3.08,,3.93,5.13,4.820988,-1.858025,8.771605,0.0,,2.798611,86.16137
US_KS_20061,2020-01-16,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.39,8.12,4.67,8.64,3.28,4.49,5.87,4.32,3.46,13.48,3.63,10.02,3.28,5.87,7.43,5.01,4.67,6.05,3.46,5.01,4.49,2.42,5.53,29.37,5.01,3.63,9.5,2.59,5.36,4.67,5.36,44.92,3.11,6.91,6.39,4.32,5.18,5.18,4.49,-7.604938,-11.561728,-1.277778,0.0,,-13.201389,64.021325
US_KS_20061,2020-01-17,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.52,8.35,6.78,9.22,6.43,5.04,5.57,5.57,,13.74,6.09,9.22,4.7,,7.13,4.17,4.17,5.57,5.22,6.43,3.65,,2.44,24.17,5.57,3.13,9.04,2.61,3.48,4.0,4.52,38.43,3.65,7.3,4.0,2.96,6.09,2.96,3.65,-1.166667,-6.765432,2.635802,3.358444,,-4.104167,80.13083
US_KS_20061,2020-01-18,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.28,8.38,4.57,8.95,4.95,4.76,6.66,6.09,2.67,12.19,4.0,6.66,4.38,4.38,4.38,4.76,4.38,4.19,4.0,5.9,4.95,3.62,4.38,23.61,5.33,5.52,9.14,3.05,4.0,5.14,3.81,43.22,4.38,5.52,6.66,,4.38,,4.76,1.419753,-4.469136,5.697531,7.140222,,-3.527778,69.229053
US_KS_20061,2020-01-19,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.19,9.84,4.74,8.56,6.74,3.28,4.19,5.46,,13.3,3.46,6.38,3.28,5.83,7.29,3.64,5.1,5.65,5.46,4.19,5.28,3.83,2.55,19.85,4.74,3.46,6.19,2.55,3.28,4.37,2.91,33.52,3.64,4.74,4.19,,4.55,6.01,2.55,-4.777778,-8.734568,1.975309,0.225778,,-11.291667,59.953313
US_KS_20061,2020-01-20,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,5.03,8.98,5.39,9.34,4.85,2.87,6.65,4.67,3.77,13.83,4.85,8.44,2.52,5.21,6.29,4.67,3.05,7.18,,3.95,4.67,2.69,2.69,25.69,6.29,3.77,6.11,2.52,3.41,4.49,3.77,41.31,3.59,5.93,5.93,2.52,3.23,5.39,5.03,-8.08642,-11.296296,-2.641975,0.0,,-13.708333,63.535662
US_KS_20061,2020-01-21,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,3.9,7.47,4.41,9.0,9.34,4.24,7.64,5.6,2.72,15.95,4.92,9.51,4.24,7.64,7.98,5.94,4.92,5.94,3.9,3.56,6.62,,8.32,34.12,4.58,3.56,6.62,3.9,5.94,6.79,5.43,41.92,5.09,4.41,4.92,5.94,4.58,4.92,3.23,-7.938272,-13.716049,2.067901,0.0,,-12.166667,70.816537
US_KS_20061,2020-01-22,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.89,9.12,4.4,9.61,8.14,5.21,4.24,5.21,,19.55,,8.8,5.21,6.51,6.19,4.24,6.19,7.0,2.77,4.72,7.0,,8.47,34.69,6.03,3.1,5.7,2.77,6.03,7.82,6.84,42.51,4.24,5.54,7.98,3.91,5.7,3.58,,1.555556,0.382716,3.006173,5.164667,,-0.861111,84.098971
US_KS_20061,2020-01-23,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.53,9.62,3.09,11.34,8.76,4.47,4.98,4.98,3.09,17.18,4.64,8.76,3.61,5.84,6.36,7.9,4.81,6.18,3.26,4.98,5.67,4.29,6.01,36.08,4.98,3.09,6.36,2.92,3.95,5.33,5.84,41.75,4.81,7.39,5.84,4.29,3.61,3.95,3.09,2.265432,0.697531,3.580247,3.697111,,1.1875,92.454079
US_KS_20061,2020-01-24,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.74,7.11,3.39,8.13,6.09,3.72,4.06,6.77,2.37,23.36,4.23,9.48,3.39,4.4,6.94,6.43,6.77,5.59,3.22,2.88,3.72,2.37,4.91,28.95,6.77,,7.11,,3.89,3.72,8.63,32.33,6.43,6.6,6.09,3.22,3.56,2.54,4.74,-0.277778,-1.216049,1.635802,1.919111,,-2.361111,85.441923
US_KS_20061,2020-01-25,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.05,7.36,2.94,8.46,6.44,3.13,5.34,5.15,,23.37,4.6,9.94,5.89,5.15,4.23,5.52,5.7,6.99,3.13,6.44,5.89,2.76,5.15,34.96,4.42,3.68,6.99,3.5,,6.62,4.78,37.72,5.7,7.73,4.23,3.5,,4.42,3.86,-1.765432,-5.777778,2.740741,0.084667,30.48,-3.354167,88.121713
US_KS_20061,2020-01-26,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.48,10.0,3.45,10.34,6.72,3.79,6.55,5.17,2.41,29.48,5.86,9.82,4.65,4.65,6.38,5.0,4.83,5.69,3.62,3.96,5.86,,6.03,39.82,6.55,4.31,7.41,5.69,,4.83,4.65,36.89,3.27,5.69,6.03,3.79,3.45,5.69,2.93,1.944444,-4.197531,11.808642,0.0,,-0.881944,80.998692
US_KS_20061,2020-01-27,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.26,5.77,3.79,7.91,6.09,5.27,9.22,3.95,2.8,23.39,3.13,7.91,4.28,5.93,5.6,3.95,4.12,5.27,4.45,3.62,3.95,,8.24,36.24,6.26,5.27,8.57,3.79,4.61,3.95,5.44,39.87,4.45,6.92,8.73,2.8,4.45,3.62,,1.604938,-3.166667,8.962963,0.0,,-1.222222,81.128704
US_KS_20061,2020-01-28,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.88,9.57,3.36,9.4,8.56,6.21,7.05,4.53,4.53,39.29,4.37,10.41,2.52,5.37,6.55,8.23,6.04,5.54,4.03,5.71,5.71,4.03,7.89,51.55,6.38,3.69,6.88,2.85,5.04,6.21,5.21,43.83,4.03,11.42,6.72,4.7,3.19,4.03,,0.462963,-1.024691,3.555556,0.225778,,-1.881944,84.388513
US_KS_20061,2020-01-29,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,3.75,7.17,,6.83,9.9,4.1,6.66,4.44,2.73,34.13,5.12,10.24,3.24,6.49,6.83,5.63,5.8,5.97,3.93,3.58,5.29,2.39,5.63,43.35,3.24,4.1,7.68,3.07,7.17,7.0,7.17,40.28,3.24,12.63,7.85,,3.75,2.9,3.93,-0.141975,-2.481481,3.561728,1.608667,,-2.152778,86.182817
US_KS_20061,2020-01-30,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.42,6.46,4.08,9.69,8.84,5.27,6.63,5.27,2.89,38.76,5.1,10.71,4.59,5.95,7.65,4.42,5.1,6.12,4.25,2.38,5.27,3.06,5.61,36.21,6.8,,5.78,2.89,6.12,6.97,4.93,42.67,4.25,7.65,6.63,4.93,4.25,3.4,4.76,1.0,-1.469136,4.08642,0.141111,30.48,-1.506944,84.330345
US_KS_20061,2020-01-31,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,7.08,10.01,4.66,8.8,8.46,3.11,5.18,5.35,,36.59,2.59,10.7,3.62,4.83,7.08,6.9,4.49,8.29,,4.49,3.8,,4.32,37.97,3.28,3.11,7.25,,5.35,4.49,4.14,36.59,5.0,6.21,3.62,3.97,2.76,4.83,2.76,2.438272,-2.240741,8.197531,0.0,,-1.520833,75.188924
US_KS_20061,2020-02-01,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.26,7.97,3.89,8.52,5.37,3.15,6.86,2.96,,23.53,,7.97,4.82,3.52,4.82,3.89,5.74,5.56,3.71,4.26,8.89,,4.45,29.64,6.67,,7.22,,3.52,5.37,5.56,37.05,5.19,6.86,2.59,,8.15,3.71,3.89,2.716049,-5.074074,15.62963,0.0,,-3.083333,64.920636
US_KS_20061,2020-02-02,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.78,6.61,4.96,10.1,5.14,5.33,3.67,4.96,,21.12,3.12,9.37,3.49,3.86,5.88,4.78,3.31,9.18,3.86,3.67,4.22,,2.94,25.72,,4.59,7.71,,3.12,3.12,4.96,35.45,,7.16,4.41,3.67,,5.33,2.94,10.654321,-0.320988,22.111111,0.0,,0.152778,48.674821
US_KS_20061,2020-02-03,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,5.7,9.98,,9.82,9.03,2.85,7.44,5.38,2.85,24.07,4.75,9.66,3.8,5.54,8.08,5.86,5.38,4.91,3.96,4.59,3.33,2.22,6.65,28.03,6.65,3.64,6.65,3.33,3.48,4.12,4.12,38.17,3.8,5.86,3.8,4.59,4.91,4.75,,6.518519,0.932099,16.419753,0.0,,0.625,66.386213
US_KS_20061,2020-02-04,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,6.98,8.47,,8.97,6.81,4.65,7.14,5.65,3.16,22.59,3.99,12.29,4.15,4.82,6.98,3.99,4.49,7.47,2.33,3.16,4.49,2.66,6.64,32.73,6.64,2.82,6.48,3.82,3.49,4.98,5.81,42.19,4.32,4.82,5.65,2.82,5.32,4.15,2.99,-0.685185,-2.469136,2.654321,0.0,,-6.368056,65.914453
US_KS_20061,2020-02-05,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,7.04,8.1,4.93,10.03,8.8,4.05,3.52,5.46,3.52,22.18,5.63,11.09,2.64,6.16,8.1,3.87,3.7,7.39,3.17,3.87,4.58,5.63,8.27,28.51,6.86,3.52,10.21,,7.92,4.75,8.45,39.6,4.75,7.57,5.81,3.52,3.52,3.87,2.82,-2.54321,-4.209877,-0.216049,0.0,,-9.118056,60.502301
US_KS_20061,2020-02-06,ChIJL6uclBxMvIcR9z0xoumfuKI,Q377148,geoId/20061,US,United States of America,KS,Kansas,20061,Geary County,US,USA,2,,,,,,,33774,17836,15938,7232,4099,8376,5532,2657,2148,1793,1209,728,1070378,38.908611,-96.752222,1047,76.957143,,,,,,4.37,8.21,2.79,9.96,5.59,6.46,6.29,5.59,5.41,24.45,3.67,8.56,4.37,4.89,7.86,5.59,5.24,9.26,3.67,4.89,5.24,3.84,6.81,34.23,6.64,2.44,6.29,,5.24,5.41,5.24,39.12,2.44,4.89,4.54,5.41,4.89,3.84,3.32,-3.074074,-10.006173,5.469136,0.028222,,-8.569444,65.163483
