location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21177,2020-01-01,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,12.71,12.22,13.2,,22.49,9.78,9.29,49.38,,14.18,58.67,11.24,9.29,4.819444,-0.944444,11.354167,0.0,,-3.055556,57.204287
US_KY_21177,2020-01-02,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,19.41,13.26,8.99,9.47,27.46,14.2,13.26,37.88,10.42,9.47,53.03,,7.1,8.236111,4.013889,11.340278,1.995714,,1.738095,63.57975
US_KY_21177,2020-01-03,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,9.68,17.52,11.99,,23.97,22.13,14.75,32.73,11.99,8.3,43.8,7.38,6.45,11.444444,9.222222,13.049383,18.288,,10.930556,96.433093
US_KY_21177,2020-01-04,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,9.03,14.26,9.51,,24.72,13.31,9.03,37.08,9.98,13.79,50.87,13.79,9.03,5.58642,2.703704,11.450617,8.3185,,3.256944,85.286628
US_KY_21177,2020-01-05,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,13.14,17.18,,,30.32,8.08,,44.97,,12.13,36.38,8.59,8.59,3.854167,-2.159722,12.138889,0.8255,,-1.261905,69.01689
US_KY_21177,2020-01-06,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,,15.6,13.0,,21.23,16.03,10.4,35.09,11.7,8.23,56.32,7.37,7.8,5.018519,-1.808642,10.660494,0.0,,-2.111111,60.219538
US_KY_21177,2020-01-07,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,6.81,13.19,10.21,6.38,19.58,9.36,7.66,36.17,10.64,12.34,54.48,12.34,11.49,5.283951,-1.253086,10.401235,0.0,,-3.284722,54.644536
US_KY_21177,2020-01-08,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,7.96,13.83,10.48,,20.96,8.8,10.48,35.2,13.41,,41.49,12.15,,4.932099,-0.067901,10.981481,0.0,,-4.402778,50.99514
US_KY_21177,2020-01-09,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,8.35,13.78,11.69,7.93,16.71,8.35,14.62,37.17,10.44,5.85,55.96,11.28,7.52,7.666667,1.240741,14.969136,0.0,,-3.472222,45.992046
US_KY_21177,2020-01-10,ChIJPxsqYO-Jb4gRF92hz3PXTI4,Q498077,geoId/21177,US,United States of America,KY,Kentucky,21177,Muhlenberg County,US,USA,2,,,,,,,30925,15829,15096,3377,3829,3845,3706,3950,4320,3909,2597,1392,1846569,37.21,-87.15,1242,74.222222,,,,,,18.5,13.98,8.22,13.56,10.28,17.26,34.12,8.63,,43.98,6.99,,15.216049,11.932099,18.339506,2.7305,,7.513889,60.88825
