location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21089,2020-01-01,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,7.11,11.11,7.78,12.0,7.11,5.11,6.22,3.56,14.45,5.33,7.11,4.89,3.33,8.22,6.0,4.67,4.0,6.89,3.33,4.67,9.78,26.67,6.45,4.67,5.11,4.89,3.78,41.56,3.33,7.78,7.33,4.89,5.56,4.154321,1.697531,8.82716,0.0,,-1.753086,65.580085
US_KY_21089,2020-01-02,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,5.9,9.69,7.38,13.06,9.48,5.48,8.01,,18.12,4.21,9.9,4.0,5.69,8.85,4.21,6.11,3.58,6.53,4.0,4.85,8.85,36.66,,7.8,6.32,4.42,8.85,45.51,4.42,9.27,5.69,4.64,7.16,4.808642,0.271605,11.228395,0.084667,,-1.388889,64.981167
US_KY_21089,2020-01-03,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,6.31,7.78,8.41,11.56,7.15,3.15,6.1,5.68,16.19,,11.98,5.47,5.05,13.88,4.42,6.73,4.84,8.2,3.79,4.21,5.89,30.28,5.47,5.26,8.2,6.31,5.47,39.53,3.79,5.89,6.94,5.89,4.42,10.524691,6.851852,12.049383,9.017,,10.296296,98.51572
US_KY_21089,2020-01-04,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,5.51,9.03,5.51,6.83,7.71,6.39,5.95,3.08,13.0,3.75,8.15,,3.08,10.79,3.75,3.52,5.29,7.49,4.85,3.52,9.47,23.57,6.39,10.13,4.41,7.27,7.05,37.89,4.63,4.41,5.29,5.95,7.93,8.111111,1.771605,12.240741,7.747,,7.388889,95.249755
US_KY_21089,2020-01-05,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,4.51,11.96,4.29,9.7,5.64,4.96,6.54,5.19,17.14,5.87,10.83,4.74,4.29,9.47,5.41,,5.19,5.64,3.83,4.96,7.44,24.81,5.64,7.44,,5.64,7.67,35.87,4.96,5.64,4.51,4.74,,2.271605,0.234568,9.790123,1.487714,,-2.074074,73.085677
US_KY_21089,2020-01-06,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,5.81,8.06,4.31,10.31,7.69,6.19,6.56,4.88,13.12,3.38,7.5,4.5,2.62,8.44,5.44,4.5,4.12,5.25,2.81,4.88,10.31,28.87,6.75,6.19,3.38,3.94,8.44,35.81,3.0,5.81,4.88,3.94,6.75,4.08642,-0.388889,8.376543,0.028222,,-2.246914,63.699481
US_KY_21089,2020-01-07,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,4.7,6.77,4.51,11.65,11.09,5.26,4.51,,13.91,2.82,11.65,3.38,4.51,12.22,3.19,6.96,5.83,5.45,,4.89,11.47,29.7,7.89,6.58,6.01,3.95,8.46,36.47,4.13,5.45,4.13,4.89,4.51,1.987654,-2.407407,8.833333,0.6604,,-2.962963,69.90274
US_KY_21089,2020-01-08,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,7.03,8.17,5.51,10.63,8.17,5.13,5.51,3.23,14.81,5.13,7.79,3.23,4.75,8.55,5.32,5.13,2.66,3.8,4.94,3.23,7.41,33.04,6.65,7.03,6.84,4.75,4.37,39.88,3.61,12.15,5.32,3.99,5.13,3.802469,-1.481481,8.12963,0.28575,,-5.802469,49.600893
US_KY_21089,2020-01-09,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,4.28,6.88,3.72,12.84,10.98,6.7,5.02,5.02,16.37,4.65,8.74,,5.58,10.42,4.09,5.95,5.02,4.84,,4.84,9.68,27.54,4.28,5.02,5.58,6.51,6.14,36.1,3.35,8.37,6.33,5.58,9.12,3.37037,-3.067901,14.617284,0.0,,-6.518519,49.319962
US_KY_21089,2020-01-10,ChIJJ6ZOdJ17RogRmx0XqqbNfs4,Q500670,geoId/21089,US,United States of America,KY,Kentucky,21089,Greenup County,US,USA,2,,,,,,,35514,17295,18219,4034,4327,3832,3984,4589,4925,4885,3137,1801,1846528,38.54,-82.92,918,75.9,,,,,4.96,6.42,5.32,11.93,7.34,3.12,4.41,3.3,11.93,,5.87,4.59,5.32,8.07,4.04,4.77,4.04,3.49,,4.77,8.26,24.59,6.97,5.51,4.96,3.85,3.12,32.48,,6.06,3.12,2.75,2.94,12.67284,6.549383,18.487654,0.042333,,2.839506,51.515467
