location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_VA_51109,2020-01-11,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.49,7.3,13.48,4.78,6.18,6.18,13.2,6.46,,7.02,4.78,,,5.62,3.93,6.46,20.22,3.93,8.43,3.93,6.18,38.48,6.18,5.62,5.06,4.78,,14.466667,10.222222,20.566667,0.036286,11.425926,80.450704
US_VA_51109,2020-01-12,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.16,4.71,8.04,7.21,7.48,7.21,19.12,9.98,,7.48,5.54,4.99,4.99,,6.93,6.65,26.89,,8.87,,6.1,35.48,,6.1,5.82,,,18.544444,10.572222,21.016667,13.208,11.895062,64.528894
US_VA_51109,2020-01-13,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,6.73,5.95,10.61,6.99,4.4,7.76,13.97,8.02,5.95,10.09,4.4,3.62,6.21,3.88,8.28,6.47,25.88,8.8,6.47,3.88,5.17,44.25,,5.17,,,6.21,9.411111,5.711111,15.716667,2.8194,5.296296,75.38414
US_VA_51109,2020-01-14,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,3.82,6.11,9.68,7.64,5.6,4.07,9.68,6.87,4.84,7.13,,7.13,6.37,,5.35,8.4,25.71,3.82,7.13,4.07,4.58,36.41,,4.07,6.37,4.07,,7.366667,4.411111,10.683333,6.067778,6.537037,94.322576
US_VA_51109,2020-01-15,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.01,5.62,10.97,4.55,,3.75,14.45,8.56,,7.76,3.75,5.62,4.55,,6.42,6.96,28.89,6.42,6.96,5.08,5.88,34.78,,6.96,6.15,3.75,,8.988889,5.633333,12.572222,2.1844,7.819444,92.51174
US_VA_51109,2020-01-16,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,6.71,8.52,7.49,8.01,4.91,5.17,9.3,5.17,3.62,11.88,,4.91,6.2,4.39,7.23,8.26,25.05,4.13,,4.39,4.39,31.5,3.62,4.65,5.94,,4.13,11.388889,6.066667,15.044444,0.0762,3.179012,57.534605
US_VA_51109,2020-01-17,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.37,5.62,10.22,7.92,4.6,,10.73,,5.37,8.18,5.11,5.11,9.2,,4.6,7.41,26.32,4.09,4.34,5.11,4.34,36.02,,6.39,4.6,6.13,4.6,1.872222,-2.122222,7.961111,0.0,-9.981481,40.786245
US_VA_51109,2020-01-18,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.23,4.13,8.26,7.99,5.23,6.88,12.39,7.16,4.41,8.26,5.51,6.06,5.23,6.06,7.44,5.51,17.9,4.13,8.54,5.23,5.51,43.51,,4.41,6.33,,4.41,-1.116667,-4.211111,2.788889,0.98425,-5.753086,70.489295
US_VA_51109,2020-01-19,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.17,5.71,10.06,6.25,6.25,7.07,15.23,12.51,3.81,8.97,7.07,,,4.62,5.71,7.07,26.38,5.17,5.98,4.35,,33.17,,4.89,5.44,4.89,3.81,5.477778,-1.022222,9.772222,1.8288,-0.259259,66.439245
US_VA_51109,2020-01-20,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.22,10.13,12.38,6.75,6.75,5.06,17.16,6.75,4.22,10.13,5.91,5.62,5.91,,6.75,8.44,24.75,5.91,7.03,,9.0,36.28,,8.72,8.16,,,-1.588889,-5.405556,3.455556,0.0,-11.851852,44.962643
US_VA_51109,2020-01-21,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.62,5.91,13.5,7.31,6.47,,17.16,7.03,4.5,10.41,5.62,7.88,7.03,4.78,11.81,4.22,27.84,,9.28,7.88,,48.37,,6.19,6.47,5.91,6.47,-2.583333,-6.777778,2.427778,0.0,-11.469136,49.798411
US_VA_51109,2020-01-22,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.71,4.99,5.82,6.93,7.49,5.82,17.19,8.04,4.99,8.04,4.99,6.93,5.54,6.1,6.65,10.26,31.89,8.04,5.82,7.49,4.71,37.15,,4.44,4.99,5.54,4.44,-2.294444,-8.616667,4.866667,0.0,-9.783951,56.443099
US_VA_51109,2020-01-23,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,3.87,14.64,6.36,7.46,6.91,4.42,15.75,,3.87,7.46,3.87,5.8,4.42,3.87,4.42,8.84,30.67,,4.97,4.97,8.29,41.72,,4.42,4.14,4.14,,-1.355556,-7.105556,6.694444,0.0,-7.0,67.073903
US_VA_51109,2020-01-24,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.73,8.62,10.01,7.23,10.85,4.73,17.52,9.18,,10.85,5.01,,5.84,4.17,4.73,7.23,28.1,7.51,6.4,6.68,4.73,42.01,3.89,8.07,4.17,5.84,4.45,4.394444,-3.011111,11.316667,0.0,0.12963,73.129017
US_VA_51109,2020-01-25,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,7.07,9.33,5.09,4.24,,4.53,22.63,7.92,5.37,5.66,,7.64,4.81,,,5.09,28.0,4.53,6.5,6.22,5.37,47.23,4.81,4.53,6.79,,6.22,10.022222,5.194444,12.761111,30.028444,8.012346,86.504814
US_VA_51109,2020-01-26,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,6.07,6.59,9.76,8.7,3.96,4.75,29.8,6.33,,7.12,4.48,5.54,5.8,,5.28,5.8,31.65,4.75,7.38,4.75,3.69,36.39,,7.12,6.33,,,4.722222,-1.061111,11.666667,6.731,-0.296296,70.302751
US_VA_51109,2020-01-27,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.1,9.93,11.0,8.59,7.51,,30.58,9.39,9.12,10.46,4.29,7.78,11.54,4.29,6.17,6.97,38.9,6.17,8.59,6.44,6.44,42.12,4.02,6.71,6.44,6.17,5.9,4.433333,-1.355556,11.077778,0.0254,-1.561728,65.392841
US_VA_51109,2020-01-28,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,,6.28,12.01,7.64,6.55,10.1,28.1,13.91,,9.0,,4.64,5.18,,,5.18,39.02,11.19,5.18,,,44.47,6.28,10.64,4.64,4.09,4.91,5.872222,1.238889,9.755556,0.0,-2.123457,56.059902
US_VA_51109,2020-01-29,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,9.73,4.87,8.71,6.4,5.89,7.17,19.97,5.63,6.91,9.99,8.19,4.1,4.87,,5.89,6.4,40.45,5.89,7.17,5.12,4.87,38.92,,7.42,6.91,6.66,4.1,3.683333,-0.411111,8.183333,0.0,-3.45679,59.62986
US_VA_51109,2020-01-30,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.6,5.62,9.71,8.68,10.47,5.87,35.5,12.0,,8.43,11.75,3.58,9.19,4.09,8.94,9.96,38.56,5.11,4.09,4.34,5.36,36.27,4.34,8.68,,,6.64,0.172222,-4.288889,6.188889,0.0,-4.919753,68.900294
US_VA_51109,2020-01-31,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,6.14,6.65,9.46,7.42,5.63,5.88,35.3,5.88,3.84,7.42,4.09,,5.37,3.84,3.58,6.14,31.97,6.39,5.37,7.42,5.37,31.71,4.35,5.37,6.39,,4.35,1.1,-3.872222,5.972222,0.1016,-2.37037,77.404042
US_VA_51109,2020-02-01,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,3.94,8.44,7.04,5.07,5.63,4.22,25.33,9.85,,9.57,5.07,,11.82,,5.07,7.88,33.49,,6.75,4.5,5.07,41.65,7.04,7.6,7.88,4.22,,3.077778,-3.427778,10.866667,1.524,0.790123,84.873651
US_VA_51109,2020-02-02,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,3.78,5.13,7.03,,4.59,6.75,22.7,8.11,,13.78,,,,,4.59,3.78,27.29,5.94,5.4,6.48,,37.83,,6.21,4.32,7.29,4.32,6.672222,-0.461111,15.344444,0.73025,0.864198,67.193741
US_VA_51109,2020-02-03,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,,5.88,11.28,7.85,,11.03,19.37,10.3,,4.41,6.38,3.43,,,,6.13,32.12,4.17,6.87,,,33.34,7.11,6.13,6.62,,6.62,12.077778,3.688889,20.111111,0.0,0.376543,46.565646
US_VA_51109,2020-02-04,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.52,7.36,11.29,7.09,8.67,9.72,23.12,12.08,4.99,10.51,4.2,7.36,10.24,,,8.67,29.42,8.14,11.29,,4.47,34.94,7.36,9.72,,3.94,,16.527778,11.205556,21.555556,0.084667,5.271605,47.751489
US_VA_51109,2020-02-05,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,7.6,5.32,7.6,6.59,4.05,6.59,17.23,7.09,4.56,10.13,4.56,5.83,6.59,4.31,5.57,8.11,28.12,7.35,4.31,5.07,4.81,35.98,5.57,5.57,5.57,4.05,,11.583333,3.716667,19.85,0.399143,7.08642,73.415027
US_VA_51109,2020-02-06,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.46,5.2,12.63,7.92,6.19,5.45,24.02,8.17,3.47,8.67,3.71,5.45,,3.71,,8.42,30.95,4.21,4.95,4.46,5.7,37.14,,6.44,3.47,4.46,4.21,4.627778,3.316667,9.583333,4.797778,4.265432,96.382779
US_VA_51109,2020-02-07,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.11,5.87,8.52,10.28,4.41,5.58,28.49,6.75,,11.46,6.17,6.17,4.41,6.75,,8.22,28.78,5.87,,4.99,9.4,39.65,4.99,5.58,4.41,4.41,4.11,10.161111,3.594444,15.25,28.109333,5.851852,73.626428
US_VA_51109,2020-02-08,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,,7.91,9.89,8.2,6.78,,18.94,8.76,3.96,8.48,5.09,5.09,4.8,4.8,5.37,4.24,25.16,4.24,8.2,,,34.48,4.8,6.22,,,,2.366667,-3.083333,8.6,3.81,-6.919753,49.787884
US_VA_51109,2020-02-09,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.0,5.84,13.34,10.01,6.67,9.45,17.23,7.23,3.89,6.12,,5.56,3.89,4.17,5.84,,26.96,4.45,5.56,,,48.92,4.45,6.95,6.39,,,2.394444,-4.316667,10.572222,0.0,-4.012346,63.216833
US_VA_51109,2020-02-10,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.21,5.95,9.42,10.16,7.19,6.2,20.57,9.17,4.96,10.91,4.96,5.95,6.2,4.71,,9.17,29.99,9.67,6.69,4.46,5.95,38.67,5.95,7.19,5.7,,,6.672222,2.311111,10.316667,2.413,0.907407,65.821383
US_VA_51109,2020-02-11,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.13,5.67,11.35,10.06,5.67,6.71,22.7,12.38,3.61,9.54,9.03,,5.93,4.64,5.93,9.54,32.49,7.74,8.25,3.61,7.74,36.88,6.45,6.96,5.16,3.87,4.38,11.455556,6.366667,14.866667,8.3185,10.753086,95.017517
US_VA_51109,2020-02-12,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,5.09,6.62,8.66,5.6,5.35,4.58,19.61,12.48,5.09,8.66,,7.13,8.66,,,8.15,30.81,5.35,7.38,4.07,,34.12,3.56,7.13,5.86,5.09,,8.383333,5.105556,13.344444,7.148286,3.012346,68.669404
US_VA_51109,2020-02-13,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.76,7.77,9.77,8.02,,5.26,18.04,8.27,5.51,10.27,4.51,4.01,6.76,4.51,3.76,8.02,22.8,4.26,5.26,3.51,4.51,36.58,3.76,10.27,3.76,3.76,3.51,8.877778,4.844444,15.083333,2.31775,7.506173,89.883459
US_VA_51109,2020-02-14,ChIJM-YQMED8s4kRu9b-4i_3E_w,Q515166,geoId/51109,US,United States of America,VA,Virginia,51109,Louisa County,US,USA,2,,,,,,,35912,17774,18138,3979,3950,3789,4107,4352,5926,5344,3125,1340,1633329,37.99,-77.96,1323,77.566667,,,,,4.44,3.92,7.58,5.75,4.97,,11.76,4.44,6.01,7.84,6.53,3.66,6.01,3.66,,8.36,22.74,4.7,4.7,,,32.67,,6.53,8.1,4.44,4.97,4.744444,-0.055556,12.85,3.81,-2.981481,57.239792
