location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19191,2021-07-07,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,-9,0,1996,35,0,10182,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,22,,-27,,9.66,10.87,6.44,6.44,9.66,11.27,12.48,6.04,9.26,37.03,10.47,,20.466667,17.683333,25.294444,12.192,,18.438889,88.555334
US_IA_19191,2021-07-08,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,1996,35,7,10189,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,14,,-24,,13.81,,,8.37,8.37,6.7,25.95,7.11,7.11,30.55,11.72,7.11,17.755556,15.522222,21.888889,5.0546,,15.066667,84.552302
US_IA_19191,2021-07-09,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,1996,35,31,10220,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,12,,-29,8.09,15.76,,6.39,8.94,6.81,7.67,25.12,,6.39,34.07,7.67,,19.055556,16.133333,22.805556,1.4732,,16.055556,83.078497
US_IA_19191,2021-07-10,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,1996,35,17,10237,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,4,,-19,,11.35,,,,7.74,,11.87,,8.25,44.88,8.77,,18.816667,15.583333,23.883333,2.1336,,15.505556,81.384352
US_IA_19191,2021-07-11,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,1996,35,15,10252,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-30,11.25,7.34,,7.34,,8.8,7.83,20.54,,11.25,39.61,,7.34,19.738889,13.45,26.322222,0.0,,13.722222,68.691934
US_IA_19191,2021-07-12,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,1996,35,0,10252,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,5,,-25,9.58,16.25,9.16,,7.08,,6.67,18.75,,12.91,39.57,13.75,,19.844444,13.111111,25.95,0.0,,14.25,70.374635
US_IA_19191,2021-07-13,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,1996,35,2,10254,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,26,,-26,6.57,16.41,7.39,6.98,,9.85,6.98,21.75,8.62,10.26,38.98,16.41,,22.016667,15.844444,27.788889,0.0,,17.161111,74.280155
US_IA_19191,2021-07-14,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,5,0,2001,35,2,10256,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,29,,-26,6.15,8.07,,5.77,,8.07,6.54,21.53,,10.77,28.07,6.92,7.31,20.866667,17.75,26.272222,0.0,,18.572222,86.993252
US_IA_19191,2021-07-15,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2001,35,2,10258,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,59,,-22,,8.02,6.75,,,7.6,6.33,14.35,,8.44,33.35,8.44,6.33,20.54321,17.728395,24.925926,28.109333,,18.037037,85.708684
US_IA_19191,2021-07-16,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2001,35,38,10296,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,61,,-27,6.53,9.58,,10.02,,6.53,,18.29,,6.97,27.0,6.53,,20.883333,14.988889,26.977778,0.0762,,16.122222,74.707965
US_IA_19191,2021-07-17,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2001,35,7,10303,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,54,,-17,,9.64,,,,12.18,,24.86,,12.69,30.44,12.69,,21.796296,15.358025,27.932099,0.0,,16.833333,73.684736
US_IA_19191,2021-07-18,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2001,35,0,10303,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-22,7.88,13.3,8.37,,10.84,,,24.14,,7.88,33.99,10.84,,21.567901,15.067901,27.660494,0.0,,16.240741,71.88818
US_IA_19191,2021-07-19,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2001,35,0,10303,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,13,,-24,,14.13,,,6.05,7.27,8.48,17.76,,11.3,35.52,10.5,8.07,21.876543,14.820988,28.333333,0.0,,16.660494,72.410047
US_IA_19191,2021-07-20,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2001,35,0,10303,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,14,,-26,,14.23,,,7.72,8.13,,20.33,,10.57,45.54,9.76,,23.316667,16.616667,30.022222,0.0,,18.494444,74.690193
US_IA_19191,2021-07-21,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,5,1,2006,36,16,10319,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,17,,-23,,16.49,8.88,,,9.72,,19.45,10.15,7.61,36.78,9.3,,23.038889,18.472222,28.85,0.0,,20.022222,83.477726
US_IA_19191,2021-07-22,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2006,36,3,10322,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,24,,-21,8.94,10.97,,,6.5,8.54,,20.73,,9.75,36.58,9.35,6.5,23.705556,19.461111,29.772222,0.0,,20.155556,80.818023
US_IA_19191,2021-07-23,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2006,36,8,10330,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,44,,-27,7.9,14.55,,,7.9,,,24.53,7.48,,27.86,9.56,,25.666667,20.155556,31.677778,0.127,,20.905556,75.360264
US_IA_19191,2021-07-24,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2006,36,26,10356,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,69,,-13,,8.46,,,10.34,,,22.08,,9.87,29.6,,,26.827778,22.1,31.161111,0.943429,,21.777778,74.294042
US_IA_19191,2021-07-25,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2006,36,0,10356,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-23,,14.25,,,,,,19.77,,16.55,34.94,10.57,,23.938889,16.261111,30.816667,1.6002,,16.394444,63.113841
US_IA_19191,2021-07-26,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2006,36,0,10356,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,6,,-28,,12.28,9.0,,,9.0,,21.69,,13.51,34.38,,7.37,24.133333,16.661111,31.388889,0.0,,17.533333,66.86807
US_IA_19191,2021-07-27,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2006,36,16,10372,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,12,,-28,,12.64,6.32,7.11,11.85,,7.5,18.96,,7.11,37.92,7.11,7.11,24.244444,18.027778,31.338889,0.0,,19.361111,74.702476
US_IA_19191,2021-07-28,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,7,1,2013,37,1,10373,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,14,,-26,6.13,13.9,7.77,7.36,7.77,6.13,8.18,20.03,,,37.2,8.99,,24.827778,19.627778,30.833333,11.557,,21.9,84.170332
US_IA_19191,2021-07-29,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2013,37,6,10379,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,15,,-26,8.55,9.78,7.74,,6.92,6.11,,14.66,6.11,6.52,41.14,8.15,,26.433333,22.1,29.833333,10.0838,,22.238889,78.100303
US_IA_19191,2021-07-30,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2013,37,5,10384,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,17,,-25,6.38,10.21,8.51,,,6.38,7.23,25.52,,7.23,32.75,13.18,8.08,20.188889,17.472222,25.711111,0.127,,17.35,84.016269
US_IA_19191,2021-07-31,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2013,37,9,10393,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,12,,-21,9.49,9.49,8.49,,,,,22.47,7.49,9.49,32.46,11.48,,20.488889,16.233333,26.566667,0.889,,17.211111,81.849037
US_IA_19191,2021-08-01,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2013,37,0,10393,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-29,,9.02,8.52,10.02,,,,23.05,8.02,11.53,35.08,8.52,11.03,20.516667,15.55,25.255556,1.1176,,14.9,70.460937
US_IA_19191,2021-08-02,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2013,37,0,10393,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,3,,-28,9.11,10.36,,6.21,7.46,6.21,,19.88,,8.28,30.23,9.11,,18.655556,11.644444,25.616667,0.0,,12.45,67.462574
US_IA_19191,2021-08-03,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2013,37,16,10409,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,6,,-26,,11.73,9.55,,,,,16.07,,9.55,37.35,9.55,9.55,19.905556,12.977778,26.683333,0.0,,13.955556,68.830137
US_IA_19191,2021-08-04,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,2,0,2015,37,7,10416,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,8,,-26,,10.9,13.83,,7.96,15.09,,19.7,8.8,,33.11,8.38,,20.933333,14.122222,27.622222,0.0,,15.366667,70.675379
US_IA_19191,2021-08-05,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2015,37,6,10422,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,9,,-25,9.89,11.95,,,9.47,,8.65,23.07,7.0,6.18,31.72,7.0,8.24,20.355556,16.438889,25.7,0.0,,16.627778,79.409472
US_IA_19191,2021-08-06,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2015,37,7,10429,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,8,,-27,,9.97,8.16,,9.97,11.33,,22.66,,8.61,33.53,,,22.111111,18.244444,28.677778,2.6924,,18.827778,81.984515
US_IA_19191,2021-08-07,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2015,37,21,10450,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,20,,-15,,10.79,7.36,,11.28,,,14.23,,,39.24,8.34,10.3,22.716667,19.038889,28.633333,1.016,,20.516667,87.778629
US_IA_19191,2021-08-08,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2015,37,0,10450,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-22,,8.2,,9.16,,,,18.32,7.23,7.23,29.41,10.61,7.23,23.466667,19.805556,27.111111,21.5138,,20.922222,86.090271
US_IA_19191,2021-08-09,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2015,37,0,10450,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,12,,-28,8.83,13.65,,,8.03,,,18.47,6.42,8.43,37.34,8.43,6.83,23.177778,19.372222,28.1,22.1488,,20.283333,84.026368
US_IA_19191,2021-08-10,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2015,37,0,10450,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,15,,-25,,14.65,8.31,,8.31,,9.5,25.34,7.13,8.31,34.84,7.92,6.73,24.3,19.927778,30.366667,4.6482,,22.005556,87.271335
US_IA_19191,2021-08-11,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,10,0,2025,37,23,10473,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,18,,-26,10.57,13.83,8.13,,7.32,6.51,,26.44,,7.32,37.42,6.1,6.1,25.127778,20.938889,30.894444,0.7366,,21.972222,82.974275
US_IA_19191,2021-08-12,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2025,37,0,10473,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,11,,-22,,6.84,,,9.66,,,25.36,7.65,9.66,31.4,,8.86,22.144444,15.8,29.25,0.6858,,16.111111,68.904606
US_IA_19191,2021-08-13,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2025,37,35,10508,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,12,,-31,6.76,13.52,,,9.46,,,17.12,,7.21,31.55,7.66,,20.25,13.2,26.616667,0.0,,12.488889,61.366352
US_IA_19191,2021-08-14,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2025,37,7,10515,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,3,,-22,,14.77,,,,,,21.1,,13.19,29.01,10.02,,18.822222,10.711111,26.855556,0.0,,11.344444,62.088208
US_IA_19191,2021-08-15,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2025,37,0,10515,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-31,10.8,10.31,,7.86,,,,14.73,9.33,,34.38,,,19.938889,12.433333,26.533333,0.0,,13.122222,65.015294
US_IA_19191,2021-08-16,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2025,37,0,10515,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,5,,-28,,15.91,,,8.17,13.76,10.32,28.38,6.88,7.31,40.85,7.31,,19.711111,12.727778,26.411111,0.0,,13.638889,68.294675
US_IA_19191,2021-08-17,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2025,37,14,10529,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,11,,-28,7.83,11.13,7.83,6.59,9.07,10.72,7.42,26.79,,8.24,41.22,10.72,9.07,20.783333,13.972222,28.277778,0.0,,15.644444,72.79804
US_IA_19191,2021-08-18,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,14,0,2039,37,4,10533,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,11,,-26,8.96,18.73,6.51,,14.25,8.55,,19.54,,10.18,37.05,14.25,,22.794444,15.955556,29.8,0.0,,17.772222,73.619287
US_IA_19191,2021-08-19,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2039,37,9,10542,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,9,,-24,,14.3,8.83,8.41,10.93,,,23.55,,9.67,36.59,7.57,,23.505556,17.0,30.438889,0.0,,18.438889,73.532583
US_IA_19191,2021-08-20,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2039,37,17,10559,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,10,,-25,,9.45,9.02,,6.44,7.3,,28.35,9.02,,35.66,7.3,,24.05,18.022222,30.472222,0.0,,19.294444,75.050322
US_IA_19191,2021-08-21,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2039,37,19,10578,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,11,,-17,,13.62,8.07,,7.57,,,20.18,,,28.76,8.07,,23.166667,19.8,28.294444,9.6266,,18.788889,76.774402
US_IA_19191,2021-08-22,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2039,37,0,10578,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-25,6.91,12.9,,,6.91,8.29,6.91,20.74,6.91,,37.79,8.29,,17.833333,11.383333,24.694444,4.9784,,13.033333,73.856305
US_IA_19191,2021-08-23,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2039,37,0,10578,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,10,,-24,5.93,15.41,7.9,,9.48,8.3,,23.31,,7.9,32.4,7.51,6.32,22.044444,16.35,28.905556,4.8006,,18.716667,81.674458
US_IA_19191,2021-08-24,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2039,37,32,10610,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,1,,-26,,11.7,7.45,,5.67,6.03,,23.05,6.03,8.16,32.63,7.09,5.32,23.555556,19.577778,28.65,10.7442,,21.461111,88.265013
US_IA_19191,2021-08-25,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,21,0,2060,37,8,10618,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,6,,-21,7.31,11.92,6.15,,5.77,8.07,6.15,16.92,6.54,6.15,38.45,8.07,,23.138889,18.738889,29.783333,9.144,,20.211111,83.975962
US_IA_19191,2021-08-26,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2060,37,8,10626,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,5,,-18,6.45,11.77,,,7.97,6.83,9.49,16.7,,9.49,40.23,6.45,,21.983333,18.05,27.538889,0.0,,20.144444,89.470783
US_IA_19191,2021-08-27,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2060,37,18,10644,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,7,,-20,,7.38,9.23,,8.49,5.17,,20.31,5.54,6.65,30.28,6.28,6.28,22.372222,19.083333,27.016667,21.844,,20.783333,91.12112
US_IA_19191,2021-08-28,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2060,37,0,10644,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,19,,-13,,14.15,,,,,,22.36,,7.3,26.93,9.13,,23.462963,19.5,28.518519,30.734,,20.475309,83.530447
US_IA_19191,2021-08-29,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2060,37,13,10657,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-22,,16.99,7.22,,7.22,,,21.24,,9.35,34.84,9.77,7.22,23.561728,18.888889,27.981481,5.842,,19.265432,77.211502
US_IA_19191,2021-08-30,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2060,37,0,10657,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,1,,-23,,15.75,6.5,,9.24,5.82,,20.2,5.48,9.59,35.26,7.19,7.53,20.537037,13.95679,27.395062,1.016,,14.987654,70.688763
US_IA_19191,2021-08-31,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2060,37,35,10692,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,6,,-23,6.62,15.88,7.94,5.62,8.27,8.27,7.94,23.82,4.63,6.29,34.41,5.29,4.96,19.944444,15.104938,26.074074,0.084667,,15.728395,76.784824
US_IA_19191,2021-09-01,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,26,0,2086,37,8,10700,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,10,,-22,6.27,13.86,7.26,4.95,9.57,8.91,,21.77,5.61,4.62,29.03,6.27,,19.222222,13.67284,24.814815,0.0,,14.45679,74.09215
US_IA_19191,2021-09-02,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,0,0,2086,37,12,10712,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,5,,-16,11.23,16.18,,5.28,12.55,6.27,,32.69,5.94,4.95,35.66,,,17.222222,12.382716,22.833333,0.0,,13.141975,77.122157
