location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13299,2020-01-01,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,5.08,5.08,,9.66,9.15,6.35,4.57,3.56,11.18,6.1,,5.59,,,5.08,,3.56,3.81,4.32,24.65,6.1,9.15,,4.57,3.81,32.27,,4.32,4.57,3.56,5.84,8.796296,2.506173,16.820988,0.0,0.524691,56.421158
US_GA_13299,2020-01-02,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,5.71,7.47,5.49,10.76,7.25,7.91,5.93,3.95,18.67,7.69,3.29,8.79,5.49,3.95,,4.61,,5.05,10.76,29.44,11.2,9.01,4.61,6.15,5.05,42.62,4.83,9.88,,5.27,6.81,12.987654,4.037037,22.814815,0.0,5.703704,61.447427
US_GA_13299,2020-01-03,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.03,5.37,3.58,7.61,6.26,5.37,4.7,4.92,14.99,10.74,3.58,8.5,,,5.59,5.37,3.36,5.37,8.72,41.17,12.98,7.38,4.03,3.36,7.16,36.24,4.7,8.28,5.37,3.8,5.37,20.938272,16.302469,26.796296,0.0,16.58642,76.438245
US_GA_13299,2020-01-04,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.86,9.9,6.52,8.45,7.49,5.55,4.59,3.86,14.01,7.24,4.11,8.45,3.38,5.31,3.62,5.55,4.59,4.35,6.76,22.21,8.21,5.55,4.35,,4.35,30.18,3.38,4.35,4.83,,5.55,20.358025,15.759259,25.246914,8.0264,16.395062,78.075364
US_GA_13299,2020-01-05,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,,9.69,,4.72,8.45,3.73,3.73,,12.92,5.96,,6.46,3.73,4.47,,4.47,4.22,4.97,6.71,17.64,5.96,7.2,,,,31.55,4.22,7.95,4.72,3.98,,9.604938,2.864198,17.320988,2.935111,-1.246914,46.990744
US_GA_13299,2020-01-06,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.21,7.28,3.0,8.99,6.63,5.14,5.99,5.14,13.05,10.49,4.28,8.35,4.71,,,3.85,,3.21,9.2,22.9,4.28,5.14,3.85,4.71,4.92,37.24,5.35,6.21,,3.0,4.28,8.919753,1.722222,20.098765,0.0,2.493827,64.233807
US_GA_13299,2020-01-07,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.83,6.76,,10.59,5.41,3.61,,,15.32,8.34,3.61,9.69,3.38,5.63,3.83,4.73,4.28,3.38,9.46,26.59,6.31,7.21,4.28,6.08,7.21,34.25,7.66,6.99,5.63,5.86,,11.277778,3.228395,20.104938,0.0,5.901235,69.595851
US_GA_13299,2020-01-08,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.75,7.27,5.73,10.13,6.83,3.75,4.41,4.63,9.47,7.27,3.52,7.93,,4.19,4.19,4.41,3.75,5.29,9.25,27.76,5.73,5.07,3.31,3.97,5.95,34.37,3.97,12.78,3.75,4.85,4.41,9.148148,0.320988,19.166667,0.0,-1.037037,49.278328
US_GA_13299,2020-01-09,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,,9.73,3.32,10.84,5.31,5.75,3.76,,11.06,7.52,,9.73,3.1,5.09,3.76,4.64,,3.1,12.61,29.86,7.74,8.4,6.19,6.19,5.53,36.27,5.75,8.85,9.07,5.53,3.54,9.450617,0.469136,22.530864,0.0,3.907407,68.58472
US_GA_13299,2020-01-10,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.16,6.31,5.41,8.79,6.99,4.51,4.06,3.61,8.34,4.51,,10.15,,4.51,5.86,,4.51,3.38,7.67,27.06,6.54,8.12,,4.74,4.74,34.28,5.19,8.12,3.38,4.51,5.86,18.098765,13.234568,25.055556,0.0,13.0,72.28527
