location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13299,2020-01-11,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.17,8.34,,6.63,3.44,4.42,4.17,6.13,9.82,6.63,,9.57,,5.15,,,,,8.1,24.3,7.36,8.84,3.44,,5.89,41.47,5.4,11.04,4.42,4.91,5.15,21.067901,15.296296,26.160494,0.0,17.617284,80.802597
US_GA_13299,2020-01-12,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,,8.32,3.43,7.83,6.85,3.43,,,13.46,7.59,4.16,11.01,4.89,3.67,,,3.43,,7.1,17.87,5.63,7.1,4.89,6.61,4.65,35.73,3.92,5.63,4.89,5.87,,22.574074,18.191358,27.240741,19.7612,19.191358,81.31774
US_GA_13299,2020-01-13,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.88,6.78,4.84,9.69,7.36,4.26,4.07,2.91,14.73,6.78,3.29,9.3,,4.84,5.04,,3.1,4.65,12.6,19.77,4.26,6.59,6.01,4.26,5.81,34.11,,5.23,5.23,6.2,5.04,20.969136,17.04321,26.876543,0.254,18.438272,85.687909
US_GA_13299,2020-01-14,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.54,8.11,,12.47,7.28,5.41,5.41,4.78,13.31,6.65,3.33,12.68,5.41,3.54,,7.49,,3.74,9.15,27.45,6.24,6.65,6.65,4.78,6.03,35.76,5.2,7.49,3.74,6.65,7.49,20.17284,14.567901,27.475309,0.0,16.697531,80.57589
US_GA_13299,2020-01-15,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.36,8.13,,7.33,7.33,4.36,4.16,3.17,9.32,6.94,3.17,10.71,6.14,5.75,,3.77,3.37,3.96,9.91,21.61,7.14,5.15,4.76,5.55,6.94,32.51,2.97,3.57,,6.54,7.53,20.141975,15.339506,26.820988,0.0,17.253086,83.5761
US_GA_13299,2020-01-16,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.71,8.24,2.88,8.65,7.82,3.91,3.5,3.09,12.77,8.85,4.53,8.03,3.29,3.91,4.32,4.74,,3.09,10.5,26.36,7.62,8.65,5.76,3.29,4.53,35.83,,5.97,5.15,3.91,4.74,20.271605,16.228395,26.308642,0.0,16.944444,81.369839
US_GA_13299,2020-01-17,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.11,11.19,4.11,6.39,6.17,6.17,5.02,,17.13,7.08,3.43,8.22,,3.65,4.8,3.2,3.43,4.11,8.45,20.1,5.25,5.71,4.8,3.2,,37.91,3.43,3.43,5.94,5.94,6.62,14.759259,10.728395,22.018519,0.0,3.024691,45.664377
US_GA_13299,2020-01-18,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.9,7.36,,11.28,6.13,10.54,,,14.22,6.87,4.41,8.09,3.43,3.68,5.15,4.66,,4.66,8.83,21.82,5.39,7.36,4.17,5.64,3.68,35.06,4.41,,4.9,5.39,4.66,13.17284,7.37037,22.95679,0.0,7.561728,68.876218
US_GA_13299,2020-01-19,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,6.18,7.17,4.2,9.89,6.43,5.19,5.44,3.46,14.59,10.14,5.69,9.15,,4.45,5.69,4.94,3.96,6.43,6.18,18.29,8.9,8.16,,4.94,5.44,36.09,,3.71,6.67,3.96,6.43,17.080247,8.882716,21.574074,0.127,12.092593,72.523276
US_GA_13299,2020-01-20,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,7.1,5.72,4.12,11.22,9.84,7.78,8.93,3.43,13.73,9.61,6.18,12.13,5.95,5.04,4.81,3.21,4.12,3.21,8.47,20.14,4.81,5.26,4.58,5.26,6.41,36.4,,5.26,6.87,5.95,5.49,6.425926,1.598765,10.820988,0.056444,-3.685185,48.764603
US_GA_13299,2020-01-21,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.17,7.24,3.29,11.4,8.77,6.8,4.38,,13.81,7.01,3.29,10.52,4.17,5.04,5.92,5.26,4.17,7.01,11.18,23.24,5.7,6.58,4.82,7.01,8.33,44.07,6.58,9.87,6.36,6.36,3.73,2.907407,-1.216049,9.006173,0.0,-5.691358,53.491931
US_GA_13299,2020-01-22,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.75,5.62,,8.0,6.48,6.05,5.83,4.32,13.4,7.56,4.75,11.02,4.11,4.11,4.32,3.02,4.32,8.64,11.45,27.01,5.19,5.62,6.05,7.78,4.11,43.0,,7.13,5.62,4.75,6.91,4.203704,-1.277778,13.253086,0.0,-7.345679,43.277
US_GA_13299,2020-01-23,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,3.77,8.88,6.44,9.32,6.66,,5.33,5.55,16.2,8.88,4.66,11.99,3.77,4.0,3.11,5.33,5.55,6.21,9.1,24.42,5.77,7.55,4.66,6.88,4.88,36.18,5.77,6.88,5.55,8.88,5.77,9.333333,3.802469,15.549383,0.0,2.697531,63.855066
US_GA_13299,2020-01-24,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,2.93,7.82,3.52,12.51,6.45,3.52,4.5,3.71,11.92,5.47,5.28,9.77,,4.5,4.5,3.71,,,11.14,26.97,3.13,6.45,5.86,,4.5,30.29,5.47,7.43,3.52,3.13,2.74,14.691358,8.851852,22.17284,0.7112,12.358025,86.023881
US_GA_13299,2020-01-25,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.75,5.0,,12.75,,,,5.5,17.25,7.0,,6.5,,7.25,3.5,,4.0,4.25,6.75,28.75,4.5,8.5,,,,27.75,4.0,6.0,5.75,,4.75,11.82716,5.08642,19.228395,0.508,6.419753,69.599107
US_GA_13299,2020-01-26,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,,8.29,,8.76,7.58,3.55,4.97,,19.89,10.18,4.26,5.21,5.21,4.74,5.92,5.21,5.21,3.55,5.68,26.76,4.74,9.95,3.31,4.03,3.55,40.02,3.79,7.81,,,4.5,8.969136,1.716049,17.197531,0.0,1.358025,59.209905
US_GA_13299,2020-01-27,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.72,5.11,7.27,9.24,7.67,3.93,6.09,3.34,19.26,6.68,2.75,10.81,3.34,5.11,4.91,2.75,3.15,5.9,9.83,30.66,5.7,7.08,6.49,7.08,4.52,32.23,3.93,6.49,5.11,3.93,7.08,11.882716,5.604938,16.845679,0.254,6.796296,71.31963
US_GA_13299,2020-01-28,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,4.03,6.99,,8.69,8.05,5.08,,,23.52,6.57,6.78,11.23,4.66,5.3,4.66,6.14,4.24,4.45,9.32,32.62,,6.99,4.66,5.08,7.42,34.74,5.51,9.74,4.66,4.66,4.45,10.969136,4.209877,17.67284,0.056444,4.518519,64.616866
US_GA_13299,2020-01-29,ChIJx_MSxXlU5YgRvu0v2DBH0-E,Q498353,geoId/13299,US,United States of America,GA,Georgia,13299,Ware County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35668,17742,17926,4834,4488,4847,4366,4255,4559,4205,2521,1593,420860,31.05,-82.42,908,72.666667,,,,,2.71,4.89,,8.51,6.52,5.61,3.98,3.62,15.21,5.25,4.71,7.96,3.8,5.43,5.43,,2.9,5.25,9.59,31.32,6.52,5.79,6.16,6.52,3.08,32.58,4.34,6.52,3.8,4.34,2.9,7.469136,1.808642,16.450617,0.0,4.04321,79.03278
