location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48031,2020-01-01,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,21.12,29.76,10.727778,8.172222,13.288889,0.0,,0.080247,47.469128
US_TX_48031,2020-01-02,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,28.35,42.52,12.094444,9.811111,16.427778,0.0508,,9.444444,83.47564
US_TX_48031,2020-01-03,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,22.09,34.46,11.422222,6.188889,17.033333,0.0762,,5.506173,67.100613
US_TX_48031,2020-01-04,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,33.72,55.87,10.605556,1.316667,21.538889,0.0,,-1.12963,44.357107
US_TX_48031,2020-01-05,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,22.12,33.62,13.005556,3.666667,24.411111,0.0,,-0.364198,40.436649
US_TX_48031,2020-01-06,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,38.62,29.84,12.8,3.422222,23.761111,0.0,,2.981481,52.231266
US_TX_48031,2020-01-07,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,21.58,30.37,12.133333,1.972222,20.011111,0.0,,-3.45679,33.771082
US_TX_48031,2020-01-08,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,22.78,24.4,9.005556,0.377778,20.227778,0.0,,-2.746914,44.653348
US_TX_48031,2020-01-09,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,25.0,40.33,18.566667,15.894444,23.822222,0.0,,13.425926,71.403542
US_TX_48031,2020-01-10,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,19.39,27.92,20.7,17.711111,24.322222,0.0,,16.530864,76.542282
US_TX_48031,2020-01-11,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,23.04,43.2,11.916667,6.066667,20.2,14.3256,,4.740741,61.307632
US_TX_48031,2020-01-12,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,16.01,37.67,7.138889,0.894444,16.961111,0.2032,,2.555556,72.487068
US_TX_48031,2020-01-13,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,23.76,44.35,12.627778,8.277778,16.938889,0.0,,10.604938,87.37791
US_TX_48031,2020-01-14,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,23.18,38.36,17.183333,14.027778,25.238889,0.5588,,15.567901,89.961668
US_TX_48031,2020-01-15,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,12.77,54.29,21.238889,17.055556,26.333333,0.1016,,18.493827,84.053332
US_TX_48031,2020-01-16,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,29.78,35.89,17.244444,12.427778,23.183333,0.6604,,15.561728,89.066729
US_TX_48031,2020-01-17,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,30.84,38.37,10.655556,8.283333,13.905556,6.5532,,10.160494,95.888132
US_TX_48031,2020-01-18,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,35.8,49.35,15.794444,11.455556,19.183333,2.413,,12.283951,79.376709
US_TX_48031,2020-01-19,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,28.24,38.26,8.588889,2.805556,15.288889,0.0254,,-3.530864,41.960543
US_TX_48031,2020-01-20,ChIJKXidLZmdW4YRKEWOCF7SI-s,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2,,,,,,,11481,5742,5739,1021,1361,1020,1109,1295,1876,2027,1257,515,91933,30.27,-98.4,1848,78.15,,,,,35.73,34.1,7.661111,1.966667,15.338889,0.0,,-3.555556,45.254324
