location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19119,2020-01-01,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,23.83,38.62,-5.077778,-9.327778,0.866667,0.0,69.85,-7.098765,84.510777
US_IA_19119,2020-01-02,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,15.72,29.86,-0.027778,-3.2,1.688889,0.0,69.85,-1.641975,88.826926
US_IA_19119,2020-01-03,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,18.11,48.54,-1.2,-4.022222,1.394444,0.0,59.69,-2.222222,92.687214
US_IA_19119,2020-01-04,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,25.45,34.23,-5.766667,-11.855556,0.405556,0.635,54.61,-7.716049,85.293637
US_IA_19119,2020-01-05,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,21.91,40.57,1.427778,-1.744444,3.722222,0.0,45.72,-2.32716,75.858406
US_IA_19119,2020-01-06,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,29.34,32.27,-2.127778,-5.816667,2.316667,0.0,40.64,-4.518519,83.522089
US_IA_19119,2020-01-07,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,24.02,40.53,-3.011111,-7.516667,1.066667,0.0,30.48,-5.333333,83.870845
US_IA_19119,2020-01-08,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,28.96,36.39,-10.838889,-14.138889,-4.588889,0.0,30.48,-15.407407,68.827155
US_IA_19119,2020-01-09,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,34.16,34.91,-3.444444,-9.105556,0.733333,0.0,40.64,-7.037037,75.572784
US_IA_19119,2020-01-10,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,22.98,20.76,-8.2,-14.027778,-3.522222,0.0,40.64,-10.882716,80.564934
US_IA_19119,2020-01-11,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,27.32,29.02,-17.388889,-20.794444,-12.661111,0.169333,40.64,-21.240741,71.134201
US_IA_19119,2020-01-12,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,13.19,39.57,-12.888889,-18.422222,-6.288889,0.0,40.64,-14.765432,85.393792
US_IA_19119,2020-01-13,ChIJaZvZGzQXjIcRhIHeIaAk99c,Q485791,geoId/19119,US,United States of America,IA,Iowa,19119,Lyon County,US,USA,2,,,,,,,11785,5993,5792,1785,1810,1183,1438,1274,1417,1379,775,724,1646301,43.383333,-96.216667,1522,81.066667,,,24.59,26.04,-6.555556,-11.527778,-2.794444,3.2512,74.93,-7.451389,92.746588
