location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_parks,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MT_30057,2020-01-01,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,15.42,36.12,-1.338889,-5.644444,2.544444,2.652889,180.34,-5.166667,76.736259
US_MT_30057,2020-01-02,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,9.74,15.94,37.19,-1.166667,-4.255556,2.716667,1.975556,149.86,-6.197531,69.863458
US_MT_30057,2020-01-03,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,9.61,26.3,36.41,-2.294444,-6.361111,2.411111,0.056444,129.54,-7.154321,71.658906
US_MT_30057,2020-01-04,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,12.98,28.22,-2.788889,-9.677778,4.066667,0.028222,99.06,-7.203704,71.359041
US_MT_30057,2020-01-05,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,15.67,26.78,38.53,-6.594444,-11.911111,3.422222,0.197556,78.74,-12.166667,65.894771
US_MT_30057,2020-01-06,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,12.95,19.12,33.92,-3.833333,-9.811111,-0.305556,0.225778,78.74,-10.098765,64.328309
US_MT_30057,2020-01-07,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,9.94,21.12,47.82,0.333333,-5.416667,3.766667,0.282222,78.74,-5.030864,69.662438
US_MT_30057,2020-01-08,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,9.62,28.84,34.61,-0.577778,-5.311111,3.877778,0.112889,78.74,-5.32716,70.891578
US_MT_30057,2020-01-09,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,25.87,37.57,-4.055556,-8.122222,1.705556,0.282222,78.74,-7.901235,73.979048
US_MT_30057,2020-01-10,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,24.29,33.01,-11.461111,-20.066667,-2.1,0.762,78.74,-15.364198,72.207622
US_MT_30057,2020-01-11,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,22.86,29.59,-5.8,-10.405556,-1.788889,0.592667,78.74,-9.919753,71.24968
US_MT_30057,2020-01-12,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,17.95,35.18,-4.261111,-8.844444,-0.994444,0.536222,78.74,-9.209877,69.131922
US_MT_30057,2020-01-13,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,17.25,44.44,-6.883333,-11.788889,-2.55,0.592667,,-11.950617,68.086296
US_MT_30057,2020-01-14,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,22.14,37.57,-9.088889,-13.95,-3.588889,0.395111,30.48,-13.030864,72.906944
US_MT_30057,2020-01-15,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,18.82,29.68,-11.927778,-19.55,-3.883333,1.157111,30.48,-15.814815,72.371984
US_MT_30057,2020-01-16,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,16.24,36.01,-11.122222,-19.611111,-1.027778,0.0508,30.48,-15.17284,68.942772
US_MT_30057,2020-01-17,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,20.06,27.18,-3.427778,-8.105556,0.927778,1.382889,30.48,-8.888889,65.719289
US_MT_30057,2020-01-18,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,18.2,41.41,-6.666667,-12.377778,0.5,0.338667,30.48,-12.549383,63.051285
US_MT_30057,2020-01-19,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,10.74,11.93,45.34,-4.955556,-11.044444,0.705556,0.112889,,-9.333333,69.996443
US_MT_30057,2020-01-20,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,28.64,32.37,-7.58642,-13.722222,2.259259,0.028222,,-11.597222,71.338786
US_MT_30057,2020-01-21,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,32.41,37.14,-2.388889,-9.755556,4.35,0.0,,-7.067901,70.149208
US_MT_30057,2020-01-22,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,25.17,52.43,-1.177778,-8.494444,4.866667,0.451556,,-6.055556,69.458832
US_MT_30057,2020-01-23,ChIJ8yGmxGaHWlMRK_HUH7YfMjI,Q496596,geoId/30057,US,United States of America,MT,Montana,30057,Madison County,US,USA,2,,,,,,,8291,4365,3926,674,738,747,897,833,1206,1753,1010,433,1740635,45.3,-111.92,9331,84.133333,,,,,27.09,39.65,-1.894444,-6.961111,3.388889,0.141111,,-6.320988,72.423121
