location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OR_41023,2020-01-01,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,30.63,6.372222,1.105556,10.477778,3.9878,,1.659722,73.103473
US_OR_41023,2020-01-02,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,4.2,1.288889,9.711111,1.0668,,-1.326389,65.827336
US_OR_41023,2020-01-03,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,34.54,3.3,-0.561111,8.883333,1.3716,,-0.583333,76.451906
US_OR_41023,2020-01-04,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,41.42,5.3,0.388889,9.555556,0.0,,-2.722222,57.031752
US_OR_41023,2020-01-05,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,1.072222,-2.905556,8.505556,0.338667,,-4.0,68.669078
US_OR_41023,2020-01-06,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,2.544444,-2.705556,7.688889,0.5588,,-2.347222,71.185269
US_OR_41023,2020-01-07,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,4.805556,-0.377778,9.877778,0.9144,,-1.25,66.782046
US_OR_41023,2020-01-08,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,25.25,3.894444,-0.333333,9.622222,0.028222,,-1.888889,66.627838
US_OR_41023,2020-01-09,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,34.7,0.377778,-3.666667,6.216667,2.8448,,-3.0,77.176298
US_OR_41023,2020-01-10,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,29.43,-1.472222,-6.633333,3.905556,0.3302,,-5.0625,76.856554
US_OR_41023,2020-01-11,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,2.861111,-4.211111,5.716667,1.1176,,-2.027778,71.381824
US_OR_41023,2020-01-12,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,1.8,-0.988889,5.522222,3.4798,,-2.944444,70.089776
US_OR_41023,2020-01-13,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,38.56,-0.188889,-3.672222,4.938889,2.6924,,-4.6875,71.708325
US_OR_41023,2020-01-14,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,28.32,-2.738889,-7.011111,2.05,4.4196,,-5.791667,80.9827
US_OR_41023,2020-01-15,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,-6.038889,-13.427778,1.372222,1.0414,50.8,-10.5625,70.183829
US_OR_41023,2020-01-16,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,33.87,0.1,-5.711111,4.488889,0.127,50.8,-6.270833,63.078113
US_OR_41023,2020-01-17,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,-3.411111,-10.861111,4.105556,2.032,30.48,-6.791667,76.443995
US_OR_41023,2020-01-18,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,40.96,-0.516667,-6.955556,4.011111,0.1016,78.74,-4.666667,73.860756
US_OR_41023,2020-01-19,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,32.75,-0.111111,-5.822222,5.794444,0.7366,50.8,-4.118056,73.934378
US_OR_41023,2020-01-20,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,45.95,2.266667,-1.65,5.811111,0.0,,-3.736111,66.811774
US_OR_41023,2020-01-21,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,39.79,2.516667,-1.422222,6.483333,0.2286,,-2.076389,73.481664
US_OR_41023,2020-01-22,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,31.58,0.983333,-3.161111,6.055556,1.0922,,-1.666667,82.580665
US_OR_41023,2020-01-23,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,31.91,4.083333,-1.094444,9.027778,2.878667,,1.444444,83.664503
US_OR_41023,2020-01-24,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,31.35,5.744444,1.894444,9.916667,2.794,,2.395833,79.314169
US_OR_41023,2020-01-25,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,38.63,4.533333,0.683333,10.122222,1.4224,,1.340278,78.967806
US_OR_41023,2020-01-26,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,5.444444,2.066667,10.038889,3.175,,2.652778,83.347463
US_OR_41023,2020-01-27,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,42.97,3.444444,-0.438889,8.638889,3.9624,,0.368056,80.785259
US_OR_41023,2020-01-28,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,45.16,5.477778,0.75,8.616667,3.683,,2.194444,80.50337
US_OR_41023,2020-01-29,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,2.733333,-1.0,8.205556,2.8702,,0.319444,83.624489
US_OR_41023,2020-01-30,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,28.88,3.055556,-1.45,7.222222,3.7338,,0.972222,86.787407
US_OR_41023,2020-01-31,ChIJIeT5UANWo1QRP9XQxVzdhMM,Q484378,geoId/41023,US,United States of America,OR,Oregon,41023,Grant County,US,USA,2,,,,,,,7188,3636,3552,699,709,605,717,729,945,1291,950,543,1837113,44.43841,-118.89173,11731,81.4,,,,,5.688889,-0.177778,12.683333,0.4064,,1.784722,76.932677
