location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47099,2020-01-01,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,6.03,10.85,,16.58,5.73,4.22,6.03,7.54,22.31,12.96,5.43,10.25,6.03,6.03,6.03,5.73,7.24,6.03,34.67,10.25,11.15,4.82,5.43,,40.4,,6.93,6.93,6.63,6.93,4.772222,-1.161111,12.138889,0.0,,-2.952381,57.246544
US_TN_47099,2020-01-02,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,7.62,9.04,,10.73,9.32,7.62,7.62,,20.05,16.09,6.49,12.42,5.08,7.62,6.21,4.8,7.34,11.86,35.58,11.29,7.62,3.95,5.65,6.78,48.85,5.08,9.32,12.14,5.93,4.8,9.322222,6.327778,12.216667,0.254,,4.198413,71.031182
US_TN_47099,2020-01-03,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,5.77,4.9,,12.4,7.5,,6.34,7.5,21.92,12.4,,10.67,7.21,9.52,6.06,5.77,5.77,11.54,34.03,4.04,10.1,6.06,5.48,5.48,55.09,,9.52,,6.63,8.36,12.938889,10.888889,15.705556,45.268444,,12.357143,97.018738
US_TN_47099,2020-01-04,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,6.17,9.99,4.41,8.81,7.05,6.46,5.87,4.11,18.5,11.46,5.58,9.69,7.05,5.87,4.99,6.17,7.93,7.34,26.14,7.93,9.4,5.29,4.7,5.87,37.01,6.76,,7.34,5.87,5.58,9.505556,3.333333,14.383333,6.124222,,6.404762,81.038182
US_TN_47099,2020-01-05,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,6.33,6.33,,11.45,6.03,7.23,8.13,8.43,16.87,5.72,4.82,9.94,6.03,,,8.13,5.42,8.43,30.73,6.63,9.64,,,5.42,49.1,,8.43,5.42,4.22,6.33,3.477778,-2.655556,13.244444,1.9558,,-1.666667,68.825729
US_TN_47099,2020-01-06,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,6.94,7.81,,13.89,9.55,4.63,6.94,4.05,24.3,8.1,5.5,12.15,4.63,8.1,7.81,4.34,5.5,13.6,33.27,6.37,8.68,5.5,5.79,6.37,52.08,7.81,6.08,5.21,6.94,4.92,6.65,-0.594444,15.25,0.0,,1.873016,72.700823
US_TN_47099,2020-01-07,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,5.93,10.67,5.34,8.89,9.19,6.82,7.71,6.52,19.56,11.26,6.52,10.97,4.15,5.04,5.93,6.22,,10.97,30.83,6.52,9.48,7.41,,9.48,48.32,6.22,10.08,6.82,6.52,4.74,9.605556,4.2,13.361111,0.451556,,2.269841,60.705585
US_TN_47099,2020-01-08,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,6.26,9.54,,13.41,9.83,8.05,5.66,5.96,19.07,9.54,5.66,15.79,4.17,9.83,5.36,,6.85,9.83,40.23,8.34,5.96,,5.96,7.75,47.08,6.85,14.01,5.96,8.05,6.26,5.577778,-2.038889,15.844444,0.0,,-2.571429,55.188747
US_TN_47099,2020-01-09,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,4.42,11.79,,15.62,10.91,8.84,9.14,,19.16,9.73,6.78,13.56,,11.2,5.89,7.66,8.84,12.68,36.26,7.37,7.07,7.07,7.96,10.61,45.1,6.49,14.74,9.14,6.78,7.66,7.172222,0.172222,16.077778,0.0,,-1.642857,53.602117
US_TN_47099,2020-01-10,ChIJE8okJrsrY4gRDo11VFUSHSI,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2,,,,,,,43388,21273,22115,5909,5890,5222,4886,5261,5933,5021,3445,1821,1848185,35.22,-87.39,1600,74.963636,,,,,7.68,11.09,,13.94,8.82,8.82,6.83,4.55,18.49,9.39,,7.11,,,4.27,5.4,,12.51,34.13,7.11,9.67,,4.83,7.11,43.52,6.26,9.39,7.39,7.96,7.11,15.816667,13.561111,18.672222,0.0,,8.920635,63.541591
