location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17075,2020-06-16,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,139,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,10,-19,,,15.28,5.21,,,6.25,7.29,25.0,,14.58,28.47,11.46,,21.533333,13.244444,29.144444,0.0,10.864198,50.818977
US_IL_17075,2020-06-17,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,3,0,142,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,7,-23,,7.59,11.74,6.21,,,10.01,8.97,23.82,,9.67,35.9,8.63,5.52,23.074074,15.092593,30.08642,0.0,12.701389,51.977988
US_IL_17075,2020-06-18,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,142,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,6,-22,,9.05,6.26,6.26,,,12.18,6.96,20.18,7.31,6.61,39.67,10.44,,24.203704,15.580247,31.135802,0.0,12.763889,48.659216
US_IL_17075,2020-06-19,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,143,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,23,-24,,6.2,10.2,9.11,,5.83,8.38,,20.77,,5.47,34.98,8.02,,26.566667,19.133333,32.716667,0.0,14.790123,48.550358
US_IL_17075,2020-06-20,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,143,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,15,-3,,,6.8,,7.88,,,6.08,19.69,,7.52,31.86,6.08,10.38,25.761111,18.483333,32.583333,1.651,16.679012,57.217458
US_IL_17075,2020-06-21,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,143,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,17,-6,,5.81,8.72,,5.09,,,9.81,16.71,5.81,10.17,41.06,9.45,5.81,22.55,19.627778,28.3,10.385778,19.888889,84.701418
US_IL_17075,2020-06-22,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,143,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,20,-21,,7.06,8.07,8.07,,,9.08,8.4,23.19,,13.78,35.97,10.76,8.07,23.761111,18.438889,30.722222,1.806222,19.58642,77.979883
US_IL_17075,2020-06-23,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,143,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,9,-22,,7.23,11.02,5.17,10.33,,,11.02,19.97,7.58,9.99,37.88,12.05,7.92,20.455556,16.85,25.794444,16.820444,15.851852,74.888008
US_IL_17075,2020-06-24,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,144,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,19,-20,,4.92,10.89,9.13,7.38,,6.32,5.97,21.07,5.62,15.8,42.15,12.29,8.43,20.005556,14.188889,26.172222,0.3048,13.432099,65.512617
US_IL_17075,2020-06-25,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,5,0,149,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,10,-20,,5.99,12.68,7.4,7.05,6.69,7.75,7.4,21.14,,12.68,33.12,14.09,4.93,21.877778,14.355556,29.272222,0.254,14.104938,61.572459
US_IL_17075,2020-06-26,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,6,0,155,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,18,-23,,8.12,14.47,,6.71,5.29,10.59,6.0,14.82,5.65,14.82,32.83,13.77,6.71,24.227778,17.061111,32.344444,1.27,17.604938,67.078358
US_IL_17075,2020-06-27,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,156,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,19,-2,,10.94,10.56,10.56,,6.04,7.92,,19.99,,13.96,42.62,10.56,,24.788889,20.427778,30.527778,12.276667,21.012346,79.840028
US_IL_17075,2020-06-28,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,156,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,24,5,,,11.37,8.07,,10.27,7.7,,18.33,,12.47,35.56,13.93,6.6,24.138889,20.266667,29.561111,7.5438,21.382716,84.704959
US_IL_17075,2020-06-29,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,157,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,14,-20,,6.49,10.59,7.52,,5.47,8.88,9.23,20.16,7.52,8.54,37.93,6.49,4.78,26.2,21.911111,31.811111,0.818444,23.265432,83.999931
US_IL_17075,2020-06-30,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,157,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,11,-24,,,9.45,6.3,5.25,5.6,12.25,10.5,22.39,5.95,17.85,39.19,10.5,5.6,25.261111,21.183333,30.588889,2.31775,21.895062,81.51498
US_IL_17075,2020-07-01,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,157,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,19,-22,,7.95,10.71,6.57,6.57,6.22,,6.57,22.47,4.84,7.26,34.56,8.64,6.91,24.983333,19.994444,30.661111,0.5715,21.666667,81.374331
US_IL_17075,2020-07-02,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,159,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,22,-25,,7.73,13.0,,5.62,,8.78,7.73,21.43,4.92,11.94,36.53,8.78,8.78,26.15,19.927778,31.633333,0.0,19.148148,65.47567
US_IL_17075,2020-07-03,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,160,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,18,-49,,7.09,14.19,7.09,,5.6,,,22.77,,15.68,33.6,8.21,,25.777778,19.211111,31.988889,0.0,18.277778,63.270355
US_IL_17075,2020-07-04,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,161,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,-18,-25,,,10.28,14.8,8.22,,6.99,,20.97,,12.75,29.6,8.63,9.87,26.072222,18.883333,32.577778,0.0,18.611111,63.560752
US_IL_17075,2020-07-05,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,162,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,42,-10,,12.34,9.35,,9.35,,5.61,8.98,23.19,7.48,14.96,30.67,18.7,5.98,26.472222,20.044444,32.694444,0.3302,20.240741,68.917714
US_IL_17075,2020-07-06,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,164,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,38,-29,,8.14,12.21,7.12,6.45,5.09,7.46,5.09,22.39,6.45,9.84,36.98,9.84,10.86,27.466667,20.833333,33.194444,0.0,19.851852,63.384931
US_IL_17075,2020-07-07,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,3,0,167,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,11,-25,,12.6,18.04,6.47,5.11,5.79,8.17,11.57,22.81,,17.02,38.13,12.94,7.49,27.277778,21.011111,33.55,0.834571,21.555556,70.991851
US_IL_17075,2020-07-08,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,168,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,16,-26,,8.96,17.91,7.23,5.86,8.27,10.68,11.71,25.14,,14.81,31.69,12.4,4.82,26.983333,20.85,33.394444,0.635,21.469136,71.855207
US_IL_17075,2020-07-09,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,170,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,9,-26,,8.2,16.39,6.49,4.78,9.22,11.96,8.54,22.2,,12.98,38.94,8.88,7.86,25.966667,20.472222,32.466667,4.6355,21.604938,77.013774
US_IL_17075,2020-07-10,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,172,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,24,-26,,6.36,15.18,,6.71,5.65,9.18,,15.18,,15.54,40.96,9.89,,25.577778,21.011111,30.366667,8.128,20.759259,74.867475
US_IL_17075,2020-07-11,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,3,0,175,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,19,1,,,11.71,6.95,,8.41,8.78,,19.02,5.49,15.73,38.04,12.44,7.32,23.55,17.483333,30.077778,0.544286,18.574074,73.808018
US_IL_17075,2020-07-12,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,175,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,20,-3,,8.25,12.56,8.61,6.82,,,6.1,20.09,6.1,15.43,40.91,7.18,5.02,22.018519,17.055556,28.111111,20.537714,18.923611,82.470718
US_IL_17075,2020-07-13,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,176,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,12,-26,,7.32,13.6,7.67,,9.06,6.62,8.37,23.7,4.88,8.37,44.97,13.6,8.71,21.766667,15.127778,27.727778,3.048,16.197531,70.631475
US_IL_17075,2020-07-14,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,176,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,5,-25,,6.49,14.34,,,,8.87,5.12,25.94,,11.26,37.55,13.31,,22.211111,15.6,28.438889,0.0,17.123457,72.813815
US_IL_17075,2020-07-15,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,3,0,179,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,10,-24,,7.51,11.11,7.84,,7.51,10.45,9.15,23.52,5.23,13.06,33.64,12.41,8.17,23.683333,18.177778,28.75,5.624286,19.765432,78.787223
US_IL_17075,2020-07-16,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,181,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,15,-22,,8.15,16.65,4.76,7.13,5.44,9.85,5.44,25.82,5.44,10.53,34.32,10.53,,23.016667,19.205556,28.083333,19.594286,20.296296,84.531838
US_IL_17075,2020-07-17,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,-1,0,180,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,19,-24,,7.54,9.33,,7.54,9.33,7.54,,23.32,6.82,10.77,27.27,11.84,5.38,23.627778,17.144444,29.822222,0.0,19.987654,80.011369
US_IL_17075,2020-07-18,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,180,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,23,-3,,7.36,11.23,6.58,6.2,6.58,8.13,6.2,15.87,6.58,11.62,33.3,10.07,7.74,26.077778,21.177778,31.538889,0.0,23.117284,83.746305
US_IL_17075,2020-07-19,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,181,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,15,-6,,5.4,16.21,,,6.48,8.28,,22.69,,9.36,34.57,7.56,6.84,26.444444,22.505556,30.25,5.370286,23.302469,83.299609
US_IL_17075,2020-07-20,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,181,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,21,-23,,5.19,12.81,9.0,5.19,6.92,7.96,7.62,22.85,6.58,14.54,37.05,13.5,5.54,23.972222,19.783333,28.944444,5.0165,19.950617,78.56434
US_IL_17075,2020-07-21,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,181,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,13,-23,,7.0,10.99,8.0,7.0,5.33,8.33,4.66,25.32,5.66,11.66,38.65,8.66,5.66,23.255556,20.188889,27.677778,5.0165,20.919753,86.627648
US_IL_17075,2020-07-22,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,20,0,201,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,6,-24,,5.83,9.61,10.29,7.55,8.92,7.89,11.32,22.3,8.58,6.86,34.99,9.26,5.49,23.755556,20.655556,29.155556,9.115778,21.703704,87.925914
US_IL_17075,2020-07-23,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,0,202,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,10,-25,,8.25,7.91,5.16,5.5,11.0,9.62,10.31,26.12,8.25,9.62,40.9,12.03,7.91,23.183333,17.577778,27.772222,0.0508,19.098765,77.99489
US_IL_17075,2020-07-24,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,3,0,205,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,15,-23,,6.15,9.05,6.15,,7.6,7.24,5.79,18.09,6.88,7.96,31.12,11.22,,22.338889,16.183333,28.555556,0.0,17.981481,76.178674
US_IL_17075,2020-07-25,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,205,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,22,0,,,11.43,,,6.7,,5.91,24.04,5.91,8.67,35.07,10.24,,23.444444,16.583333,30.105556,0.0,19.549383,78.672259
US_IL_17075,2020-07-26,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,5,0,210,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,23,-6,,,12.19,,,6.81,10.76,,22.59,,10.04,35.5,9.32,7.17,26.272222,19.877778,32.583333,0.0,22.802469,81.307333
US_IL_17075,2020-07-27,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,9,0,219,5,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,14,-24,,6.3,11.94,10.94,8.95,5.64,6.63,5.64,19.9,5.97,12.93,29.18,13.27,6.63,25.694444,22.316667,31.027778,5.04825,23.487654,87.383375
US_IL_17075,2020-07-28,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,16,2,235,7,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,13,-23,,,9.57,5.81,12.99,9.23,11.28,5.47,17.78,6.5,10.26,33.85,9.91,5.13,23.244444,16.511111,29.311111,3.2004,18.234568,73.373689
US_IL_17075,2020-07-29,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,5,0,240,7,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,16,-26,,7.23,11.36,5.16,9.98,6.88,9.29,7.23,24.43,,11.7,36.13,13.77,7.57,24.005556,17.411111,30.416667,0.0,19.382716,75.045568
US_IL_17075,2020-07-30,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,240,7,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,14,-26,,8.77,11.47,7.08,10.12,9.45,9.11,5.74,19.57,6.75,14.51,49.25,8.77,5.74,23.427778,20.688889,28.327778,2.95275,21.08642,87.01503
US_IL_17075,2020-07-31,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,240,7,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,23,-22,,7.0,11.9,9.1,,9.1,8.4,6.3,22.05,,12.6,38.5,8.05,9.1,22.288889,18.327778,26.916667,11.825111,17.740741,76.31809
US_IL_17075,2020-08-01,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,5,0,245,7,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,17,-5,,9.32,11.19,,7.08,7.46,10.44,7.83,19.02,,9.32,36.92,9.32,,20.772222,18.738889,24.416667,4.027714,17.907407,83.497366
US_IL_17075,2020-08-02,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,10,0,255,7,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,18,-1,,5.73,10.02,,5.37,7.52,19.69,8.95,19.33,6.09,8.95,31.86,,8.95,21.222222,17.016667,27.783333,14.732,17.820988,80.843549
US_IL_17075,2020-08-03,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,-6,0,249,7,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,16,-21,,7.71,13.74,4.69,10.39,10.39,11.06,5.7,19.1,,6.03,33.17,7.37,,19.95679,16.296296,25.481481,0.181429,17.472222,85.609127
US_IL_17075,2020-08-04,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,1,2,250,9,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,5,-22,,7.31,11.83,8.01,,9.05,10.44,,22.62,5.22,6.61,37.24,10.09,5.22,18.766667,14.4,23.194444,0.0,13.240741,70.378511
US_IL_17075,2020-08-05,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,0,0,250,9,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,10,-20,,10.17,8.77,5.96,,9.12,10.52,6.66,22.09,,12.62,35.07,12.62,4.91,16.838889,9.661111,24.172222,0.0,11.209877,69.21447
US_IL_17075,2020-08-06,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,252,9,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,9,-25,,7.88,11.1,,,5.01,11.46,6.09,18.62,5.01,8.95,33.3,10.02,6.44,18.55,11.677778,25.505556,0.0,13.376543,71.422883
US_IL_17075,2020-08-07,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,5,2,257,11,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,24,-25,,5.5,13.93,,8.06,,8.8,9.9,21.63,,,37.39,10.27,,20.038889,12.438889,26.994444,0.0,14.67284,70.869191
US_IL_17075,2020-08-08,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,4,0,261,11,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,20,4,,8.43,11.88,6.52,,6.52,9.97,7.28,19.55,,9.58,28.75,12.65,8.05,21.483333,14.644444,28.866667,0.0,16.895062,74.93103
US_IL_17075,2020-08-09,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,263,11,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,24,2,,6.81,7.53,8.61,5.74,5.02,5.38,,20.08,8.61,12.55,33.35,11.83,8.96,24.355556,18.216667,29.983333,0.0,20.876543,80.814356
US_IL_17075,2020-08-10,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,2,0,265,11,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,32,-25,,5.47,15.38,7.18,8.55,5.81,6.84,6.84,24.27,5.81,18.12,35.56,14.36,5.81,25.466667,20.394444,32.244444,6.6675,22.895062,85.533859
