location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53013,2020-01-01,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,9.179012,3.234568,12.376543,5.898444,,3.314815,67.375284
US_WA_53013,2020-01-02,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,6.580247,4.253086,11.950617,0.41275,,0.080247,63.56582
US_WA_53013,2020-01-03,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,6.604938,2.685185,11.450617,3.019778,,1.135802,69.191228
US_WA_53013,2020-01-04,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,7.660494,3.438272,12.061728,0.0,,-1.530864,52.968901
US_WA_53013,2020-01-05,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,3.617284,-0.018519,11.111111,0.47625,,-3.111111,61.913827
US_WA_53013,2020-01-06,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,5.45679,0.17284,10.333333,0.931333,,-0.82716,64.840413
US_WA_53013,2020-01-07,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,9.117284,3.561728,11.759259,2.229556,,1.049383,58.411192
US_WA_53013,2020-01-08,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,6.401235,3.635802,11.5,0.451556,,-0.018519,63.894697
US_WA_53013,2020-01-09,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,1.839506,-2.080247,7.919753,2.906889,,-2.259259,74.951529
US_WA_53013,2020-01-10,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,-0.41358,-5.438272,4.753086,0.366889,,-3.944444,77.424076
US_WA_53013,2020-01-11,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,5.006173,-2.740741,7.302469,1.87325,,-0.382716,68.974741
US_WA_53013,2020-01-12,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,4.055556,2.203704,7.049383,5.2705,,-1.222222,69.218959
US_WA_53013,2020-01-13,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,0.302469,-3.537037,5.524691,3.65125,129.54,-3.839506,74.01648
US_WA_53013,2020-01-14,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,-5.111111,-7.95679,1.08642,5.2705,149.86,-7.851852,81.375982
US_WA_53013,2020-01-15,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,-6.191358,-11.864198,-0.592593,1.5875,90.17,-10.197531,73.779448
US_WA_53013,2020-01-16,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,-0.925926,-8.067901,4.216049,0.15875,74.93,-5.382716,72.334928
US_WA_53013,2020-01-17,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,-2.67284,-9.0,4.339506,2.398889,54.61,-5.382716,81.758369
US_WA_53013,2020-01-18,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,-0.234568,-5.320988,3.740741,0.0,64.77,-3.660494,78.042982
US_WA_53013,2020-01-19,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,1.580247,-2.728395,6.283951,0.790222,50.8,-2.018519,77.75484
US_WA_53013,2020-01-20,ChIJTYCbzZz3oVQRVZ8AFG2HS34,Q156253,geoId/53013,US,United States of America,WA,Washington,53013,Columbia County,US,USA,2,,,,,,,,,,,,,,,,,,,,4002,1948,2054,384,445,378,417,382,568,669,494,265,1150530,46.3,-117.92,2262,79.0,1.87037,-1.055556,5.358025,0.0,,-1.975309,77.084415
