location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NY_36099,2020-01-01,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,6.25,5.29,5.53,11.53,7.69,4.57,4.08,3.6,24.03,4.33,9.85,4.08,4.33,4.57,,5.29,3.85,4.57,,6.97,4.81,19.7,6.49,6.97,4.57,4.33,,42.53,,4.81,6.49,,,-0.271605,-1.345679,4.024691,0.790222,,-5.388889,68.492854
US_NY_36099,2020-01-02,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,4.68,8.43,7.03,11.24,10.07,5.15,5.15,4.21,15.22,3.51,4.21,,8.2,7.49,3.75,5.15,,3.28,,5.39,6.56,23.88,8.43,6.32,,3.28,7.26,40.74,7.03,5.62,4.92,4.21,4.21,1.833333,-4.407407,8.87037,0.084667,,-5.095238,59.698791
US_NY_36099,2020-01-03,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,6.39,7.07,3.88,9.81,8.21,6.85,6.16,4.56,15.29,,10.5,,5.02,7.53,,4.79,5.25,3.19,3.88,3.65,7.76,23.05,4.34,4.56,5.02,4.56,,40.16,,5.25,4.56,5.71,5.71,6.074074,0.339506,8.759259,0.056444,,1.531746,72.584588
US_NY_36099,2020-01-04,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,4.24,7.54,3.77,9.42,5.89,6.83,5.89,4.95,21.43,4.0,9.66,,4.71,5.42,4.71,6.59,4.47,5.18,,4.71,9.19,23.79,5.18,5.65,,3.77,4.0,40.04,,5.18,6.59,,5.18,3.234568,0.290123,7.728395,2.173111,30.48,1.714286,89.290084
US_NY_36099,2020-01-05,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,4.26,5.21,4.26,7.81,9.94,4.97,4.5,,14.2,3.79,7.58,4.26,6.63,7.81,5.45,6.63,4.73,,3.79,3.31,4.5,18.46,8.05,7.81,7.1,,,37.64,3.79,5.92,,,4.73,-0.154321,-1.253086,4.320988,4.967111,30.48,-4.174603,74.228572
US_NY_36099,2020-01-06,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,6.38,5.11,6.17,6.17,8.94,6.17,8.94,,14.9,3.83,10.0,3.83,5.32,8.3,4.89,5.32,2.98,4.47,4.04,,7.02,20.64,5.53,5.75,3.19,3.4,6.6,39.16,2.98,4.68,4.26,3.83,3.83,0.777778,-1.765432,3.419753,1.072444,40.64,-3.825397,70.801965
US_NY_36099,2020-01-07,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,3.54,7.9,4.78,7.07,12.89,4.58,6.45,3.12,13.73,3.74,5.2,,4.58,6.24,3.54,4.58,,,4.37,5.2,5.2,19.14,5.82,5.2,4.37,4.99,7.49,38.89,,7.7,7.49,,,-0.12963,-4.734568,3.475309,1.298222,40.64,-5.603175,65.475739
US_NY_36099,2020-01-08,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,3.51,9.09,4.75,10.13,8.27,4.13,4.96,4.34,15.91,4.13,9.51,,4.96,9.71,4.55,4.13,3.72,,3.72,5.37,9.51,24.59,5.79,6.61,3.72,,6.61,38.86,2.89,8.68,5.99,3.31,4.34,-1.734568,-6.141975,1.506173,0.169333,114.3,-6.261905,71.540279
US_NY_36099,2020-01-09,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,5.35,4.12,,9.47,5.56,4.73,5.56,,16.46,3.91,5.97,,4.32,8.03,5.14,4.73,6.17,4.32,,3.29,5.14,24.49,5.35,4.73,3.09,3.09,3.7,35.6,3.09,8.44,7.61,5.35,,-6.746914,-11.160494,-0.228395,0.762,99.06,-12.785714,61.903638
US_NY_36099,2020-01-10,ChIJb3YJ9Mu_0IkRI_EdkL1zPc0,Q71136,geoId/36099,US,United States of America,NY,New York,36099,Seneca County,US,USA,2,,,,,,,34246,17923,16323,3654,3896,4749,4151,3881,4992,4611,2753,1559,1837995,42.79,-76.83,842,80.65,,,,,,,5.27,6.68,9.93,6.08,3.04,3.24,6.68,16.0,4.86,10.53,,5.88,9.52,3.04,6.28,4.05,,,5.47,5.27,24.51,,6.48,6.89,5.67,3.65,32.82,5.88,7.09,6.68,4.25,,2.265432,-6.376543,7.246914,0.479778,30.48,-4.103175,62.662426
