location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13191,2020-01-11,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,29.17,38.89,20.395062,15.919753,24.006173,0.127,,18.018519,86.247231
US_GA_13191,2020-01-12,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,14.69,46.83,21.728395,18.438272,26.154321,0.889,,19.453704,86.412853
US_GA_13191,2020-01-13,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,29.22,26.85,21.617284,18.925926,25.864198,1.495778,,19.472222,86.564165
US_GA_13191,2020-01-14,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,30.07,48.77,20.339506,16.135802,26.654321,0.0,,17.731481,85.467067
US_GA_13191,2020-01-15,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,14.63,22.77,39.03,21.518519,17.648148,27.919753,0.225778,,17.685185,79.607652
US_GA_13191,2020-01-16,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,20.83,52.06,20.660494,17.203704,26.759259,0.0,,16.777778,79.86012
US_GA_13191,2020-01-17,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,13.94,20.13,31.75,15.006173,11.302469,23.987654,0.0,,1.62963,43.542873
US_GA_13191,2020-01-18,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,22.13,26.74,38.72,13.802469,9.740741,20.524691,0.0,,7.203704,67.63544
US_GA_13191,2020-01-19,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,23.47,51.45,17.444444,10.5625,20.444444,0.042333,,12.537037,73.200519
US_GA_13191,2020-01-20,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,15.8,36.26,46.48,7.623457,4.018519,13.493827,0.0,,-3.407407,47.312947
US_GA_13191,2020-01-21,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,15.0,25.0,50.84,4.123457,1.191358,8.87037,0.0,,-6.314815,49.825481
US_GA_13191,2020-01-22,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,29.23,40.19,5.117284,0.518519,12.54321,0.0,,-6.675926,43.112358
US_GA_13191,2020-01-23,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,42.02,33.8,9.623457,5.314815,13.487654,0.0,,3.601852,70.547227
US_GA_13191,2020-01-24,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,23.69,41.92,14.808642,9.969136,20.58642,1.016,,12.75,89.93406
US_GA_13191,2020-01-25,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,40.6,49.51,13.54321,7.444444,18.839506,1.7145,,7.342593,68.699346
US_GA_13191,2020-01-26,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,31.93,50.31,10.12963,3.611111,17.506173,0.0,,1.666667,57.700513
US_GA_13191,2020-01-27,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,44.63,41.2,12.537037,6.808642,17.185185,0.6985,,6.638889,69.226502
US_GA_13191,2020-01-28,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,24.54,36.38,32.15,11.677778,6.655556,16.394444,0.0254,,5.380952,66.424344
US_GA_13191,2020-01-29,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,55.09,46.35,8.882716,3.919753,15.919753,0.036286,,5.203704,81.428074
US_GA_13191,2020-01-30,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,14.64,35.79,35.79,11.697531,7.191358,15.185185,7.112,,8.166667,80.943982
US_GA_13191,2020-01-31,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,35.57,37.05,11.246914,9.216049,14.814815,0.47625,,7.398148,81.825861
US_GA_13191,2020-02-01,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,17.22,39.22,35.39,8.537037,7.37037,11.524691,4.445,,6.694444,91.508446
US_GA_13191,2020-02-02,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,31.92,45.23,10.574074,5.666667,17.820988,0.0,,4.25,66.435089
US_GA_13191,2020-02-03,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,13.54,39.83,36.65,13.62963,5.740741,23.5,0.0,,4.805556,56.323625
US_GA_13191,2020-02-04,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,30.53,42.4,14.45679,7.333333,21.839506,0.0,,9.592593,73.682792
US_GA_13191,2020-02-05,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,30.43,27.05,17.228395,10.679012,24.432099,0.0,,12.703704,75.671504
US_GA_13191,2020-02-06,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,11.89,34.09,47.56,20.598765,15.277778,25.617284,1.923143,,16.87963,79.160909
US_GA_13191,2020-02-07,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,24.96,33.28,15.648148,10.895062,24.808642,24.511,,7.601852,60.647612
US_GA_13191,2020-02-08,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,42.69,56.92,9.012346,2.506173,16.481481,0.028222,,1.037037,59.900813
US_GA_13191,2020-02-09,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,16.76,28.87,40.05,11.08642,4.864198,16.117284,0.0,,4.675926,67.415513
US_GA_13191,2020-02-10,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,52.35,28.56,15.407407,7.969136,24.179012,0.0,,10.592593,75.979801
US_GA_13191,2020-02-11,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,,42.98,50.27,20.882716,16.82716,26.358025,0.0,,17.518519,81.488725
US_GA_13191,2020-02-12,ChIJN7KqIl8u-4gRmjuitsfp_PQ,Q492652,geoId/13191,US,United States of America,GA,Georgia,13191,McIntosh County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080,6910,7170,1189,1397,1505,1321,1592,2198,2411,1692,775,1073923,31.48,-81.37,1488,77.366667,,,,15.09,43.6,45.27,20.45679,16.666667,25.734568,0.0,,17.731481,83.611308
