location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KY_21013,2020-05-03,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-15,9.82,17.29,6.68,7.46,9.43,6.68,5.89,26.32,,17.29,42.44,12.18,7.86,20.4,12.472222,27.938889,0.112889,12.122222,59.334114
US_KY_21013,2020-05-04,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-28,11.07,5.53,10.38,,7.96,10.03,8.99,29.4,5.19,11.07,35.97,10.72,6.22,19.339506,14.055556,25.808642,1.058333,10.876543,58.144762
US_KY_21013,2020-05-05,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-27,9.01,7.34,5.0,,9.01,10.01,13.01,22.01,,9.67,39.02,10.01,,16.450617,12.333333,22.864198,8.509,12.32716,76.702595
US_KY_21013,2020-05-06,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-25,9.72,13.54,8.68,6.94,9.72,8.68,6.94,30.54,10.06,10.41,40.26,7.63,5.55,10.592593,7.179012,17.376543,5.164667,6.796296,77.706307
US_KY_21013,2020-05-07,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-21,11.32,14.61,9.5,,9.5,8.04,10.96,23.02,5.12,8.4,35.44,9.86,5.12,8.833333,0.722222,18.444444,0.169333,2.067901,62.707271
US_KY_21013,2020-05-08,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-25,-15,,-32,6.68,12.65,,,7.73,8.79,6.68,25.3,5.27,7.38,41.12,10.89,5.62,9.623457,5.0,16.246914,0.0,6.493827,81.106869
US_KY_21013,2020-05-09,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-12,,,-14,9.17,13.56,,8.77,,10.37,5.98,27.12,,7.18,32.3,9.57,5.58,6.623457,-1.012346,13.975309,5.08,-1.469136,56.471985
US_KY_21013,2020-05-10,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-8,10.22,7.86,12.18,7.07,6.29,,6.68,23.97,5.89,10.61,44.01,10.61,,9.135802,-0.166667,19.925926,0.127,0.135802,53.354729
US_KY_21013,2020-05-11,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-24,11.34,12.71,8.59,,5.15,11.34,7.56,25.43,9.28,7.56,38.83,12.37,,9.938272,3.037037,17.54321,0.1016,0.611111,52.742847
US_KY_21013,2020-05-12,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-28,6.65,12.93,9.24,8.5,,11.08,11.08,31.04,8.87,9.98,39.9,8.13,,8.283951,1.858025,16.598765,0.0,1.401235,61.98786
US_KY_21013,2020-05-13,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,-24,10.97,14.16,8.14,5.31,7.08,8.85,8.85,29.74,8.85,7.43,43.19,7.43,8.5,11.04321,6.969136,15.17284,0.338667,7.938272,81.270434
US_KY_21013,2020-05-14,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-10,,,-20,7.48,8.98,8.98,5.24,,8.61,6.73,37.41,,11.22,32.55,11.22,,16.382716,9.074074,26.617284,0.592667,12.012346,75.419285
US_KY_21013,2020-05-15,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-17,-4,,-25,8.87,11.95,9.25,,8.87,9.64,7.32,23.51,,9.64,36.62,12.33,8.09,21.1,13.944444,27.294444,0.4572,12.972222,60.020103
US_KY_21013,2020-05-16,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-10,,,-10,13.36,12.95,7.29,8.1,6.48,9.31,6.88,22.26,12.55,14.98,36.84,13.76,9.31,20.966667,13.188889,28.727778,0.0,13.644444,63.084882
US_KY_21013,2020-05-17,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-7,,,-8,,19.98,,6.79,,7.2,8.79,24.38,5.6,13.59,33.18,13.99,7.59,21.905556,13.988889,29.333333,0.0,14.783333,64.063058
US_KY_21013,2020-05-18,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-12,-1,,-25,10.19,15.11,8.43,8.08,10.19,8.43,8.78,23.54,,15.46,40.05,13.35,10.54,21.733333,17.866667,26.25,3.882571,16.922222,74.364528
US_KY_21013,2020-05-19,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-14,5,,-26,9.41,9.76,10.46,9.06,9.41,10.46,6.28,21.62,6.97,15.34,42.89,12.55,7.32,16.883333,14.411111,19.811111,25.871714,15.738889,93.118416
US_KY_21013,2020-05-20,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-9,21,,-27,9.3,15.39,10.38,5.37,9.66,13.6,12.52,27.55,,12.17,33.64,8.23,,14.527778,11.777778,18.905556,10.377714,11.883333,84.234493
US_KY_21013,2020-05-21,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-11,,,-20,6.92,21.11,11.65,9.1,5.46,11.28,9.83,25.48,5.09,11.65,41.13,9.1,10.55,15.044444,11.422222,21.8,4.281714,11.838889,81.397599
US_KY_21013,2020-05-22,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-15,-2,,-24,,9.77,8.32,6.15,7.96,8.69,5.43,22.44,7.6,8.69,32.58,7.24,6.88,16.95,13.005556,21.811111,1.016,15.438889,90.864052
US_KY_21013,2020-05-23,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-10,,,-9,12.53,19.8,8.48,7.68,6.46,8.08,6.06,20.61,,10.91,37.58,13.74,8.89,20.655556,14.788889,28.555556,2.140857,17.533333,82.40011
US_KY_21013,2020-05-24,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,4,,,-4,11.06,11.88,9.02,,,,8.61,21.72,,13.11,39.75,12.7,7.79,22.205556,16.572222,29.227778,0.34925,18.433333,79.494691
US_KY_21013,2020-05-25,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-7,2,,-55,13.68,10.26,8.36,,,7.22,,27.74,,12.92,41.42,11.4,5.32,21.772222,16.511111,29.522222,0.85725,18.011111,79.310378
US_KY_21013,2020-05-26,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,4,14,,-18,5.74,13.27,10.04,5.74,8.96,6.81,10.04,25.1,,11.12,38.01,11.12,6.46,20.994444,16.161111,27.877778,1.49225,17.944444,82.84685
US_KY_21013,2020-05-27,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,0,14,,-22,12.81,15.74,7.32,7.69,9.15,9.88,8.05,24.52,6.96,11.35,38.07,11.71,6.22,21.522222,18.1,25.35,0.41275,17.55,78.314766
US_KY_21013,2020-05-28,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-1,,,-15,6.15,16.64,6.87,,,8.32,10.12,23.51,8.32,11.57,42.67,16.64,7.59,21.75,17.222222,27.005556,0.036286,18.044444,79.616304
US_KY_21013,2020-05-29,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-10,-7,,-19,7.7,9.17,10.27,5.5,6.97,15.03,,27.13,6.6,16.5,34.47,15.03,7.7,21.577778,17.0,26.788889,3.737429,17.661111,78.542288
US_KY_21013,2020-05-30,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-4,,,4,10.14,12.17,6.49,,6.49,10.95,6.89,25.15,,7.71,32.04,11.36,,20.833333,14.983333,26.572222,0.127,14.872222,68.809696
US_KY_21013,2020-05-31,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,5,,,-3,9.09,18.59,7.44,,,7.44,8.68,26.45,,16.53,43.8,12.4,9.92,19.161111,12.666667,24.588889,0.0,9.894444,55.22878
US_KY_21013,2020-06-01,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,13,14,,-19,10.23,12.89,8.72,,10.99,10.61,10.99,21.6,6.82,12.51,40.17,8.72,8.34,17.288889,7.877778,26.561111,0.0,6.505556,49.303103
US_KY_21013,2020-06-02,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,11,17,,-20,7.72,8.49,6.56,,9.65,12.73,12.35,25.85,,12.35,42.83,14.28,8.1,20.6,11.677778,29.288889,0.0,13.3,63.251447
US_KY_21013,2020-06-03,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,1,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,13,32,,-20,7.28,16.86,13.79,5.36,8.05,5.36,7.28,22.99,,12.64,39.46,10.73,9.58,23.938889,16.466667,30.261111,0.0,17.494444,67.384089
US_KY_21013,2020-06-04,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,1,0,2,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,2,,,-15,6.76,16.15,8.64,5.26,7.14,6.39,11.64,18.41,9.02,15.03,39.44,13.15,11.64,23.95,18.155556,30.255556,0.0,19.022222,74.104426
US_KY_21013,2020-06-05,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,2,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-9,1,,-24,9.23,11.82,7.38,6.65,5.17,9.97,7.38,17.36,6.65,8.86,33.97,12.93,7.02,22.872222,19.25,28.261111,6.712857,19.738889,82.747057
US_KY_21013,2020-06-06,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,2,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-2,,,-3,11.16,14.05,,,,,11.57,27.7,,8.68,27.7,15.29,6.61,23.672222,18.005556,31.227778,1.721556,19.122222,75.728504
US_KY_21013,2020-06-07,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,2,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,9,,,0,12.09,15.31,6.45,6.04,,8.46,6.04,23.77,,14.91,42.31,10.48,11.28,24.477778,17.655556,31.583333,0.0,17.872222,66.778748
US_KY_21013,2020-06-08,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,2,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,1,10,,-21,7.9,16.55,8.27,,,11.28,9.03,28.96,8.27,19.93,42.88,12.41,14.29,23.45,15.733333,31.65,0.0,15.927778,62.923604
US_KY_21013,2020-06-09,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,1,0,3,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,8,15,,-20,8.45,13.96,7.35,6.61,6.25,7.72,12.49,21.68,,15.43,36.38,13.23,12.12,25.427778,19.688889,30.833333,0.395111,20.444444,74.078493
US_KY_21013,2020-06-10,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,3,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,3,13,,-21,9.16,12.46,6.96,5.13,8.79,5.86,5.5,34.81,,9.89,37.75,13.19,,25.788889,22.122222,30.75,0.889,21.055556,75.297853
US_KY_21013,2020-06-11,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,3,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-1,,,-15,8.38,18.28,5.71,6.47,,8.76,5.71,28.94,,13.71,35.79,17.51,6.09,22.027778,16.483333,27.544444,0.5715,15.316667,66.154435
US_KY_21013,2020-06-12,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,3,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-6,-3,,-20,9.53,15.09,5.96,,8.34,12.71,9.13,34.14,9.13,11.91,36.53,17.07,9.53,20.061111,12.138889,28.138889,0.0,11.877778,59.498148
US_KY_21013,2020-06-13,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,1,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-3,,,6,7.89,22.42,6.64,,7.47,7.89,9.55,24.5,,17.02,39.44,17.02,6.23,20.438889,11.883333,28.961111,0.0,11.5,56.630838
US_KY_21013,2020-06-14,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,5,,,6,5.56,8.73,10.32,6.35,5.96,8.34,5.56,24.62,8.73,14.69,47.65,7.94,6.35,18.65,13.066667,25.322222,0.0,13.711111,73.362279
US_KY_21013,2020-06-15,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,2,7,,-22,,10.46,9.74,6.13,5.05,10.1,6.49,23.81,6.13,15.51,41.85,10.82,9.38,17.194444,12.555556,23.927778,1.100667,13.833333,80.979302
US_KY_21013,2020-06-16,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,5,13,,-23,9.38,13.5,5.25,7.12,6.0,10.88,8.25,30.75,8.25,13.88,46.13,9.38,,17.916667,13.055556,22.927778,0.0,12.394444,70.424216
US_KY_21013,2020-06-17,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,3,16,,-23,6.29,18.86,8.88,5.55,,10.36,9.62,24.41,5.92,13.31,40.68,14.05,7.03,17.4,12.877778,22.033333,0.036286,13.172222,76.521347
US_KY_21013,2020-06-18,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-4,,,-15,11.6,16.09,11.6,,7.86,10.85,13.47,28.44,8.98,11.97,43.4,7.48,7.86,18.327778,13.95,24.65,0.0,15.288889,82.693753
US_KY_21013,2020-06-19,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-8,0,,-20,,11.94,,6.16,9.24,7.7,6.55,32.34,7.7,9.63,40.04,13.86,,20.405556,15.783333,27.405556,1.651,17.222222,82.079171
US_KY_21013,2020-06-20,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,4,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,4,,,-5,10.58,11.85,9.31,,,,7.62,25.39,,13.12,36.81,15.23,7.62,21.333333,15.872222,29.566667,0.0762,17.583333,79.316578
US_KY_21013,2020-06-21,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,1,0,5,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,5,,,-1,7.41,11.94,8.24,10.3,7.0,8.65,12.36,23.89,,12.77,41.6,11.53,8.24,22.633333,16.95,30.861111,2.12725,18.583333,78.013736
US_KY_21013,2020-06-22,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,5,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-3,4,,-23,10.19,10.94,9.81,6.04,5.66,7.17,9.81,24.9,11.32,19.61,38.85,15.84,7.17,23.438889,19.177778,29.977778,3.84175,18.766667,75.179297
US_KY_21013,2020-06-23,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,1,0,6,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,8,7,,-25,8.55,21.93,9.66,5.57,,13.75,11.15,30.85,5.2,11.15,42.37,16.35,5.2,23.316667,20.1,28.738889,1.524,19.361111,78.641735
US_KY_21013,2020-06-24,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,6,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,2,13,,-20,12.67,12.67,8.83,,6.91,8.06,13.05,30.33,5.38,14.21,41.08,13.44,5.76,21.583333,15.722222,27.55,2.935111,16.094444,71.132021
US_KY_21013,2020-06-25,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,6,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,2,,,-16,11.86,16.07,,,6.5,7.27,11.09,26.78,,12.24,39.4,11.48,5.74,22.561111,17.511111,28.688889,1.36525,16.205556,67.432606
US_KY_21013,2020-06-26,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,1,0,7,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-11,-12,,-19,,19.67,7.08,,5.51,10.23,,28.32,,15.74,33.05,12.2,6.69,21.972222,14.422222,29.95,1.016,15.205556,65.574112
US_KY_21013,2020-06-27,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,1,0,8,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-8,,,2,,11.1,,5.95,5.55,,,19.42,,16.65,45.98,8.72,6.34,23.277778,19.033333,28.383333,0.036286,18.633333,75.265804
US_KY_21013,2020-06-28,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,0,0,8,0,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-1,,,-4,6.24,16.39,7.8,5.46,7.8,10.14,,24.58,7.8,14.82,40.18,12.87,10.92,21.861111,19.466667,25.477778,3.701143,20.038889,89.51966
