location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13071,2020-08-13,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,5,0,1586,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,-12,3,-22,6,7.96,8.96,4.73,12.69,6.22,5.97,6.47,8.46,11.2,,5.47,4.73,4.98,11.69,6.22,5.22,5.72,12.69,,5.72,5.72,11.45,29.61,7.46,3.98,8.96,7.46,5.22,6.22,43.29,3.48,8.21,6.97,7.96,6.47,,27.016667,22.922222,33.244444,1.185333,23.041667,78.834321
US_GA_13071,2020-08-14,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,7,0,1593,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,-18,-3,-20,5,7.04,11.48,,11.22,9.91,7.57,6.52,4.7,10.43,5.48,4.7,4.43,5.48,12.26,4.17,,6.0,5.48,,4.7,6.0,10.7,27.65,7.57,4.17,8.09,4.17,,7.3,43.04,6.52,9.13,5.74,6.0,6.26,3.91,26.638889,23.066667,32.327778,2.370667,23.368056,82.261502
US_GA_13071,2020-08-15,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,24,0,1617,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,-11,0,-10,,10.7,9.21,7.13,14.27,9.81,6.84,4.46,4.16,8.62,,,,7.13,10.7,,,,,4.76,5.95,5.05,9.21,25.86,5.35,5.35,11.89,6.24,5.65,4.46,47.56,5.65,6.84,7.43,5.05,5.65,4.16,27.005556,23.372222,32.227778,0.217714,23.159722,78.613306
US_GA_13071,2020-08-16,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,6,0,1623,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,-10,2,-16,,,9.46,14.05,16.63,10.32,7.17,6.88,4.3,11.76,7.17,7.17,9.18,6.02,13.19,6.6,7.46,5.16,6.88,6.31,5.45,,5.45,30.69,,,11.19,,5.45,6.31,48.76,5.16,8.89,9.18,4.01,6.31,4.3,27.588889,22.85,34.083333,1.74625,22.625,74.250853
US_GA_13071,2020-08-17,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,4,0,1627,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,3,,8.86,5.54,11.96,8.64,4.65,5.32,5.98,7.53,4.43,4.21,3.99,4.65,14.84,,6.42,5.09,7.75,4.65,3.32,,11.07,28.34,8.19,3.99,12.4,5.32,4.43,6.87,41.63,6.64,12.62,5.76,7.97,6.42,,27.855556,22.344444,34.594444,0.0,22.263889,71.309154
US_GA_13071,2020-08-18,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,13,0,1640,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,5,4.4,6.29,4.61,13.41,10.27,4.61,4.4,5.03,7.13,4.61,3.14,3.98,3.35,8.38,4.4,,4.4,4.4,,4.19,3.56,11.11,26.83,5.66,5.87,9.43,6.92,4.61,5.66,34.59,6.08,7.55,7.13,4.82,3.56,3.14,27.377778,21.983333,34.766667,0.0,22.388889,73.806226
US_GA_13071,2020-08-19,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,5,0,1645,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,5,4.83,7.56,4.41,13.44,11.13,4.83,5.04,5.88,8.61,,5.46,3.36,4.62,11.34,3.57,5.25,4.41,5.88,,3.78,,9.45,25.84,5.67,3.57,8.19,5.25,5.46,6.51,37.81,5.04,8.61,4.41,5.46,3.99,3.78,25.222222,20.966667,32.177778,35.136667,20.986111,77.05871
US_GA_13071,2020-08-20,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,4,0,1649,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,5,3.67,7.55,4.29,11.84,9.18,2.86,3.47,4.49,6.12,4.69,3.47,2.86,6.74,10.82,5.31,7.75,4.08,7.35,3.47,4.08,3.88,11.63,33.47,5.71,4.08,8.37,5.92,4.69,5.1,37.76,,8.78,6.94,4.69,4.29,3.27,24.455556,20.805556,31.016667,2.074333,21.819444,83.761014
US_GA_13071,2020-08-21,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,4,1,1653,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,4,6.53,7.17,5.9,10.54,8.43,4.85,4.0,4.21,10.96,,4.43,2.95,6.53,8.64,4.0,5.69,4.21,4.43,4.64,3.16,6.32,5.69,82.19,7.8,3.16,7.38,4.21,3.79,4.0,37.3,3.16,33.09,7.59,,,,24.466667,21.416667,29.411111,10.051143,21.770833,83.895752
US_GA_13071,2020-08-22,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,21,0,1674,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,,7.98,5.13,12.82,9.12,6.84,7.12,5.98,14.53,4.27,,6.27,,11.39,4.27,6.27,6.27,6.84,7.12,,4.84,6.55,26.78,4.56,,10.54,4.84,6.55,5.41,44.44,,8.83,8.83,5.98,6.84,3.99,23.811111,21.583333,27.938889,2.757714,22.201389,90.353221
US_GA_13071,2020-08-23,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,2,0,1676,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,7.69,8.24,,17.84,9.61,5.49,6.59,,13.45,4.39,5.49,4.12,,10.98,4.39,4.39,4.39,4.94,7.14,4.39,5.22,10.71,26.9,5.76,4.12,13.18,,8.24,5.49,49.41,6.59,13.73,8.79,4.94,,,24.383333,21.711111,28.561111,2.104571,22.673611,90.043973
US_GA_13071,2020-08-24,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,17,0,1693,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,6,7.43,7.63,4.42,10.44,7.43,5.82,5.62,4.02,11.45,3.62,7.43,3.01,5.02,11.04,5.22,4.42,6.63,,4.02,3.81,2.81,10.44,26.11,4.82,4.42,8.43,7.23,5.42,6.43,37.75,4.42,7.03,4.62,5.82,5.62,,25.7,23.316667,29.772222,8.001,24.340278,91.394805
US_GA_13071,2020-08-25,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,9,1,1702,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,5,4.25,8.51,4.25,13.17,8.31,5.07,7.7,6.89,9.32,3.04,5.27,3.65,3.24,11.75,4.25,5.67,5.67,4.66,3.65,5.67,,12.97,30.19,6.08,,9.32,4.86,3.04,8.51,41.14,6.08,7.29,6.48,5.67,8.51,2.84,27.122222,22.633333,33.977778,17.907,23.576389,80.771598
US_GA_13071,2020-08-26,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,6,0,1708,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,6,5.05,7.47,3.23,14.74,9.49,3.64,4.24,3.84,12.93,3.43,5.66,5.05,3.64,13.53,3.23,4.44,7.07,6.46,5.66,3.23,,9.49,31.1,5.66,3.64,8.89,5.86,5.25,6.87,39.38,5.66,9.09,6.26,6.46,7.88,3.64,28.544444,23.977778,34.111111,0.0,24.138889,76.41024
US_GA_13071,2020-08-27,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,15,0,1723,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,5,4.21,8.43,4.82,11.64,8.83,5.22,7.02,,9.83,,4.41,5.01,3.81,12.24,3.21,5.22,3.01,3.21,5.62,6.82,3.21,11.64,37.12,9.23,4.01,8.83,5.22,6.82,6.42,38.12,4.61,14.24,6.22,5.42,5.82,3.81,28.244444,24.238889,34.061111,2.322286,24.020833,77.700673
US_GA_13071,2020-08-28,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,13,0,1736,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,4,4.26,7.71,5.07,10.14,5.68,6.69,5.27,4.46,9.94,2.84,4.26,4.06,4.06,10.55,4.67,,6.08,4.06,,3.65,6.49,9.53,43.0,7.3,,8.11,,3.65,5.48,31.84,4.67,14.2,6.49,7.1,5.68,,27.577778,23.577778,33.627778,0.084667,23.944444,80.302176
US_GA_13071,2020-08-29,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,7,0,1743,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,10.9,6.99,5.31,12.29,5.87,4.47,4.19,7.54,13.41,5.59,7.26,4.75,,8.38,,6.15,5.59,7.26,4.47,6.15,4.19,7.26,25.43,5.31,,9.78,,5.59,3.91,47.51,,9.22,9.5,4.75,6.43,,26.072222,23.888889,30.261111,1.995714,23.770833,86.429944
US_GA_13071,2020-08-30,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,8,0,1751,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,7.52,9.47,5.01,13.65,6.96,6.69,6.96,4.46,11.42,5.01,5.29,3.9,6.13,10.31,7.52,8.36,6.96,4.74,6.96,6.13,4.18,9.19,35.66,5.29,4.18,9.19,5.85,4.74,8.91,46.8,6.96,7.52,6.96,6.41,5.57,,26.416667,23.916667,32.116667,1.2065,23.673611,83.952031
US_GA_13071,2020-08-31,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,7,0,1758,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,4,6.8,9.14,,13.22,7.58,4.28,5.25,4.86,11.08,4.28,5.83,4.08,3.89,12.64,3.11,4.86,5.25,6.03,3.89,2.92,3.11,10.11,36.74,5.05,3.31,7.97,4.86,4.67,7.78,44.13,7.58,6.61,5.83,6.61,6.22,3.69,26.633333,23.3,32.338889,3.302,23.541667,82.684192
US_GA_13071,2020-09-01,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,12,0,1770,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,4,6.7,8.72,3.65,14.2,4.87,5.88,5.88,5.88,9.54,4.06,4.26,3.65,6.09,15.62,4.46,6.29,5.48,6.49,7.1,6.9,3.04,10.35,26.98,8.52,3.85,9.94,6.09,4.87,8.72,42.2,5.48,7.1,7.91,8.12,5.48,3.45,27.205556,23.055556,33.672222,0.22225,23.868056,81.635736
US_GA_13071,2020-09-02,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,14,0,1784,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,4,6.57,9.96,3.58,12.15,7.96,,4.38,4.38,12.54,,5.97,3.78,6.97,10.95,2.79,3.98,5.38,7.17,3.98,3.38,4.58,10.95,25.49,8.56,,7.77,4.58,2.99,5.97,40.22,4.38,6.17,6.37,6.97,7.77,4.78,27.655556,23.577778,33.388889,0.6096,23.965278,79.701531
US_GA_13071,2020-09-03,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,6,0,1790,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,3,7.45,8.66,4.83,14.7,8.05,3.83,4.83,4.43,14.9,3.83,7.25,3.42,3.62,12.69,3.83,4.43,6.04,5.44,6.44,4.63,3.83,7.65,29.4,6.64,5.44,7.85,5.24,5.84,7.25,42.08,4.03,7.65,5.64,8.26,4.63,4.03,27.683333,22.316667,34.083333,0.0,23.215278,75.469234
US_GA_13071,2020-09-04,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,14,1,1804,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,2,5.32,9.2,,12.48,6.34,5.93,5.93,3.07,8.18,4.7,3.48,4.5,4.7,8.59,4.5,4.09,3.27,4.29,3.68,3.27,2.86,6.75,27.61,6.95,3.68,7.77,6.75,4.29,7.16,37.22,6.95,4.91,5.73,6.54,4.91,3.27,27.661111,21.727778,35.022222,0.0,21.9375,69.872496
US_GA_13071,2020-09-05,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,5,0,1809,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.63,10.66,6.52,14.81,6.52,,6.81,5.63,10.07,5.63,,4.74,,7.11,5.33,7.7,4.74,,6.22,5.33,,7.11,32.28,7.11,,9.77,,,5.04,42.94,,6.81,6.22,5.33,6.81,,27.683333,21.461111,35.527778,0.0,21.756944,69.117205
US_GA_13071,2020-09-06,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,2,1,1811,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.53,11.05,5.53,15.71,8.44,4.65,,8.44,11.64,4.95,10.18,,6.11,9.89,6.4,,,4.07,9.31,,,8.73,28.8,7.56,,12.22,4.36,11.93,7.27,47.41,5.24,7.85,4.65,8.14,5.82,,27.072222,21.95,33.133333,0.0,21.381944,70.187222
US_GA_13071,2020-09-07,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,5,0,1816,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,-65,,5.03,8.38,5.87,12.29,6.15,7.26,6.71,8.1,13.13,7.54,6.99,5.03,5.59,11.18,4.47,6.43,6.71,6.71,5.03,6.43,4.75,9.22,26.82,9.78,,15.65,4.75,4.75,8.66,49.45,6.43,8.38,9.22,,8.1,7.26,26.038889,20.911111,32.5,0.0,20.833333,72.307343
US_GA_13071,2020-09-08,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,2,1,1818,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,3,6.75,5.93,5.11,12.47,8.18,6.34,9.2,4.09,9.61,4.7,5.72,,5.32,15.74,5.52,5.11,,6.95,5.32,4.09,5.32,11.04,28.21,8.18,4.7,11.86,4.7,6.13,5.93,41.9,5.72,10.43,9.4,8.38,6.13,3.48,26.466667,21.738889,32.15,0.6858,21.416667,73.772103
US_GA_13071,2020-09-09,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,7,1,1825,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,2,6.38,4.59,5.78,12.56,7.98,7.58,5.58,7.38,7.58,,4.19,4.59,5.18,9.97,3.39,3.79,5.78,6.98,3.79,3.79,3.99,9.37,22.93,7.38,4.19,8.77,5.38,,6.58,45.26,6.38,7.18,5.78,4.59,5.98,2.99,25.461111,20.972222,31.538889,0.2032,21.159722,76.541306
US_GA_13071,2020-09-10,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,23,1,1848,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,1,4.54,8.49,3.56,15.01,8.89,3.95,7.11,4.74,12.24,2.96,7.5,5.73,4.15,13.23,3.75,5.92,4.15,5.92,4.74,5.33,3.56,9.48,30.81,11.26,3.16,8.69,4.94,4.74,9.08,42.85,6.32,6.52,8.89,6.32,5.33,,26.727778,22.866667,32.872222,1.905,23.402778,81.379129
US_GA_13071,2020-09-11,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,5,0,1853,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,-15,-2,-17,0,7.81,7.81,4.69,10.94,6.83,5.86,5.86,6.45,10.35,4.1,6.05,,4.1,7.42,4.49,4.88,3.71,4.49,4.69,5.08,,10.15,28.12,7.03,5.66,5.86,5.08,5.66,7.23,35.93,4.3,7.23,4.88,6.25,5.08,3.71,26.072222,23.188889,32.877778,17.864667,23.6875,86.275708
US_GA_13071,2020-09-12,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,15,1,1868,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,-6,1,-14,,6.1,6.65,,15.25,12.2,6.38,6.65,4.71,12.2,4.43,9.43,,5.54,9.98,5.27,6.93,4.71,,4.71,6.38,,11.09,26.34,3.88,5.27,12.75,,5.82,6.1,44.35,7.49,10.26,7.49,6.1,6.93,,26.355556,23.488889,32.577778,7.493,23.909722,85.565507
