location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21003,2020-01-01,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,,13.87,27.11,10.72,32.78,,44.13,11.98,4.798611,-0.826389,10.791667,0.03175,,-3.571429,55.032331
US_KY_21003,2020-01-02,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,,16.25,22.21,14.09,28.17,,58.51,8.13,8.277778,3.819444,11.243056,2.4765,,1.404762,61.775475
US_KY_21003,2020-01-03,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,,14.04,26.0,10.4,29.13,10.92,48.37,10.92,11.769841,9.81746,13.944444,16.945429,,11.259259,96.078228
US_KY_21003,2020-01-04,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,12.4,14.17,24.8,,36.61,13.58,44.87,,6.722222,2.888889,12.680556,8.73125,,4.222222,83.513095
US_KY_21003,2020-01-05,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,9.62,12.03,29.46,9.62,32.47,9.62,50.51,,3.895833,-2.201389,11.875,0.762,,-1.515873,67.543833
US_KY_21003,2020-01-06,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,,13.18,21.42,11.53,34.6,10.44,48.33,9.34,4.944444,-2.340278,11.229167,0.22225,,-1.714286,62.263096
US_KY_21003,2020-01-07,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,8.39,20.7,22.94,10.07,39.72,17.9,49.23,11.19,6.375,-0.555556,11.423611,0.290286,,-2.396825,53.186786
US_KY_21003,2020-01-08,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,,16.68,24.46,12.79,43.36,16.68,43.92,13.34,6.333333,0.838889,12.444444,0.1016,,-4.0,48.081962
US_KY_21003,2020-01-09,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,8.91,17.26,23.94,11.14,37.87,10.02,43.99,12.25,6.7,-0.05,15.916667,0.0508,,-2.981481,51.307955
US_KY_21003,2020-01-10,ChIJ_Wta7ch2ZogRK4KVcqKL1KE,Q486067,geoId/21003,US,United States of America,KY,Kentucky,21003,Allen County,US,USA,2,,,,,,,20903,10349,10554,2651,2676,2545,2353,2701,3014,2515,1690,758,1846496,36.75,-86.19,912,74.533333,,,,,13.21,22.01,13.76,26.96,8.8,43.47,,15.566667,13.333333,18.85,0.677333,,6.796296,55.958514
