location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29217,2020-01-11,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,10.33,14.58,,27.95,12.76,41.92,9.72,-1.986111,-6.409722,5.8125,45.2755,,-2.960317,92.720114
US_MO_29217,2020-01-12,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,12.6,14.49,,20.79,11.34,35.9,,-3.125,-6.479167,3.861111,2.836333,,-4.738095,89.230006
US_MO_29217,2020-01-13,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,11.02,15.15,6.89,26.63,,31.22,8.72,2.756944,-2.861111,11.604167,0.0,30.48,0.373016,85.634393
US_MO_29217,2020-01-14,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,11.5,8.28,26.22,11.04,36.34,8.74,8.381944,4.444444,13.020833,0.0,,5.777778,84.994088
US_MO_29217,2020-01-15,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,8.04,14.3,12.06,19.21,9.83,30.83,10.72,10.541667,4.715278,14.222222,0.0,,8.507937,87.8116
US_MO_29217,2020-01-16,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,9.72,14.35,11.11,31.02,10.65,31.95,,-1.194444,-5.826389,6.4375,0.0,,-4.833333,76.206828
US_MO_29217,2020-01-17,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,8.28,12.64,13.95,28.33,10.03,35.74,7.41,0.645833,-1.263889,2.604167,3.175,,-2.68254,78.777327
US_MO_29217,2020-01-18,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,17.5,,24.37,,45.62,,4.694444,0.479167,10.479167,17.8816,,1.253968,78.893467
US_MO_29217,2020-01-19,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,14.22,13.04,20.74,9.48,30.22,17.78,-2.486111,-5.652778,1.145833,0.53975,,-10.095238,56.279666
US_MO_29217,2020-01-20,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,12.47,,31.18,10.21,32.88,,-6.347222,-9.611111,-1.715278,0.0,,-11.396825,67.585958
US_MO_29217,2020-01-21,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,7.81,15.62,17.46,19.76,7.35,31.24,,-5.736111,-10.798611,2.597222,0.0,,-9.293651,76.429362
US_MO_29217,2020-01-22,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,15.93,8.85,32.3,8.41,38.94,11.06,0.534722,-1.701389,1.756944,0.5715,,-2.730159,79.154048
US_MO_29217,2020-01-23,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,19.14,7.29,37.83,10.03,35.55,8.66,2.222222,0.986111,4.090278,4.5085,,1.690476,96.448299
US_MO_29217,2020-01-24,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,10.03,21.8,13.51,34.87,,37.49,,1.048611,-0.215278,3.430556,1.016,,0.126984,93.691674
US_MO_29217,2020-01-25,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,11.09,28.33,,32.64,,40.65,12.32,0.055556,-3.3125,4.541667,0.508,,-1.793651,87.167448
US_MO_29217,2020-01-26,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,9.78,25.88,,36.23,8.62,40.25,,3.347222,-1.625,10.166667,0.0,,0.730159,82.956722
US_MO_29217,2020-01-27,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,27.64,9.84,26.71,8.9,25.3,8.9,3.479167,-2.152778,10.986111,0.0,,0.833333,83.420477
US_MO_29217,2020-01-28,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,8.4,35.46,9.8,50.86,,36.86,7.0,0.909722,-1.069444,6.416667,0.0,,-0.230159,91.809187
US_MO_29217,2020-01-29,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,9.94,27.2,10.46,37.66,14.12,30.86,8.89,0.152778,-1.013889,1.465278,6.6675,,-0.833333,92.985835
US_MO_29217,2020-01-30,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,33.23,15.02,34.59,8.19,43.24,,0.638889,-1.326389,4.111111,0.689429,,-1.238095,87.08028
US_MO_29217,2020-01-31,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,7.49,29.96,13.11,42.14,9.36,35.58,7.96,3.173611,0.527778,6.888889,0.0,,0.928571,85.747851
US_MO_29217,2020-02-01,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,11.22,35.52,,35.52,,38.01,,2.75,-3.236111,11.854167,0.0,,-1.190476,75.335972
US_MO_29217,2020-02-02,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,23.88,10.68,28.27,,29.53,,10.25,3.354167,21.534722,0.0,,0.579365,50.859613
US_MO_29217,2020-02-03,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,14.15,24.88,8.29,32.2,,39.52,,14.680556,8.25,21.118056,0.0,,2.809524,44.881593
US_MO_29217,2020-02-04,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,24.01,6.98,27.5,7.42,36.23,,3.541667,-0.048611,12.9375,0.0,,0.809524,82.038862
US_MO_29217,2020-02-05,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,18.91,,26.27,,39.93,,-0.923611,-2.333333,0.951389,3.302,,-2.912698,86.419629
US_MO_29217,2020-02-06,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,8.27,17.92,,27.57,7.81,34.92,,-2.180556,-4.888889,1.6875,4.9784,,-5.777778,76.978832
US_MO_29217,2020-02-07,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,10.69,22.31,,22.31,9.3,24.17,6.97,-1.0,-5.208333,5.923611,0.0,30.48,-5.047619,74.391669
US_MO_29217,2020-02-08,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,12.34,33.95,9.88,23.45,9.88,40.74,,0.5,-5.763889,8.069444,0.0,,-4.238095,70.792915
US_MO_29217,2020-02-09,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,9.95,25.74,13.46,29.25,13.46,35.69,9.95,8.395833,3.298611,14.201389,0.0,,2.984127,68.901916
US_MO_29217,2020-02-10,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,14.53,18.16,11.35,33.59,8.62,29.05,9.08,2.013889,-1.625,9.208333,2.8956,,-0.849206,82.06433
US_MO_29217,2020-02-11,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,12.32,13.7,7.76,31.04,,42.0,,2.888889,0.701389,5.770833,0.889,,-1.595238,73.186814
US_MO_29217,2020-02-12,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,,17.96,8.55,30.36,8.98,29.94,,1.763889,0.465278,3.784722,0.381,,-0.666667,84.222288
US_MO_29217,2020-02-13,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,12.94,19.63,8.48,25.43,,33.91,,-4.979167,-11.326389,1.743056,12.2555,,-8.595238,76.228372
US_MO_29217,2020-02-14,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,,,,,,8.39,17.25,6.99,24.24,,28.9,,-8.569444,-13.381944,1.631944,0.0,,-15.15873,59.657801
US_MO_29217,2020-02-15,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,8,3,16,6,,10.79,15.59,11.99,22.79,,33.59,,2.625,-1.326389,8.840278,0.0,,-4.650794,59.187915
US_MO_29217,2020-02-16,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,12,8,,2,,,21.04,,31.25,9.02,30.65,,4.6875,-2.208333,13.472222,0.0,,0.111111,72.332256
US_MO_29217,2020-02-17,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,-2,5,10,-24,,,25.32,10.23,23.16,8.62,43.09,,10.180556,7.326389,14.8125,0.0,,6.492063,78.049946
US_MO_29217,2020-02-18,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,0,2,-4,2,,9.45,18.89,9.02,30.05,,37.35,6.87,5.166667,1.118056,13.048611,0.181429,,0.904762,74.413386
US_MO_29217,2020-02-19,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,8,12,-6,3,,7.95,24.29,9.72,28.26,8.39,34.45,,1.576389,-2.965278,8.041667,0.0,,-4.650794,62.872668
US_MO_29217,2020-02-20,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,-3,3,4,0,,8.04,14.74,11.62,21.89,,33.96,,0.520833,-3.805556,6.284722,0.1905,,-4.761905,67.869718
US_MO_29217,2020-02-21,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,6,11,9,5,,10.22,19.11,10.67,24.0,9.34,40.45,8.89,-3.430556,-10.263889,6.020833,0.03175,,-10.896825,56.372776
US_MO_29217,2020-02-22,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,2,21,4,6,,13.76,25.13,,31.11,9.57,39.49,10.17,3.034722,-3.673611,13.090278,0.0,,-6.865079,48.021065
US_MO_29217,2020-02-23,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,3,8,,10,,12.41,18.91,,31.9,11.22,37.22,,8.451389,5.708333,12.326389,0.0,,1.087302,59.706099
US_MO_29217,2020-02-24,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,-5,-2,-4,2,,6.65,15.51,10.19,29.24,9.75,32.79,,7.729167,5.541667,10.715278,29.591,,6.904762,94.2805
US_MO_29217,2020-02-25,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,5,15,-2,2,,,21.63,,35.31,,34.87,6.62,4.076389,2.326389,6.548611,7.5692,,2.65873,90.821143
US_MO_29217,2020-02-26,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,23,18,-2,4,,13.11,24.47,9.18,37.15,6.99,25.79,6.99,1.263889,-0.777778,4.1875,1.4605,,-2.174603,78.160811
US_MO_29217,2020-02-27,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,14,7,6,0,,,25.4,7.62,34.29,7.62,28.79,7.62,0.625,-5.375,8.972222,0.254,,-5.142857,65.29962
US_MO_29217,2020-02-28,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,20,35,2,6,,6.37,18.7,,42.5,6.37,23.8,,5.0625,-1.881944,13.277778,0.889,,0.095238,70.666037
US_MO_29217,2020-02-29,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,13,25,0,1,,,15.66,,36.97,,48.87,,7.208333,-1.881944,18.854167,0.0,,-1.206349,55.76763
US_MO_29217,2020-03-01,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,26,30,,8,,,26.88,12.83,34.22,12.22,34.22,,13.611111,10.479167,18.125,0.0,,4.468254,54.195346
US_MO_29217,2020-03-02,ChIJcbCR4N73xocRgxIZU5gt0I8,Q496440,geoId/29217,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2,,,,,,,20507,9995,10512,2559,2982,2294,2233,2302,2859,2605,1636,1037,1180539,37.85,-94.34,2168,75.933333,12,0,-6,3,,8.88,25.32,11.11,43.09,9.33,37.76,8.0,9.659722,4.888889,16.5,7.493,,5.452381,75.146526
