location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,cumulative_confirmed,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,openstreetmap_id,latitude,longitude,area_sq_km,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PR_72037,2020-01-01,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.422222,23.933333,29.022222,3.330222,23.488889,84.267147
US_PR_72037,2020-01-02,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.244444,24.411111,28.661111,0.6096,22.8,81.265592
US_PR_72037,2020-01-03,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.838889,23.788889,28.261111,0.92075,22.655556,83.630201
US_PR_72037,2020-01-04,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.422222,24.183333,28.516667,2.032,20.277778,69.371412
US_PR_72037,2020-01-05,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.455556,22.95,28.288889,0.03175,21.111111,78.210654
US_PR_72037,2020-01-06,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.177778,23.116667,27.844444,1.3335,22.088889,84.536285
US_PR_72037,2020-01-07,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.1,23.272222,28.666667,0.381,20.977778,73.255992
US_PR_72037,2020-01-08,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.355556,24.172222,28.827778,0.112889,21.966667,77.806287
US_PR_72037,2020-01-09,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.822222,24.538889,29.083333,0.733778,21.877778,74.645793
US_PR_72037,2020-01-10,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.833333,24.194444,29.077778,2.201333,21.122222,71.690005
US_PR_72037,2020-01-11,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.666667,23.566667,28.983333,0.762,20.188889,67.659288
US_PR_72037,2020-01-12,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.288889,23.861111,28.494444,0.423333,21.477778,75.678346
US_PR_72037,2020-01-13,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.05,23.833333,28.327778,3.048,20.655556,72.236786
US_PR_72037,2020-01-14,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.566667,23.294444,27.761111,1.2446,20.2,72.497712
US_PR_72037,2020-01-15,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.266667,22.4,27.988889,2.963333,21.266667,79.095924
US_PR_72037,2020-01-16,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.65,22.583333,28.283333,1.241778,19.477778,68.38283
US_PR_72037,2020-01-17,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.555556,22.5,28.411111,0.5334,20.855556,75.197139
US_PR_72037,2020-01-18,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.716667,22.888889,28.227778,0.028222,19.966667,70.126152
US_PR_72037,2020-01-19,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.15,22.972222,27.711111,1.128889,20.477778,75.443628
US_PR_72037,2020-01-20,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,24.977778,22.877778,27.638889,3.019778,22.011111,83.866061
US_PR_72037,2020-01-21,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.05,23.566667,28.394444,2.794,21.288889,75.358047
US_PR_72037,2020-01-22,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,26.122222,23.722222,28.488889,0.2032,21.811111,78.510058
US_PR_72037,2020-01-23,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.988889,23.611111,28.305556,1.947333,22.188889,81.72871
US_PR_72037,2020-01-24,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,24.65,22.766667,27.605556,9.426222,22.144444,85.450014
US_PR_72037,2020-01-25,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.088889,22.244444,28.072222,4.8006,21.066667,78.794802
US_PR_72037,2020-01-26,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.083333,22.688889,27.577778,1.27,21.155556,79.669153
US_PR_72037,2020-01-27,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,24.977778,22.405556,27.833333,3.019778,21.569444,79.886378
US_PR_72037,2020-01-28,ChIJzU45ecq5BIwRqIhTgeZ0IAU,Q2307548,geoId/72037,US,United States of America,PR,Puerto Rico,72037,Ceiba Municipio,US,USA,2,,,,,11307,4468051,18.26412,-65.6485,200,,25.4,22.338889,28.261111,1.0414,22.1,83.826171
