location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54009,2020-08-11,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,3,0,67,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,2,16,-31,,,14.4,,7.68,7.36,6.72,10.24,,7.04,23.04,10.24,12.48,41.91,7.36,5.44,25.123457,18.135802,32.469136,0.0,,18.388889,66.489931
US_WV_54009,2020-08-12,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,3,0,70,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,1,8,-31,,12.81,14.78,6.57,6.9,6.9,,8.21,5.25,8.21,25.29,8.21,13.14,43.35,10.51,7.88,24.895062,18.864198,30.888889,0.423333,,18.907407,69.628663
US_WV_54009,2020-08-13,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,70,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,0,11,-33,,13.02,14.0,6.84,6.51,6.84,5.54,11.39,4.88,6.51,20.84,6.19,8.79,34.84,12.05,6.84,25.358025,18.555556,33.376543,0.0,,17.41358,61.633786
US_WV_54009,2020-08-14,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,2,0,72,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-6,6,-34,,6.78,14.2,5.81,4.52,6.78,7.74,6.13,6.45,6.78,22.26,,6.78,32.91,6.13,7.1,26.197531,19.148148,33.222222,1.044222,,17.950617,60.726019
US_WV_54009,2020-08-15,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,2,0,74,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-8,5,-24,,6.46,10.2,6.8,5.44,5.1,7.14,5.44,,8.16,26.19,,8.84,38.77,10.54,6.8,22.154321,18.895062,30.808642,0.0,,16.611111,71.448855
US_WV_54009,2020-08-16,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,2,0,76,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,8,,-11,,8.69,11.36,5.35,,7.02,6.01,14.03,,,23.06,7.02,7.68,28.07,12.36,6.35,20.580247,14.759259,27.166667,3.1115,,15.191358,71.583316
US_WV_54009,2020-08-17,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,77,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,7.65,9.18,7.35,6.74,4.59,,10.71,4.59,5.82,20.82,4.29,11.94,43.17,6.12,4.59,21.95679,15.148148,28.271605,2.95275,,15.703704,67.949696
US_WV_54009,2020-08-18,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,2,0,79,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,9.45,14.01,7.82,7.5,6.19,7.82,8.8,5.54,8.15,18.9,7.17,7.82,50.52,6.52,7.17,20.679012,14.660494,27.969136,0.282222,,14.333333,67.194768
US_WV_54009,2020-08-19,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,79,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,7.61,12.68,7.61,,4.44,5.07,6.97,5.71,12.36,22.19,7.29,8.24,35.82,8.24,4.44,19.401235,12.32716,27.339506,0.0,,10.197531,55.636156
US_WV_54009,2020-08-20,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,3,0,82,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,5.55,12.65,4.32,6.48,4.32,5.55,9.56,6.79,8.95,28.07,6.48,8.95,42.88,8.33,7.4,19.567901,10.049383,28.944444,0.0,,9.5,52.529712
US_WV_54009,2020-08-21,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,83,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,7.12,11.46,9.29,,,5.27,6.82,,6.82,21.68,7.12,8.67,35.93,9.29,7.12,21.790123,10.524691,30.493827,0.0,,13.462963,59.682308
US_WV_54009,2020-08-22,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,83,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,5.3,9.27,6.95,9.6,7.28,,6.62,,5.96,19.86,6.29,10.92,41.71,5.3,,23.641975,14.703704,32.117284,0.169333,,16.555556,64.809284
US_WV_54009,2020-08-23,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,84,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,8.46,10.97,5.96,4.7,6.27,4.7,5.96,,7.52,20.68,,7.21,35.41,7.83,7.21,23.845679,16.611111,32.061728,2.286,,18.493827,72.095625
US_WV_54009,2020-08-24,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,85,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,5.32,11.48,8.96,,4.76,5.6,4.76,6.44,8.96,26.6,4.48,13.44,38.63,8.96,3.92,24.666667,18.549383,31.425926,1.7145,,18.981481,70.809171
US_WV_54009,2020-08-25,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,85,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,8.42,10.39,7.86,6.46,4.21,5.89,8.98,3.93,7.02,28.64,6.46,5.05,42.39,6.18,7.02,25.111111,19.265432,32.635802,1.197429,,19.351852,70.54278
US_WV_54009,2020-08-26,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,85,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,4.97,10.22,8.84,8.57,4.14,9.67,9.95,,3.87,23.49,6.08,7.74,42.0,8.01,9.39,21.401235,14.308642,32.290123,1.632857,,16.049383,71.8699
US_WV_54009,2020-08-27,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,85,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,7.01,10.94,8.69,5.61,7.01,7.01,7.01,3.93,9.26,21.03,,7.57,41.23,8.97,5.89,25.345679,16.858025,31.018519,1.04775,,20.969136,76.826334
US_WV_54009,2020-08-28,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,86,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,5.76,10.43,8.78,6.04,3.84,4.66,6.04,,7.13,21.68,6.58,8.23,38.96,5.21,8.51,22.487654,19.888889,29.08642,16.764,,20.907407,90.968106
US_WV_54009,2020-08-29,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,2,1,88,2,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,9.69,11.25,8.13,,5.31,8.44,7.5,,5.63,19.07,5.63,7.81,34.38,7.5,8.44,22.679012,19.851852,28.746914,40.60825,,19.419753,81.910576
US_WV_54009,2020-08-30,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,88,2,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,9.38,13.44,4.38,,,,5.63,,4.38,23.13,5.32,10.0,37.2,6.57,5.94,19.518519,13.993827,27.734568,1.241778,,13.530864,68.502622
US_WV_54009,2020-08-31,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,88,2,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,4.19,13.97,12.58,5.87,6.71,8.66,13.13,,10.34,25.71,7.27,8.38,39.68,6.99,5.87,18.660494,13.376543,24.796296,0.254,,14.839506,78.786572
US_WV_54009,2020-09-01,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,6,-1,94,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,6.67,13.62,8.7,4.06,5.51,6.96,6.96,,10.43,19.13,4.93,6.96,33.33,8.12,7.83,22.901235,14.228395,28.67284,0.09525,,18.987654,78.731592
US_WV_54009,2020-09-02,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,95,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,7.73,14.09,6.91,6.08,6.35,4.42,8.84,,6.63,18.51,6.08,8.01,38.67,8.29,4.7,23.604938,19.290123,28.592593,5.23875,,21.395062,87.588334
US_WV_54009,2020-09-03,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,2,0,97,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,8.74,9.02,10.71,5.64,3.95,5.36,13.25,,8.46,21.7,7.33,,36.92,9.87,4.51,21.388889,18.685185,26.209877,4.22275,,19.537037,89.248424
US_WV_54009,2020-09-04,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,98,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,6.38,12.14,8.5,,4.55,5.77,4.86,,,19.12,5.16,6.68,35.82,4.55,6.07,21.703704,17.611111,25.574074,4.769556,,15.240741,66.786798
US_WV_54009,2020-09-05,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,99,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,10.06,14.28,8.77,5.84,4.54,6.82,5.19,,5.19,19.48,5.84,9.74,37.66,6.82,5.19,17.814815,10.080247,25.919753,0.0,,10.04321,60.71127
US_WV_54009,2020-09-06,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,3,0,102,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,8.56,12.85,12.85,,,,9.22,,,19.11,,7.58,31.95,6.26,7.58,20.012346,10.345679,25.895062,0.0,,12.5,62.129761
US_WV_54009,2020-09-07,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,102,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,8.12,13.23,8.42,5.41,,6.31,5.41,,6.62,20.75,5.41,8.42,38.19,9.92,9.92,20.302469,14.290123,26.820988,1.4605,,14.932099,71.718456
US_WV_54009,2020-09-08,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,102,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,6.74,11.06,5.39,4.86,6.47,4.32,9.71,,4.86,19.96,7.01,8.63,38.03,8.9,7.01,22.574074,16.388889,29.938272,7.33425,,17.512346,73.356085
US_WV_54009,2020-09-09,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,3,0,105,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,7.03,11.62,7.84,5.14,5.68,6.49,12.71,,6.22,24.6,8.65,10.0,39.74,8.38,6.49,23.364198,16.462963,30.703704,0.254,,17.888889,71.707026
US_WV_54009,2020-09-10,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,-2,0,103,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,,,,,5.42,11.64,8.39,8.39,6.5,,7.31,,6.77,24.64,7.31,8.12,34.66,10.02,5.96,23.185185,16.753086,30.382716,0.0,,18.185185,73.99213
US_WV_54009,2020-09-11,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,104,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-8,2,-23,,5.12,15.94,9.11,,4.84,7.12,5.12,,4.84,23.62,,4.27,39.28,4.55,9.68,20.679012,17.191358,28.746914,0.0,,16.993827,79.529624
US_WV_54009,2020-09-12,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,104,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-9,10,-2,,6.13,12.59,6.78,,,5.49,7.42,,5.16,20.98,6.13,8.07,33.24,7.75,,20.290123,14.475309,28.154321,0.0,,16.067901,76.873548
US_WV_54009,2020-09-13,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,104,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,3,,-5,,6.19,10.61,6.78,,6.78,,7.08,,5.01,16.21,4.42,9.14,33.02,,4.13,21.648148,15.185185,27.796296,0.072571,,18.58642,82.869727
US_WV_54009,2020-09-14,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,105,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,0,11,-26,,6.12,11.18,7.45,5.86,6.39,5.86,7.45,,8.52,17.83,3.73,6.65,38.06,5.86,7.45,18.333333,14.901235,24.203704,2.003778,,13.277778,72.514574
US_WV_54009,2020-09-15,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,105,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,6,17,-25,,9.75,9.75,10.31,7.8,6.13,3.9,5.57,4.74,6.13,20.62,,9.75,37.34,7.8,6.97,13.277778,6.592593,21.333333,0.028222,,7.401235,67.755069
US_WV_54009,2020-09-16,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,105,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,4,8,-24,,6.3,9.31,10.13,4.93,5.48,5.48,9.31,6.02,7.94,14.79,4.93,4.11,35.05,5.2,6.3,15.04321,6.679012,24.246914,0.0,,9.975309,72.139715
US_WV_54009,2020-09-17,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,106,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,9,14,-24,,7.31,14.34,8.66,5.14,6.77,5.14,7.85,,8.93,20.3,4.87,,40.6,7.04,5.41,16.901235,8.067901,23.765432,0.0,,13.648148,81.344114
US_WV_54009,2020-09-18,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,106,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-3,5,-25,,7.23,7.23,9.11,7.23,3.75,6.43,8.84,5.09,9.11,19.29,6.43,4.29,34.02,4.82,,15.265432,11.524691,22.148148,0.0,,10.148148,71.620767
US_WV_54009,2020-09-19,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,106,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,2,,-9,,5.99,12.3,6.32,4.66,,7.32,9.98,,5.65,19.29,6.98,8.65,33.59,,5.99,10.487654,3.092593,19.259259,0.0,,1.654321,54.651975
US_WV_54009,2020-09-20,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,107,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,11,,-9,,7.18,10.92,11.23,,4.99,5.62,9.05,,6.24,15.29,7.18,7.49,28.08,8.11,,11.179012,2.666667,19.864198,0.0,,1.938272,53.344638
US_WV_54009,2020-09-21,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,107,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,3,12,-25,,,11.42,10.35,5.04,,8.23,7.43,5.84,13.01,22.57,6.37,8.76,33.45,6.11,5.04,11.919753,3.17284,20.018519,0.0,,2.623457,53.622333
US_WV_54009,2020-09-22,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,5,0,112,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,3,6,-23,,7.21,9.61,7.21,4.0,4.27,10.41,8.28,,7.21,24.29,5.34,6.67,34.7,7.47,6.67,12.04321,3.166667,21.259259,0.0,,4.561728,60.760814
US_WV_54009,2020-09-23,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,-1,0,111,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,5,5,-21,6,5.69,10.3,9.76,7.32,5.42,8.4,11.65,4.07,8.4,25.2,,5.69,37.67,6.23,7.59,15.493827,3.820988,25.481481,0.0,,8.740741,64.578144
US_WV_54009,2020-09-24,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,111,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,0,7,-24,6,6.7,9.64,9.11,6.7,5.89,6.7,7.77,,9.38,22.24,8.04,6.7,30.54,6.97,4.29,17.87037,8.049383,25.37037,0.0,,12.993827,73.403049
US_WV_54009,2020-09-25,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,111,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-3,5,-17,,6.84,8.49,7.39,5.2,,6.3,9.86,,6.84,21.9,4.93,12.32,31.48,7.94,7.39,17.950617,10.808642,25.938272,0.0,,12.833333,72.206229
US_WV_54009,2020-09-26,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,2,0,113,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-5,8,-2,,8.66,6.73,8.02,,8.98,,7.38,,4.49,21.48,,9.3,32.71,,,18.654321,10.820988,26.135802,0.0,,13.475309,72.231349
US_WV_54009,2020-09-27,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,113,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,8,,0,,9.1,9.1,5.46,6.67,4.25,6.98,4.86,,7.28,25.49,6.37,6.37,36.41,6.07,8.8,19.574074,12.104938,26.179012,0.0,,14.771605,73.922228
US_WV_54009,2020-09-28,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,113,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,1,9,-24,7,9.94,7.9,11.98,,4.08,4.84,11.22,3.82,8.41,22.43,3.82,6.63,37.22,3.82,,20.524691,14.333333,26.839506,0.0,,15.179012,71.580577
US_WV_54009,2020-09-29,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,114,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-1,3,-23,6,8.96,8.96,9.23,,,9.76,10.55,,7.91,18.72,7.38,7.12,37.44,8.96,5.27,14.895062,11.962963,25.851852,5.406571,,12.228395,84.157736
US_WV_54009,2020-09-30,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,114,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,4,4,-25,5,4.57,9.67,11.55,7.25,5.64,6.98,9.4,,11.82,21.76,11.28,4.03,37.88,8.06,8.6,13.111111,9.493827,18.074074,6.966857,,9.185185,77.168201
US_WV_54009,2020-10-01,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,114,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,9,18,-23,3,6.87,9.25,6.87,4.76,6.61,4.76,9.52,,8.99,21.68,6.61,3.7,36.74,,4.76,13.197531,7.561728,18.098765,0.41275,,7.12963,66.920815
US_WV_54009,2020-10-02,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,3,0,117,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,5,9,-24,,4.76,9.25,8.13,7.29,4.48,8.97,9.25,,8.69,21.02,5.61,6.17,29.15,5.04,5.33,9.487654,5.314815,17.308642,0.395111,,5.685185,77.271561
US_WV_54009,2020-10-03,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,0,0,117,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,-2,,-12,,7.46,11.03,6.16,,,8.43,9.73,4.54,7.79,17.52,5.51,6.49,33.41,7.14,6.49,8.660494,1.808642,15.919753,0.0,,3.512346,70.254881
US_WV_54009,2020-10-04,ChIJRz737cUyNIgRVVeaetpZv9A,Q490937,geoId/54009,US,United States of America,WV,West Virginia,54009,Brooke County,US,USA,2,1,0,118,1,,,22373,10987,11386,2017,2596,2706,2169,2670,3277,3531,2079,1328,1910157,40.27,-80.58,350,239,75.216667,11,,-14,,,10.1,11.33,,4.29,11.63,4.9,,5.2,22.65,6.43,9.18,33.98,6.74,5.2,12.074074,2.419753,19.469136,0.0,,6.555556,69.265994
