location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45001,2020-01-01,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,11.31,11.31,13.67,24.04,,,24.98,,43.36,,,7.395062,1.518519,13.975309,0.0,-2.527778,50.46224
US_SC_45001,2020-01-02,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,10.25,11.59,7.58,26.29,9.36,,30.3,,51.69,10.25,7.58,7.098765,3.0,12.148148,0.0,0.625,64.094727
US_SC_45001,2020-01-03,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,6.76,11.4,8.02,29.56,8.87,9.29,34.2,,43.49,9.29,10.13,9.864198,6.283951,15.487654,18.6944,8.847222,97.795811
US_SC_45001,2020-01-04,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,,10.45,,14.99,10.45,10.9,29.07,7.27,42.25,,,13.475309,8.518519,17.722222,27.8892,9.618056,79.036641
US_SC_45001,2020-01-05,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,9.58,13.06,13.06,24.81,8.71,,23.5,10.01,50.93,,7.4,5.783951,0.191358,14.907407,0.931333,-2.3125,57.197542
US_SC_45001,2020-01-06,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,9.67,7.57,10.51,19.76,12.19,11.35,28.58,5.88,37.83,7.99,6.72,8.302469,0.58642,16.148148,0.0,-0.576389,54.236771
US_SC_45001,2020-01-07,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,9.19,10.86,11.69,17.12,10.02,7.52,26.72,6.68,42.17,8.35,,8.969136,3.104938,15.524691,0.4572,2.423611,64.563334
US_SC_45001,2020-01-08,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,10.01,12.01,8.41,14.01,8.41,9.21,28.82,9.21,44.03,10.81,6.0,7.851852,0.148148,16.753086,0.903111,-3.715278,44.906444
US_SC_45001,2020-01-09,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,10.71,17.86,7.54,17.86,10.71,7.93,26.58,13.09,39.68,13.49,7.14,7.401235,-0.154321,16.320988,0.0,-1.0,56.287165
US_SC_45001,2020-01-10,ChIJtfI0kxgOWIgRdzQwYzBDJkg,Q306343,geoId/45001,US,United States of America,SC,South Carolina,45001,Abbeville County,US,USA,2,,,,,,,24567,11902,12665,2626,3165,3000,2451,2895,3434,3484,2281,1231,2532495,34.23,-82.45,1324,77.65,,,,,9.32,13.2,5.82,13.59,8.54,8.15,21.36,6.99,40.77,8.93,,11.95679,6.265432,16.691358,0.0,3.513889,57.276252
