location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26107,2020-07-18,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,46,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,3,,-1,,,4.3,6.11,4.08,13.36,7.7,3.85,4.53,3.62,5.21,,,8.15,,7.25,,3.62,6.11,4.08,3.4,4.53,,3.85,,3.85,,5.89,18.57,5.89,,13.81,,,3.17,4.53,35.55,3.85,10.64,,6.57,3.4,4.75,,3.17,,,24.266667,15.827778,32.011111,0.0,,18.411111,70.139708
US_MI_26107,2020-07-19,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,46,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,13,,-1,,,4.04,7.22,4.46,14.02,8.71,5.53,5.31,6.59,7.01,3.19,3.4,7.22,5.1,,3.83,5.31,7.01,3.61,,4.67,4.25,3.83,,5.1,,6.16,17.85,4.67,2.98,12.11,5.53,,4.46,6.37,42.07,,9.99,,7.01,3.4,3.83,,,3.61,,25.766667,21.05,29.711111,5.884333,,21.866667,79.29921
US_MI_26107,2020-07-20,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,-1,0,45,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,9,31,-29,4,3.97,5.3,7.28,3.31,13.68,9.49,5.96,3.31,8.83,,,,7.06,,5.52,,3.09,8.39,7.95,3.31,5.08,4.41,3.53,3.53,3.75,4.19,5.96,25.82,5.3,3.53,11.26,3.53,5.08,3.97,3.97,39.06,5.3,10.81,,5.74,3.97,5.52,3.09,3.97,,,22.805556,18.677778,27.1,3.9116,,16.127778,66.246465
US_MI_26107,2020-07-21,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,46,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,1,22,-30,4,,3.38,7.21,4.28,11.03,9.23,5.85,3.83,7.88,3.6,,,7.66,,,4.28,4.5,7.88,,,3.15,4.73,,3.15,5.63,,9.23,24.09,5.85,,9.46,4.5,4.95,4.5,3.83,39.4,4.95,8.56,4.05,7.66,3.6,5.85,,5.18,,,20.444444,15.2,26.955556,0.0,,13.955556,66.453797
US_MI_26107,2020-07-22,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,48,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,6,27,-31,5,,3.3,7.26,3.3,13.86,7.04,6.38,,5.28,4.4,4.62,3.3,3.74,3.96,3.08,4.18,6.16,5.28,,,6.16,3.52,4.62,3.08,5.06,3.96,5.5,23.11,4.18,5.06,11.22,,3.3,4.18,7.04,38.51,3.96,11.22,,6.6,,,,3.52,3.74,,23.516667,19.233333,28.5,0.973667,,19.172222,76.740395
US_MI_26107,2020-07-23,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,48,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,12,,-29,4,,4.58,6.11,5.02,14.18,7.63,,,5.89,4.8,,,6.76,4.36,4.36,3.71,5.67,6.98,4.36,4.36,3.93,,,,4.58,,7.63,21.82,5.02,,8.07,4.36,3.49,,8.51,35.56,3.27,10.47,3.93,6.11,,3.71,,,3.27,4.14,21.866667,16.577778,27.655556,0.4318,,17.288889,75.32687
US_MI_26107,2020-07-24,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,48,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,-5,19,-29,4,,4.16,5.69,4.16,11.16,7.44,3.28,,5.69,3.06,,3.94,3.5,4.82,,4.38,4.16,9.19,6.13,,,,4.38,4.6,5.47,3.06,5.25,24.07,3.28,,10.07,,4.38,3.28,4.38,35.24,3.28,10.51,3.28,9.85,3.28,7.22,3.5,,5.25,,21.372222,14.183333,28.488889,0.0,,14.672222,65.734113
US_MI_26107,2020-07-25,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,49,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,4,,-3,,,5.32,7.4,5.08,15.49,7.86,5.32,,3.24,,,3.7,5.55,,4.16,,4.62,6.47,,,3.7,,5.08,3.93,3.47,,6.01,22.19,6.01,,10.63,,3.7,3.7,5.78,30.97,4.62,9.94,3.24,6.93,,5.32,,,,,23.027778,14.861111,30.577778,0.0,,16.716667,67.821492
US_MI_26107,2020-07-26,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,50,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,19,,-5,,,7.83,12.4,5.22,18.93,7.18,8.27,,5.0,4.35,,3.26,6.75,6.09,,3.48,6.09,7.18,5.0,,4.35,,6.31,3.05,4.79,4.13,6.53,20.24,8.92,3.48,18.28,3.48,3.48,4.79,6.53,43.74,4.79,10.45,,7.62,3.26,4.13,,,,4.13,26.388889,20.016667,32.572222,0.0,,19.955556,68.107726
US_MI_26107,2020-07-27,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,50,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,6,27,-29,5,,5.33,5.97,3.83,16.83,7.24,6.18,,,4.69,,4.47,9.59,4.47,5.75,,4.05,5.33,4.05,,4.26,4.47,4.47,3.2,4.26,2.98,7.03,23.44,6.39,3.83,11.29,,3.62,,5.54,37.07,4.05,7.88,,7.88,,5.54,3.83,,3.41,,25.711111,23.083333,30.45,0.508,,20.45,73.020717
US_MI_26107,2020-07-28,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,51,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,4,21,-28,5,,3.99,7.1,3.1,12.42,8.2,9.54,,6.21,6.43,,,8.43,3.33,3.33,3.1,5.54,7.98,6.43,,5.76,5.1,,4.21,5.1,,6.21,21.29,5.76,4.88,11.09,4.21,4.66,5.1,7.32,42.57,4.88,11.31,,8.43,5.1,,,3.77,3.1,,22.95,16.5,29.461111,0.0,,14.866667,60.755465
US_MI_26107,2020-07-29,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,52,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,4,26,-30,4,,5.73,6.17,3.52,15.86,5.29,9.47,,6.83,4.41,,3.52,8.37,4.41,3.08,,5.07,8.37,4.41,,,3.3,3.3,,3.08,,7.93,22.24,7.71,3.08,10.79,3.74,4.41,,5.73,43.83,,7.49,,5.51,5.51,4.18,,,,,22.972222,18.388889,28.572222,10.16,,17.344444,70.870751
US_MI_26107,2020-07-30,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,3,0,55,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,9,31,-30,3,,3.54,6.63,6.41,11.93,7.51,7.96,3.09,7.29,3.98,,4.42,9.06,3.54,7.51,,3.76,7.29,,3.09,4.86,4.2,3.09,3.31,5.08,,7.96,22.76,5.97,,8.84,3.54,6.41,3.98,6.63,33.37,,7.74,,6.63,,3.31,3.31,,,,21.061111,14.094444,28.155556,0.1016,,14.077778,64.460718
US_MI_26107,2020-07-31,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,55,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,1,23,-29,3,,3.95,5.71,,18.22,3.51,6.15,3.51,5.71,,,,8.78,3.29,3.29,3.73,5.71,3.29,5.71,,3.07,4.17,5.05,3.51,4.39,3.07,5.71,19.98,5.93,,10.32,,,,5.93,37.76,3.51,12.73,,3.07,,3.95,,,,,21.339506,13.925926,28.111111,0.0,,14.0,63.103965
US_MI_26107,2020-08-01,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,56,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,8,,-1,,,4.73,7.66,4.28,17.12,4.73,3.38,,4.51,,,,7.66,3.38,5.86,6.76,5.63,13.07,3.83,,4.96,3.83,4.73,,4.28,3.38,4.51,21.63,3.83,4.06,11.27,,,,4.96,34.02,5.41,11.27,3.15,6.99,4.28,4.28,3.15,,,,21.105556,14.694444,27.288889,0.0,,15.338889,69.858896
US_MI_26107,2020-08-02,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,56,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,21,,-6,,,5.33,6.62,3.42,16.86,9.18,5.33,2.99,6.83,4.48,4.05,,10.67,,3.2,4.91,2.99,15.15,4.27,,3.84,5.33,4.27,3.84,3.2,,5.12,23.48,5.12,,11.95,,3.42,5.33,5.12,43.11,,9.39,3.84,4.7,,3.84,,4.48,,3.63,21.238889,17.633333,26.188889,7.62,,17.35,78.583499
US_MI_26107,2020-08-03,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,57,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,14,31,-30,5,2.93,3.98,5.23,3.77,12.14,5.65,6.49,,8.79,2.93,,3.35,6.7,3.35,,,,8.58,6.07,,6.07,3.56,3.98,,,4.19,7.74,21.14,4.81,3.14,8.79,2.93,4.19,,6.28,42.28,5.86,7.74,,6.91,3.77,3.56,,2.93,4.19,,18.944444,16.138889,23.233333,7.789333,,16.266667,84.679076
US_MI_26107,2020-08-04,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,59,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,7,25,-29,4,,3.84,8.1,,13.86,6.61,4.91,,5.97,3.41,4.26,,6.4,,5.12,3.2,3.2,9.6,,,5.12,3.2,4.69,,3.84,,7.25,20.05,5.76,,7.89,3.2,4.48,3.2,5.54,36.04,4.48,8.32,,4.26,,,,,3.41,3.2,16.522222,12.716667,22.038889,1.61925,,12.2,75.83774
US_MI_26107,2020-08-05,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,3,0,62,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,4,29,-29,5,,3.67,5.82,3.02,12.07,6.47,6.68,,5.61,3.67,,,6.47,4.1,6.68,3.45,3.67,9.48,3.88,,3.45,,3.02,3.02,3.88,3.23,7.11,19.19,3.67,,12.5,,4.74,,4.96,32.77,6.25,11.21,,4.31,5.82,4.31,,,4.74,,16.316667,8.994444,23.494444,0.0508,,10.233333,67.496423
US_MI_26107,2020-08-06,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,3,0,65,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,11,,-31,4,,4.62,7.04,4.18,11.21,7.7,6.38,,3.52,,,,5.72,,4.4,,5.28,10.11,4.62,,3.52,3.3,4.4,3.52,6.16,,9.67,23.09,7.25,,10.11,,4.84,4.84,4.84,35.4,6.6,7.04,,5.5,6.16,3.52,3.3,,,,17.505556,9.761111,25.183333,0.0,,10.872222,65.22989
US_MI_26107,2020-08-07,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,66,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,-2,14,-30,4,,3.96,6.39,3.3,16.08,4.62,7.71,3.74,3.08,,,3.08,5.51,,,3.3,,12.11,3.96,,3.74,3.96,3.08,,,4.84,6.61,22.68,5.51,,9.47,,,4.18,4.62,38.1,4.62,7.27,,6.39,4.18,5.73,,3.08,,,19.322222,11.155556,27.561111,0.0,,12.105556,63.202339
US_MI_26107,2020-08-08,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,68,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,10,,-4,,,,4.11,9.3,12.77,6.49,4.76,,4.33,3.9,3.03,,5.63,,4.54,,3.68,7.36,,,3.68,,,5.84,5.41,,8.01,18.61,6.28,3.25,6.28,5.63,3.25,4.11,4.54,32.89,,7.79,,4.54,,4.33,,,,,20.011111,12.077778,28.105556,0.725714,,13.677778,67.160886
US_MI_26107,2020-08-09,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,69,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,16,,-9,,,,5.67,6.09,12.4,10.09,6.51,,5.04,4.2,4.2,,10.71,5.25,5.25,3.99,5.04,7.35,4.2,3.36,7.35,3.57,3.99,,3.36,,7.14,22.69,5.88,4.2,11.56,3.15,4.83,5.04,6.09,35.09,5.04,9.04,2.94,7.35,,,,,,2.94,24.65,18.638889,30.466667,0.036286,,19.022222,71.405537
US_MI_26107,2020-08-10,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,-1,0,68,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,3,28,-32,5,,4.98,7.27,5.19,11.21,7.27,4.36,3.12,5.61,3.53,,2.91,8.52,3.95,5.19,3.95,3.53,7.89,4.98,5.4,6.23,3.12,3.12,,5.4,,5.82,23.05,6.23,3.32,10.38,,3.32,4.98,5.19,39.67,3.74,8.93,,6.02,3.12,4.78,,4.15,4.15,,25.861111,21.638889,30.633333,0.03175,,20.522222,72.725816
US_MI_26107,2020-08-11,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,69,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,1,24,-29,3,3.45,4.53,7.76,3.88,12.5,6.68,6.25,4.1,4.74,,3.45,,5.82,,,,,7.55,3.88,,6.04,3.67,3.67,3.45,3.45,,3.67,21.13,6.04,,12.94,3.67,,4.1,4.74,35.14,8.19,8.41,,5.82,4.1,4.74,,,,,22.788889,17.194444,28.616667,10.202333,,15.972222,65.812603
US_MI_26107,2020-08-12,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,69,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,-1,26,-35,4,,4.78,6.3,6.96,12.61,6.96,7.17,4.35,4.56,5.43,,3.04,11.52,,5.43,,,11.95,5.65,,5.43,,5.43,3.26,3.91,,6.74,18.26,5.22,,12.82,3.04,3.26,3.91,6.3,39.55,3.48,7.17,3.48,8.69,5.0,,,,4.78,,20.861111,12.094444,29.727778,0.0,,12.883333,60.865677
US_MI_26107,2020-08-13,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,70,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,4,,-34,3,,5.06,7.48,4.18,9.46,6.6,4.4,,8.36,,3.3,3.96,8.36,,4.4,3.96,,7.7,3.3,,3.3,,3.52,5.06,4.62,3.08,4.18,24.19,5.06,3.52,9.23,3.08,6.16,5.06,7.26,40.68,5.06,7.48,,6.82,3.74,4.4,3.74,,,,22.427778,14.6,29.672222,0.0,,15.255556,64.024635
US_MI_26107,2020-08-14,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,71,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,-5,16,-32,4,,4.13,7.18,8.71,15.89,9.58,5.22,,5.44,3.27,3.92,,5.44,3.27,3.48,,4.57,5.66,5.44,,,5.01,5.22,,5.44,3.05,5.22,14.58,5.44,,7.4,,5.22,5.01,,38.31,3.48,8.71,,5.01,3.92,4.13,,,3.27,,23.05,15.022222,30.627778,0.0,,16.261111,65.765649
US_MI_26107,2020-08-15,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,73,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,6,,-7,,,6.33,7.23,7.0,13.11,6.55,5.65,,5.88,,,,5.65,,,3.39,4.52,5.42,6.55,3.39,3.84,4.07,,,3.62,,4.97,16.95,5.88,,8.81,,3.84,3.16,5.2,34.57,,8.59,3.39,6.55,,5.2,,3.62,4.07,,23.177778,17.4,28.805556,0.0,,17.755556,71.693312
US_MI_26107,2020-08-16,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,1,0,74,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,19,,-1,,3.08,3.3,7.49,11.01,13.21,4.84,4.62,4.18,6.17,5.07,3.3,4.18,6.61,5.07,,3.96,,7.49,3.74,,4.84,,,,,3.52,6.83,17.4,3.52,,14.54,,3.74,3.74,3.96,33.25,5.07,10.79,3.08,9.47,,3.52,3.74,3.3,,,22.488889,18.111111,27.755556,1.11125,,15.8,66.090691
US_MI_26107,2020-08-17,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,74,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,3,,3.44,8.59,4.51,14.17,5.37,6.22,3.0,4.94,3.22,3.65,3.22,5.58,3.22,3.44,,4.51,6.44,3.65,3.22,,3.22,,5.58,3.65,,7.08,20.61,5.15,,10.3,,3.65,3.65,3.86,30.91,4.08,8.37,,5.58,,4.51,,,4.94,,20.8,14.35,28.372222,0.2032,,13.672222,64.018901
US_MI_26107,2020-08-18,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,76,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,4,3.27,4.15,8.29,3.06,13.53,10.69,,3.27,6.55,3.49,3.93,,5.67,,,3.71,6.11,11.35,,4.58,5.46,,4.36,3.93,,,9.38,22.04,4.58,,9.16,4.15,5.02,3.71,4.15,37.75,5.02,7.86,3.06,6.55,,5.24,,,,,18.783333,11.622222,24.916667,0.0508,,10.116667,57.458459
US_MI_26107,2020-08-19,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,76,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,4,3.49,3.71,6.54,,13.95,8.72,5.01,4.36,6.97,4.58,,3.05,5.45,3.27,3.49,4.14,5.23,8.5,3.27,,3.92,4.36,3.71,,5.45,4.14,7.84,20.92,4.36,3.27,11.33,3.05,4.79,5.67,5.23,37.48,3.71,8.06,,4.79,,3.05,,,,4.14,17.188889,9.455556,25.055556,0.0,,9.288889,59.999328
US_MI_26107,2020-08-20,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,76,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,3,3.66,5.17,9.47,4.09,13.99,10.54,5.59,4.52,4.3,,,3.87,6.46,4.09,,5.17,3.87,8.61,,,4.3,3.87,,,,4.52,6.67,20.45,4.95,,9.68,3.44,3.01,3.87,4.74,33.57,6.89,9.25,,5.81,3.23,3.23,,3.87,,,21.044444,14.144444,28.172222,0.0,,13.05,60.759172
US_MI_26107,2020-08-21,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,76,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,3,,5.62,6.92,4.75,13.83,6.05,7.57,3.67,5.4,,5.4,3.03,7.57,,,,4.11,11.46,3.89,,5.4,5.4,,4.75,4.97,,5.4,18.81,4.54,3.03,12.32,,,4.11,4.11,35.23,3.46,10.81,3.46,4.97,3.89,3.46,,,,,22.894444,16.094444,29.622222,0.0,,14.833333,61.119629
US_MI_26107,2020-08-22,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,0,0,76,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,4.56,4.79,5.7,14.36,5.24,4.79,4.33,4.56,6.38,,,5.93,4.1,3.19,3.42,,6.15,,,4.1,,,3.42,,,5.7,18.46,4.33,3.65,9.57,,,4.56,4.1,36.92,4.1,9.57,,7.52,,4.56,,,,,22.433333,15.15,30.05,0.0,,15.011111,63.423822
US_MI_26107,2020-08-23,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,78,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,4.02,6.77,3.6,11.0,5.29,5.08,3.6,6.14,,,,6.56,5.92,3.6,,,11.64,5.29,,3.39,3.81,2.96,4.23,4.23,4.23,3.81,16.93,5.92,,10.37,4.66,4.23,4.44,6.98,34.49,4.66,8.89,,4.44,4.87,3.17,,,,,23.616667,17.011111,29.761111,0.0,,16.622222,65.318087
US_MI_26107,2020-08-24,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,80,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,4,,,8.12,6.3,13.81,7.72,4.47,4.06,5.89,3.66,,3.45,8.33,3.05,3.86,,3.86,6.7,3.86,,2.84,3.45,4.06,3.86,4.26,,7.31,18.28,3.86,,7.31,3.45,6.91,2.84,,34.52,,8.53,,6.7,3.86,,,,,,24.044444,17.272222,31.494444,0.0,,18.183333,70.042205
US_MI_26107,2020-08-25,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,2,0,82,2,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,4,3.31,3.1,7.65,,13.03,6.41,3.31,3.93,5.17,3.1,,,3.31,2.9,,,4.76,6.21,4.76,2.9,,4.55,5.38,,,,7.65,17.17,3.72,5.17,10.13,,3.72,4.55,5.79,37.64,,8.89,3.52,5.79,3.1,4.14,3.1,,2.9,,24.427778,19.683333,29.561111,0.0,,17.383333,65.445312
