location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IN_18073,2021-08-26,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,9,0,4313,60,35,12978,0,0,0,2,0,3,3,1,0,0,15,45,152,352,148,718,644,708,597,492,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,6,1909,2362,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,8,15,4,-17,1,,2.88,,14.19,8.02,7.61,7.2,5.35,11.93,6.17,5.96,7.61,6.37,4.73,5.55,4.52,,4.11,7.61,24.26,5.55,6.37,4.32,3.91,4.52,39.06,2.88,9.25,5.76,,5.35,24.314815,20.888889,29.518519,6.277429,21.784722,85.811365
US_IN_18073,2021-08-27,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,20,0,4333,60,22,13000,1,0,1,3,0,3,3,2,3,2,16,45,153,355,148,721,647,710,600,494,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,12,1917,2374,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,-1,4,11,-13,1,3.57,3.78,5.46,11.97,8.19,3.36,5.67,,12.81,8.19,2.94,7.14,5.04,4.41,5.25,5.67,4.2,3.99,6.3,21.85,6.51,8.82,3.36,4.62,6.93,35.92,4.2,9.45,4.41,3.15,6.51,25.432099,20.314815,31.820988,0.084667,22.159722,82.265088
US_IN_18073,2021-08-28,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,11,0,4344,60,0,13000,0,0,2,0,0,1,2,4,0,1,16,45,155,355,148,722,649,714,600,495,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,9,1919,2383,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,4,18,31,-1,,,6.02,6.52,11.03,9.03,4.51,5.77,5.26,12.28,6.52,,8.02,,3.76,5.26,,4.76,4.76,7.77,23.57,6.02,10.53,,3.76,,39.36,,9.78,5.51,,5.51,26.580247,21.444444,31.895062,0.0,22.972222,81.37569
US_IN_18073,2021-08-29,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,13,0,4357,60,52,13052,0,0,3,1,0,3,2,4,0,0,16,45,158,356,148,725,651,718,600,495,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,6,1926,2389,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,11,25,27,-9,,5.51,8.27,4.37,11.26,6.21,4.6,6.21,,11.95,5.75,,11.72,3.91,4.83,7.58,,3.68,4.6,8.27,17.93,4.37,13.33,,4.6,,33.78,3.45,7.35,7.35,4.83,,26.644444,22.422222,31.533333,0.8255,22.518519,78.860628
US_IN_18073,2021-08-30,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,26,1,4383,61,34,13086,0,0,2,4,1,6,2,1,5,4,16,45,160,360,149,731,653,719,605,499,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,12,14,1938,2403,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,-2,11,3,-13,0,6.21,3.73,,14.09,7.87,4.35,4.76,,14.29,7.66,4.76,7.04,3.11,5.38,4.76,3.31,,5.18,7.87,26.72,7.25,10.36,3.94,4.14,6.83,34.8,,9.73,8.7,3.73,7.04,23.851852,19.864198,28.228395,0.09525,20.076389,80.150474
US_IN_18073,2021-08-31,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,29,0,4412,61,23,13109,0,0,0,3,0,7,5,3,4,3,16,45,160,363,149,738,658,722,609,502,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,20,1947,2423,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,-1,11,8,-15,1,5.41,6.86,,14.77,7.28,3.95,7.9,3.95,14.14,6.66,3.74,7.9,4.16,3.74,4.58,3.33,3.54,5.41,7.7,26.0,6.03,8.94,3.74,4.37,5.62,33.49,3.74,7.28,5.2,3.95,3.95,21.549383,15.858025,27.549383,0.0,16.083333,72.452351
US_IN_18073,2021-09-01,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,20,0,4432,61,20,13129,0,1,3,2,0,4,1,1,3,4,16,46,163,365,149,742,659,723,612,506,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,14,1953,2437,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,6,9,6,-14,0,5.0,4.17,3.33,11.25,11.66,6.04,8.33,4.37,13.12,5.21,5.0,7.29,3.54,4.17,3.54,5.0,3.33,5.83,5.83,28.11,5.62,8.12,4.17,5.0,4.79,39.99,3.12,8.33,6.66,4.79,9.16,21.677778,17.894444,25.222222,0.0,14.716049,65.237566
US_IN_18073,2021-09-02,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,23,1,4455,62,31,13160,0,2,5,2,0,0,4,2,2,4,16,48,168,367,149,742,663,725,614,510,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,12,11,1965,2448,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,13,16,4,-16,0,2.86,4.29,,14.69,5.71,5.51,4.29,5.51,14.9,6.73,4.49,9.59,,5.51,,3.67,,4.08,5.51,25.51,3.47,7.14,,5.1,5.51,29.39,2.86,7.96,6.12,4.08,3.67,19.222222,12.411111,25.227778,0.0,12.765432,67.083604
US_IN_18073,2021-09-03,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,16,1,4471,63,25,13185,0,0,2,2,1,3,3,2,1,1,16,48,170,369,150,745,666,727,615,511,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,11,1970,2459,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,15,15,23,-18,-2,4.27,5.13,,14.32,5.77,,4.06,3.42,14.53,6.41,3.85,6.41,4.27,5.34,2.99,4.92,3.42,3.21,,23.08,5.77,7.48,,2.99,3.21,33.55,,8.33,5.13,3.42,4.92,18.794444,13.444444,24.861111,0.036286,13.154321,71.009736
US_IN_18073,2021-09-04,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,9,0,4480,63,29,13214,0,0,0,0,0,0,2,3,1,0,16,48,170,369,150,745,668,730,616,511,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,5,1973,2464,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,11,28,38,-12,,4.88,6.34,3.9,14.62,5.85,5.36,5.36,5.85,11.46,4.39,4.39,5.61,,,5.85,,3.9,8.78,5.12,23.64,4.39,9.75,3.66,6.34,4.14,36.81,,8.04,5.36,6.58,7.07,19.688889,17.238889,22.7,0.0508,15.944444,79.929464
US_IN_18073,2021-09-05,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,9,0,4489,63,0,13214,0,0,3,1,0,0,1,0,1,0,16,48,173,370,150,745,669,730,617,511,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,6,1975,2470,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,13,37,21,-13,,,,4.32,14.98,8.38,5.33,7.36,4.06,12.44,5.08,6.35,8.63,,4.32,6.85,,,4.32,4.57,22.09,7.87,12.19,,,4.32,33.26,3.55,11.42,8.63,3.55,,20.905556,14.383333,27.083333,1.11125,14.598765,67.566394
US_IN_18073,2021-09-06,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,4497,63,0,13214,0,0,1,0,1,1,0,1,2,1,16,48,174,370,151,746,669,731,619,512,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,1979,2474,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,3,18,11,-72,13,5.09,4.63,3.47,13.89,7.41,3.94,4.17,4.4,15.97,6.95,3.7,6.25,3.7,5.56,3.7,3.47,,7.41,6.71,27.78,3.24,12.04,,4.63,3.7,34.03,3.24,9.72,6.71,3.24,5.79,20.388889,13.538889,26.838889,0.0,13.17284,64.396449
US_IN_18073,2021-09-07,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,50,0,4547,63,13,13227,2,0,3,3,2,7,10,7,5,5,18,48,177,373,153,753,679,738,624,517,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,24,26,2003,2500,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,-5,13,1,-15,2,5.13,3.69,,11.29,6.98,4.31,8.41,3.69,8.62,4.31,4.72,6.77,5.33,5.75,3.69,3.9,5.33,3.9,6.57,26.06,5.75,10.05,4.92,3.69,5.13,38.16,3.69,10.05,8.21,2.87,4.51,21.583333,15.133333,30.838889,0.508,15.604938,69.437334
US_IN_18073,2021-09-08,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,31,0,4578,63,13,13240,0,0,7,2,1,5,6,4,4,0,18,48,184,375,154,758,685,742,628,517,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,14,2020,2514,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,5,7,4,-13,0,4.59,3.34,3.34,12.53,6.47,6.06,3.34,3.13,13.58,7.52,6.47,6.89,3.55,3.97,3.34,3.13,2.92,3.34,9.61,21.72,5.22,10.23,3.55,3.97,6.27,36.35,3.76,7.1,4.18,4.59,5.64,20.066667,13.494444,26.277778,0.381,13.858025,68.078087
US_IN_18073,2021-09-09,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,30,0,4608,63,17,13257,1,1,1,4,2,5,3,3,5,3,19,49,185,379,156,763,688,745,633,520,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,16,14,2036,2528,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,10,12,7,-12,-1,,6.38,2.88,15.64,7.41,4.73,4.73,3.91,9.67,4.32,3.29,7.41,,,3.5,3.29,3.09,4.32,8.85,24.29,5.15,7.2,4.73,3.91,,29.84,3.91,9.06,,3.09,3.5,18.222222,12.472222,23.672222,0.0,11.802469,67.378184
US_IN_18073,2021-09-10,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,42,0,4650,63,31,13288,0,1,3,4,2,7,6,6,5,6,19,50,188,383,158,770,694,751,638,526,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,23,19,2059,2547,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,4,6,12,-11,-1,5.51,6.14,2.97,14.4,6.57,3.39,4.87,,11.44,6.14,5.3,9.53,,4.87,3.18,,3.18,,7.41,22.24,3.81,9.32,4.24,2.97,3.39,29.23,,8.26,3.81,,4.45,17.638889,10.822222,26.061111,0.0,11.481481,68.391896
US_IN_18073,2021-09-11,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,15,0,4665,63,29,13317,0,0,1,0,1,2,4,0,5,1,19,50,189,383,159,772,698,751,643,527,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,7,2067,2554,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,16,24,23,6,,6.35,4.32,,11.94,,3.56,4.83,,10.92,5.84,,6.35,4.83,4.83,,,4.83,4.32,6.6,24.38,5.84,9.4,,4.32,,32.25,3.81,7.87,5.33,,,21.144444,14.683333,29.1,0.0,14.962963,68.495257
US_IN_18073,2021-09-12,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,11,0,4676,63,24,13341,0,0,1,1,0,1,3,2,1,0,19,50,190,384,159,773,701,753,644,527,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,4,2074,2558,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,14,31,24,-4,,4.92,5.38,,13.35,5.15,3.98,6.32,6.09,13.58,6.79,6.32,7.73,3.51,4.45,5.85,3.75,3.75,3.98,7.49,23.41,5.38,7.96,,4.45,4.21,34.18,4.92,9.13,7.26,4.45,3.28,24.977778,20.6,30.972222,0.0,17.635802,64.043207
US_IN_18073,2021-09-13,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,26,0,4702,63,0,13341,0,1,2,3,0,3,5,7,4,1,19,51,192,387,159,776,706,760,648,528,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,11,2089,2569,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,4,12,2,-13,0,5.49,4.88,2.85,13.01,12.2,4.27,4.07,4.27,8.34,5.49,6.5,9.76,6.3,5.69,6.3,5.29,4.27,4.27,8.34,28.66,5.89,11.38,5.08,4.47,4.27,34.36,5.49,7.93,6.91,4.27,4.47,23.85,18.65,30.855556,0.0,18.333333,71.452247
US_IN_18073,2021-09-14,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,34,0,4736,63,31,13372,0,0,3,4,2,4,6,8,3,3,19,51,195,391,161,780,712,768,651,531,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,20,14,2109,2583,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,7,12,3,-13,0,4.04,6.67,10.3,12.73,6.46,8.08,7.47,3.64,12.93,7.68,4.44,7.68,3.43,5.66,5.25,4.04,3.84,3.64,9.49,21.82,4.85,9.29,3.64,2.83,7.27,35.56,4.24,10.51,3.84,5.05,4.65,24.994444,20.583333,31.488889,0.0,18.771605,68.741044
US_IN_18073,2021-09-15,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,25,0,4761,63,30,13402,1,1,1,5,2,1,1,3,5,4,20,52,196,396,163,781,713,771,656,535,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,11,2123,2594,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,12,13,8,-12,-1,5.6,6.22,6.01,13.06,9.75,6.22,4.15,4.98,11.41,3.94,,6.43,4.77,4.36,4.15,,2.9,,8.29,21.98,5.6,7.88,4.15,2.9,6.43,38.57,3.94,8.09,6.43,3.53,4.15,20.25,14.838889,25.677778,0.3048,13.87037,67.135972
US_IN_18073,2021-09-16,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,18,1,4779,64,45,13447,0,0,0,3,1,1,4,1,3,5,20,52,196,399,164,782,717,772,659,540,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,9,2132,2603,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,15,14,10,-13,-1,5.18,3.31,,12.23,4.97,4.97,5.39,3.11,8.5,5.59,3.31,9.12,4.97,,6.01,3.31,3.73,,7.87,19.89,7.25,6.63,3.11,3.31,9.74,28.8,4.56,4.14,4.35,4.77,3.94,18.333333,10.104167,27.625,0.0,10.579365,62.274908
US_IN_18073,2021-09-17,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,15,0,4794,64,31,13478,0,0,1,3,0,4,2,1,2,0,20,52,197,402,164,786,719,773,661,540,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,6,2141,2609,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,8,8,14,-12,0,5.0,4.58,4.79,12.49,5.62,5.0,5.0,3.33,8.12,6.04,2.92,11.04,5.21,2.92,4.17,4.37,,3.75,4.17,25.2,6.04,7.08,3.12,,5.83,37.28,3.96,6.87,6.66,4.37,4.37,23.361111,16.161111,31.027778,0.0,15.197531,60.674193
US_IN_18073,2021-09-18,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,4802,64,22,13500,0,0,1,2,0,3,0,2,0,0,20,52,198,404,164,789,719,775,661,540,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,5,2144,2614,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,20,22,39,-4,,5.22,6.21,,16.9,4.72,6.71,3.98,,11.44,6.71,,7.46,7.71,5.22,4.97,3.73,6.46,5.97,6.46,25.61,5.72,9.7,4.97,5.97,5.47,33.81,6.21,10.19,5.72,,4.72,23.0,18.633333,29.233333,0.09525,17.240741,69.951621
US_IN_18073,2021-09-19,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,15,0,4817,64,19,13519,0,0,1,1,0,4,4,1,3,1,20,52,199,405,164,793,723,776,664,541,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,4,2155,2618,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,24,27,28,-10,,7.7,5.84,3.27,12.84,6.3,5.84,5.84,3.27,10.27,6.07,3.73,9.34,6.07,3.97,,5.84,4.9,4.43,5.84,17.51,,10.5,,5.84,3.27,38.05,3.5,9.57,7.94,3.97,4.2,22.805556,16.588889,31.283333,0.0,16.685185,68.273016
US_IN_18073,2021-09-20,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,25,0,4842,64,30,13549,0,0,3,2,0,5,7,2,4,1,20,52,202,407,164,798,730,778,668,542,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,15,2164,2633,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,8,13,5,-12,1,4.12,6.09,3.73,9.62,7.07,6.28,5.5,5.11,10.41,6.48,4.12,7.07,3.73,3.93,,5.11,,,7.27,19.83,4.32,11.39,4.32,2.75,4.52,37.7,5.3,10.6,6.09,3.54,4.91,23.05,19.961111,27.888889,2.201333,19.462963,81.020697
US_IN_18073,2021-09-21,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,24,0,4866,64,37,13586,0,2,2,6,2,0,5,2,2,3,20,54,204,413,166,798,735,780,670,545,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,10,14,2174,2647,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,2,8,6,-13,2,7.73,3.96,4.36,11.09,6.34,5.35,4.95,3.76,10.1,6.54,3.17,11.49,7.73,4.36,3.57,4.36,5.35,,6.34,26.94,9.11,7.92,3.76,2.97,4.16,38.63,6.14,9.11,4.36,3.76,5.15,20.15,16.283333,23.344444,3.767667,18.45679,90.376536
US_IN_18073,2021-09-22,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,21,0,4887,64,12,13598,0,0,0,7,0,3,4,3,3,0,20,54,204,420,166,801,739,783,673,545,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,12,9,2186,2656,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,4,8,6,-8,2,5.04,5.04,3.02,8.66,9.46,6.04,5.04,4.03,9.87,5.24,4.83,4.63,3.62,3.83,5.84,3.22,5.04,,7.05,23.16,5.44,6.65,4.63,,4.83,35.04,,8.66,5.84,3.02,4.63,14.655556,12.794444,17.211111,5.188857,11.444444,83.432394
US_IN_18073,2021-09-23,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,12,0,4899,64,40,13638,0,0,0,1,0,6,3,0,1,0,20,54,204,421,166,807,742,783,674,545,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,7,2191,2663,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,11,10,7,-9,1,5.42,4.79,,10.63,5.83,,5.0,,12.71,9.38,4.58,11.67,3.54,5.63,4.79,3.13,3.75,,6.46,23.34,5.0,4.58,4.58,2.92,4.79,35.22,3.33,7.09,4.79,4.17,2.92,14.083333,10.427778,18.016667,2.342444,7.580247,66.183984
US_IN_18073,2021-09-24,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,22,1,4921,65,11,13649,0,0,0,0,1,5,9,3,1,1,20,54,204,421,167,812,751,786,675,546,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,10,12,2201,2675,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,3,8,13,-8,-1,5.64,,,9.19,8.35,5.43,4.59,3.13,7.93,4.8,5.01,8.56,2.92,3.76,5.43,2.92,5.01,7.52,5.85,16.08,5.22,6.26,,3.55,6.47,36.75,,5.43,5.43,3.55,4.8,14.994444,7.566667,25.4,0.762,6.901235,59.66422
US_IN_18073,2021-09-25,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,13,0,4934,65,35,13684,0,1,1,1,1,1,1,2,2,1,20,55,205,422,168,813,752,788,677,547,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,4,2210,2679,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,16,17,30,4,,5.41,,4.38,14.43,3.87,,5.41,,10.82,6.18,,10.82,,,4.64,,,,4.9,23.96,5.41,9.79,3.87,,,38.91,,11.34,5.67,4.9,3.61,16.622222,9.822222,21.922222,2.213429,8.728395,60.070521
US_IN_18073,2021-09-26,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,3,0,4937,65,31,13715,0,0,0,0,0,1,1,0,0,0,20,55,205,422,168,814,753,788,677,547,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,3,2210,2682,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,18,31,27,-11,,4.67,5.84,4.44,13.79,7.71,4.67,6.31,5.38,12.15,6.31,4.21,7.48,4.91,3.51,6.08,,3.27,7.48,5.61,21.03,4.21,9.12,4.44,4.91,3.74,35.29,,6.78,8.65,,4.91,17.227778,10.022222,27.083333,0.0,6.45679,50.249848
