location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05059,2020-01-11,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,4.54,6.17,8.44,7.47,6.49,,7.14,5.84,10.06,,,8.12,27.6,6.49,8.12,7.47,31.17,10.39,4.54,11.055556,1.858025,21.006173,66.185143,,9.432099,89.815271
US_AR_05059,2020-01-12,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,6.69,7.01,5.42,5.42,6.05,9.87,7.01,9.87,,8.92,11.47,21.34,5.42,6.05,8.6,29.62,6.05,4.78,1.67284,0.234568,4.604938,2.6035,,-0.580247,85.085186
US_AR_05059,2020-01-13,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,3.7,9.12,,4.68,4.44,5.18,5.42,7.89,7.89,3.45,8.38,24.65,5.92,3.7,,33.03,5.92,,4.222222,-0.62963,11.617284,0.0,,1.840278,84.900697
US_AR_05059,2020-01-14,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,6.33,8.28,5.84,5.6,4.87,9.01,6.33,8.28,,5.36,5.6,16.07,5.6,5.84,4.87,31.89,4.87,5.36,10.08642,7.617284,13.512346,0.28575,,8.388889,89.659453
US_AR_05059,2020-01-15,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,4.43,4.66,4.9,5.83,3.96,6.76,5.59,9.09,4.43,,10.02,15.62,5.13,4.9,4.43,30.31,4.43,6.99,15.098765,11.938272,20.814815,0.22225,,14.055556,93.037698
US_AR_05059,2020-01-16,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,4.96,6.61,7.08,5.43,6.14,,10.86,8.02,5.43,,,7.79,21.24,5.66,6.14,,29.97,5.43,4.01,12.820988,6.351852,19.074074,0.41275,,7.82716,71.839946
US_AR_05059,2020-01-17,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,5.77,8.78,4.85,,4.16,9.24,6.7,9.24,3.69,,5.08,18.94,,,6.7,25.64,4.16,4.85,5.67284,4.030864,8.253086,0.479778,,0.401235,69.1242
US_AR_05059,2020-01-18,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,10.76,6.73,,7.74,6.39,16.15,9.76,5.38,,5.72,6.39,23.88,7.06,6.73,,34.31,6.39,,12.802469,7.17284,17.475309,7.874,,8.574074,75.526665
US_AR_05059,2020-01-19,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,10.52,8.87,,5.26,7.23,11.83,9.2,8.87,,,4.6,20.04,5.92,4.6,,31.54,6.57,5.59,4.765432,-2.154321,10.67284,3.52425,,-6.845679,43.073124
US_AR_05059,2020-01-20,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,4.95,6.49,10.51,6.8,6.49,5.57,12.68,6.8,6.49,4.33,5.26,6.8,23.5,5.57,8.66,5.87,34.01,5.26,5.26,1.561728,-3.919753,7.481481,0.0,,-7.339506,52.544869
US_AR_05059,2020-01-21,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,6.46,6.94,10.05,6.94,5.27,4.79,13.17,7.18,8.62,4.79,3.59,8.14,22.98,8.38,5.51,7.18,39.74,9.57,6.46,-0.481481,-4.135802,4.345679,0.0,,-5.808642,67.458058
US_AR_05059,2020-01-22,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,3.98,6.79,5.85,6.32,4.68,6.08,12.63,7.72,8.42,4.21,3.28,7.49,15.44,5.85,5.15,6.55,28.55,4.45,3.51,0.283951,-1.45679,2.58642,0.0,,-3.104938,78.090941
US_AR_05059,2020-01-23,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,6.77,8.17,8.17,6.77,,14.47,5.6,10.27,4.2,,8.64,21.48,4.67,3.5,4.67,28.95,3.5,5.14,3.555556,1.283951,7.098765,17.9705,,2.25,91.523141
US_AR_05059,2020-01-24,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,7.62,8.81,6.19,4.29,,16.67,7.14,7.14,5.0,,8.1,23.57,5.24,5.71,,21.67,4.29,6.67,4.660494,1.055556,7.574074,4.7625,,1.407407,79.514125
US_AR_05059,2020-01-25,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,6.63,5.64,10.61,7.96,7.96,5.97,15.59,8.95,8.62,,,4.97,26.2,7.3,4.97,7.3,37.81,,,4.240741,-2.580247,13.58642,0.0,,-0.771605,70.081258
US_AR_05059,2020-01-26,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,,10.18,7.71,5.86,,23.13,12.65,6.17,8.02,6.17,7.4,33.0,7.09,,5.55,32.39,6.79,,8.833333,6.58642,11.858025,2.12725,,6.339506,84.49762
US_AR_05059,2020-01-27,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,4.51,5.46,8.31,6.17,4.75,5.22,19.95,7.84,7.84,4.51,4.51,12.59,33.97,11.16,4.04,,32.06,4.99,3.33,8.864198,4.888889,15.277778,2.06375,,6.291667,83.31061
US_AR_05059,2020-01-28,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,6.22,6.22,6.46,5.98,4.31,17.23,,10.53,4.79,5.02,7.42,26.32,4.55,7.18,4.55,37.08,7.18,3.83,5.814815,2.04321,10.919753,0.0,,4.784722,92.538562
US_AR_05059,2020-01-29,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,3.35,,5.99,9.1,5.51,,24.44,9.34,10.54,5.27,4.79,6.95,28.75,5.75,5.03,,29.47,7.43,3.59,7.141975,5.82716,8.648148,6.63575,,5.660494,90.364582
US_AR_05059,2020-01-30,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,6.59,7.29,7.29,4.94,,33.17,8.0,9.17,5.17,,7.06,36.23,6.12,4.47,3.53,28.7,6.82,3.53,5.308642,4.314815,6.87037,1.0795,,3.345679,87.267837
US_AR_05059,2020-01-31,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,5.53,7.69,7.69,5.05,5.05,23.8,8.65,5.29,,4.57,4.33,30.29,6.25,4.81,3.6,25.72,4.09,3.85,6.598765,4.432099,10.796296,0.0635,,3.802469,82.448228
US_AR_05059,2020-02-01,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,13.58,11.93,9.28,6.96,,23.52,9.94,8.28,,4.97,,34.12,5.63,4.64,,33.13,7.29,9.28,7.87037,0.82716,15.345679,0.0,,1.716049,65.247498
US_AR_05059,2020-02-02,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,5.36,10.4,8.51,7.57,6.3,18.28,9.77,,,,5.99,25.85,6.3,7.88,4.73,32.47,4.41,9.77,10.425926,1.320988,24.567901,0.0,,0.475309,51.098207
US_AR_05059,2020-02-03,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,4.19,5.92,11.34,6.41,,7.15,21.69,6.9,11.09,5.67,4.44,9.61,23.91,6.66,6.16,4.93,35.24,4.68,5.67,14.746914,8.790123,20.222222,0.0,,6.376543,58.239804
US_AR_05059,2020-02-04,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,3.92,4.15,10.37,5.07,,3.69,18.89,8.29,8.29,,4.38,11.29,20.27,7.14,4.15,6.45,26.73,4.15,3.69,16.716049,12.54321,19.166667,1.11125,,14.493056,87.216475
US_AR_05059,2020-02-05,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,5.1,4.4,8.34,3.71,,,14.13,7.88,5.79,3.48,4.63,7.88,19.92,,4.87,6.02,28.5,6.72,3.71,7.030864,4.228395,12.697531,13.43025,,5.746914,91.614732
US_AR_05059,2020-02-06,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,3.74,4.91,11.46,5.38,6.08,4.44,21.05,8.42,6.55,5.14,4.44,6.55,28.3,7.02,4.44,,28.53,3.98,5.85,2.679012,0.882716,4.722222,10.795,,0.524691,85.787556
US_AR_05059,2020-02-07,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,3.89,8.02,7.54,4.13,5.11,19.21,8.75,8.99,4.13,,7.05,19.69,6.81,7.29,4.62,28.2,,6.32,1.777778,-3.851852,10.160494,0.09525,,-2.981481,70.821985
US_AR_05059,2020-02-08,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,,8.52,5.79,5.45,5.11,20.44,9.2,8.18,5.11,,8.86,25.9,,5.79,,33.39,6.47,5.11,5.185185,-1.759259,15.290123,0.0,,-0.537037,66.714997
US_AR_05059,2020-02-09,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,5.53,7.81,6.51,,5.53,17.24,11.06,8.46,7.48,5.21,9.11,25.7,9.11,11.06,5.86,43.92,7.81,8.46,12.030864,7.154321,19.382716,0.0,,4.549383,60.365065
US_AR_05059,2020-02-10,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,3.95,10.0,10.93,6.51,5.12,19.77,8.84,8.6,7.67,4.42,6.05,23.95,,7.67,4.88,30.69,5.81,3.95,14.098765,9.185185,17.592593,14.38275,,12.481481,90.028654
US_AR_05059,2020-02-11,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,5.28,11.01,5.96,5.73,8.03,12.61,7.34,8.94,4.59,5.28,7.8,28.21,7.34,7.34,4.82,31.19,,,6.938272,5.333333,9.888889,21.68525,,4.524691,84.81636
US_AR_05059,2020-02-12,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,4.08,12.24,5.67,4.99,5.44,14.51,5.67,10.43,4.76,4.53,6.8,20.4,4.76,5.21,7.48,28.34,6.35,5.89,5.074074,3.537037,7.617284,9.0805,,3.256944,88.148989
US_AR_05059,2020-02-13,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,,4.38,7.07,6.58,7.31,3.9,13.89,4.38,7.8,4.14,5.36,7.07,21.93,5.85,4.14,,27.28,3.9,3.9,6.04321,4.030864,8.253086,25.11425,,1.771605,74.236978
US_AR_05059,2020-02-14,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,,,,,,4.55,,7.4,,5.69,,13.94,7.4,6.83,4.27,,5.97,23.33,4.84,7.11,,31.86,5.69,,0.635802,-4.512346,6.932099,0.09525,,-7.771605,53.734858
US_AR_05059,2020-02-15,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,5,1,-61,8,,4.63,5.96,9.93,8.6,,,14.23,7.94,7.61,4.63,,8.93,21.51,4.96,5.96,5.62,33.42,6.95,,3.493827,-3.604938,14.277778,0.0,,-3.759259,59.249876
US_AR_05059,2020-02-16,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,6,16,-62,7,,,6.02,8.37,10.04,,7.03,17.73,12.71,8.37,5.02,8.03,10.37,25.09,7.36,7.7,,36.13,9.03,7.36,11.216049,7.04321,17.067901,0.028222,,5.580247,68.54453
US_AR_05059,2020-02-17,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,-7,-6,-43,-12,3,,5.96,9.93,5.96,7.66,5.11,19.86,9.65,10.5,8.23,4.26,7.66,25.25,6.81,5.11,5.67,38.59,5.39,4.82,14.024691,11.808642,17.95679,0.169333,,11.673611,86.433182
US_AR_05059,2020-02-18,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,-6,-7,-60,-1,2,,4.05,6.75,7.21,5.4,3.38,13.28,6.08,8.78,4.28,4.95,7.21,22.29,,8.11,4.28,29.5,5.85,3.83,14.123457,7.055556,18.228395,13.462,,12.018519,87.296686
US_AR_05059,2020-02-19,ChIJW-WD6GDbMoYRabA96YPRPYo,Q61348,geoId/05059,US,United States of America,AR,Arkansas,05059,Hot Spring County,US,USA,2,,,,,,,33606,17600,16006,3612,4056,4221,4120,4343,4688,4401,2754,1411,1826747,34.318611,-92.953889,1611,73.414286,6,4,-56,5,0,5.05,3.44,8.26,7.11,3.44,4.13,18.59,11.24,11.24,5.97,4.13,4.59,24.56,3.9,7.8,6.43,29.38,5.97,3.21,6.654321,2.228395,11.222222,12.79525,,0.092593,63.116809
